Reuters	reuter	Reuters
-	-	-
U	u	U
.	.	.
S	s	S
.	.	.
intelligence	intellig	intelligence
and	and	and
law	law	law
enforcement	enforc	enforcement
officials	offici	official
are	are	are
warning	warn	warning
that	that	that
hackers	hacker	hacker
with	with	with
ties	tie	tie
to	to	to
Russia	russia	Russia
s	s	s
intelligence	intellig	intelligence
services	servic	service
could	could	could
try	tri	try
to	to	to
undermine	undermin	undermine
the	the	the
credibility	credibl	credibility
of	of	of
the	the	the
presidential	presidenti	presidential
election	elect	election
by	by	by
posting	post	posting
documents	document	document
online	onlin	online
purporting	purport	purporting
to	to	to
show	show	show
evidence	evid	evidence
of	of	of
voter	voter	voter
fraud	fraud	fraud
.	.	.

The	the	The
officials	offici	official
,	,	,
who	who	who
spoke	spoke	spoke
on	on	on
condition	condit	condition
of	of	of
anonymity	anonym	anonymity
,	,	,
said	said	said
however	howev	however
,	,	,
that	that	that
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
election	elect	election
system	system	system
is	is	is
so	so	so
large	larg	large
,	,	,
diffuse	diffus	diffuse
and	and	and
antiquated	antiqu	antiquated
that	that	that
hackers	hacker	hacker
would	would	would
not	not	not
be	be	be
able	abl	able
to	to	to
change	chang	change
the	the	the
outcome	outcom	outcome
of	of	of
the	the	the
Nov	nov	Nov
.	.	.

8	8	8
election	elect	election
.	.	.

But	but	But
hackers	hacker	hacker
could	could	could
post	post	post
documents	document	document
,	,	,
some	some	some
of	of	of
which	which	which
might	might	might
be	be	be
falsified	falsifi	falsified
,	,	,
that	that	that
are	are	are
designed	design	designed
to	to	to
create	creat	create
public	public	public
perceptions	percept	perception
of	of	of
widespread	widespread	widespread
voter	voter	voter
fraud	fraud	fraud
,	,	,
the	the	the
officials	offici	official
said	said	said
.	.	.

They	they	They
said	said	said
that	that	that
they	they	they
did	did	did
not	not	not
have	have	have
specific	specif	specific
evidence	evid	evidence
of	of	of
such	such	such
a	a	a
plan	plan	plan
,	,	,
but	but	but
state	state	state
and	and	and
local	local	local
election	elect	election
authorities	author	authority
had	had	had
been	been	been
warned	warn	warned
to	to	to
be	be	be
vigilant	vigil	vigilant
for	for	for
hacking	hack	hacking
attempts	attempt	attempt
.	.	.

On	on	On
Oct	oct	Oct
.	.	.

7	7	7
,	,	,
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
government	govern	government
formally	formal	formally
accused	accus	accused
Russia	russia	Russia
for	for	for
the	the	the
first	first	first
time	time	time
of	of	of
a	a	a
campaign	campaign	campaign
of	of	of
cyber	cyber	cyber
attacks	attack	attack
against	against	against
Democratic	democrat	Democratic
Party	parti	Party
organizations	organ	organization
to	to	to
interfere	interfer	interfere
with	with	with
the	the	the
election	elect	election
process	process	process
.	.	.

U	u	U
.	.	.
S	s	S
.	.	.
officials	offici	official
familiar	familiar	familiar
with	with	with
hacking	hack	hacking
directed	direct	directed
against	against	against
American	american	American
voting	vote	voting
systems	system	system
said	said	said
evidence	evid	evidence
indicates	indic	indicates
that	that	that
suspected	suspect	suspected
Russian	russian	Russian
government	govern	government
-backed	-back	-backed
hackers	hacker	hacker
have	have	have
so	so	so
far	far	far
tried	tri	tried
to	to	to
attack	attack	attack
voter	voter	voter
registration	registr	registration
databases	databas	database
operated	oper	operated
by	by	by
more	more	more
than	than	than
20	20	20
states	state	state
.	.	.

Tracing	trace	Tracing
the	the	the
attacks	attack	attack
can	can	can
be	be	be
difficult	difficult	difficult
but	but	but
breaches	breach	breach
of	of	of
only	onli	only
two	two	two
such	such	such
databases	databas	database
have	have	have
been	been	been
confirmed	confirm	confirmed
,	,	,
they	they	they
said	said	said
.	.	.

The	the	The
officials	offici	official
said	said	said
there	there	there
is	is	is
no	no	no
evidence	evid	evidence
that	that	that
any	ani	any
hackers	hacker	hacker
have	have	have
succeeded	succeed	succeeded
in	in	in
accessing	access	accessing
equipment	equip	equipment
or	or	or
databases	databas	database
used	use	used
to	to	to
record	record	record
votes	vote	vote
.	.	.

Many	mani	Many
states	state	state
use	use	use
systems	system	system
that	that	that
would	would	would
be	be	be
difficult	difficult	difficult
to	to	to
hack	hack	hack
or	or	or
defraud	defraud	defraud
,	,	,
including	includ	including
paper	paper	paper
ballots	ballot	ballot
which	which	which
initially	initi	initially
are	are	are
tallied	talli	tallied
by	by	by
machines	machin	machine
.	.	.

U	u	U
.	.	.
S	s	S
.	.	.
elections	elect	election
are	are	are
run	run	run
by	by	by
state	state	state
and	and	and
local	local	local
officials	offici	official
,	,	,
not	not	not
the	the	the
federal	feder	federal
government	govern	government
.	.	.

On	on	On
Nov	nov	Nov
.	.	.

8	8	8
,	,	,
votes	vote	vote
will	will	will
be	be	be
cast	cast	cast
in	in	in
hundreds	hundr	hundred
of	of	of
thousands	thousand	thousand
of	of	of
polling	poll	polling
stations	station	station
in	in	in
9	9	9
,	,	,
000	000	000
different	differ	different
jurisdictions	jurisdict	jurisdiction
,	,	,
according	accord	according
to	to	to
the	the	the
National	nation	National
Association	associ	Association
of	of	of
Secretaries	secretari	Secretaries
of	of	of
State	state	State
.	.	.

The	the	The
U	u	U
.	.	.
S	s	S
.	.	.
officials	offici	official
declined	declin	declined
to	to	to
comment	comment	comment
on	on	on
Republican	republican	Republican
candidate	candid	candidate
Donald	donald	Donald
Trump	trump	Trump
s	s	s
contention	content	contention
that	that	that
the	the	the
election	elect	election
is	is	is
being	be	being
rigged	rig	rigged
.	.	.
Trump	trump	Trump
said	said	said
in	in	in
the	the	the
third	third	third
and	and	and
final	final	final
presidential	presidenti	presidential
debate	debat	debate
with	with	with
Democratic	democrat	Democratic
candidate	candid	candidate
Hillary	hillari	Hillary
Clinton	clinton	Clinton
on	on	on
Wednesday	wednesday	Wednesday
night	night	night
that	that	that
he	he	he
would	would	would
not	not	not
say	say	say
until	until	until
the	the	the
election	elect	election
results	result	result
were	were	were
known	known	known
whether	whether	whether
or	or	or
not	not	not
he	he	he
would	would	would
accept	accept	accept
the	the	the
outcome	outcom	outcome
.	.	.

Trump	trump	Trump
and	and	and
his	his	his
campaign	campaign	campaign
officials	offici	official
have	have	have
repeatedly	repeat	repeatedly
said	said	said
that	that	that
the	the	the
potential	potenti	potential
for	for	for
voter	voter	voter
fraud	fraud	fraud
remains	remain	remains
high	high	high
but	but	but
they	they	they
have	have	have
not	not	not
provided	provid	provided
any	ani	any
evidence	evid	evidence
.	.	.

On	on	On
Thursday	thursday	Thursday
,	,	,
Trump	trump	Trump
said	said	said
he	he	he
would	would	would
accept	accept	accept
the	the	the
results	result	result
of	of	of
the	the	the
election	elect	election
if	if	if
I	i	I
win	win	win
.	.	.
He	he	He
said	said	said
he	he	he
reserved	reserv	reserved
the	the	the
right	right	right
to	to	to
contest	contest	contest
or	or	or
file	file	file
a	a	a
legal	legal	legal
challenge	challeng	challenge
in	in	in
the	the	the
case	case	case
of	of	of
a	a	a
questionable	question	questionable
result	result	result
.	.	.
Clinton	clinton	Clinton
supporters	support	supporter
said	said	said
Trump	trump	Trump
is	is	is
unwittingly	unwit	unwittingly
aiding	aid	aiding
an	an	an
effort	effort	effort
by	by	by
Russian	russian	Russian
President	presid	President
Vladimir	vladimir	Vladimir
Putin	putin	Putin
to	to	to
undercut	undercut	undercut
the	the	the
credibility	credibl	credibility
of	of	of
the	the	the
vote	vote	vote
.	.	.

Washington	washington	Washington
and	and	and
Moscow	moscow	Moscow
are	are	are
at	at	at
odds	odd	odds
over	over	over
several	sever	several
issues	issu	issue
,	,	,
from	from	from
Russian	russian	Russian
involvement	involv	involvement
in	in	in
the	the	the
Ukraine	ukrain	Ukraine
conflict	conflict	conflict
,	,	,
the	the	the
war	war	war
in	in	in
Syria	syria	Syria
and	and	and
cyber	cyber	cyber
attacks	attack	attack
.	.	.

Trump	trump	Trump
does	doe	doe
not	not	not
even	even	even
know	know	know
he	he	he
is	is	is
being	be	being
manipulated	manipul	manipulated
,	,	,
said	said	said
Michael	michael	Michael
Morell	morel	Morell
,	,	,
a	a	a
former	former	former
deputy	deputi	deputy
CIA	cia	CIA
director	director	director
who	who	who
has	has	ha
endorsed	endors	endorsed
Clinton	clinton	Clinton
.	.	.

Trump	trump	Trump
is	is	is
an	an	an
unwitting	unwit	unwitting
agent	agent	agent
of	of	of
Putin	putin	Putin
.	.	.

