WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
-	-	-
The	the	The
U	u	U
.	.	.
S	s	S
.	.	.
House	hous	House
of	of	of
Representatives	repres	Representatives
passed	pass	passed
a	a	a
700	700	700
billion	billion	billion
defense	defens	defense
policy	polici	policy
bill	bill	bill
on	on	on
Tuesday	tuesday	Tuesday
,	,	,
backing	back	backing
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
s	s	s
call	call	call
for	for	for
a	a	a
bigger	bigger	bigger
,	,	,
stronger	stronger	stronger
military	militari	military
,	,	,
but	but	but
failing	fail	failing
to	to	to
decide	decid	decide
how	how	how
to	to	to
fund	fund	fund
the	the	the
massive	massiv	massive
spending	spend	spending
increase	increas	increase
.	.	.
The	the	The
Republican	republican	Republican
-controlled	-control	-controlled
House	hous	House
voted	vote	voted
356	356	356
-70	-70	-70
for	for	for
the	the	the
annual	annual	annual
National	nation	National
Defense	defens	Defense
Authorization	author	Authorization
Act	act	Act
,	,	,
or	or	or
NDAA	ndaa	NDAA
,	,	,
which	which	which
authorizes	author	authorizes
the	the	the
level	level	level
of	of	of
defense	defens	defense
spending	spend	spending
and	and	and
sets	set	set
policies	polici	policy
controlling	control	controlling
how	how	how
the	the	the
money	money	money
is	is	is
spent	spent	spent
.	.	.
But	but	But
the	the	the
legislation	legisl	legislation
defies	defi	defies
spending	spend	spending
caps	cap	cap
set	set	set
in	in	in
the	the	the
2011	2011	2011
Budget	budget	Budget
Control	control	Control
Act	act	Act
and	and	and
there	there	there
is	is	is
no	no	no
clear	clear	clear
plan	plan	plan
from	from	from
Congress	congress	Congress
on	on	on
how	how	how
to	to	to
provide	provid	provide
the	the	the
money	money	money
for	for	for
the	the	the
Pentagon	pentagon	Pentagon
.	.	.
The	the	The
2018	2018	2018
NDAA	ndaa	NDAA
authorizes	author	authorizes
634	634	634
billion	billion	billion
in	in	in
base	base	base
defense	defens	defense
spending	spend	spending
,	,	,
for	for	for
such	such	such
things	thing	thing
as	as	a
buying	buy	buying
weapons	weapon	weapon
and	and	and
paying	pay	paying
the	the	the
troops	troop	troop
,	,	,
well	well	well
above	abov	above
the	the	the
549	549	549
billion	billion	billion
allowed	allow	allowed
under	under	under
the	the	the
previous	previous	previous
legislation	legisl	legislation
.	.	.
The	the	The
NDAA	ndaa	NDAA
also	also	also
includes	includ	includes
provisions	provis	provision
such	such	such
as	as	a
an	an	an
increase	increas	increase
in	in	in
active	activ	active
troop	troop	troop
levels	level	level
by	by	by
more	more	more
than	than	than
16	16	16
,	,	,
000	000	000
,	,	,
and	and	and
states	state	state
that	that	that
climate	climat	climate
change	chang	change
is	is	is
a	a	a
national	nation	national
security	secur	security
threat	threat	threat
.	.	.
The	the	The
defense	defens	defense
policy	polici	policy
bill	bill	bill
will	will	will
become	becom	become
law	law	law
if	if	if
it	it	it
passes	pass	pass
the	the	the
Republican	republican	Republican
-controlled	-control	-controlled
Senate	senat	Senate
and	and	and
is	is	is
signed	sign	signed
into	into	into
law	law	law
by	by	by
the	the	the
president	presid	president
,	,	,
as	as	a
expected	expect	expected
.	.	.
But	but	But
spending	spend	spending
will	will	will
nonetheless	nonetheless	nonetheless
be	be	be
cut	cut	cut
automatically	automat	automatically
if	if	if
Congress	congress	Congress
cannot	cannot	cannot
come	come	come
up	up	up
with	with	with
a	a	a
deal	deal	deal
to	to	to
resolve	resolv	resolve
the	the	the
gap	gap	gap
in	in	in
funding	fund	funding
.	.	.
Representative	repres	Representative
Adam	adam	Adam
Smith	smith	Smith
,	,	,
the	the	the
top	top	top
Democrat	democrat	Democrat
on	on	on
the	the	the
House	hous	House
Armed	arm	Armed
Services	servic	Services
Committee	committe	Committee
,	,	,
said	said	said
Congress	congress	Congress
failure	failur	failure
to	to	to
address	address	address
the	the	the
issue	issu	issue
makes	make	make
life	life	life
more	more	more
difficult	difficult	difficult
for	for	for
military	militari	military
leaders	leader	leader
because	becaus	because
they	they	they
cannot	cannot	cannot
plan	plan	plan
in	in	in
advance	advanc	advance
.	.	.
This	this	This
defense	defens	defense
bill	bill	bill
is	is	is
72	72	72
billion	billion	billion
over	over	over
the	the	the
budget	budget	budget
caps	cap	cap
,	,	,
so	so	so
if	if	if
we	we	we
don	don	don
t	t	t
eliminate	elimin	eliminate
or	or	or
raise	rais	raise
the	the	the
budget	budget	budget
caps	cap	cap
,	,	,
that	that	that
additional	addit	additional
money	money	money
will	will	will
go	go	go
away	away	away
and	and	and
leave	leav	leave
us	us	u
once	onc	once
again	again	again
in	in	in
the	the	the
land	land	land
of	of	of
uncertainty	uncertainti	uncertainty
for	for	for
the	the	the
Department	depart	Department
of	of	of
Defense	defens	Defense
,	,	,
he	he	he
said	said	said
.	.	.
Representative	repres	Representative
Mac	mac	Mac
Thornberry	thornberri	Thornberry
,	,	,
the	the	the
House	hous	House
Armed	arm	Armed
Service	servic	Service
Committee	committe	Committee
s	s	s
Republican	republican	Republican
chairman	chairman	chairman
,	,	,
said	said	said
Congress	congress	Congress
needed	need	needed
to	to	to
pass	pass	pas
an	an	an
appropriations	appropri	appropriation
bill	bill	bill
to	to	to
allow	allow	allow
for	for	for
the	the	the
700	700	700
billion	billion	billion
.	.	.
Securing	secur	Securing
those	those	those
appropriations	appropri	appropriation
must	must	must
be	be	be
Congress	congress	Congress
top	top	top
priority	prioriti	priority
before	befor	before
the	the	the
year	year	year
ends	end	end
,	,	,
Thornberry	thornberri	Thornberry
said	said	said
in	in	in
a	a	a
statement	statement	statement
.	.	.
The	the	The
NDAA	ndaa	NDAA
also	also	also
includes	includ	includes
about	about	about
66	66	66
billion	billion	billion
in	in	in
special	special	special
war	war	war
funding	fund	funding
,	,	,
which	which	which
is	is	is
exempt	exempt	exempt
from	from	from
the	the	the
so	so	so
-called	-call	-called
sequestration	sequestr	sequestration
cap	cap	cap
.	.	.
The	the	The
measure	measur	measure
passed	pass	passed
by	by	by
the	the	the
House	hous	House
on	on	on
Tuesday	tuesday	Tuesday
is	is	is
a	a	a
compromise	compromis	compromise
reached	reach	reached
by	by	by
House	hous	House
and	and	and
Senate	senat	Senate
negotiators	negoti	negotiator
between	between	between
separate	separ	separate
versions	version	version
of	of	of
the	the	the
bill	bill	bill
approved	approv	approved
in	in	in
the	the	the
chambers	chamber	chamber
earlier	earlier	earlier
this	this	this
year	year	year
.	.	.
However	howev	However
,	,	,
a	a	a
budget	budget	budget
fight	fight	fight
is	is	is
expected	expect	expected
because	becaus	because
Senate	senat	Senate
Democrats	democrat	Democrats
may	may	may
not	not	not
agree	agre	agree
to	to	to
big	big	big
increases	increas	increase
in	in	in
funds	fund	fund
for	for	for
the	the	the
military	militari	military
if	if	if
spending	spend	spending
caps	cap	cap
on	on	on
non	non	non
-defense	-defens	-defense
programs	program	program
are	are	are
not	not	not
also	also	also
eased	eas	eased
.	.	.
The	the	The
Republican	republican	Republican
majority	major	majority
in	in	in
the	the	the
Senate	senat	Senate
is	is	is
so	so	so
small	small	small
that	that	that
most	most	most
legislation	legisl	legislation
cannot	cannot	cannot
pass	pass	pas
without	without	without
some	some	some
Democratic	democrat	Democratic
votes	vote	vote
.	.	.
