BERLIN	berlin	BERLIN
Reuters	reuter	Reuters
-	-	-
The	the	The
United	unit	United
States	state	States
informed	inform	informed
Germany	germani	Germany
shortly	short	shortly
before	befor	before
it	it	it
launched	launch	launched
missile	missil	missile
strikes	strike	strike
on	on	on
a	a	a
Syrian	syrian	Syrian
airbase	airbas	airbase
from	from	from
which	which	which
Washington	washington	Washington
said	said	said
a	a	a
deadly	dead	deadly
chemical	chemic	chemical
weapons	weapon	weapon
attack	attack	attack
had	had	had
been	been	been
launched	launch	launched
this	this	this
week	week	week
,	,	,
a	a	a
German	german	German
government	govern	government
spokesman	spokesman	spokesman
said	said	said
on	on	on
Friday	friday	Friday
.	.	.
The	the	The
U	u	U
.	.	.
S	s	S
.	.	.
government	govern	government
informed	inform	informed
the	the	the
chancellery	chancelleri	chancellery
and	and	and
defense	defens	defense
minister	minist	minister
during	dure	during
the	the	the
night	night	night
,	,	,
German	german	German
government	govern	government
spokesman	spokesman	spokesman
Steffen	steffen	Steffen
Seibert	seibert	Seibert
told	told	told
a	a	a
regular	regular	regular
news	news	news
conference	confer	conference
.	.	.
A	a	A
spokesman	spokesman	spokesman
for	for	for
the	the	the
defense	defens	defense
ministry	ministri	ministry
added	ad	added
The	the	The
defense	defens	defense
minister	minist	minister
was	was	wa
informed	inform	informed
about	about	about
the	the	the
strikes	strike	strike
by	by	by
her	her	her
American	american	American
colleague	colleagu	colleague
James	jame	James
Mattis	matti	Mattis
shortly	short	shortly
beforehand	beforehand	beforehand
.	.	.
A	a	A
spokesman	spokesman	spokesman
for	for	for
Germany	germani	Germany
s	s	s
Foreign	foreign	Foreign
Ministry	ministri	Ministry
said	said	said
the	the	the
United	unit	United
States	state	States
had	had	had
given	given	given
Berlin	berlin	Berlin
the	the	the
impression	impress	impression
during	dure	during
the	the	the
contact	contact	contact
overnight	overnight	overnight
that	that	that
this	this	this
was	was	wa
a	a	a
targeted	target	targeted
and	and	and
limited	limit	limited
attack	attack	attack
.	.	.
