Token	Stem	Lemma
PARIS	pari	PARIS
BAGHDAD	baghdad	BAGHDAD
Reuters	reuter	Reuters
French	french	French
President	presid	President
Emmanuel	emmanuel	Emmanuel
Macron	macron	Macron
on	on	on
Saturday	saturday	Saturday
called	call	called
on	on	on
Iraq	iraq	Iraq
to	to	to
dismantle	dismantl	dismantle
all	all	all
militias	militia	militia
including	includ	including
the	the	the
government	govern	government
-sanctioned	-sanction	-sanctioned
Iran	iran	Iran
-backed	-back	-backed
Popular	popular	Popular
Mobilisation	mobilis	Mobilisation
Forces	forc	Forces
PMF	pmf	PMF
a	a	a
rare	rare	rare
public	public	public
call	call	call
to	to	to
do	do	do
so	so	so
by	by	by
a	a	a
major	major	major
Western	western	Western
leader	leader	leader
Macron	macron	Macron
s	s	s
call	call	call
which	which	which
followed	follow	followed
a	a	a
meeting	meet	meeting
with	with	with
Iraqi	iraqi	Iraqi
Kurdish	kurdish	Kurdish
leaders	leader	leader
in	in	in
Paris	pari	Paris
underscores	underscor	underscore
the	the	the
tough	tough	tough
balancing	balanc	balancing
act	act	act
Baghdad	baghdad	Baghdad
has	has	ha
to	to	to
perform	perform	perform
between	between	between
its	it	it
allies	alli	ally
in	in	in
the	the	the
war	war	war
on	on	on
Islamic	islam	Islamic
State	state	State
Iran	iran	Iran
and	and	and
Western	western	Western
powers	power	power
which	which	which
do	do	do
not	not	not
see	see	see
eye	eye	eye
to	to	to
eye	eye	eye
It	it	It
is	is	is
essential	essenti	essential
that	that	that
there	there	there
is	is	is
a	a	a
gradual	gradual	gradual
demilitarisation	demilitaris	demilitarisation
in	in	in
particular	particular	particular
of	of	of
the	the	the
Popular	popular	Popular
Mobilisation	mobilis	Mobilisation
that	that	that
established	establish	established
itself	itself	itself
in	in	in
the	the	the
last	last	last
few	few	few
years	year	year
in	in	in
Iraq	iraq	Iraq
and	and	and
that	that	that
all	all	all
militias	militia	militia
be	be	be
gradually	gradual	gradually
dismantled	dismantl	dismantled
he	he	he
told	told	told
a	a	a
Paris	pari	Paris
news	news	news
conference	confer	conference
held	held	held
with	with	with
Iraqi	iraqi	Iraqi
Kurdish	kurdish	Kurdish
leaders	leader	leader
Kurdistan	kurdistan	Kurdistan
Regional	region	Regional
Government	govern	Government
KRG	krg	KRG
authorities	author	authority
accuse	accus	accuse
the	the	the
majority	major	majority
Arab	arab	Arab
Shi	shi	Shi
ite	ite	ite
PMF	pmf	PMF
of	of	of
widespread	widespread	widespread
abuses	abus	abuse
against	against	against
Kurds	kurd	Kurds
in	in	in
Iraq	iraq	Iraq
s	s	s
ethnically	ethnic	ethnically
mixed	mix	mixed
regions	region	region
Iraqi	iraqi	Iraqi
Prime	prime	Prime
Minister	minist	Minister
Haider	haider	Haider
al	al	al
-Abadi	-abadi	-Abadi
s	s	s
government	govern	government
denies	deni	denies
that	that	that
the	the	the
PMF	pmf	PMF
are	are	are
engaged	engag	engaged
in	in	in
a	a	a
systematic	systemat	systematic
pattern	pattern	pattern
of	of	of
abuses	abus	abuse
and	and	and
has	has	ha
pledged	pledg	pledged
to	to	to
punish	punish	punish
anyone	anyon	anyone
proven	proven	proven
guilty	guilti	guilty
of	of	of
violations	violat	violation
Disarming	disarm	Disarming
the	the	the
PMF	pmf	PMF
is	is	is
seen	seen	seen
as	as	a
Abadi	abadi	Abadi
s	s	s
most	most	most
difficult	difficult	difficult
test	test	test
as	as	a
his	his	his
forces	forc	force
edge	edg	edge
closer	closer	closer
to	to	to
declaring	declar	declaring
victory	victori	victory
over	over	over
Islamic	islam	Islamic
State	state	State
In	in	In
Baghdad	baghdad	Baghdad
Abadi	abadi	Abadi
s	s	s
office	offic	office
released	releas	released
a	a	a
statement	statement	statement
later	later	later
saying	say	saying
he	he	he
had	had	had
spoken	spoken	spoken
to	to	to
Macron	macron	Macron
by	by	by
phone	phone	phone
and	and	and
that	that	that
the	the	the
French	french	French
president	presid	president
had	had	had
affirmed	affirm	affirmed
his	his	his
country	countri	country
s	s	s
commitment	commit	commitment
to	to	to
a	a	a
unified	unifi	unified
Iraq	iraq	Iraq
It	it	It
made	made	made
no	no	no
mention	mention	mention
of	of	of
Macron	macron	Macron
s	s	s
call	call	call
to	to	to
dismantle	dismantl	dismantle
the	the	the
militias	militia	militia
Iraqi	iraqi	Iraqi
Vice	vice	Vice
President	presid	President
Nuri	nuri	Nuri
al	al	al
-Maliki	-maliki	-Maliki
a	a	a
former	former	former
prime	prime	prime
minister	minist	minister
who	who	who
was	was	wa
pressured	pressur	pressured
to	to	to
leave	leav	leave
office	offic	office
by	by	by
both	both	both
the	the	the
U	u	U
S	s	S
and	and	and
Iran	iran	Iran
for	for	for
failing	fail	failing
to	to	to
stop	stop	stop
Islamic	islam	Islamic
State	state	State
was	was	wa
more	more	more
forceful	forc	forceful
Macron	macron	Macron
he	he	he
said	said	said
was	was	wa
carrying	carri	carrying
out	out	out
unacceptable	unaccept	unacceptable
interference	interfer	interference
in	in	in
Iraq	iraq	Iraq
s	s	s
internal	intern	internal
affairs	affair	affair
These	these	These
positions	posit	position
from	from	from
France	franc	France
are	are	are
absolutely	absolut	absolutely
rejected	reject	rejected
and	and	and
harm	harm	harm
Iraq	iraq	Iraq
s	s	s
sovereignty	sovereignti	sovereignty
and	and	and
its	it	it
institutions	institut	institution
Maliki	maliki	Maliki
said	said	said
in	in	in
a	a	a
statement	statement	statement
Macron	macron	Macron
s	s	s
meeting	meet	meeting
with	with	with
KRG	krg	KRG
Prime	prime	Prime
Minister	minist	Minister
Nechirvan	nechirvan	Nechirvan
Barzani	barzani	Barzani
and	and	and
his	his	his
deputy	deputi	deputy
Qubad	qubad	Qubad
Talabani	talabani	Talabani
was	was	wa
the	the	the
first	first	first
high	high	high
-profile	-profil	-profile
international	intern	international
meeting	meet	meeting
for	for	for
the	the	the
Kurdish	kurdish	Kurdish
leadership	leadership	leadership
after	after	after
a	a	a
Sept	sept	Sept
25	25	25
independence	independ	independence
referendum	referendum	referendum
U	u	U
S	s	S
Secretary	secretari	Secretary
of	of	of
State	state	State
Rex	rex	Rex
Tillerson	tillerson	Tillerson
and	and	and
British	british	British
Prime	prime	Prime
Minister	minist	Minister
Theresa	theresa	Theresa
May	may	May
have	have	have
both	both	both
made	made	made
trips	trip	trip
to	to	to
Iraq	iraq	Iraq
after	after	after
the	the	the
referendum	referendum	referendum
but	but	but
only	onli	only
met	met	met
officials	offici	official
in	in	in
Baghdad	baghdad	Baghdad
and	and	and
made	made	made
no	no	no
visits	visit	visit
to	to	to
the	the	the
KRG	krg	KRG
capital	capit	capital
Erbil	erbil	Erbil
Western	western	Western
powers	power	power
had	had	had
encouraged	encourag	encouraged
the	the	the
Kurds	kurd	Kurds
not	not	not
to	to	to
hold	hold	hold
the	the	the
referendum	referendum	referendum
and	and	and
instead	instead	instead
engage	engag	engage
in	in	in
dialogue	dialogu	dialogue
with	with	with
Baghdad	baghdad	Baghdad
Macron	macron	Macron
again	again	again
called	call	called
for	for	for
dialogue	dialogu	dialogue
between	between	between
the	the	the
central	central	central
government	govern	government
in	in	in
Baghdad	baghdad	Baghdad
and	and	and
the	the	the
semi	semi	semi
-autonomous	-autonom	-autonomous
KRG	krg	KRG
within	within	within
the	the	the
framework	framework	framework
of	of	of
the	the	the
Iraqi	iraqi	Iraqi
constitution	constitut	constitution
saying	say	saying
he	he	he
was	was	wa
convinced	convinc	convinced
a	a	a
constructive	construct	constructive
dialogue	dialogu	dialogue
could	could	could
lead	lead	lead
to	to	to
lifting	lift	lifting
Baghdad	baghdad	Baghdad
s	s	s
restrictions	restrict	restriction
on	on	on
the	the	the
Kurdish	kurdish	Kurdish
region	region	region
Kurds	kurd	Kurds
voted	vote	voted
to	to	to
break	break	break
away	away	away
from	from	from
Iraq	iraq	Iraq
in	in	in
the	the	the
referendum	referendum	referendum
defying	defi	defying
the	the	the
government	govern	government
in	in	in
Baghdad	baghdad	Baghdad
and	and	and
alarming	alarm	alarming
neighboring	neighbor	neighboring
Turkey	turkey	Turkey
and	and	and
Iran	iran	Iran
who	who	who
have	have	have
their	their	their
own	own	own
Kurdish	kurdish	Kurdish
minorities	minor	minority
The	the	The
Iraqi	iraqi	Iraqi
government	govern	government
responded	respond	responded
by	by	by
seizing	seiz	seizing
the	the	the
Kurdish	kurdish	Kurdish
-held	-held	-held
city	citi	city
of	of	of
Kirkuk	kirkuk	Kirkuk
and	and	and
other	other	other
territory	territori	territory
disputed	disput	disputed
between	between	between
the	the	the
Kurds	kurd	Kurds
and	and	and
the	the	the
central	central	central
government	govern	government
Long	long	Long
-serving	-serv	-serving
Kurdish	kurdish	Kurdish
president	presid	president
Masoud	masoud	Masoud
Barzani	barzani	Barzani
stepped	step	stepped
down	down	down
over	over	over
the	the	the
affair	affair	affair
and	and	and
the	the	the
regional	region	regional
government	govern	government
led	led	led
by	by	by
his	his	his
nephew	nephew	nephew
Nechirvan	nechirvan	Nechirvan
has	has	ha
tried	tri	tried
to	to	to
negotiate	negoti	negotiate
an	an	an
end	end	end
to	to	to
the	the	the
confrontation	confront	confrontation
The	the	The
Kurdish	kurdish	Kurdish
prime	prime	prime
minister	minist	minister
said	said	said
on	on	on
Saturday	saturday	Saturday
he	he	he
saw	saw	saw
France	franc	France
playing	play	playing
a	a	a
role	role	role
to	to	to
end	end	end
the	the	the
dispute	disput	dispute
with	with	with
Baghdad	baghdad	Baghdad
and	and	and
that	that	that
his	his	his
government	govern	government
respected	respect	respected
a	a	a
verdict	verdict	verdict
by	by	by
the	the	the
Iraqi	iraqi	Iraqi
Supreme	suprem	Supreme
Federal	feder	Federal
Court	court	Court
ruling	rule	ruling
the	the	the
referendum	referendum	referendum
unconstitutional	unconstitut	unconstitutional
and	and	and
its	it	it
results	result	result
void	void	void
With	with	With
regards	regard	regard
to	to	to
the	the	the
referendum	referendum	referendum
we	we	we
are	are	are
in	in	in
a	a	a
new	new	new
era	era	era
and	and	and
this	this	this
issue	issu	issue
is	is	is
over	over	over
and	and	and
we	we	we
have	have	have
made	made	made
our	our	our
position	posit	position
in	in	in
the	the	the
Kurdistan	kurdistan	Kurdistan
Regional	region	Regional
Government	govern	Government
clear	clear	clear
Erbil	erbil	Erbil
-based	-base	-based
broadcaster	broadcast	broadcaster
Rudaw	rudaw	Rudaw
quoted	quot	quoted
Barzani	barzani	Barzani
as	as	a
saying	say	saying
Macron	macron	Macron
called	call	called
for	for	for
the	the	the
long	long	long
-delayed	-delay	-delayed
implementation	implement	implementation
of	of	of
Article	articl	Article
140	140	140
of	of	of
the	the	the
Iraqi	iraqi	Iraqi
constitution	constitut	constitution
to	to	to
settle	settl	settle
the	the	the
status	status	status
of	of	of
territories	territori	territory
disputed	disput	disputed
between	between	between
Baghdad	baghdad	Baghdad
and	and	and
the	the	the
Kurds	kurd	Kurds
Article	articl	Article
140	140	140
provided	provid	provided
for	for	for
a	a	a
referendum	referendum	referendum
to	to	to
be	be	be
held	held	held
by	by	by
the	the	the
end	end	end
of	of	of
2007	2007	2007
in	in	in
the	the	the
oil	oil	oil
region	region	region
of	of	of
Kirkuk	kirkuk	Kirkuk
and	and	and
other	other	other
territories	territori	territory
claimed	claim	claimed
by	by	by
both	both	both
the	the	the
KRG	krg	KRG
and	and	and
the	the	the
Iraqi	iraqi	Iraqi
government	govern	government
to	to	to
determine	determin	determine
whether	whether	whether
their	their	their
populations	popul	population
wanted	want	wanted
to	to	to
be	be	be
part	part	part
of	of	of
the	the	the
Kurdish	kurdish	Kurdish
region	region	region
or	or	or
not	not	not
No	no	No
such	such	such
referendum	referendum	referendum
took	took	took
place	place	place
among	among	among
the	the	the
reasons	reason	reason
cited	cite	cited
by	by	by
the	the	the
KRG	krg	KRG
to	to	to
unilaterally	unilater	unilaterally
hold	hold	hold
its	it	it
referendum	referendum	referendum
on	on	on
independence	independ	independence
