Reuters	reuter	Reuters
-	-	-
Wisconsin	wisconsin	Wisconsin
Republican	republican	Republican
Governor	governor	Governor
Scott	scott	Scott
Walker	walker	Walker
signed	sign	signed
two	two	two
bills	bill	bill
into	into	into
law	law	law
on	on	on
Thursday	thursday	Thursday
that	that	that
block	block	block
federal	feder	federal
funding	fund	funding
from	from	from
Planned	plan	Planned
Parenthood	parenthood	Parenthood
and	and	and
could	could	could
cost	cost	cost
the	the	the
local	local	local
organization	organ	organization
millions	million	million
of	of	of
dollars	dollar	dollar
.	.	.
Planned	plan	Planned
Parenthood	parenthood	Parenthood
of	of	of
Wisconsin	wisconsin	Wisconsin
could	could	could
lose	lose	lose
about	about	about
7	7	7
.	.	.
5	5	5
million	million	million
a	a	a
year	year	year
because	becaus	because
of	of	of
the	the	the
measures	measur	measure
,	,	,
an	an	an
organization	organ	organization
spokeswoman	spokeswoman	spokeswoman
said	said	said
.	.	.
Texas	texa	Texas
,	,	,
Louisiana	louisiana	Louisiana
other	other	other
Republican	republican	Republican
-controlled	-control	-controlled
states	state	state
tried	tri	tried
to	to	to
halt	halt	halt
funding	fund	funding
for	for	for
the	the	the
reproductive	reproduct	reproductive
health	health	health
organization	organ	organization
after	after	after
an	an	an
anti	anti	anti
-abortion	-abort	-abortion
group	group	group
released	releas	released
videos	video	video
last	last	last
summer	summer	summer
purported	purport	purported
to	to	to
show	show	show
Planned	plan	Planned
Parenthood	parenthood	Parenthood
officials	offici	official
trying	tri	trying
to	to	to
negotiate	negoti	negotiate
prices	price	price
for	for	for
aborted	abort	aborted
fetal	fetal	fetal
tissue	tissu	tissue
.	.	.
Under	under	Under
federal	feder	federal
law	law	law
,	,	,
donated	donat	donated
human	human	human
fetal	fetal	fetal
tissue	tissu	tissue
may	may	may
be	be	be
used	use	used
for	for	for
research	research	research
,	,	,
but	but	but
profiting	profit	profiting
from	from	from
its	it	it
sale	sale	sale
is	is	is
prohibited	prohibit	prohibited
.	.	.
A	a	A
grand	grand	grand
jury	juri	jury
in	in	in
Texas	texa	Texas
cleared	clear	cleared
Planned	plan	Planned
Parenthood	parenthood	Parenthood
of	of	of
any	ani	any
wrongdoing	wrongdo	wrongdoing
and	and	and
indicted	indict	indicted
two	two	two
anti	anti	anti
-abortion	-abort	-abortion
activists	activist	activist
behind	behind	behind
the	the	the
filming	film	filming
of	of	of
the	the	the
videos	video	video
for	for	for
tampering	tamper	tampering
with	with	with
a	a	a
government	govern	government
record	record	record
and	and	and
violating	violat	violating
a	a	a
prohibition	prohibit	prohibition
on	on	on
the	the	the
purchase	purchas	purchase
and	and	and
sale	sale	sale
of	of	of
human	human	human
organs	organ	organ
.	.	.
One	one	One
of	of	of
the	the	the
new	new	new
Wisconsin	wisconsin	Wisconsin
rules	rule	rule
requires	requir	requires
the	the	the
state	state	state
to	to	to
apply	appli	apply
for	for	for
federal	feder	federal
Title	titl	Title
X	x	X
family	famili	family
planning	plan	planning
grant	grant	grant
money	money	money
and	and	and
to	to	to
give	give	give
those	those	those
monies	moni	monies
to	to	to
less	less	le
controversial	controversi	controversial
public	public	public
entities	entiti	entity
such	such	such
as	as	a
state	state	state
,	,	,
county	counti	county
and	and	and
local	local	local
health	health	health
departments	depart	department
and	and	and
clinics	clinic	clinic
,	,	,
a	a	a
statement	statement	statement
from	from	from
Walker	walker	Walker
s	s	s
office	offic	office
said	said	said
.	.	.
Planned	plan	Planned
Parenthood	parenthood	Parenthood
is	is	is
currently	current	currently
the	the	the
only	onli	only
entity	entiti	entity
in	in	in
Wisconsin	wisconsin	Wisconsin
