SOCHI	sochi	SOCHI
,	,	,
Russia	russia	Russia
Reuters	reuter	Reuters
-	-	-
Russia	russia	Russia
will	will	will
respond	respond	respond
immediately	immedi	immediately
and	and	and
symmetrically	symmetr	symmetrically
if	if	if
the	the	the
United	unit	United
States	state	States
quits	quit	quits
the	the	the
intermediate	intermedi	intermediate
-range	-rang	-range
nuclear	nuclear	nuclear
forces	forc	force
treaty	treati	treaty
,	,	,
Russian	russian	Russian
President	presid	President
Vladimir	vladimir	Vladimir
Putin	putin	Putin
said	said	said
on	on	on
Thursday	thursday	Thursday
.	.	.

Moscow	moscow	Moscow
is	is	is
ready	readi	ready
to	to	to
develop	develop	develop
new	new	new
weapons	weapon	weapon
systems	system	system
,	,	,
both	both	both
nuclear	nuclear	nuclear
and	and	and
non	non	non
-nuclear	-nuclear	-nuclear
,	,	,
in	in	in
response	respons	response
to	to	to
other	other	other
countries	countri	country
doing	do	doing
the	the	the
same	same	same
,	,	,
Putin	putin	Putin
said	said	said
at	at	at
a	a	a
forum	forum	forum
with	with	with
scholars	scholar	scholar
.	.	.

