NEW	new	NEW
YORK	york	YORK
Reuters	reuter	Reuters
-	-	-
Republican	republican	Republican
presidential	presidenti	presidential
candidates	candid	candidate
Donald	donald	Donald
Trump	trump	Trump
and	and	and
Ted	ted	Ted
Cruz	cruz	Cruz
turned	turn	turned
to	to	to
Twitter	twitter	Twitter
to	to	to
defend	defend	defend
their	their	their
wives	wive	wife
honor	honor	honor
after	after	after
a	a	a
Super	super	Super
PAC	pac	PAC
put	put	put
out	out	out
an	an	an
ad	ad	ad
featuring	featur	featuring
Trump	trump	Trump
s	s	s
wife	wife	wife
nude	nude	nude
and	and	and
Trump	trump	Trump
threatened	threaten	threatened
to	to	to
spill	spill	spill
the	the	the
beans	bean	bean
on	on	on
Cruz	cruz	Cruz
s	s	s
wife	wife	wife
.	.	.

Trump	trump	Trump
s	s	s
threat	threat	threat
came	came	came
on	on	on
Tuesday	tuesday	Tuesday
night	night	night
when	when	when
he	he	he
was	was	wa
upset	upset	upset
about	about	about
an	an	an
ad	ad	ad
that	that	that
showed	show	showed
his	his	his
wife	wife	wife
,	,	,
former	former	former
model	model	model
Melania	melania	Melania
Trump	trump	Trump
,	,	,
lounging	loung	lounging
nude	nude	nude
with	with	with
a	a	a
caption	caption	caption
saying	say	saying
,	,	,
Meet	meet	Meet
Melania	melania	Melania
Trump	trump	Trump
.	.	.

Your	your	Your
next	next	next
first	first	first
lady	ladi	lady
.	.	.

Or	or	Or
,	,	,
you	you	you
could	could	could
support	support	support
Ted	ted	Ted
Cruz	cruz	Cruz
on	on	on
Tuesday	tuesday	Tuesday
.	.	.
Trump	trump	Trump
said	said	said
Cruz	cruz	Cruz
was	was	wa
behind	behind	behind
the	the	the
ad	ad	ad
,	,	,
which	which	which
appeared	appear	appeared
on	on	on
Tuesday	tuesday	Tuesday
,	,	,
the	the	the
day	day	day
of	of	of
nominating	nomin	nominating
contests	contest	contest
in	in	in
Utah	utah	Utah
,	,	,
where	where	where
the	the	the
heavily	heavili	heavily
Mormon	mormon	Mormon
electorate	elector	electorate
favored	favor	favored
Cruz	cruz	Cruz
in	in	in
its	it	it
caucuses	caucus	caucus
,	,	,
and	and	and
Arizona	arizona	Arizona
,	,	,
which	which	which
gave	gave	gave
Trump	trump	Trump
a	a	a
victory	victori	victory
in	in	in
its	it	it
primary	primari	primary
vote	vote	vote
.	.	.

The	the	The
ad	ad	ad
said	said	said
it	it	it
was	was	wa
from	from	from
Make	make	Make
America	america	America
Awesome	awesom	Awesome
,	,	,
a	a	a
Super	super	Super
PAC	pac	PAC
that	that	that
is	is	is
allowed	allow	allowed
to	to	to
promote	promot	promote
a	a	a
candidate	candid	candidate
but	but	but
not	not	not
coordinate	coordin	coordinate
with	with	with
the	the	the
campaign	campaign	campaign
.	.	.

Wow	wow	Wow
@SenTedCruz	@sentedcruz	@SenTedCruz
,	,	,
that	that	that
is	is	is
some	some	some
low	low	low
level	level	level
ad	ad	ad
you	you	you
did	did	did
using	use	using
a	a	a
picture	pictur	picture
of	of	of
Melania	melania	Melania
in	in	in
a	a	a
G	g	G
.	.	.
Q	q	Q
.	.	.
shoot	shoot	shoot
,	,	,
Trump	trump	Trump
tweeted	tweet	tweeted
on	on	on
Tuesday	tuesday	Tuesday
.	.	.

Be	be	Be
careful	care	careful
or	or	or
I	i	I
will	will	will
spill	spill	spill
the	the	the
beans	bean	bean
on	on	on
your	your	your
wife	wife	wife
.	.	.
Trump	trump	Trump
later	later	later
deleted	delet	deleted
the	the	the
tweet	tweet	tweet
but	but	but
published	publish	published
another	anoth	another
that	that	that
read	read	read
Lyin	lyin	Lyin
Ted	ted	Ted
Cruz	cruz	Cruz
just	just	just
used	use	used
a	a	a
picture	pictur	picture
of	of	of
Melania	melania	Melania
from	from	from
a	a	a
G	g	G
.	.	.
Q	q	Q
.	.	.
shoot	shoot	shoot
in	in	in
his	his	his
ad	ad	ad
.	.	.

Be	be	Be
careful	care	careful
,	,	,
Lyin	lyin	Lyin
Ted	ted	Ted
,	,	,
or	or	or
I	i	I
will	will	will
spill	spill	spill
the	the	the
beans	bean	bean
on	on	on
your	your	your
wife	wife	wife
!	!	!
Trump	trump	Trump
did	did	did
not	not	not
indicate	indic	indicate
what	what	what
kind	kind	kind
of	of	of
beans	bean	bean
he	he	he
intended	intend	intended
to	to	to
spill	spill	spill
about	about	about
Heidi	heidi	Heidi
Cruz	cruz	Cruz
,	,	,
who	who	who
is	is	is
on	on	on
leave	leav	leave
from	from	from
an	an	an
executive	execut	executive
job	job	job
at	at	at
Goldman	goldman	Goldman
Sachs	sach	Sachs
while	while	while
campaigning	campaign	campaigning
,	,	,
but	but	but
her	her	her
husband	husband	husband
quickly	quick	quickly
came	came	came
to	to	to
her	her	her
defense	defens	defense
on	on	on
Twitter	twitter	Twitter
.	.	.

Pic	pic	Pic
of	of	of
your	your	your
wife	wife	wife
not	not	not
from	from	from
us	us	u
,	,	,
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
senator	senat	senator
from	from	from
Texas	texa	Texas
said	said	said
.	.	.

Donald	donald	Donald
,	,	,
if	if	if
you	you	you
try	tri	try
to	to	to
attack	attack	attack
Heidi	heidi	Heidi
,	,	,
you	you	you
re	re	re
more	more	more
of	of	of
a	a	a
coward	coward	coward
than	than	than
I	i	I
thought	thought	thought
.	.	.

#classless.”	#classless.”	#classless.”
The	the	The
battle	battl	battle
continued	continu	continued
on	on	on
Wednesday	wednesday	Wednesday
with	with	with
Cruz	cruz	Cruz
telling	tell	telling
CNN	cnn	CNN
He	he	He
went	went	went
directly	direct	directly
after	after	after
my	my	my
wife	wife	wife
.	.	.

If	if	If
Donald	donald	Donald
wants	want	want
to	to	to
get	get	get
in	in	in
a	a	a
character	charact	character
fight	fight	fight
,	,	,
he	he	he
s	s	s
better	better	better
off	off	off
sticking	stick	sticking
with	with	with
me	me	me
because	becaus	because
Heidi	heidi	Heidi
is	is	is
way	way	way
out	out	out
of	of	of
his	his	his
league	leagu	league
.	.	.
A	a	A
Twitter	twitter	Twitter
response	respons	response
from	from	from
Trump	trump	Trump
questioned	question	questioned
Cruz	cruz	Cruz
honesty	honesti	honesty
.	.	.

Lyin	lyin	Lyin
Ted	ted	Ted
Cruz	cruz	Cruz
denied	deni	denied
that	that	that
he	he	he
had	had	had
anything	anyth	anything
to	to	to
do	do	do
with	with	with
the	the	the
G	g	G
.	.	.
Q	q	Q
.	.	.
model	model	model
photo	photo	photo
post	post	post
of	of	of
Melania	melania	Melania
.	.	.

That	that	That
s	s	s
why	whi	why
we	we	we
call	call	call
him	him	him
Lyin	lyin	Lyin
Ted	ted	Ted
!	!	!
he	he	he
said	said	said
.	.	.

The	the	The
director	director	director
of	of	of
Make	make	Make
America	america	America
Awesome	awesom	Awesome
,	,	,
Liz	liz	Liz
Mair	mair	Mair
,	,	,
posted	post	posted
on	on	on
Twitter	twitter	Twitter
that	that	that
her	her	her
group	group	group
was	was	wa
responsible	respons	responsible
for	for	for
the	the	the
ad	ad	ad
.	.	.

She	she	She
did	did	did
not	not	not
respond	respond	respond
to	to	to
an	an	an
email	email	email
from	from	from
Reuters	reuter	Reuters
seeking	seek	seeking
comment	comment	comment
.	.	.

In	in	In
a	a	a
campaign	campaign	campaign
appearance	appear	appearance
for	for	for
her	her	her
husband	husband	husband
in	in	in
Waukesha	waukesha	Waukesha
,	,	,
Wisconsin	wisconsin	Wisconsin
,	,	,
Heidi	heidi	Heidi
Cruz	cruz	Cruz
addressed	address	addressed
the	the	the
uproar	uproar	uproar
briefly	briefli	briefly
.	.	.

You	you	You
probably	probabl	probably
know	know	know
by	by	by
now	now	now
that	that	that
most	most	most
of	of	of
the	the	the
things	thing	thing
that	that	that
Donald	donald	Donald
Trump	trump	Trump
says	say	say
have	have	have
no	no	no
basis	basi	basis
in	in	in
reality	realiti	reality
,	,	,
she	she	she
told	told	told
reporters	report	reporter
.	.	.

So	so	So
we	we	we
are	are	are
not	not	not
worried	worri	worried
in	in	in
the	the	the
least	least	least
.	.	.

