JOHANNESBURG	johannesburg	JOHANNESBURG
Reuters	reuter	Reuters
-	-	-
South	south	South
Africa	africa	Africa
s	s	s
ANC	anc	ANC
delegates	deleg	delegate
started	start	started
voting	vote	voting
early	earli	early
on	on	on
Monday	monday	Monday
to	to	to
elect	elect	elect
a	a	a
leader	leader	leader
to	to	to
succeed	succeed	succeed
President	presid	President
Jacob	jacob	Jacob
Zuma	zuma	Zuma
as	as	a
head	head	head
of	of	of
a	a	a
party	parti	party
that	that	that
has	has	ha
ruled	rule	ruled
since	sinc	since
the	the	the
end	end	end
of	of	of
apartheid	apartheid	apartheid
but	but	but
has	has	ha
faced	face	faced
scandals	scandal	scandal
and	and	and
corruption	corrupt	corruption
allegations	alleg	allegation
.	.	.
Whoever	whoever	Whoever
emerges	emerg	emerges
at	at	at
the	the	the
helm	helm	helm
of	of	of
the	the	the
African	african	African
National	nation	National
Congress	congress	Congress
,	,	,
a	a	a
105	105	105
-year-old	-year-old	-year-old
liberation	liber	liberation
movement	movement	movement
that	that	that
dominates	domin	dominates
Africa	africa	Africa
s	s	s
most	most	most
industrialized	industri	industrialized
economy	economi	economy
,	,	,
is	is	is
likely	like	likely
to	to	to
become	becom	become
the	the	the
country	countri	country
s	s	s
next	next	next
president	presid	president
after	after	after
elections	elect	election
in	in	in
2019	2019	2019
.	.	.
Deputy	deputi	Deputy
President	presid	President
Cyril	cyril	Cyril
Ramaphosa	ramaphosa	Ramaphosa
and	and	and
former	former	former
cabinet	cabinet	cabinet
minister	minist	minister
Nkosazana	nkosazana	Nkosazana
Dlamini	dlamini	Dlamini
-Zuma	-zuma	-Zuma
were	were	were
the	the	the
only	onli	only
candidates	candid	candidate
nominated	nomin	nominated
for	for	for
the	the	the
ANC	anc	ANC
leadership	leadership	leadership
at	at	at
a	a	a
party	parti	party
conference	confer	conference
on	on	on
Sunday	sunday	Sunday
,	,	,
an	an	an
election	elect	election
official	offici	official
said	said	said
.	.	.
The	the	The
vote	vote	vote
is	is	is
perhaps	perhap	perhaps
the	the	the
most	most	most
pivotal	pivot	pivotal
moment	moment	moment
for	for	for
the	the	the
ANC	anc	ANC
since	sinc	since
it	it	it
launched	launch	launched
black	black	black
-majority	-major	-majority
rule	rule	rule
under	under	under
Nelson	nelson	Nelson
Mandela	mandela	Mandela
s	s	s
leadership	leadership	leadership
23	23	23
years	year	year
ago	ago	ago
.	.	.
With	with	With
scandal	scandal	scandal
and	and	and
graft	graft	graft
accusations	accus	accusation
having	have	having
tainted	taint	tainted
Zuma	zuma	Zuma
s	s	s
presidency	presid	presidency
,	,	,
the	the	the
party	parti	party
is	is	is
deeply	deepli	deeply
divided	divid	divided
and	and	and
its	it	it
image	imag	image
tarnished	tarnish	tarnished
at	at	at
home	home	home
and	and	and
abroad	abroad	abroad
.	.	.
After	after	After
procedural	procedur	procedural
delays	delay	delay
that	that	that
held	held	held
up	up	up
the	the	the
start	start	start
of	of	of
balloting	ballot	balloting
,	,	,
the	the	the
contest	contest	contest
remained	remain	remained
too	too	too
close	close	close
to	to	to
call	call	call
.	.	.
Most	most	Most
grassroots	grassroot	grassroots
delegates	deleg	delegate
backed	back	backed
Ramaphosa	ramaphosa	Ramaphosa
,	,	,
65	65	65
,	,	,
while	while	while
Zuma	zuma	Zuma
s	s	s
preferred	prefer	preferred
candidate	candid	candidate
,	,	,
his	his	his
ex	ex	ex
-wife	-wife	-wife
Dlamini	dlamini	Dlamini
-Zuma	-zuma	-Zuma
,	,	,
68	68	68
,	,	,
came	came	came
second	second	second
.	.	.
Ramaphosa	ramaphosa	Ramaphosa
drew	drew	drew
the	the	the
majority	major	majority
of	of	of
nominations	nomin	nomination
from	from	from
party	parti	party
branches	branch	branch
scattered	scatter	scattered
across	across	across
the	the	the
country	countri	country
.	.	.
But	but	But
the	the	the
complexity	complex	complexity
of	of	of
the	the	the
leadership	leadership	leadership
race	race	race
means	mean	mean
it	it	it
is	is	is
far	far	far
from	from	from
certain	certain	certain
he	he	he
will	will	will
win	win	win
when	when	when
the	the	the
votes	vote	vote
are	are	are
finally	final	finally
counted	count	counted
.	.	.
Owing	owe	Owing
to	to	to
the	the	the
delays	delay	delay
,	,	,
the	the	the
outcome	outcom	outcome
is	is	is
now	now	now
expected	expect	expected
only	onli	only
on	on	on
Monday	monday	Monday
,	,	,
ANC	anc	ANC
Deputy	deputi	Deputy
Secretary	secretari	Secretary
General	general	General
Jessie	jessi	Jessie
Duarte	duart	Duarte
said	said	said
.	.	.
We	we	We
don	don	don
t	t	t
rush	rush	rush
results	result	result
;	;	;
we	we	we
would	would	would
like	like	like
them	them	them
to	to	to
do	do	do
a	a	a
thorough	thorough	thorough
and	and	and
proper	proper	proper
job	job	job
,	,	,
she	she	she
said	said	said
.	.	.
The	the	The
ANC	anc	ANC
said	said	said
4	4	4
,	,	,
776	776	776
delegates	deleg	delegate
would	would	would
be	be	be
allowed	allow	allowed
to	to	to
vote	vote	vote
.	.	.
Voting	vote	Voting
for	for	for
the	the	the
#ANC	#anc	#ANC
National	nation	National
Officials	offici	Officials
has	has	ha
begun	begun	begun
,	,	,
the	the	the
ANC	anc	ANC
said	said	said
on	on	on
its	it	it
Twitter	twitter	Twitter
feed	feed	feed
.	.	.
As	as	As
well	well	well
as	as	a
electing	elect	electing
a	a	a
new	new	new
leader	leader	leader
,	,	,
candidates	candid	candidate
for	for	for
senior	senior	senior
posts	post	post
like	like	like
deputy	deputi	deputy
president	presid	president
,	,	,
chairman	chairman	chairman
,	,	,
secretary	secretari	secretary
general	general	general
and	and	and
others	other	others
were	were	were
also	also	also
nominated	nomin	nominated
.	.	.
The	the	The
ANC	anc	ANC
will	will	will
also	also	also
set	set	set
policy	polici	policy
priorities	prioriti	priority
for	for	for
the	the	the
run	run	run
-up	-up	-up
to	to	to
the	the	the
2019	2019	2019
election	elect	election
.	.	.
Under	under	Under
ANC	anc	ANC
rules	rule	rule
,	,	,
a	a	a
majority	major	majority
of	of	of
nominations	nomin	nomination
at	at	at
the	the	the
branch	branch	branch
level	level	level
is	is	is
not	not	not
the	the	the
same	same	same
as	as	a
the	the	the
most	most	most
votes	vote	vote
at	at	at
the	the	the
conference	confer	conference
,	,	,
and	and	and
delegates	deleg	delegate
are	are	are
not	not	not
bound	bound	bound
to	to	to
vote	vote	vote
for	for	for
a	a	a
particular	particular	particular
candidate	candid	candidate
.	.	.
How	how	How
the	the	the
delegates	deleg	delegate
do	do	do
cast	cast	cast
their	their	their
ballots	ballot	ballot
may	may	may
also	also	also
be	be	be
subject	subject	subject
to	to	to
vote	vote	vote
-buying	-buy	-buying
and	and	and
intimidation	intimid	intimidation
-	-	-
widely	wide	widely
acknowledged	acknowledg	acknowledged
to	to	to
have	have	have
swayed	sway	swayed
previous	previous	previous
leadership	leadership	leadership
contests	contest	contest
.	.	.
Nobody	nobodi	Nobody
has	has	ha
been	been	been
caught	caught	caught
red	red	red
-handed	-hand	-handed
that	that	that
I	i	I
know	know	know
of	of	of
,	,	,
but	but	but
we	we	we
have	have	have
heard	heard	heard
rumors	rumor	rumor
going	go	going
around	around	around
,	,	,
said	said	said
Lindiwe	lindiw	Lindiwe
Sisulu	sisulu	Sisulu
,	,	,
a	a	a
nominee	nomine	nominee
for	for	for
the	the	the
position	posit	position
of	of	of
deputy	deputi	deputy
president	presid	president
.	.	.
ANC	anc	ANC
Chairwoman	chairwoman	Chairwoman
Baleka	baleka	Baleka
Mbete	mbete	Mbete
,	,	,
also	also	also
speaker	speaker	speaker
of	of	of
parliament	parliament	parliament
and	and	and
running	run	running
for	for	for
the	the	the
ANC	anc	ANC
s	s	s
top	top	top
seat	seat	seat
,	,	,
publicly	public	publicly
endorsed	endors	endorsed
Ramaphosa	ramaphosa	Ramaphosa
.	.	.
We	we	We
publicly	public	publicly
endorse	endors	endorse
comrade	comrad	comrade
Cyril	cyril	Cyril
Ramaphosa	ramaphosa	Ramaphosa
,	,	,
she	she	she
told	told	told
reporters	report	reporter
after	after	after
Saturday	saturday	Saturday
s	s	s
opening	open	opening
session	session	session
at	at	at
the	the	the
conference	confer	conference
.	.	.
Mbete	mbete	Mbete
said	said	said
she	she	she
had	had	had
not	not	not
held	held	held
talks	talk	talk
with	with	with
Dlamini	dlamini	Dlamini
-Zuma	-zuma	-Zuma
.	.	.
A	a	A
senior	senior	senior
ANC	anc	ANC
source	sourc	source
said	said	said
It	it	It
is	is	is
going	go	going
to	to	to
be	be	be
very	veri	very
close	close	close
.	.	.
Both	both	Both
camps	camp	camp
have	have	have
spreadsheets	spreadsheet	spreadsheet
where	where	where
they	they	they
have	have	have
calculated	calcul	calculated
the	the	the
number	number	number
of	of	of
delegates	deleg	delegate
on	on	on
their	their	their
side	side	side
.	.	.
Both	both	Both
sides	side	side
have	have	have
different	differ	different
assumptions	assumpt	assumption
and	and	and
guesswork	guesswork	guesswork
.	.	.
NECK	neck	NECK
-AND-NECK	-and-neck	-AND-NECK
CONTEST	contest	CONTEST
Social	social	Social
Development	develop	Development
Minister	minist	Minister
Bathabile	bathabil	Bathabile
Dlamini	dlamini	Dlamini
,	,	,
who	who	who
heads	head	head
the	the	the
influential	influenti	influential
ANC	anc	ANC
Women	women	Women
s	s	s
League	leagu	League
,	,	,
endorsed	endors	endorsed
Dlamini	dlamini	Dlamini
-Zuma	-zuma	-Zuma
,	,	,
the	the	the
first	first	first
woman	woman	woman
to	to	to
be	be	be
nominated	nomin	nominated
as	as	a
a	a	a
candidate	candid	candidate
for	for	for
the	the	the
ANC	anc	ANC
presidency	presid	presidency
.	.	.
We	we	We
are	are	are
ready	readi	ready
for	for	for
a	a	a
female	femal	female
president	presid	president
,	,	,
Dlamini	dlamini	Dlamini
said	said	said
.	.	.
Carl	carl	Carl
Niehaus	niehaus	Niehaus
,	,	,
a	a	a
key	key	key
member	member	member
of	of	of
Dlamini	dlamini	Dlamini
-Zuma	-zuma	-Zuma
s	s	s
campaign	campaign	campaign
,	,	,
said	said	said
she	she	she
would	would	would
be	be	be
propelled	propel	propelled
to	to	to
victory	victori	victory
by	by	by
the	the	the
grassroots	grassroot	grassroots
and	and	and
the	the	the
poor	poor	poor
.	.	.
That	that	That
is	is	is
important	import	important
in	in	in
South	south	South
Africa	africa	Africa
because	becaus	because
we	we	we
have	have	have
a	a	a
huge	huge	huge
gap	gap	gap
between	between	between
rich	rich	rich
and	and	and
poor	poor	poor
.	.	.
Dlamini	dlamini	Dlamini
-Zuma	-zuma	-Zuma
pledged	pledg	pledged
during	dure	during
her	her	her
campaign	campaign	campaign
to	to	to
tackle	tackl	tackle
the	the	the
racial	racial	racial
inequality	inequ	inequality
that	that	that
persists	persist	persists
in	in	in
South	south	South
Africa	africa	Africa
since	sinc	since
the	the	the
end	end	end
of	of	of
white	white	white
-minority	-minor	-minority
rule	rule	rule
.	.	.
Ramaphosa	ramaphosa	Ramaphosa
,	,	,
a	a	a
former	former	former
trade	trade	trade
union	union	union
leader	leader	leader
who	who	who
later	later	later
became	becam	became
a	a	a
businessman	businessman	businessman
and	and	and
is	is	is
now	now	now
one	one	one
of	of	of
the	the	the
richest	richest	richest
people	peopl	people
in	in	in
South	south	South
Africa	africa	Africa
,	,	,
has	has	ha
vowed	vow	vowed
to	to	to
fight	fight	fight
corruption	corrupt	corruption
and	and	and
revitalize	revit	revitalize
the	the	the
economy	economi	economy
.	.	.
That	that	That
message	messag	message
has	has	ha
gone	gone	gone
down	down	down
well	well	well
with	with	with
foreign	foreign	foreign
investors	investor	investor
.	.	.
Colin	colin	Colin
Coleman	coleman	Coleman
,	,	,
managing	manag	managing
director	director	director
of	of	of
Goldman	goldman	Goldman
Sachs	sach	Sachs
in	in	in
South	south	South
Africa	africa	Africa
,	,	,
described	describ	described
the	the	the
two	two	two
candidates	candid	candidate
as	as	a
quite	quit	quite
divergent	diverg	divergent
in	in	in
their	their	their
views	view	view
on	on	on
how	how	how
to	to	to
revive	reviv	revive
a	a	a
lackluster	lacklust	lackluster
economy	economi	economy
.	.	.
There	there	There
will	will	will
be	be	be
intense	intens	intense
lobbying	lobbi	lobbying
before	befor	before
the	the	the
voting	vote	voting
ends	end	end
,	,	,
political	polit	political
analyst	analyst	analyst
Ralph	ralph	Ralph
Mathekga	mathekga	Mathekga
said	said	said
.	.	.
In	in	In
a	a	a
boost	boost	boost
to	to	to
Ramaphosa	ramaphosa	Ramaphosa
,	,	,
courts	court	court
ruled	rule	ruled
that	that	that
officials	offici	official
from	from	from
some	some	some
provinces	provinc	province
seen	seen	seen
as	as	a
supporting	support	supporting
Dlamini	dlamini	Dlamini
-Zuma	-zuma	-Zuma
had	had	had
been	been	been
elected	elect	elected
illegally	illeg	illegally
and	and	and
were	were	were
barred	bar	barred
from	from	from
the	the	the
conference	confer	conference
.	.	.
The	the	The
rand	rand	rand
currency	currenc	currency
firmed	firm	firmed
more	more	more
than	than	than
2	2	2
percent	percent	percent
after	after	after
that	that	that
news	news	news
on	on	on
Friday	friday	Friday
,	,	,
extending	extend	extending
its	it	it
gains	gain	gain
to	to	to
more	more	more
than	than	than
2	2	2
percent	percent	percent
on	on	on
Sunday	sunday	Sunday
.	.	.
ANC	anc	ANC
Youth	youth	Youth
League	leagu	League
leader	leader	leader
Collen	collen	Collen
Maine	main	Maine
,	,	,
who	who	who
backs	back	back
Dlamini	dlamini	Dlamini
-Zuma	-zuma	-Zuma
,	,	,
said	said	said
122	122	122
delegates	deleg	delegate
would	would	would
now	now	now
be	be	be
prevented	prevent	prevented
from	from	from
voting	vote	voting
,	,	,
something	someth	something
he	he	he
called	call	called
not	not	not
significant	signific	significant
.	.	.
In	in	In
his	his	his
last	last	last
speech	speech	speech
as	as	a
ANC	anc	ANC
leader	leader	leader
on	on	on
Saturday	saturday	Saturday
,	,	,
Zuma	zuma	Zuma
announced	announc	announced
plans	plan	plan
to	to	to
raise	rais	raise
subsidies	subsidi	subsidy
for	for	for
tertiary	tertiari	tertiary
colleges	colleg	college
and	and	and
universities	univers	university
,	,	,
a	a	a
move	move	move
analysts	analyst	analyst
said	said	said
was	was	wa
