MADRID	madrid	MADRID
Reuters	reuter	Reuters
-	-	-
Spain	spain	Spain
s	s	s
government	govern	government
will	will	will
take	take	take
control	control	control
of	of	of
Catalonia	catalonia	Catalonia
and	and	and
rule	rule	rule
it	it	it
directly	direct	directly
if	if	if
Catalan	catalan	Catalan
leader	leader	leader
Carles	carl	Carles
Puigdemont	puigdemont	Puigdemont
does	doe	doe
not	not	not
drop	drop	drop
a	a	a
bid	bid	bid
to	to	to
split	split	split
the	the	the
region	region	region
from	from	from
Spain	spain	Spain
by	by	by
Thursday	thursday	Thursday
at	at	at
1000	1000	1000
a	a	a
.	.	.
m	m	m
.	.	.
0800	0800	0800
GMT	gmt	GMT
,	,	,
deputy	deputi	deputy
Prime	prime	Prime
Minister	minist	Minister
Soraya	soraya	Soraya
Saenz	saenz	Saenz
de	de	de
Santamaria	santamaria	Santamaria
said	said	said
.	.	.
Mr	mr	Mr
Puigdemont	puigdemont	Puigdemont
still	still	still
has	has	ha
the	the	the
opportunity	opportun	opportunity
to	to	to
start	start	start
resolving	resolv	resolving
this	this	this
situation	situat	situation
,	,	,
he	he	he
must	must	must
answer	answer	answer
yes	yes	yes
or	or	or
no	no	no
to	to	to
the	the	the
declaration	declar	declaration
of	of	of
independence	independ	independence
,	,	,
Saenz	saenz	Saenz
de	de	de
Santamaria	santamaria	Santamaria
said	said	said
.	.	.
Madrid	madrid	Madrid
had	had	had
given	given	given
Puigdemont	puigdemont	Puigdemont
until	until	until
Monday	monday	Monday
10	10	10
00	00	00
a	a	a
.	.	.
m	m	m
.	.	.
0800	0800	0800
GMT	gmt	GMT
to	to	to
clarify	clarifi	clarify
his	his	his
position	posit	position
on	on	on
independence	independ	independence
with	with	with
a	a	a
Yes	yes	Yes
or	or	or
No	no	No
,	,	,
but	but	but
the	the	the
Catalan	catalan	Catalan
leader	leader	leader
did	did	did
not	not	not
directly	direct	directly
answer	answer	answer
the	the	the
question	question	question
.	.	.
