Reuters	reuter	Reuters
-	-	-
The	the	The
U	u	U
.	.	.
S	s	S
.	.	.
Supreme	suprem	Supreme
Court	court	Court
on	on	on
Monday	monday	Monday
handed	hand	handed
a	a	a
victory	victori	victory
to	to	to
abortion	abort	abortion
rights	right	right
advocates	advoc	advocate
,	,	,
striking	strike	striking
down	down	down
a	a	a
Texas	texa	Texas
law	law	law
imposing	impos	imposing
strict	strict	strict
regulations	regul	regulation
on	on	on
abortion	abort	abortion
doctors	doctor	doctor
and	and	and
facilities	facil	facility
.	.	.
Following	follow	Following
is	is	is
a	a	a
timeline	timelin	timeline
of	of	of
that	that	that
challenge	challeng	challenge
.	.	.
July	juli	July
2013	2013	2013
-	-	-
The	the	The
Republican	republican	Republican
-led	-led	-led
Texas	texa	Texas
legislature	legislatur	legislature
passes	pass	pass
and	and	and
Republican	republican	Republican
Governor	governor	Governor
Rick	rick	Rick
Perry	perri	Perry
signs	sign	sign
the	the	the
law	law	law
known	known	known
as	as	a
H	h	H
.	.	.
B	b	B
.	.	.
2	2	2
,	,	,
putting	put	putting
new	new	new
requirements	requir	requirement
on	on	on
abortion	abort	abortion
providers	provid	provider
.	.	.
State	state	State
officials	offici	official
say	say	say
the	the	the
law	law	law
is	is	is
intended	intend	intended
to	to	to
ensure	ensur	ensure
the	the	the
health	health	health
and	and	and
safety	safeti	safety
of	of	of
women	women	woman
.	.	.
September	septemb	September
2013	2013	2013
Before	befor	Before
the	the	the
law	law	law
is	is	is
enforced	enforc	enforced
,	,	,
Planned	plan	Planned
Parenthood	parenthood	Parenthood
and	and	and
other	other	other
abortion	abort	abortion
providers	provid	provider
challenge	challeng	challenge
the	the	the
measure	measur	measure
.	.	.
They	they	They
assert	assert	assert
that	that	that
certain	certain	certain
provisions	provis	provision
,	,	,
including	includ	including
one	one	one
related	relat	related
to	to	to
doctors	doctor	doctor
admitting	admit	admitting
privileges	privileg	privilege
-	-	-
a	a	a
type	type	type
of	of	of
formal	formal	formal
affiliation	affili	affiliation
-	-	-
at	at	at
a	a	a
hospital	hospit	hospital
within	within	within
30	30	30
miles	mile	mile
48	48	48
km	km	km
of	of	of
an	an	an
abortion	abort	abortion
clinic	clinic	clinic
,	,	,
are	are	are
aimed	aim	aimed
at	at	at
decreasing	decreas	decreasing
the	the	the
abortion	abort	abortion
availability	avail	availability
in	in	in
the	the	the
state	state	state
.	.	.
October	octob	October
2013	2013	2013
A	a	A
U	u	U
.	.	.
S	s	S
.	.	.
district	district	district
judge	judg	judge
sides	side	side
largely	larg	largely
with	with	with
the	the	the
challengers	challeng	challenger
,	,	,
blocking	block	blocking
the	the	the
admitting	admit	admitting
privileges	privileg	privilege
provision	provis	provision
.	.	.
March	march	March
2014	2014	2014
-	-	-
The	the	The
New	new	New
Orleans	orlean	Orleans
-based	-base	-based
U	u	U
.	.	.
S	s	S
.	.	.
Court	court	Court
of	of	of
Appeals	appeal	Appeals
for	for	for
the	the	the
5th	5th	5th
Circuit	circuit	Circuit
,	,	,
a	a	a
regional	region	regional
federal	feder	federal
appeals	appeal	appeal
court	court	court
covering	cover	covering
Texas	texa	Texas
,	,	,
Louisiana	louisiana	Louisiana
and	and	and
Mississippi	mississippi	Mississippi
,	,	,
reverses	revers	revers
the	the	the
lower	lower	lower
court	court	court
and	and	and
permits	permit	permit
much	much	much
of	of	of
the	the	the
law	law	law
to	to	to
take	take	take
effect	effect	effect
.	.	.
April	april	April
2014	2014	2014
-	-	-
Whole	whole	Whole
Woman	woman	Woman
s	s	s
Health	health	Health
and	and	and
other	other	other
abortion	abort	abortion
providers	provid	provider
bring	bring	bring
a	a	a
new	new	new
complaint	complaint	complaint
against	against	against
Texas	texa	Texas
,	,	,
citing	cite	citing
the	the	the
effect	effect	effect
of	of	of
the	the	the
law	law	law
s	s	s
implementation	implement	implementation
and	and	and
the	the	the
number	number	number
of	of	of
clinics	clinic	clinic
that	that	that
have	have	have
closed	close	closed
.	.	.
The	the	The
challengers	challeng	challenger
focus	focus	focus
on	on	on
the	the	the
admitting	admit	admitting
-privileges	-privileg	-privileges
requirement	requir	requirement
and	and	and
regulations	regul	regulation
governing	govern	governing
clinic	clinic	clinic
facility	facil	facility
standards	standard	standard
.	.	.
August	august	August
2014	2014	2014
A	a	A
U	u	U
.	.	.
S	s	S
.	.	.
district	district	district
court	court	court
judge	judg	judge
declares	declar	declares
the	the	the
admitting	admit	admitting
privileges	privileg	privilege
and	and	and
clinic	clinic	clinic
requirements	requir	requirement
an	an	an
unconstitutional	unconstitut	unconstitutional
burden	burden	burden
on	on	on
women	women	woman
s	s	s
access	access	access
to	to	to
abortion	abort	abortion
.	.	.
October	octob	October
2014	2014	2014
-	-	-
The	the	The
U	u	U
.	.	.
S	s	S
.	.	.
Court	court	Court
of	of	of
Appeals	appeal	Appeals
for	for	for
the	the	the
5th	5th	5th
Circuit	circuit	Circuit
intervenes	interven	intervenes
to	to	to
allow	allow	allow
implementation	implement	implementation
of	of	of
both	both	both
new	new	new
regulations	regul	regulation
,	,	,
but	but	but
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Supreme	suprem	Supreme
Court	court	Court
blocks	block	block
part	part	part
of	of	of
the	the	the
order	order	order
so	so	so
that	that	that
the	the	the
mandate	mandat	mandate
that	that	that
clinics	clinic	clinic
meet	meet	meet
hospital	hospit	hospital
-grade	-grade	-grade
standards	standard	standard
does	doe	doe
not	not	not
go	go	go
into	into	into
effect	effect	effect
.	.	.
June	june	June
2015	2015	2015
-	-	-
After	after	After
considering	consid	considering
the	the	the
full	full	full
merits	merit	merit
of	of	of
the	the	the
challenge	challeng	challenge
,	,	,
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Court	court	Court
of	of	of
Appeals	appeal	Appeals
for	for	for
the	the	the
5th	5th	5th
Circuit	circuit	Circuit
reverses	revers	revers
the	the	the
district	district	district
judge	judg	judge
s	s	s
decision	decis	decision
,	,	,
finding	find	finding
the	the	the
judge	judg	judge
should	should	should
have	have	have
deferred	defer	deferred
to	to	to
the	the	the
legislature	legislatur	legislature
s	s	s
stated	state	stated
health	health	health
and	and	and
safety	safeti	safety
goals	goal	goal
.	.	.
The	the	The
appeals	appeal	appeal
court	court	court
also	also	also
says	say	say
most	most	most
of	of	of
the	the	the
lawsuit	lawsuit	lawsuit
should	should	should
have	have	have
been	been	been
barred	bar	barred
because	becaus	because
the	the	the
legal	legal	legal
issues	issu	issue
it	it	it
raises	rais	raise
already	alreadi	already
were	were	were
addressed	address	addressed
in	in	in
the	the	the
case	case	case
filed	file	filed
by	by	by
Planned	plan	Planned
Parenthood	parenthood	Parenthood
.	.	.
June	june	June
2015	2015	2015
-	-	-
The	the	The
U	u	U
.	.	.
S	s	S
.	.	.
Supreme	suprem	Supreme
Court	court	Court
by	by	by
a	a	a
5	5	5
-4	-4	-4
vote	vote	vote
puts	put	put
a	a	a
temporary	temporari	temporary
hold	hold	hold
on	on	on
the	the	the
5th	5th	5th
Circuit	circuit	Circuit
s	s	s
ruling	rule	ruling
while	while	while
the	the	the
justices	justic	justice
consider	consid	consider
whether	whether	whether
to	to	to
hear	hear	hear
the	the	the
challengers	challeng	challenger
appeal	appeal	appeal
.	.	.
That	that	That
action	action	action
blocks	block	block
the	the	the
provision	provis	provision
regarding	regard	regarding
hospital	hospit	hospital
-grade	-grade	-grade
standards	standard	standard
from	from	from
taking	take	taking
effect	effect	effect
.	.	.
September	septemb	September
2015	2015	2015
-	-	-
The	the	The
abortion	abort	abortion
providers	provid	provider
challenging	challeng	challenging
the	the	the
Texas	texa	Texas
restrictions	restrict	restriction
ask	ask	ask
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Supreme	suprem	Supreme
Court	court	Court
to	to	to
hear	hear	hear
their	their	their
appeal	appeal	appeal
of	of	of
the	the	the
5th	5th	5th
Circuit	circuit	Circuit
s	s	s
ruling	rule	ruling
.	.	.
November	novemb	November
2015	2015	2015
-	-	-
The	the	The
U	u	U
.	.	.
S	s	S
.	.	.
Supreme	suprem	Supreme
Court	court	Court
agrees	agre	agrees
to	to	to
hear	hear	hear
the	the	the
challenge	challeng	challenge
by	by	by
abortion	abort	abortion
providers	provid	provider
to	to	to
the	the	the
Texas	texa	Texas
restrictions	restrict	restriction
.	.	.
February	februari	February
2016	2016	2016
-	-	-
Conservative	conserv	Conservative
U	u	U
.	.	.
S	s	S
.	.	.
Supreme	suprem	Supreme
Court	court	Court
Justice	justic	Justice
Antonin	antonin	Antonin
Scalia	scalia	Scalia
,	,	,
a	a	a
supporter	support	supporter
of	of	of
abortion	abort	abortion
restrictions	restrict	restriction
,	,	,
dies	die	dy
at	at	at
age	age	age
79	79	79
,	,	,
leaving	leav	leaving
the	the	the
court	court	court
shorthanded	shorthand	shorthanded
and	and	and
evenly	even	evenly
divided	divid	divided
with	with	with
four	four	four
liberals	liber	liberal
and	and	and
four	four	four
conservatives	conserv	conservative
.	.	.
March	march	March
2016	2016	2016
-	-	-
The	the	The
U	u	U
.	.	.
S	s	S
.	.	.
Supreme	suprem	Supreme
Court	court	Court
hears	hear	hears
85	85	85
minutes	minut	minute
of	of	of
oral	oral	oral
arguments	argument	argument
in	in	in
the	the	the
case	case	case
,	,	,
known	known	known
as	as	a
Whole	whole	Whole
Woman	woman	Woman
s	s	s
Health	health	Health
v	v	v
.	.	.
Hellerstedt	hellerstedt	Hellerstedt
.	.	.
The	the	The
court	court	court
s	s	s
four	four	four
liberal	liber	liberal
justices	justic	justice
indicate	indic	indicate
they	they	they
believe	believ	believe
the	the	the
law	law	law
intrudes	intrud	intrudes
on	on	on
a	a	a
woman	woman	woman
s	s	s
constitutional	constitut	constitutional
