Token	Stem	Lemma
ABUJA	abuja	ABUJA
Reuters	reuter	Reuters
Nigeria	nigeria	Nigeria
has	has	ha
canceled	cancel	canceled
its	it	it
weekly	week	weekly
cabinet	cabinet	cabinet
meeting	meet	meeting
for	for	for
the	the	the
second	second	second
time	time	time
since	sinc	since
President	presid	President
Muhammadu	muhammadu	Muhammadu
Buhari	buhari	Buhari
returned	return	returned
from	from	from
three	three	three
months	month	month
of	of	of
medical	medic	medical
leave	leav	leave
in	in	in
Britain	britain	Britain
Information	inform	Information
Minister	minist	Minister
Lai	lai	Lai
Mohammed	moham	Mohammed
said	said	said
in	in	in
a	a	a
statement	statement	statement
Wednesday	wednesday	Wednesday
s	s	s
meeting	meet	meeting
would	would	would
not	not	not
take	take	take
place	place	place
due	due	due
to	to	to
inadequate	inadequ	inadequate
time	time	time
to	to	to
prepare	prepar	prepare
the	the	the
documents	document	document
Buhari	buhari	Buhari
canceled	cancel	canceled
the	the	the
first	first	first
cabinet	cabinet	cabinet
meeting	meet	meeting
following	follow	following
his	his	his
return	return	return
on	on	on
Aug	aug	Aug
19	19	19
raising	rais	raising
concerns	concern	concern
that	that	that
the	the	the
president	presid	president
criticized	critic	criticized
for	for	for
inertia	inertia	inertia
by	by	by
his	his	his
opponents	oppon	opponent
was	was	wa
returning	return	returning
to	to	to
his	his	his
former	former	former
ways	way	way
when	when	when
he	he	he
worked	work	worked
from	from	from
home	home	home
and	and	and
missed	miss	missed
ministerial	ministeri	ministerial
meetings	meet	meeting
But	but	But
the	the	the
74	74	74
-year	-year	-year
-old	-old	-old
president	presid	president
who	who	who
has	has	ha
been	been	been
working	work	working
from	from	from
home	home	home
since	sinc	since
his	his	his
return	return	return
last	last	last
week	week	week
presided	presid	presided
over	over	over
his	his	his
first	first	first
cabinet	cabinet	cabinet
meeting	meet	meeting
since	sinc	since
taking	take	taking
leave	leav	leave
for	for	for
an	an	an
unspecified	unspecifi	unspecified
ailment	ailment	ailment
The	the	The
refusal	refus	refusal
to	to	to
disclose	disclos	disclose
details	detail	detail
of	of	of
his	his	his
illness	ill	illness
has	has	ha
caused	caus	caused
speculation	specul	speculation
about	about	about
whether	whether	whether
he	he	he
is	is	is
well	well	well
enough	enough	enough
to	to	to
run	run	run
Africa	africa	Africa
s	s	s
most	most	most
populous	popul	populous
country	countri	country
and	and	and
biggest	biggest	biggest
economy	economi	economy
Mohammed	moham	Mohammed
s	s	s
statement	statement	statement
said	said	said
a	a	a
two	two	two
-day	-day	-day
public	public	public
holiday	holiday	holiday
on	on	on
Friday	friday	Friday
and	and	and
Monday	monday	Monday
to	to	to
mark	mark	mark
the	the	the
Islamic	islam	Islamic
Eid	eid	Eid
-el	-el	-el
-Kabir	-kabir	-Kabir
celebrations	celebr	celebration
had	had	had
left	left	left
little	littl	little
time	time	time
to	to	to
prepare	prepar	prepare
for	for	for
the	the	the
weekly	week	weekly
meeting	meet	meeting
