LONDON	london	LONDON
Reuters	reuter	Reuters
-	-	-
Britain	britain	Britain
will	will	will
soon	soon	soon
repay	repay	repay
a	a	a
decades	decad	decade
-old	-old	-old
debt	debt	debt
of	of	of
over	over	over
400	400	400
million	million	million
pounds	pound	pound
527	527	527
million	million	million
to	to	to
Iran	iran	Iran
,	,	,
the	the	the
Iranian	iranian	Iranian
ambassador	ambassador	ambassador
said	said	said
on	on	on
Friday	friday	Friday
,	,	,
adding	ad	adding
that	that	that
the	the	the
payment	payment	payment
was	was	wa
not	not	not
linked	link	linked
to	to	to
the	the	the
case	case	case
of	of	of
a	a	a
British	british	British
-Iranian	-iranian	-Iranian
charity	chariti	charity
worker	worker	worker
jailed	jail	jailed
in	in	in
Iran	iran	Iran
.	.	.
An	an	An
outstanding	outstand	outstanding
debt	debt	debt
owed	owe	owed
by	by	by
the	the	the
U	u	U
.	.	.
K	k	K
.	.	.
to	to	to
Tehran	tehran	Tehran
will	will	will
be	be	be
transferred	transfer	transferred
to	to	to
the	the	the
Central	central	Central
Bank	bank	Bank
of	of	of
Iran	iran	Iran
in	in	in
the	the	the
coming	come	coming
days	day	day
.	.	.
The	the	The
payment	payment	payment
.	.	.
.	.	.
.	.	.
has	has	ha
nothing	noth	nothing
to	to	to
do	do	do
with	with	with
Nazanin	nazanin	Nazanin
Zaghari	zaghari	Zaghari
-Ratcliffe	-ratcliff	-Ratcliffe
s	s	s
case	case	case
,	,	,
Hamid	hamid	Hamid
Baeedinejad	baeedinejad	Baeedinejad
wrote	wrote	wrote
on	on	on
his	his	his
Telegram	telegram	Telegram
channel	channel	channel
.	.	.
Zaghari	zaghari	Zaghari
-Ratcliffe	-ratcliff	-Ratcliffe
was	was	wa
detained	detain	detained
in	in	in
April	april	April
2016	2016	2016
in	in	in
Tehran	tehran	Tehran
as	as	a
she	she	she
tried	tri	tried
to	to	to
leave	leav	leave
Iran	iran	Iran
after	after	after
a	a	a
visit	visit	visit
with	with	with
her	her	her
two	two	two
-year-old	-year-old	-year-old
daughter	daughter	daughter
.	.	.
She	she	She
was	was	wa
sentenced	sentenc	sentenced
to	to	to
five	five	five
years	year	year
in	in	in
prison	prison	prison
after	after	after
an	an	an
Iranian	iranian	Iranian
court	court	court
convicted	convict	convicted
her	her	her
of	of	of
plotting	plot	plotting
to	to	to
overthrow	overthrow	overthrow
the	the	the
clerical	cleric	clerical
establishment	establish	establishment
.	.	.
She	she	She
denies	deni	denies
the	the	the
charges	charg	charge
,	,	,
and	and	and
Britain	britain	Britain
has	has	ha
called	call	called
for	for	for
her	her	her
release	releas	release
.	.	.
Iran	iran	Iran
does	doe	doe
not	not	not
recognize	recogn	recognize
dual	dual	dual
citizenship	citizenship	citizenship
for	for	for
its	it	it
nationals	nation	national
.	.	.
Britain	britain	Britain
s	s	s
debt	debt	debt
to	to	to
Iran	iran	Iran
dates	date	date
from	from	from
the	the	the
1970s	1970s	1970s
,	,	,
before	befor	before
the	the	the
Islamic	islam	Islamic
Revolution	revolut	Revolution
of	of	of
1979	1979	1979
toppled	toppl	toppled
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
-backed	-back	-backed
Shah	shah	Shah
.	.	.
Iran	iran	Iran
paid	paid	paid
up	up	up
front	front	front
for	for	for
1	1	1
,	,	,
750	750	750
Chieftain	chieftain	Chieftain
tanks	tank	tank
and	and	and
other	other	other
vehicles	vehicl	vehicle
,	,	,
but	but	but
most	most	most
were	were	were
never	never	never
delivered	deliv	delivered
because	becaus	because
of	of	of
sanctions	sanction	sanction
imposed	impos	imposed
on	on	on
Tehran	tehran	Tehran
after	after	after
the	the	the
revolution	revolut	revolution
.	.	.
A	a	A
British	british	British
government	govern	government
official	offici	official
,	,	,
who	who	who
asked	ask	asked
not	not	not
to	to	to
be	be	be
named	name	named
,	,	,
said	said	said
on	on	on
Friday	friday	Friday
it	it	it
was	was	wa
speculation	specul	speculation
that	that	that
the	the	the
money	money	money
would	would	would
be	be	be
paid	paid	paid
.	.	.
The	the	The
Treasury	treasuri	Treasury
said	said	said
in	in	in
a	a	a
statement	statement	statement
the	the	the
money	money	money
was	was	wa
frozen	frozen	frozen
by	by	by
a	a	a
British	british	British
court	court	court
and	and	and
could	could	could
not	not	not
be	be	be
paid	paid	paid
because	becaus	because
of	of	of
sanctions	sanction	sanction
.	.	.
The	the	The
Telegraph	telegraph	Telegraph
newspaper	newspap	newspaper
reported	report	reported
on	on	on
Thursday	thursday	Thursday
that	that	that
Britain	britain	Britain
was	was	wa
working	work	working
on	on	on
a	a	a
plan	plan	plan
to	to	to
pay	pay	pay
Iran	iran	Iran
the	the	the
debt	debt	debt
,	,	,
as	as	a
part	part	part
of	of	of
efforts	effort	effort
to	to	to
secure	secur	secure
the	the	the
release	releas	release
of	of	of
Zaghari	zaghari	Zaghari
-Ratcliffe	-ratcliff	-Ratcliffe
.	.	.
On	on	On
Thursday	thursday	Thursday
,	,	,
British	british	British
Prime	prime	Prime
Minister	minist	Minister
Theresa	theresa	Theresa
May	may	May
s	s	s
spokesman	spokesman	spokesman
denied	deni	denied
there	there	there
was	was	wa
any	ani	any
link	link	link
between	between	between
the	the	the
debt	debt	debt
and	and	and
the	the	the
charity	chariti	charity
worker	worker	worker
s	s	s
case	case	case
.	.	.
Tehran	tehran	Tehran
also	also	also
dismissed	dismiss	dismissed
the	the	the
Telegraph	telegraph	Telegraph
report	report	report
.	.	.
Zaghari	zaghari	Zaghari
-Ratcliffe	-ratcliff	-Ratcliffe
is	is	is
a	a	a
project	project	project
manager	manag	manager
with	with	with
the	the	the
Thomson	thomson	Thomson
Reuters	reuter	Reuters
Foundation	foundat	Foundation
,	,	,
a	a	a
charity	chariti	charity
organization	organ	organization
that	that	that
is	is	is
independent	independ	independent
of	of	of
Thomson	thomson	Thomson
Reuters	reuter	Reuters
.	.	.
It	it	It
operates	oper	operates
independently	independ	independently
of	of	of
Reuters	reuter	Reuters
News	news	News
.	.	.
In	in	In
2009	2009	2009
,	,	,
the	the	the
International	intern	International
Chamber	chamber	Chamber
of	of	of
Commerce	commerc	Commerce
ordered	order	ordered
Britain	britain	Britain
to	to	to
repay	repay	repay
Iran	iran	Iran
for	for	for
the	the	the
undelivered	undeliv	undelivered
vehicles	vehicl	vehicle
,	,	,
but	but	but
UN	un	UN
and	and	and
EU	eu	EU
sanctions	sanction	sanction
prevented	prevent	prevented
that	that	that
.	.	.
Under	under	Under
a	a	a
deal	deal	deal
between	between	between
Iran	iran	Iran
and	and	and
six	six	six
major	major	major
powers	power	power
in	in	in
2015	2015	2015
,	,	,
most	most	most
sanctions	sanction	sanction
on	on	on
Iran	iran	Iran
were	were	were
lifted	lift	lifted
last	last	last
year	year	year
,	,	,
in	in	in
exchange	exchang	exchange
for	for	for
Tehran	tehran	Tehran
curbing	curb	curbing
its	it	it
nuclear	nuclear	nuclear
program	program	program
.	.	.
Iran	iran	Iran
s	s	s
Foreign	foreign	Foreign
Ministry	ministri	Ministry
spokesman	spokesman	spokesman
said	said	said
that	that	that
a	a	a
range	rang	range
of	of	of
issues	issu	issue
would	would	would
be	be	be
discussed	discuss	discussed
with	with	with
Britain	britain	Britain
during	dure	during
a	a	a
visit	visit	visit
to	to	to
Tehran	tehran	Tehran
this	this	this
month	month	month
by	by	by
Foreign	foreign	Foreign
Secretary	secretari	Secretary
Boris	bori	Boris
Johnson	johnson	Johnson
,	,	,
Iranian	iranian	Iranian
media	media	medium
reported	report	reported
on	on	on
Thursday	thursday	Thursday
.	.	.
