WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
-	-	-
The	the	The
U	u	U
.	.	.
S	s	S
.	.	.
Senate	senat	Senate
passed	pass	passed
a	a	a
10	10	10
-year	-year	-year
extension	extens	extension
of	of	of
sanctions	sanction	sanction
against	against	against
Iran	iran	Iran
on	on	on
Thursday	thursday	Thursday
,	,	,
sending	send	sending
the	the	the
measure	measur	measure
to	to	to
the	the	the
White	white	White
House	hous	House
for	for	for
President	presid	President
Barack	barack	Barack
Obama	obama	Obama
to	to	to
sign	sign	sign
into	into	into
law	law	law
and	and	and
delaying	delay	delaying
any	ani	any
potentially	potenti	potentially
tougher	tougher	tougher
actions	action	action
until	until	until
next	next	next
year	year	year
.	.	.
The	the	The
measure	measur	measure
passed	pass	passed
by	by	by
99	99	99
-0	-0	-0
.	.	.
It	it	It
passed	pass	passed
the	the	the
House	hous	House
of	of	of
Representatives	repres	Representatives
nearly	near	nearly
unanimously	unanim	unanimously
in	in	in
November	novemb	November
,	,	,
and	and	and
congressional	congression	congressional
aides	aid	aide
said	said	said
they	they	they
expected	expect	expected
Obama	obama	Obama
would	would	would
sign	sign	sign
it	it	it
.	.	.
The	the	The
ISA	isa	ISA
will	will	will
expire	expir	expire
on	on	on
Dec	dec	Dec
.	.	.
31	31	31
if	if	if
not	not	not
renewed	renew	renewed
.	.	.
The	the	The
White	white	White
House	hous	House
had	had	had
not	not	not
pushed	push	pushed
for	for	for
an	an	an
extension	extens	extension
,	,	,
but	but	but
had	had	had
not	not	not
raised	rais	raised
serious	serious	serious
objections	object	objection
.	.	.
Members	member	Members
of	of	of
Congress	congress	Congress
and	and	and
administration	administr	administration
officials	offici	official
said	said	said
the	the	the
renewal	renew	renewal
of	of	of
the	the	the
Iran	iran	Iran
Sanctions	sanction	Sanctions
Act	act	Act
ISA	isa	ISA
would	would	would
not	not	not
violate	violat	violate
the	the	the
nuclear	nuclear	nuclear
agreement	agreement	agreement
with	with	with
Iran	iran	Iran
reached	reach	reached
last	last	last
year	year	year
.	.	.
While	while	While
we	we	we
do	do	do
not	not	not
think	think	think
that	that	that
an	an	an
extension	extens	extension
of	of	of
ISA	isa	ISA
is	is	is
necessary	necessari	necessary
,	,	,
we	we	we
do	do	do
not	not	not
believe	believ	believe
that	that	that
a	a	a
clean	clean	clean
extension	extens	extension
would	would	would
be	be	be
a	a	a
violation	violat	violation
of	of	of
the	the	the
JCPOA	jcpoa	JCPOA
Iran	iran	Iran
deal	deal	deal
,	,	,
a	a	a
senior	senior	senior
administration	administr	administration
official	offici	official
said	said	said
.	.	.
Iranian	iranian	Iranian
Supreme	suprem	Supreme
Leader	leader	Leader
Ayatollah	ayatollah	Ayatollah
Khamenei	khamenei	Khamenei
said	said	said
recently	recent	recently
the	the	the
extension	extens	extension
would	would	would
breach	breach	breach
the	the	the
agreement	agreement	agreement
and	and	and
threatened	threaten	threatened
retaliation	retali	retaliation
.	.	.
Democrats	democrat	Democrats
who	who	who
backed	back	backed
the	the	the
accord	accord	accord
said	said	said
they	they	they
did	did	did
not	not	not
believe	believ	believe
the	the	the
ISA	isa	ISA
extension	extens	extension
violated	violat	violated
the	the	the
pact	pact	pact
because	becaus	because
it	it	it
continued	continu	continued
a	a	a
sanctions	sanction	sanction
regime	regim	regime
that	that	that
was	was	wa
already	alreadi	already
in	in	in
place	place	place
.	.	.
They	they	They
said	said	said
they	they	they
had	had	had
not	not	not
heard	heard	heard
such	such	such
objections	object	objection
from	from	from
U	u	U
.	.	.
S	s	S
.	.	.
partners	partner	partner
.	.	.
I	i	I
have	have	have
not	not	not
heard	heard	heard
strident	strident	strident
objections	object	objection
from	from	from
our	our	our
key	key	key
allies	alli	ally
in	in	in
the	the	the
JCPOA	jcpoa	JCPOA
,	,	,
Democratic	democrat	Democratic
Senator	senat	Senator
Chris	chris	Chris
Coons	coon	Coons
told	told	told
reporters	report	reporter
.	.	.
The	the	The
agreement	agreement	agreement
was	was	wa
signed	sign	signed
by	by	by
the	the	the
United	unit	United
States	state	States
,	,	,
Britain	britain	Britain
,	,	,
Russia	russia	Russia
,	,	,
France	franc	France
,	,	,
China	china	China
,	,	,
Germany	germani	Germany
and	and	and
Iran	iran	Iran
.	.	.
Congress	congress	Congress
action	action	action
did	did	did
not	not	not
address	address	address
the	the	the
fate	fate	fate
of	of	of
the	the	the
nuclear	nuclear	nuclear
pact	pact	pact
,	,	,
which	which	which
was	was	wa
opposed	oppos	opposed
by	by	by
every	everi	every
Republican	republican	Republican
in	in	in
the	the	the
Senate	senat	Senate
and	and	and
House	hous	House
.	.	.
Lawmakers	lawmak	Lawmakers
said	said	said
it	it	it
would	would	would
make	make	make
it	it	it
easier	easier	easier
for	for	for
sanctions	sanction	sanction
to	to	to
be	be	be
quickly	quick	quickly
reimposed	reimpos	reimposed
if	if	if
Iran	iran	Iran
violated	violat	violated
the	the	the
deal	deal	deal
.	.	.
Republican	republican	Republican
U	u	U
.	.	.
S	s	S
.	.	.
President	presid	President
-elect	-elect	-elect
Donald	donald	Donald
Trump	trump	Trump
railed	rail	railed
against	against	against
the	the	the
pact	pact	pact
as	as	a
he	he	he
campaigned	campaign	campaigned
for	for	for
the	the	the
White	white	White
House	hous	House
.	.	.
Many	mani	Many
other	other	other
members	member	member
of	of	of
his	his	his
party	parti	party
,	,	,
which	which	which
also	also	also
controls	control	control
Congress	congress	Congress
,	,	,
have	have	have
called	call	called
for	for	for
the	the	the
new	new	new
administration	administr	administration
to	to	to
tear	tear	tear
up	up	up
the	the	the
agreement	agreement	agreement
.	.	.
Senate	senat	Senate
Foreign	foreign	Foreign
Relations	relat	Relations
Committee	committe	Committee
Chairman	chairman	Chairman
Bob	bob	Bob
Corker	corker	Corker
said	said	said
the	the	the
renewal	renew	renewal
ensures	ensur	ensures
Trump	trump	Trump
can	can	can
reimpose	reimpos	reimpose
sanctions	sanction	sanction
Obama	obama	Obama
lifted	lift	lifted
under	under	under
the	the	the
deal	deal	deal
,	,	,
in	in	in
which	which	which
Iran	iran	Iran
curbed	curb	curbed
its	it	it
nuclear	nuclear	nuclear
program	program	program
in	in	in
exchange	exchang	exchange
for	for	for
sanctions	sanction	sanction
relief	relief	relief
.	.	.
Extending	extend	Extending
the	the	the
Iran	iran	Iran
Sanctions	sanction	Sanctions
Act	act	Act
.	.	.
.	.	.
.	.	.
ensures	ensur	ensures
President	presid	President
-elect	-elect	-elect
Trump	trump	Trump
and	and	and
his	his	his
administration	administr	administration
have	have	have
the	the	the
tools	tool	tool
necessary	necessari	necessary
to	to	to
push	push	push
back	back	back
against	against	against
the	the	the
regime	regim	regime
s	s	s
hostile	hostil	hostile
actions	action	action
,	,	,
Corker	corker	Corker
said	said	said
in	in	in
a	a	a
statement	statement	statement
.	.	.
Trump	trump	Trump
becomes	becom	becomes
president	presid	president
on	on	on
Jan	jan	Jan
.	.	.
20	20	20
.	.	.
Corker	corker	Corker
has	has	ha
been	been	been
mentioned	mention	mentioned
as	as	a
a	a	a
possible	possibl	possible
Trump	trump	Trump
secretary	secretari	secretary
of	of	of
state	state	state
.	.	.
Fixes	fix	Fixes
typo	typo	typo
in	in	in
word	word	word
objections	object	objection
in	in	in
paragraph	paragraph	paragraph
8	8	8
.	.	.
