WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
-	-	-
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
declined	declin	declined
on	on	on
Friday	friday	Friday
to	to	to
explain	explain	explain
what	what	what
he	he	he
meant	meant	meant
when	when	when
he	he	he
described	describ	described
a	a	a
gathering	gather	gathering
of	of	of
military	militari	military
leaders	leader	leader
as	as	a
the	the	the
calm	calm	calm
before	befor	before
the	the	the
storm	storm	storm
,	,	,
but	but	but
the	the	the
White	white	White
House	hous	House
said	said	said
he	he	he
was	was	wa
not	not	not
just	just	just
being	be	being
mischievous	mischiev	mischievous
when	when	when
he	he	he
made	made	made
the	the	the
remark	remark	remark
.	.	.
Pressed	press	Pressed
about	about	about
what	what	what
he	he	he
meant	meant	meant
by	by	by
Thursday	thursday	Thursday
s	s	s
comment	comment	comment
,	,	,
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
leader	leader	leader
declined	declin	declined
to	to	to
elaborate	elabor	elaborate
,	,	,
telling	tell	telling
reporters	report	reporter
only	onli	only
that	that	that
,	,	,
You	you	You
ll	ll	ll
find	find	find
out	out	out
.	.	.
White	white	White
House	hous	House
spokeswoman	spokeswoman	spokeswoman
Sarah	sarah	Sarah
Sanders	sander	Sanders
also	also	also
declined	declin	declined
to	to	to
say	say	say
what	what	what
Trump	trump	Trump
meant	meant	meant
.	.	.
When	when	When
asked	ask	asked
whether	whether	whether
Trump	trump	Trump
was	was	wa
just	just	just
being	be	being
mischievous	mischiev	mischievous
,	,	,
Sanders	sander	Sanders
denied	deni	denied
he	he	he
was	was	wa
just	just	just
messing	mess	messing
with	with	with
the	the	the
press	press	press
.	.	.
I	i	I
think	think	think
we	we	we
have	have	have
some	some	some
serious	serious	serious
world	world	world
issues	issu	issue
here	here	here
.	.	.
I	i	I
think	think	think
that	that	that
North	north	North
Korea	korea	Korea
,	,	,
Iran	iran	Iran
both	both	both
continue	continu	continue
to	to	to
be	be	be
bad	bad	bad
actors	actor	actor
and	and	and
the	the	the
president	presid	president
is	is	is
somebody	somebodi	somebody
who	who	who
s	s	s
going	go	going
to	to	to
always	alway	always
look	look	look
for	for	for
ways	way	way
to	to	to
protect	protect	protect
Americans	american	Americans
,	,	,
Sanders	sander	Sanders
said	said	said
.	.	.
Leon	leon	Leon
Panetta	panetta	Panetta
,	,	,
a	a	a
former	former	former
Defense	defens	Defense
secretary	secretari	secretary
and	and	and
CIA	cia	CIA
director	director	director
,	,	,
said	said	said
Trump	trump	Trump
s	s	s
remarks	remark	remark
would	would	would
be	be	be
something	someth	something
you	you	you
d	d	d
really	realli	really
worry	worri	worry
about	about	about
under	under	under
a	a	a
previous	previous	previous
U	u	U
.	.	.
S	s	S
.	.	.
president	presid	president
.	.	.
But	but	But
he	he	he
said	said	said
Trump	trump	Trump
s	s	s
comments	comment	comment
appeared	appear	appeared
to	to	to
follow	follow	follow
a	a	a
pattern	pattern	pattern
he	he	he
d	d	d
established	establish	established
on	on	on
Twitter	twitter	Twitter
.	.	.
You	you	You
begin	begin	begin
to	to	to
assume	assum	assume
that	that	that
it	it	it
s	s	s
more	more	more
about	about	about
getting	get	getting
attention	attent	attention
than	than	than
it	it	it
is	is	is
about	about	about
proclaiming	proclaim	proclaiming
some	some	some
kind	kind	kind
of	of	of
national	nation	national
policy	polici	policy
.	.	.
I	i	I
don	don	don
t	t	t
think	think	think
it	it	it
s	s	s
responsible	respons	responsible
.	.	.
.	.	.
.	.	.
but	but	but
I	i	I
think	think	think
in	in	in
this	this	this
instance	instanc	instance
we	we	we
probably	probabl	probably
all	all	all
should	should	should
take	take	take
a	a	a
deep	deep	deep
breath	breath	breath
and	and	and
try	tri	try
to	to	to
assume	assum	assume
he	he	he
s	s	s
just	just	just
making	make	making
a	a	a
play	play	play
for	for	for
attention	attent	attention
,	,	,
Panetta	panetta	Panetta
told	told	told
CNN	cnn	CNN
.	.	.
There	there	There
is	is	is
no	no	no
indication	indic	indication
that	that	that
there	there	there
is	is	is
a	a	a
strategy	strategi	strategy
or	or	or
a	a	a
policy	polici	policy
behind	behind	behind
that	that	that
statement	statement	statement
,	,	,
he	he	he
added	ad	added
.	.	.
Trump	trump	Trump
made	made	made
the	the	the
calm	calm	calm
before	befor	before
the	the	the
storm	storm	storm
comment	comment	comment
during	dure	during
a	a	a
photo	photo	photo
opportunity	opportun	opportunity
before	befor	before
having	have	having
dinner	dinner	dinner
with	with	with
U	u	U
.	.	.
S	s	S
.	.	.
military	militari	military
leaders	leader	leader
and	and	and
their	their	their
wives	wive	wife
.	.	.
The	the	The
dinner	dinner	dinner
followed	follow	followed
a	a	a
meeting	meet	meeting
in	in	in
which	which	which
Trump	trump	Trump
and	and	and
the	the	the
military	militari	military
leaders	leader	leader
discussed	discuss	discussed
Iran	iran	Iran
,	,	,
North	north	North
Korea	korea	Korea
,	,	,
Afghanistan	afghanistan	Afghanistan
and	and	and
the	the	the
fight	fight	fight
against	against	against
Islamic	islam	Islamic
State	state	State
.	.	.
The	the	The
president	presid	president
also	also	also
appeared	appear	appeared
to	to	to
criticize	critic	criticize
the	the	the
military	militari	military
leaders	leader	leader
on	on	on
Thursday	thursday	Thursday
for	for	for
moving	move	moving
too	too	too
slowly	slowli	slowly
to	to	to
provide	provid	provide
him	him	him
advice	advic	advice
.	.	.
Moving	move	Moving
forward	forward	forward
,	,	,
I	i	I
also	also	also
expect	expect	expect
you	you	you
to	to	to
provide	provid	provide
me	me	me
with	with	with
a	a	a
broad	broad	broad
range	rang	range
of	of	of
military	militari	military
options	option	option
,	,	,
when	when	when
needed	need	needed
,	,	,
at	at	at
a	a	a
much	much	much
faster	faster	faster
pace	pace	pace
.	.	.
I	i	I
know	know	know
that	that	that
government	govern	government
bureaucracy	bureaucraci	bureaucracy
is	is	is
slow	slow	slow
,	,	,
but	but	but
I	i	I
am	am	am
depending	depend	depending
on	on	on
you	you	you
to	to	to
overcome	overcom	overcome
the	the	the
obstacles	obstacl	obstacle
of	of	of
bureaucracy	bureaucraci	bureaucracy
,	,	,
he	he	he
said	said	said
.	.	.
Asked	ask	Asked
if	if	if
Trump	trump	Trump
felt	felt	felt
like	like	like
military	militari	military
leaders	leader	leader
were	were	were
deliberately	deliber	deliberately
being	be	being
slow	slow	slow
to	to	to
advise	advis	advise
him	him	him
,	,	,
Sanders	sander	Sanders
said	said	said
,	,	,
Not	not	Not
at	at	at
all	all	all
.	.	.
As	as	As
you	you	you
know	know	know
,	,	,
he	he	he
s	s	s
a	a	a
person	person	person
who	who	who
like	like	like
to	to	to
take	take	take
action	action	action
and	and	and
take	take	take
it	it	it
quickly	quick	quickly
,	,	,
she	she	she
said	said	said
.	.	.
He	he	He
wants	want	want
options	option	option
on	on	on
the	the	the
table	tabl	table
so	so	so
that	that	that
he	he	he
can	can	can
make	make	make
quick	quick	quick
decision	decis	decision
.	.	.
