Reuters	reuter	Reuters
-	-	-
Former	former	Former
FBI	fbi	FBI
Director	director	Director
James	jame	James
Comey	comey	Comey
detailed	detail	detailed
his	his	his
private	privat	private
conversations	convers	conversation
with	with	with
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
in	in	in
written	written	written
testimony	testimoni	testimony
submitted	submit	submitted
to	to	to
the	the	the
Senate	senat	Senate
Select	select	Select
Committee	committe	Committee
on	on	on
Intelligence	intellig	Intelligence
and	and	and
made	made	made
public	public	public
on	on	on
Wednesday	wednesday	Wednesday
,	,	,
one	one	one
day	day	day
before	befor	before
Comey	comey	Comey
is	is	is
scheduled	schedul	scheduled
to	to	to
testify	testifi	testify
in	in	in
person	person	person
.	.	.

Comey	comey	Comey
was	was	wa
leading	lead	leading
a	a	a
Federal	feder	Federal
Bureau	bureau	Bureau
of	of	of
Investigation	investig	Investigation
probe	probe	probe
into	into	into
alleged	alleg	alleged
Russian	russian	Russian
meddling	meddl	meddling
in	in	in
last	last	last
year	year	year
s	s	s
U	u	U
.	.	.
S	s	S
.	.	.
presidential	presidenti	presidential
election	elect	election
when	when	when
Trump	trump	Trump
fired	fire	fired
him	him	him
last	last	last
month	month	month
.	.	.

Comey	comey	Comey
said	said	said
he	he	he
had	had	had
a	a	a
total	total	total
of	of	of
three	three	three
face	face	face
-to-face	-to-fac	-to-face
meetings	meet	meeting
with	with	with
Trump	trump	Trump
and	and	and
six	six	six
phone	phone	phone
calls	call	call
with	with	with
him	him	him
.	.	.

Following	follow	Following
are	are	are
details	detail	detail
of	of	of
what	what	what
Comey	comey	Comey
said	said	said
occurred	occur	occurred
in	in	in
some	some	some
of	of	of
the	the	the
conversations	convers	conversation
.	.	.

Jan	jan	Jan
.	.	.

6	6	6
Briefing	brief	Briefing
at	at	at
Trump	trump	Trump
Tower	tower	Tower
in	in	in
New	new	New
York	york	York
,	,	,
when	when	when
Trump	trump	Trump
was	was	wa
president	presid	president
-elect	-elect	-elect
.	.	.

At	at	At
conclusion	conclus	conclusion
of	of	of
a	a	a
briefing	brief	briefing
given	given	given
with	with	with
other	other	other
intelligence	intellig	intelligence
community	communiti	community
officials	offici	official
,	,	,
Comey	comey	Comey
remained	remain	remained
alone	alon	alone
with	with	with
Trump	trump	Trump
to	to	to
provide	provid	provide
a	a	a
private	privat	private
briefing	brief	briefing
on	on	on
material	materi	material
that	that	that
was	was	wa
salacious	salaci	salacious
and	and	and
unverified	unverifi	unverified
.	.	.
Comey	comey	Comey
said	said	said
he	he	he
was	was	wa
prepared	prepar	prepared
to	to	to
tell	tell	tell
Trump	trump	Trump
the	the	the
FBI	fbi	FBI
was	was	wa
not	not	not
investigating	investig	investigating
him	him	him
personally	person	personally
,	,	,
because	becaus	because
the	the	the
agency	agenc	agency
did	did	did
not	not	not
have	have	have
an	an	an
open	open	open
counter	counter	counter
-intelligence	-intellig	-intelligence
case	case	case
on	on	on
him	him	him
.	.	.
I	i	I
felt	felt	felt
compelled	compel	compelled
to	to	to
document	document	document
my	my	my
first	first	first
conversation	convers	conversation
with	with	with
the	the	the
President	presid	President
-elect	-elect	-elect
,	,	,
Comey	comey	Comey
said	said	said
,	,	,
saying	say	saying
he	he	he
began	began	began
to	to	to
type	type	type
it	it	it
on	on	on
a	a	a
laptop	laptop	laptop
in	in	in
an	an	an
FBI	fbi	FBI
vehicle	vehicl	vehicle
outside	outsid	outside
Trump	trump	Trump
Tower	tower	Tower
the	the	the
moment	moment	moment
I	i	I
walked	walk	walked
out	out	out
of	of	of
the	the	the
meeting	meet	meeting
.	.	.
Creating	creat	Creating
written	written	written
records	record	record
immediately	immedi	immediately
after	after	after
one	one	one
-on-one	-on-on	-on-one
conversations	convers	conversation
with	with	with
Mr	mr	Mr
.	.	.
Trump	trump	Trump
was	was	wa
my	my	my
practice	practic	practice
from	from	from
that	that	that
point	point	point
forward	forward	forward
,	,	,
Comey	comey	Comey
said	said	said
.	.	.

Jan	jan	Jan
.	.	.

27	27	27
Dinner	dinner	Dinner
at	at	at
the	the	the
White	white	White
House	hous	House
Comey	comey	Comey
had	had	had
dinner	dinner	dinner
with	with	with
Trump	trump	Trump
in	in	in
the	the	the
Green	green	Green
Room	room	Room
at	at	at
the	the	the
White	white	White
House	hous	House
.	.	.

Trump	trump	Trump
called	call	called
him	him	him
earlier	earlier	earlier
in	in	in
the	the	the
day	day	day
to	to	to
extend	extend	extend
the	the	the
invitation	invit	invitation
and	and	and
Comey	comey	Comey
had	had	had
assumed	assum	assumed
that	that	that
other	other	other
people	peopl	people
would	would	would
be	be	be
present	present	present
,	,	,
but	but	but
it	it	it
was	was	wa
just	just	just
him	him	him
and	and	and
the	the	the
president	presid	president
.	.	.

Trump	trump	Trump
asked	ask	asked
Comey	comey	Comey
if	if	if
he	he	he
wanted	want	wanted
to	to	to
remain	remain	remain
FBI	fbi	FBI
director	director	director
,	,	,
which	which	which
Comey	comey	Comey
said	said	said
he	he	he
found	found	found
strange	strang	strange
because	becaus	because
he	he	he
had	had	had
already	alreadi	already
told	told	told
me	me	me
twice	twice	twice
in	in	in
earlier	earlier	earlier
conversations	convers	conversation
that	that	that
he	he	he
hoped	hope	hoped
I	i	I
would	would	would
stay	stay	stay
,	,	,
and	and	and
I	i	I
had	had	had
assured	assur	assured
him	him	him
I	i	I
intended	intend	intended
to	to	to
.	.	.
My	my	My
instincts	instinct	instinct
told	told	told
me	me	me
that	that	that
the	the	the
one	one	one
-on-one	-on-on	-on-one
setting	set	setting
,	,	,
and	and	and
the	the	the
pretense	pretens	pretense
that	that	that
this	this	this
was	was	wa
our	our	our
first	first	first
discussion	discuss	discussion
about	about	about
my	my	my
position	posit	position
,	,	,
meant	meant	meant
the	the	the
dinner	dinner	dinner
was	was	wa
,	,	,
at	at	at
least	least	least
in	in	in
part	part	part
,	,	,
an	an	an
effort	effort	effort
to	to	to
have	have	have
me	me	me
ask	ask	ask
for	for	for
my	my	my
job	job	job
and	and	and
create	creat	create
some	some	some
sort	sort	sort
of	of	of
patronage	patronag	patronage
relationship	relationship	relationship
.	.	.
Comey	comey	Comey
said	said	said
.	.	.

Because	becaus	Because
the	the	the
set	set	set
-up	-up	-up
made	made	made
me	me	me
uneasy	uneasi	uneasy
,	,	,
I	i	I
added	ad	added
that	that	that
I	i	I
was	was	wa
not	not	not
reliable	reliabl	reliable
in	in	in
the	the	the
way	way	way
politicians	politician	politician
use	use	use
that	that	that
word	word	word
,	,	,
but	but	but
he	he	he
could	could	could
always	alway	always
count	count	count
on	on	on
me	me	me
to	to	to
tell	tell	tell
him	him	him
the	the	the
truth	truth	truth
,	,	,
Comey	comey	Comey
said	said	said
.	.	.

A	a	A
few	few	few
moments	moment	moment
later	later	later
,	,	,
the	the	the
President	presid	President
said	said	said
,	,	,
I	i	I
need	need	need
loyalty	loyalti	loyalty
,	,	,
I	i	I
expect	expect	expect
loyalty	loyalti	loyalty
.	.	.
I	i	I
didn	didn	didn
t	t	t
move	move	move
,	,	,
speak	speak	speak
,	,	,
or	or	or
change	chang	change
my	my	my
facial	facial	facial
expression	express	expression
in	in	in
any	ani	any
way	way	way
during	dure	during
the	the	the
awkward	awkward	awkward
silence	silenc	silence
that	that	that
followed	follow	followed
.	.	.
Trump	trump	Trump
returned	return	returned
to	to	to
the	the	the
subject	subject	subject
of	of	of
Comey	comey	Comey
s	s	s
job	job	job
near	near	near
the	the	the
end	end	end
of	of	of
the	the	the
dinner	dinner	dinner
,	,	,
and	and	and
said	said	said
I	i	I
need	need	need
loyalty	loyalti	loyalty
.	.	.
Comey	comey	Comey
said	said	said
he	he	he
replied	repli	replied
You	you	You
will	will	will
always	alway	always
get	get	get
honesty	honesti	honesty
from	from	from
me	me	me
.	.	.
Trump	trump	Trump
paused	paus	paused
and	and	and
said	said	said
That	that	That
s	s	s
what	what	what
I	i	I
want	want	want
,	,	,
honest	honest	honest
loyalty	loyalti	loyalty
.	.	.
Comey	comey	Comey
said	said	said
he	he	he
paused	paus	paused
,	,	,
and	and	and
said	said	said
You	you	You
will	will	will
get	get	get
that	that	that
from	from	from
me	me	me
,	,	,
although	although	although
Comey	comey	Comey
said	said	said
it	it	it
was	was	wa
possible	possibl	possible
he	he	he
and	and	and
Trump	trump	Trump
understood	understood	understood
the	the	the
phrase	phrase	phrase
honest	honest	honest
loyalty	loyalti	loyalty
differently	differ	differently
.	.	.
