Token	Stem	Lemma
LONDON	london	LONDON
Reuters	reuter	Reuters
Britain	britain	Britain
remains	remain	remains
committed	commit	committed
to	to	to
UNESCO	unesco	UNESCO
a	a	a
spokesman	spokesman	spokesman
for	for	for
Prime	prime	Prime
Minister	minist	Minister
Theresa	theresa	Theresa
May	may	May
said	said	said
on	on	on
Thursday	thursday	Thursday
after	after	after
the	the	the
United	unit	United
States	state	States
withdrew	withdrew	withdrew
from	from	from
the	the	the
U	u	U
N	n	N
s	s	s
cultural	cultur	cultural
and	and	and
educational	educ	educational
agency	agenc	agency
The	the	The
government	govern	government
is	is	is
committed	commit	committed
to	to	to
continued	continu	continued
UK	uk	UK
membership	membership	membership
of	of	of
UNESCO	unesco	UNESCO
and	and	and
to	to	to
working	work	working
with	with	with
other	other	other
member	member	member
states	state	state
in	in	in
support	support	support
of	of	of
its	it	it
important	import	important
work	work	work
the	the	the
spokesman	spokesman	spokesman
told	told	told
reporters	report	reporter
But	but	But
obviously	obvious	obviously
the	the	the
U	u	U
S	s	S
relationship	relationship	relationship
with	with	with
UNESCO	unesco	UNESCO
is	is	is
a	a	a
matter	matter	matter
for	for	for
them	them	them
