NEW	new	NEW
YORK	york	YORK
Reuters	reuter	Reuters
-	-	-
Republican	republican	Republican
presidential	presidenti	presidential
nominee	nomine	nominee
Donald	donald	Donald
Trump	trump	Trump
posted	post	posted
a	a	a
two	two	two
-point	-point	-point
lead	lead	lead
over	over	over
his	his	his
Democratic	democrat	Democratic
rival	rival	rival
Hillary	hillari	Hillary
Clinton	clinton	Clinton
,	,	,
according	accord	according
to	to	to
a	a	a
Reuters	reuter	Reuters
Ipsos	ipso	Ipsos
opinion	opinion	opinion
poll	poll	poll
released	releas	released
on	on	on
Tuesday	tuesday	Tuesday
,	,	,
the	the	the
first	first	first
time	time	time
he	he	he
has	has	ha
been	been	been
ahead	ahead	ahead
since	sinc	since
early	earli	early
May	may	May
.	.	.
Trump	trump	Trump
s	s	s
gains	gain	gain
came	came	came
as	as	a
he	he	he
accepted	accept	accepted
his	his	his
party	parti	party
s	s	s
nomination	nomin	nomination
to	to	to
the	the	the
Nov	nov	Nov
.	.	.
8	8	8
ballot	ballot	ballot
at	at	at
the	the	the
four	four	four
-day	-day	-day
Republican	republican	Republican
National	nation	National
Convention	convent	Convention
in	in	in
Cleveland	cleveland	Cleveland
last	last	last
week	week	week
,	,	,
and	and	and
as	as	a
Clinton	clinton	Clinton
s	s	s
nomination	nomin	nomination
in	in	in
Philadelphia	philadelphia	Philadelphia
this	this	this
week	week	week
was	was	wa
marred	mar	marred
by	by	by
party	parti	party
divisions	divis	division
and	and	and
the	the	the
resignation	resign	resignation
of	of	of
a	a	a
top	top	top
party	parti	party
official	offici	official
.	.	.
MORE	more	MORE
FROM	from	FROM
REUTERS	reuter	REUTERS
Musk	musk	Musk
sees	see	see
'modest'	modest	'modest'
capital	capit	capital
raise	rais	raise
for	for	for
Tesla's	tesla	Tesla's
next	next	next
strategic	strateg	strategic
turn	turn	turn
Clinton	clinton	Clinton
makes	make	make
history	histori	history
with	with	with
Democratic	democrat	Democratic
nomination	nomin	nomination
for	for	for
president	presid	president
Breakingviews	breakingview	Breakingviews
Hillary	hillari	Hillary
Clinton	clinton	Clinton
s	s	s
one	one	one
percent	percent	percent
dilemma	dilemma	dilemma
gets	get	get
more	more	more
awkward	awkward	awkward
The	the	The
July	juli	July
22	22	22
-26	-26	-26
poll	poll	poll
found	found	found
that	that	that
39	39	39
percent	percent	percent
of	of	of
likely	like	likely
voters	voter	voter
supported	support	supported
Trump	trump	Trump
,	,	,
37	37	37
percent	percent	percent
supported	support	supported
Clinton	clinton	Clinton
and	and	and
24	24	24
percent	percent	percent
would	would	would
vote	vote	vote
for	for	for
neither	neither	neither
.	.	.
The	the	The
poll	poll	poll
had	had	had
a	a	a
credibility	credibl	credibility
interval	interv	interval
of	of	of
4	4	4
percentage	percentag	percentage
points	point	point
,	,	,
meaning	mean	meaning
that	that	that
the	the	the
two	two	two
candidates	candid	candidate
should	should	should
be	be	be
considered	consid	considered
about	about	about
even	even	even
in	in	in
support	support	support
.	.	.
Clinton	clinton	Clinton
held	held	held
a	a	a
three	three	three
-point	-point	-point
lead	lead	lead
on	on	on
Friday	friday	Friday
,	,	,
which	which	which
was	was	wa
also	also	also
within	within	within
the	the	the
credibility	credibl	credibility
interval	interv	interval
.	.	.
Clinton	clinton	Clinton
has	has	ha
solidly	solid	solidly
led	led	led
Trump	trump	Trump
in	in	in
the	the	the
poll	poll	poll
throughout	throughout	throughout
most	most	most
of	of	of
the	the	the
2016	2016	2016
presidential	presidenti	presidential
race	race	race
.	.	.
The	the	The
only	onli	only
times	time	time
that	that	that
Trump	trump	Trump
has	has	ha
matched	match	matched
her	her	her
level	level	level
of	of	of
support	support	support
were	were	were
when	when	when
the	the	the
Republican	republican	Republican
Party	parti	Party
appeared	appear	appeared
to	to	to
be	be	be
roughly	rough	roughly
aligned	align	aligned
with	with	with
his	his	his
campaign	campaign	campaign
.	.	.
In	in	In
early	earli	early
May	may	May
,	,	,
Trump	trump	Trump
briefly	briefli	briefly
pulled	pull	pulled
even	even	even
with	with	with
Clinton	clinton	Clinton
after	after	after
his	his	his
remaining	remain	remaining
rivals	rival	rival
for	for	for
the	the	the
party	parti	party
nomination	nomin	nomination
dropped	drop	dropped
out	out	out
of	of	of
the	the	the
running	run	running
.	.	.
He	he	He
held	held	held
a	a	a
0	0	0
.	.	.
3	3	3
percentage	percentag	percentage
point	point	point
lead	lead	lead
over	over	over
Clinton	clinton	Clinton
on	on	on
May	may	May
9	9	9
,	,	,
the	the	the
last	last	last
time	time	time
he	he	he
was	was	wa
nominally	nomin	nominally
ahead	ahead	ahead
.	.	.
Trump	trump	Trump
fell	fell	fell
back	back	back
in	in	in
the	the	the
poll	poll	poll
as	as	a
he	he	he
feuded	feud	feuded
with	with	with
party	parti	party
bosses	boss	boss
over	over	over
comments	comment	comment
he	he	he
made	made	made
about	about	about
Hispanics	hispan	Hispanics
,	,	,
Muslims	muslim	Muslims
and	and	and
immigrants	immigr	immigrant
,	,	,
but	but	but
he	he	he
rebounded	rebound	rebounded
this	this	this
month	month	month
as	as	a
his	his	his
candidacy	candidaci	candidacy
took	took	took
the	the	the
national	nation	national
spotlight	spotlight	spotlight
at	at	at
the	the	the
Cleveland	cleveland	Cleveland
convention	convent	convention
.	.	.
The	the	The
Democratic	democrat	Democratic
party	parti	party
is	is	is
hoping	hope	hoping
for	for	for
a	a	a
similar	similar	similar
boost	boost	boost
during	dure	during
its	it	it
convention	convent	convention
this	this	this
week	week	week
in	in	in
Philadelphia	philadelphia	Philadelphia
,	,	,
but	but	but
the	the	the
confab	confab	confab
had	had	had
a	a	a
rough	rough	rough
start	start	start
the	the	the
Wikileaks	wikileak	Wikileaks
website	websit	website
released	releas	released
emails	email	email
on	on	on
Friday	friday	Friday
that	that	that
enraged	enrag	enraged
many	mani	many
voters	voter	voter
who	who	who
had	had	had
supported	support	supported
Clinton	clinton	Clinton
s	s	s
rival	rival	rival
for	for	for
the	the	the
nomination	nomin	nomination
,	,	,
Senator	senat	Senator
Bernie	berni	Bernie
Sanders	sander	Sanders
of	of	of
Vermont	vermont	Vermont
,	,	,
showing	show	showing
that	that	that
party	parti	party
officials	offici	official
had	had	had
looked	look	looked
for	for	for
ways	way	way
to	to	to
undermine	undermin	undermine
his	his	his
candidacy	candidaci	candidacy
.	.	.
The	the	The
chair	chair	chair
of	of	of
the	the	the
Democratic	democrat	Democratic
National	nation	National
Committee	committe	Committee
,	,	,
Debbie	debbi	Debbie
Wasserman	wasserman	Wasserman
Schultz	schultz	Schultz
,	,	,
announced	announc	announced
her	her	her
resignation	resign	resignation
afterward	afterward	afterward
.	.	.
On	on	On
Monday	monday	Monday
,	,	,
some	some	some
speakers	speaker	speaker
at	at	at
the	the	the
Democratic	democrat	Democratic
convention	convent	convention
were	were	were
booed	boo	booed
by	by	by
Sanders	sander	Sanders
supporters	support	supporter
,	,	,
and	and	and
hundreds	hundr	hundred
of	of	of
protesters	protest	protester
took	took	took
to	to	to
the	the	the
streets	street	street
to	to	to
protest	protest	protest
Clinton	clinton	Clinton
s	s	s
candidacy	candidaci	candidacy
.	.	.
Presidential	presidenti	Presidential
candidates	candid	candidate
usually	usual	usually
get	get	get
a	a	a
boost	boost	boost
in	in	in
popularity	popular	popularity
following	follow	following
their	their	their
party	parti	party
conventions	convent	convention
.	.	.
In	in	In
2012	2012	2012
,	,	,
Republican	republican	Republican
nominee	nomine	nominee
Mitt	mitt	Mitt
Romney	romney	Romney
jumped	jump	jumped
by	by	by
5	5	5
percentage	percentag	percentage
points	point	point
to	to	to
pull	pull	pull
about	about	about
even	even	even
with	with	with
President	presid	President
Barack	barack	Barack
Obama	obama	Obama
after	after	after
the	the	the
Republican	republican	Republican
convention	convent	convention
.	.	.
After	after	After
the	the	the
Democrats	democrat	Democrats
held	held	held
their	their	their
convention	convent	convention
,	,	,
Obama	obama	Obama
then	then	then
rose	rose	rose
by	by	by
a	a	a
few	few	few
percentage	percentag	percentage
points	point	point
and	and	and
again	again	again
pulled	pull	pulled
ahead	ahead	ahead
.	.	.
The	the	The
Reuters	reuter	Reuters
Ipsos	ipso	Ipsos
poll	poll	poll
was	was	wa
conducted	conduct	conducted
online	onlin	online
in	in	in
English	english	English
with	with	with
about	about	about
962	962	962
likely	like	likely
voters	voter	voter
.	.	.
