Reuters	reuter	Reuters
-	-	-
Democrats	democrat	Democrats
on	on	on
a	a	a
U	u	U
.	.	.
S	s	S
.	.	.
of	of	of
House	hous	House
of	of	of
Representatives	repres	Representatives
panel	panel	panel
have	have	have
asked	ask	asked
Deutsche	deutsch	Deutsche
Bank	bank	Bank
DBKGn	dbkgn	DBKGn
.	.	.
DE	de	DE
to	to	to
provide	provid	provide
information	inform	information
on	on	on
whether	whether	whether
any	ani	any
accounts	account	account
connected	connect	connected
to	to	to
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
have	have	have
ties	tie	tie
to	to	to
Russia	russia	Russia
,	,	,
adding	ad	adding
another	anoth	another
dimension	dimens	dimension
to	to	to
probes	probe	probe
into	into	into
connections	connect	connection
between	between	between
Moscow	moscow	Moscow
and	and	and
Trump	trump	Trump
.	.	.
Democrats	democrat	Democrats
on	on	on
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
House	hous	House
Financial	financi	Financial
Services	servic	Services
Committee	committe	Committee
said	said	said
on	on	on
Wednesday	wednesday	Wednesday
they	they	they
had	had	had
sent	sent	sent
a	a	a
letter	letter	letter
the	the	the
previous	previous	previous
day	day	day
to	to	to
Deutsche	deutsch	Deutsche
Bank	bank	Bank
Chief	chief	Chief
Executive	execut	Executive
Officer	offic	Officer
John	john	John
Cryan	cryan	Cryan
seeking	seek	seeking
details	detail	detail
of	of	of
internal	intern	internal
reviews	review	review
to	to	to
determine	determin	determine
if	if	if
Trump	trump	Trump
s	s	s
loans	loan	loan
for	for	for
his	his	his
real	real	real
estate	estat	estate
business	busi	business
were	were	were
backed	back	backed
by	by	by
the	the	the
Russian	russian	Russian
government	govern	government
.	.	.
The	the	The
congressional	congression	congressional
inquiry	inquiri	inquiry
also	also	also
seeks	seek	seek
information	inform	information
about	about	about
a	a	a
Russian	russian	Russian
mirror	mirror	mirror
trading	trade	trading
scheme	scheme	scheme
that	that	that
allowed	allow	allowed
10	10	10
billion	billion	billion
to	to	to
flow	flow	flow
out	out	out
of	of	of
Russia	russia	Russia
.	.	.
Congress	congress	Congress
remains	remain	remains
in	in	in
the	the	the
dark	dark	dark
on	on	on
whether	whether	whether
loans	loan	loan
Deutsche	deutsch	Deutsche
Bank	bank	Bank
made	made	made
to	to	to
President	presid	President
Trump	trump	Trump
were	were	were
guaranteed	guarante	guaranteed
by	by	by
the	the	the
Russian	russian	Russian
government	govern	government
,	,	,
or	or	or
were	were	were
in	in	in
any	ani	any
way	way	way
connected	connect	connected
to	to	to
Russia	russia	Russia
,	,	,
the	the	the
Democrats	democrat	Democrats
wrote	wrote	wrote
.	.	.
