WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
-	-	-
The	the	The
U	u	U
.	.	.
S	s	S
.	.	.
Secret	secret	Secret
Service	servic	Service
will	will	will
not	not	not
be	be	be
able	abl	able
to	to	to
pay	pay	pay
an	an	an
estimated	estim	estimated
1	1	1
,	,	,
100	100	100
employees	employe	employee
for	for	for
required	requir	required
overtime	overtim	overtime
work	work	work
after	after	after
September	septemb	September
due	due	due
to	to	to
government	govern	government
-imposed	-impos	-imposed
pay	pay	pay
caps	cap	cap
,	,	,
the	the	the
agency	agenc	agency
s	s	s
chief	chief	chief
said	said	said
on	on	on
Monday	monday	Monday
.	.	.

In	in	In
a	a	a
statement	statement	statement
,	,	,
Secret	secret	Secret
Service	servic	Service
Director	director	Director
Randolph	randolph	Randolph
Tex	tex	Tex
Alles	all	Alles
attributed	attribut	attributed
the	the	the
funding	fund	funding
shortfall	shortfal	shortfall
to	to	to
the	the	the
cost	cost	cost
of	of	of
protecting	protect	protecting
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
and	and	and
his	his	his
family	famili	family
,	,	,
and	and	and
an	an	an
overall	overal	overall
increase	increas	increase
in	in	in
operational	oper	operational
tempo	tempo	tempo
.	.	.
The	the	The
Secret	secret	Secret
Service	servic	Service
did	did	did
not	not	not
immediately	immedi	immediately
respond	respond	respond
to	to	to
a	a	a
request	request	request
for	for	for
comment	comment	comment
.	.	.

In	in	In
an	an	an
interview	interview	interview
with	with	with
USA	usa	USA
Today	today	Today
,	,	,
which	which	which
first	first	first
reported	report	reported
the	the	the
story	stori	story
,	,	,
Alles	all	Alles
noted	note	noted
that	that	that
the	the	the
Secret	secret	Secret
Service	servic	Service
s	s	s
mission	mission	mission
was	was	wa
set	set	set
by	by	by
law	law	law
and	and	and
that	that	that
he	he	he
did	did	did
not	not	not
have	have	have
authority	author	authority
to	to	to
curtail	curtail	curtail
it	it	it
.	.	.

The	the	The
president	presid	president
has	has	ha
a	a	a
large	larg	large
family	famili	family
,	,	,
and	and	and
our	our	our
responsibility	respons	responsibility
is	is	is
required	requir	required
in	in	in
law	law	law
,	,	,
Alles	all	Alles
told	told	told
the	the	the
newspaper	newspap	newspaper
.	.	.

I	i	I
can	can	can
t	t	t
change	chang	change
that	that	that
.	.	.

I	i	I
have	have	have
no	no	no
flexibility	flexibl	flexibility
.	.	.
The	the	The
agency	agenc	agency
must	must	must
protect	protect	protect
a	a	a
record	record	record
42	42	42
people	peopl	people
,	,	,
including	includ	including
18	18	18
Trump	trump	Trump
family	famili	family
members	member	member
,	,	,
up	up	up
from	from	from
a	a	a
total	total	total
of	of	of
31	31	31
during	dure	during
the	the	the
administration	administr	administration
of	of	of
former	former	former
President	presid	President
Barack	barack	Barack
Obama	obama	Obama
,	,	,
he	he	he
told	told	told
USA	usa	USA
Today	today	Today
.	.	.

The	the	The
problem	problem	problem
did	did	did
not	not	not
start	start	start
with	with	with
the	the	the
current	current	current
president	presid	president
s	s	s
tenure	tenur	tenure
,	,	,
but	but	but
rather	rather	rather
has	has	ha
been	been	been
an	an	an
ongoing	ongo	ongoing
issue	issu	issue
for	for	for
nearly	near	nearly
a	a	a
decade	decad	decade
,	,	,
Alles	all	Alles
said	said	said
in	in	in
the	the	the
statement	statement	statement
.	.	.

Alles	all	Alles
has	has	ha
asked	ask	asked
lawmakers	lawmak	lawmaker
to	to	to
raise	rais	raise
the	the	the
combined	combin	combined
salary	salari	salary
and	and	and
overtime	overtim	overtime
cap	cap	cap
for	for	for
agents	agent	agent
from	from	from
160	160	160
,	,	,
000	000	000
a	a	a
year	year	year
to	to	to
187	187	187
,	,	,
000	000	000
for	for	for
at	at	at
least	least	least
the	the	the
period	period	period
of	of	of
Trump	trump	Trump
s	s	s
first	first	first
term	term	term
,	,	,
USA	usa	USA
Today	today	Today
reported	report	reported
.	.	.

But	but	But
even	even	even
if	if	if
such	such	such
a	a	a
proposal	propos	proposal
was	was	wa
approved	approv	approved
,	,	,
about	about	about
130	130	130
veteran	veteran	veteran
agents	agent	agent
would	would	would
not	not	not
be	be	be
fully	fulli	fully
compensated	compens	compensated
for	for	for
hundreds	hundr	hundred
of	of	of
hours	hour	hour
already	alreadi	already
amassed	amass	amassed
,	,	,
the	the	the
newspaper	newspap	newspaper
said	said	said
,	,	,
citing	cite	citing
the	the	the
agency	agenc	agency
.	.	.

The	the	The
White	white	White
House	hous	House
said	said	said
in	in	in
a	a	a
statement	statement	statement
that	that	that
the	the	the
Trump	trump	Trump
administration	administr	administration
would	would	would
work	work	work
with	with	with
Congress	congress	Congress
on	on	on
the	the	the
issue	issu	issue
.	.	.

The	the	The
president	presid	president
is	is	is
committed	commit	committed
to	to	to
ensuring	ensur	ensuring
the	the	the
Secret	secret	Secret
Service	servic	Service
and	and	and
all	all	all
of	of	of
those	those	those
protecting	protect	protecting
our	our	our
country	countri	country
have	have	have
all	all	all
the	the	the
resources	resourc	resource
they	they	they
need	need	need
,	,	,
it	it	it
said	said	said
.	.	.

