BEIRUT	beirut	BEIRUT
Reuters	reuter	Reuters
-	-	-
Syrian	syrian	Syrian
government	govern	government
forces	forc	force
and	and	and
U	u	U
.	.	.
S	s	S
.	.	.
-backed	-back	-backed
militias	militia	militia
converged	converg	converged
on	on	on
Islamic	islam	Islamic
State	state	State
in	in	in
separate	separ	separate
offensives	offens	offensive
against	against	against
the	the	the
militants	milit	militant
in	in	in
the	the	the
eastern	eastern	eastern
Syrian	syrian	Syrian
province	provinc	province
of	of	of
Deir	deir	Deir
al	al	al
-Zor	-zor	-Zor
on	on	on
Sunday	sunday	Sunday
.	.	.
The	the	The
U	u	U
.	.	.
S	s	S
.	.	.
-backed	-back	-backed
Syrian	syrian	Syrian
Democratic	democrat	Democratic
Forces	forc	Forces
alliance	allianc	alliance
of	of	of
mostly	most	mostly
Kurdish	kurdish	Kurdish
and	and	and
Arab	arab	Arab
militias	militia	militia
SDF	sdf	SDF
said	said	said
it	it	it
had	had	had
reached	reach	reached
Deir	deir	Deir
al	al	al
-Zor	-zor	-Zor
s	s	s
industrial	industri	industrial
zone	zone	zone
,	,	,
just	just	just
a	a	a
few	few	few
miles	mile	mile
to	to	to
the	the	the
east	east	east
of	of	of
the	the	the
city	citi	city
after	after	after
launching	launch	launching
operations	oper	operation
in	in	in
the	the	the
area	area	area
in	in	in
recent	recent	recent
days	day	day
.	.	.
The	the	The
Syrian	syrian	Syrian
army	armi	army
and	and	and
its	it	it
allies	alli	ally
,	,	,
backed	back	backed
by	by	by
Iran	iran	Iran
and	and	and
by	by	by
Russian	russian	Russian
air	air	air
cover	cover	cover
,	,	,
meanwhile	meanwhil	meanwhile
advanced	advanc	advanced
from	from	from
the	the	the
west	west	west
to	to	to
seize	seiz	seize
full	full	full
control	control	control
of	of	of
the	the	the
Deir	deir	Deir
al	al	al
-Zor-Damascus	-zor-damascus	-Zor-Damascus
highway	highway	highway
,	,	,
a	a	a
Hezbollah	hezbollah	Hezbollah
-run	-run	-run
media	media	medium
unit	unit	unit
reported	report	reported
.	.	.
The	the	The
Syrian	syrian	Syrian
Observatory	observatori	Observatory
for	for	for
Human	human	Human
Rights	right	Rights
monitoring	monitor	monitoring
group	group	group
said	said	said
at	at	at
least	least	least
17	17	17
civilians	civilian	civilian
had	had	had
been	been	been
killed	kill	killed
by	by	by
Russian	russian	Russian
air	air	air
strikes	strike	strike
in	in	in
Deir	deir	Deir
al	al	al
-Zor	-zor	-Zor
on	on	on
Sunday	sunday	Sunday
.	.	.
The	the	The
attacks	attack	attack
squeezed	squeez	squeezed
Islamic	islam	Islamic
State	state	State
in	in	in
its	it	it
last	last	last
major	major	major
Syria	syria	Syria
stronghold	stronghold	stronghold
in	in	in
areas	area	area
near	near	near
the	the	the
border	border	border
with	with	with
Iraq	iraq	Iraq
.	.	.
The	the	The
group	group	group
has	has	ha
come	come	come
under	under	under
pressure	pressur	pressure
since	sinc	since
losing	lose	losing
its	it	it
de	de	de
facto	facto	facto
capital	capit	capital
Mosul	mosul	Mosul
in	in	in
Iraq	iraq	Iraq
this	this	this
year	year	year
and	and	and
is	is	is
surrounded	surround	surrounded
by	by	by
the	the	the
SDF	sdf	SDF
in	in	in
Raqqa	raqqa	Raqqa
,	,	,
its	it	it
former	former	former
Syria	syria	Syria
bastion	bastion	bastion
.	.	.
The	the	The
jihadist	jihadist	jihadist
group	group	group
still	still	still
holds	hold	hold
much	much	much
of	of	of
Deir	deir	Deir
al	al	al
-Zor	-zor	-Zor
province	provinc	province
and	and	and
half	half	half
the	the	the
city	citi	city
,	,	,
as	as	a
well	well	well
as	as	a
a	a	a
pocket	pocket	pocket
of	of	of
territory	territori	territory
near	near	near
Homs	hom	Homs
and	and	and
Hama	hama	Hama
further	further	further
west	west	west
,	,	,
however	howev	however
,	,	,
and	and	and
is	is	is
mounting	mount	mounting
counter	counter	counter
-attacks	-attack	-attacks
.	.	.
Sunday	sunday	Sunday
s	s	s
advances	advanc	advance
mean	mean	mean
that	that	that
U	u	U
.	.	.
S	s	S
.	.	.
-backed	-back	-backed
forces	forc	force
and	and	and
the	the	the
Syrian	syrian	Syrian
government	govern	government
side	side	side
,	,	,
boosted	boost	boosted
by	by	by
Russian	russian	Russian
military	militari	military
support	support	support
,	,	,
are	are	are
separated	separ	separated
only	onli	only
by	by	by
about	about	about
15	15	15
km	km	km
10	10	10
miles	mile	mile
of	of	of
ground	ground	ground
and	and	and
the	the	the
Euphrates	euphrat	Euphrates
River	river	River
in	in	in
Deir	deir	Deir
al	al	al
-Zor	-zor	-Zor
.	.	.
Much	much	Much
of	of	of
northeast	northeast	northeast
Syria	syria	Syria
to	to	to
the	the	the
east	east	east
of	of	of
the	the	the
Euphrates	euphrat	Euphrates
is	is	is
held	held	held
by	by	by
the	the	the
SDF	sdf	SDF
,	,	,
which	which	which
is	is	is
dominated	domin	dominated
by	by	by
the	the	the
Kurdish	kurdish	Kurdish
YPG	ypg	YPG
militia	militia	militia
.	.	.
The	the	The
Syrian	syrian	Syrian
government	govern	government
and	and	and
its	it	it
allies	alli	ally
are	are	are
increasingly	increas	increasingly
capturing	captur	capturing
the	the	the
remaining	remain	remaining
areas	area	area
Islamic	islam	Islamic
State	state	State
holds	hold	hold
to	to	to
its	it	it
west	west	west
.	.	.
Government	govern	Government
troops	troop	troop
linked	link	linked
up	up	up
with	with	with
forces	forc	force
already	alreadi	already
in	in	in
Deir	deir	Deir
al	al	al
-Zor	-zor	-Zor
at	at	at
the	the	the
Panorama	panorama	Panorama
entrance	entranc	entrance
to	to	to
the	the	the
city	citi	city
,	,	,
bringing	bring	bringing
the	the	the
whole	whole	whole
road	road	road
under	under	under
their	their	their
control	control	control
for	for	for
the	the	the
first	first	first
time	time	time
in	in	in
years	year	year
,	,	,
the	the	the
Hezbollah	hezbollah	Hezbollah
media	media	medium
unit	unit	unit
reported	report	reported
.	.	.
The	the	The
Syrian	syrian	Syrian
army	armi	army
and	and	and
its	it	it
Iran	iran	Iran
-backed	-back	-backed
allies	alli	ally
,	,	,
which	which	which
include	includ	include
Lebanese	lebanes	Lebanese
Hezbollah	hezbollah	Hezbollah
,	,	,
this	this	this
week	week	week
broke	broke	broke
a	a	a
three	three	three
-year	-year	-year
siege	sieg	siege
by	by	by
the	the	the
jihadists	jihadist	jihadist
of	of	of
a	a	a
government	govern	government
-held	-held	-held
enclave	enclav	enclave
in	in	in
Deir	deir	Deir
al	al	al
-Zor	-zor	-Zor
and	and	and
an	an	an
adjacent	adjac	adjacent
air	air	air
base	base	base
.	.	.
Syrian	syrian	Syrian
state	state	state
TV	tv	TV
broadcast	broadcast	broadcast
footage	footag	footage
of	of	of
Syrian	syrian	Syrian
officers	offic	officer
who	who	who
had	had	had
been	been	been
holed	hole	holed
up	up	up
in	in	in
Deir	deir	Deir
al	al	al
-Zor	-zor	-Zor
emotionally	emot	emotionally
greeting	greet	greeting
their	their	their
superiors	superior	superior
after	after	after
being	be	being
surrounded	surround	surrounded
by	by	by
IS	is	IS
since	sinc	since
2014	2014	2014
.	.	.
The	the	The
United	unit	United
Nations	nation	Nations
estimates	estim	estimate
that	that	that
some	some	some
93	93	93
,	,	,
000	000	000
people	peopl	people
were	were	were
living	live	living
in	in	in
extremely	extrem	extremely
difficult	difficult	difficult
conditions	condit	condition
in	in	in
government	govern	government
-held	-held	-held
parts	part	part
of	of	of
Deir	deir	Deir
al	al	al
-Zor	-zor	-Zor
,	,	,
supplied	suppli	supplied
by	by	by
air	air	air
drops	drop	drop
to	to	to
the	the	the
air	air	air
base	base	base
.	.	.
Syrian	syrian	Syrian
government	govern	government
forces	forc	force
and	and	and
their	their	their
allies	alli	ally
have	have	have
been	been	been
able	abl	able
to	to	to
turn	turn	turn
their	their	their
attention	attent	attention
to	to	to
the	the	the
fight	fight	fight
against	against	against
Islamic	islam	Islamic
State	state	State
in	in	in
eastern	eastern	eastern
Syria	syria	Syria
after	after	after
recapturing	recaptur	recapturing
many	mani	many
areas	area	area
in	in	in
the	the	the
west	west	west
from	from	from
rebels	rebel	rebel
.	.	.
The	the	The
SDF	sdf	SDF
on	on	on
Saturday	saturday	Saturday
announced	announc	announced
an	an	an
operation	oper	operation
to	to	to
capture	captur	capture
northern	northern	northern
and	and	and
eastern	eastern	eastern
parts	part	part
of	of	of
Deir	deir	Deir
al	al	al
-Zor	-zor	-Zor
province	provinc	province
and	and	and
staged	stage	staged
attacks	attack	attack
from	from	from
the	the	the
northern	northern	northern
countryside	countrysid	countryside
and	and	and
southern	southern	southern
Hasaka	hasaka	Hasaka
,	,	,
which	which	which
is	is	is
under	under	under
YPG	ypg	YPG
control	control	control
.	.	.
The	the	The
SDF	sdf	SDF
,	,	,
backed	back	backed
by	by	by
U	u	U
.	.	.
S	s	S
.	.	.
-led	-led	-led
air	air	air
strikes	strike	strike
and	and	and
special	special	special
forces	forc	force
on	on	on
the	the	the
ground	ground	ground
,	,	,
has	has	ha
captured	captur	captured
most	most	most
of	of	of
Raqqa	raqqa	Raqqa
,	,	,
upstream	upstream	upstream
along	along	along
the	the	the
Euphrates	euphrat	Euphrates
,	,	,
from	from	from
Islamic	islam	Islamic
State	state	State
.	.	.
Islamic	islam	Islamic
State	state	State
has	has	ha
lost	lost	lost
nearly	near	nearly
half	half	half
of	of	of
its	it	it
territory	territori	territory
across	across	across
both	both	both
Iraq	iraq	Iraq
and	and	and
Syria	syria	Syria
,	,	,
but	but	but
still	still	still
has	has	ha
6	6	6
,	,	,
000	000	000
-8	-8	-8
,	,	,
000	000	000
fighters	fighter	fighter
left	left	left
in	in	in
Syria	syria	Syria
,	,	,
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
-led	-led	-led
coalition	coalit	coalition
has	has	ha
said	said	said
.	.	.
The	the	The
forces	forc	force
leading	lead	leading
the	the	the
SDF	sdf	SDF
s	s	s
operation	oper	operation
in	in	in
Deir	deir	Deir
al	al	al
-Zor	-zor	-Zor
say	say	say
they	they	they
do	do	do
not	not	not
expect	expect	expect
clashes	clash	clash
with	with	with
Syrian	syrian	Syrian
government	govern	government
forces	forc	force
,	,	,
but	but	but
will	will	will
respond	respond	respond
if	if	if
they	they	they
come	come	come
under	under	under
fire	fire	fire
.	.	.
Syria	syria	Syria
s	s	s
crowded	crowd	crowded
battleground	battleground	battleground
has	has	ha
shown	shown	shown
the	the	the
risks	risk	risk
of	of	of
escalation	escal	escalation
between	between	between
world	world	world
powers	power	power
militarily	militarili	militarily
involved	involv	involved
in	in	in
the	the	the
six	six	six
-year-old	-year-old	-year-old
Syrian	syrian	Syrian
conflict	conflict	conflict
.	.	.
In	in	In
June	june	June
a	a	a
U	u	U
.	.	.
S	s	S
.	.	.
warplane	warplan	warplane
shot	shot	shot
down	down	down
a	a	a
Syrian	syrian	Syrian
army	armi	army
jet	jet	jet
near	near	near
Raqqa	raqqa	Raqqa
in	in	in
and	and	and
the	the	the
SDF	sdf	SDF
accused	accus	accused
the	the	the
Syrian	syrian	Syrian
government	govern	government
of	of	of
bombing	bomb	bombing
its	it	it
positions	posit	position
,	,	,
raising	rais	raising
tension	tension	tension
between	between	between
Washington	washington	Washington
and	and	and
Moscow	moscow	Moscow
.	.	.
The	the	The
Cold	cold	Cold
War	war	War
foes	foe	foe
have	have	have
also	also	also
engaged	engag	engaged
over	over	over
Syria	syria	Syria
,	,	,
however	howev	however
,	,	,
including	includ	including
setting	set	setting
up	up	up
communication	communic	communication
channels	channel	channel
for	for	for
flight	flight	flight
safety	safeti	safety
in	in	in
Syrian	syrian	Syrian
airspace	airspac	airspace
.	.	.
Both	both	Both
countries	countri	country
say	say	say
the	the	the
priority	prioriti	priority
in	in	in
Syria	syria	Syria
is	is	is
to	to	to
defeat	defeat	defeat
Islamic	islam	Islamic
State	state	State
.	.	.
Rounds	round	Rounds
of	of	of
Syria	syria	Syria
talks	talk	talk
between	between	between
world	world	world
powers	power	power
have	have	have
increasingly	increas	increasingly
focused	focus	focused
on	on	on
Islamic	islam	Islamic
State	state	State
.	.	.
Negotiations	negoti	Negotiations
where	where	where
Syria	syria	Syria
s	s	s
opposition	opposit	opposition
has	has	ha
repeatedly	repeat	repeatedly
called	call	called
for	for	for
the	the	the
removal	remov	removal
of	of	of
President	presid	President
Bashar	bashar	Bashar
al	al	al
-Assad	-assad	-Assad
have	have	have
failed	fail	failed
to	to	to
bring	bring	bring
an	an	an
end	end	end
to	to	to
the	the	the
conflict	conflict	conflict
.	.	.
