Token	Stem	Lemma
WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
U	u	U
S	s	S
House	hous	House
Democrats	democrat	Democrats
introduced	introduc	introduced
legislation	legisl	legislation
on	on	on
Wednesday	wednesday	Wednesday
to	to	to
direct	direct	direct
banking	bank	banking
regulators	regul	regulator
to	to	to
review	review	review
operations	oper	operation
at	at	at
the	the	the
country	countri	country
s	s	s
largest	largest	largest
banks	bank	bank
and	and	and
consider	consid	consider
shutting	shut	shutting
them	them	them
down	down	down
if	if	if
they	they	they
exhibit	exhibit	exhibit
repeated	repeat	repeated
wrongdoing	wrongdo	wrongdoing
to	to	to
consumers	consum	consumer
The	the	The
bill	bill	bill
likely	like	likely
to	to	to
meet	meet	meet
stiff	stiff	stiff
opposition	opposit	opposition
from	from	from
the	the	the
Republican	republican	Republican
majority	major	majority
in	in	in
Congress	congress	Congress
represents	repres	represents
the	the	the
most	most	most
direct	direct	direct
threat	threat	threat
yet	yet	yet
from	from	from
policymakers	policymak	policymakers
eager	eager	eager
to	to	to
see	see	see
the	the	the
nation	nation	nation
s	s	s
biggest	biggest	biggest
banks	bank	bank
including	includ	including
Wells	well	Wells
Fargo	fargo	Fargo
and	and	and
JPMorgan	jpmorgan	JPMorgan
Chase	chase	Chase
broken	broken	broken
up	up	up
It	it	It
is	is	is
clear	clear	clear
steeper	steeper	steeper
penalties	penalti	penalty
need	need	need
to	to	to
be	be	be
used	use	used
when	when	when
a	a	a
megabank	megabank	megabank
demonstrates	demonstr	demonstrates
a	a	a
pattern	pattern	pattern
of	of	of
consumer	consum	consumer
abuse	abus	abuse
said	said	said
Representative	repres	Representative
Maxine	maxin	Maxine
Waters	water	Waters
a	a	a
lead	lead	lead
sponsor	sponsor	sponsor
of	of	of
the	the	the
bill	bill	bill
and	and	and
the	the	the
top	top	top
Democrat	democrat	Democrat
on	on	on
the	the	the
House	hous	House
Financial	financi	Financial
Services	servic	Services
Committee	committe	Committee
Deficiencies	defici	Deficiencies
in	in	in
processing	process	processing
customer	custom	customer
complaints	complaint	complaint
servicing	servic	servicing
residential	residenti	residential
mortgages	mortgag	mortgage
as	as	a
well	well	well
as	as	a
engaging	engag	engaging
in	in	in
deceptive	decept	deceptive
business	busi	business
practices	practic	practice
or	or	or
opening	open	opening
unauthorized	unauthor	unauthorized
accounts	account	account
could	could	could
all	all	all
be	be	be
deemed	deem	deemed
harmful	harm	harmful
to	to	to
consumers	consum	consumer
under	under	under
the	the	the
bill	bill	bill
opening	open	opening
banks	bank	bank
up	up	up
to	to	to
significant	signific	significant
regulatory	regulatori	regulatory
action	action	action
Eight	eight	Eight
Democrats	democrat	Democrats
led	led	led
by	by	by
Waters	water	Waters
introduced	introduc	introduced
the	the	the
legislation	legisl	legislation
on	on	on
Wednesday	wednesday	Wednesday
If	if	If
signed	sign	signed
into	into	into
law	law	law
the	the	the
bill	bill	bill
would	would	would
require	requir	require
federal	feder	federal
banking	bank	banking
regulators	regul	regulator
to	to	to
review	review	review
every	everi	every
U	u	U
S	s	S
bank	bank	bank
identified	identifi	identified
as	as	a
a	a	a
global	global	global
systemically	system	systemically
important	import	important
bank	bank	bank
within	within	within
90	90	90
days	day	day
