WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
-	-	-
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
has	has	ha
no	no	no
intention	intent	intention
of	of	of
firing	fire	firing
the	the	the
special	special	special
counsel	counsel	counsel
investigating	investig	investigating
charges	charg	charge
of	of	of
Russian	russian	Russian
meddling	meddl	meddling
in	in	in
the	the	the
2016	2016	2016
U	u	U
.	.	.
S	s	S
.	.	.
election	elect	election
,	,	,
even	even	even
though	though	though
he	he	he
questioned	question	questioned
the	the	the
official	offici	official
s	s	s
impartiality	imparti	impartiality
in	in	in
an	an	an
interview	interview	interview
,	,	,
the	the	the
White	white	White
House	hous	House
said	said	said
on	on	on
Friday	friday	Friday
.	.	.

White	white	White
House	hous	House
spokesman	spokesman	spokesman
Sean	sean	Sean
Spicer	spicer	Spicer
told	told	told
reporters	report	reporter
that	that	that
while	while	while
Trump	trump	Trump
retains	retain	retains
the	the	the
authority	author	authority
to	to	to
dismiss	dismiss	dismiss
special	special	special
counsel	counsel	counsel
Robert	robert	Robert
Mueller	mueller	Mueller
,	,	,
he	he	he
has	has	ha
no	no	no
intention	intent	intention
of	of	of
doing	do	doing
that	that	that
.	.	.
Trump	trump	Trump
voiced	voic	voiced
concern	concern	concern
in	in	in
a	a	a
TV	tv	TV
interview	interview	interview
on	on	on
Fox	fox	Fox
News	news	News
on	on	on
Friday	friday	Friday
about	about	about
what	what	what
he	he	he
said	said	said
was	was	wa
the	the	the
close	close	close
relationship	relationship	relationship
between	between	between
former	former	former
FBI	fbi	FBI
Director	director	Director
James	jame	James
Comey	comey	Comey
and	and	and
Mueller	mueller	Mueller
,	,	,
who	who	who
was	was	wa
named	name	named
to	to	to
take	take	take
over	over	over
the	the	the
Russia	russia	Russia
investigation	investig	investigation
after	after	after
Trump	trump	Trump
fired	fire	fired
Comey	comey	Comey
.	.	.

He	he	He
s	s	s
very	veri	very
,	,	,
very	veri	very
good	good	good
friends	friend	friend
with	with	with
Comey	comey	Comey
,	,	,
which	which	which
is	is	is
bothersome	bothersom	bothersome
,	,	,
Trump	trump	Trump
told	told	told
Fox	fox	Fox
News	news	News
.	.	.

Look	look	Look
,	,	,
there	there	there
has	has	ha
been	been	been
no	no	no
obstruction	obstruct	obstruction
.	.	.

There	there	There
has	has	ha
been	been	been
no	no	no
collusion	collus	collusion
.	.	.

There	there	There
has	has	ha
been	been	been
leaking	leak	leaking
by	by	by
Comey	comey	Comey
.	.	.
Lawmakers	lawmak	Lawmakers
investigating	investig	investigating
allegations	alleg	allegation
of	of	of
Russian	russian	Russian
interference	interfer	interference
in	in	in
the	the	the
2016	2016	2016
U	u	U
.	.	.
S	s	S
.	.	.
election	elect	election
have	have	have
raised	rais	raised
questions	question	question
about	about	about
whether	whether	whether
Comey	comey	Comey
s	s	s
May	may	May
9	9	9
firing	fire	firing
was	was	wa
an	an	an
attempt	attempt	attempt
by	by	by
Trump	trump	Trump
to	to	to
stop	stop	stop
the	the	the
Russia	russia	Russia
probe	probe	probe
.	.	.

While	while	While
White	white	White
House	hous	House
officials	offici	official
have	have	have
said	said	said
the	the	the
firing	fire	firing
was	was	wa
due	due	due
to	to	to
concerns	concern	concern
about	about	about
Comey	comey	Comey
s	s	s
actions	action	action
at	at	at
the	the	the
Federal	feder	Federal
Bureau	bureau	Bureau
of	of	of
Investigation	investig	Investigation
,	,	,
Trump	trump	Trump
told	told	told
an	an	an
interviewer	interview	interviewer
the	the	the
Russia	russia	Russia
investigation	investig	investigation
was	was	wa
one	one	one
of	of	of
his	his	his
concerns	concern	concern
in	in	in
taking	take	taking
the	the	the
action	action	action
.	.	.

But	but	But
the	the	the
president	presid	president
insists	insist	insists
his	his	his
campaign	campaign	campaign
did	did	did
not	not	not
collude	collud	collude
with	with	with
Russia	russia	Russia
and	and	and
that	that	that
his	his	his
firing	fire	firing
of	of	of
Comey	comey	Comey
did	did	did
not	not	not
obstruct	obstruct	obstruct
justice	justic	justice
.	.	.

There	there	There
s	s	s
been	been	been
no	no	no
collusion	collus	collusion
,	,	,
no	no	no
obstruction	obstruct	obstruction
and	and	and
virtually	virtual	virtually
everybody	everybodi	everybody
agrees	agre	agrees
to	to	to
that	that	that
,	,	,
Trump	trump	Trump
told	told	told
Fox	fox	Fox
,	,	,
adding	ad	adding
that	that	that
Mueller	mueller	Mueller
is	is	is
an	an	an
honorable	honor	honorable
man	man	man
and	and	and
hopefully	hope	hopefully
he	he	he
ll	ll	ll
come	come	come
up	up	up
with	with	with
an	an	an
honorable	honor	honorable
solution	solut	solution
.	.	.
Russia	russia	Russia
denies	deni	denies
it	it	it
meddled	meddl	meddled
in	in	in
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
presidential	presidenti	presidential
election	elect	election
.	.	.

In	in	In
excerpts	excerpt	excerpt
from	from	from
a	a	a
separate	separ	separate
interview	interview	interview
,	,	,
Trump	trump	Trump
criticized	critic	criticized
President	presid	President
Barack	barack	Barack
Obama	obama	Obama
for	for	for
inaction	inact	inaction
in	in	in
the	the	the
face	face	face
of	of	of
Russian	russian	Russian
meddling	meddl	meddling
.	.	.

Well	well	Well
I	i	I
just	just	just
heard	heard	heard
today	today	today
for	for	for
the	the	the
first	first	first
time	time	time
that	that	that
Obama	obama	Obama
knew	knew	knew
about	about	about
Russia	russia	Russia
a	a	a
long	long	long
time	time	time
before	befor	before
the	the	the
election	elect	election
,	,	,
and	and	and
he	he	he
did	did	did
nothing	noth	nothing
about	about	about
it	it	it
,	,	,
Trump	trump	Trump
said	said	said
,	,	,
according	accord	according
to	to	to
excerpts	excerpt	excerpt
from	from	from
a	a	a
Fox	fox	Fox
News	news	News
interview	interview	interview
to	to	to
be	be	be
broadcast	broadcast	broadcast
on	on	on
Sunday	sunday	Sunday
.	.	.

In	in	In
congressional	congression	congressional
testimony	testimoni	testimony
on	on	on
Wednesday	wednesday	Wednesday
,	,	,
Jeh	jeh	Jeh
Johnson	johnson	Johnson
,	,	,
who	who	who
headed	head	headed
the	the	the
Homeland	homeland	Homeland
Security	secur	Security
Department	depart	Department
under	under	under
Obama	obama	Obama
,	,	,
said	said	said
his	his	his
department	depart	department
had	had	had
warned	warn	warned
about	about	about
hacking	hack	hacking
into	into	into
voter	voter	voter
databases	databas	database
.	.	.

When	when	When
asked	ask	asked
why	whi	why
the	the	the
Obama	obama	Obama
administration	administr	administration
did	did	did
not	not	not
do	do	do
more	more	more
to	to	to
warn	warn	warn
the	the	the
public	public	public
,	,	,
he	he	he
said	said	said
We	we	We
were	were	were
very	veri	very
concerned	concern	concerned
that	that	that
we	we	we
would	would	would
not	not	not
be	be	be
perceived	perceiv	perceived
as	as	a
taking	take	taking
sides	side	side
in	in	in
the	the	the
election	elect	election
,	,	,
injecting	inject	injecting
ourselves	ourselv	ourselves
into	into	into
a	a	a
very	veri	very
heated	heat	heated
campaign	campaign	campaign
.	.	.

