Reuters	reuter	Reuters
-	-	-
Democratic	democrat	Democratic
-leaning	-lean	-leaning
states	state	state
may	may	may
take	take	take
legal	legal	legal
action	action	action
to	to	to
challenge	challeng	challenge
the	the	the
cap	cap	cap
on	on	on
deductions	deduct	deduction
of	of	of
state	state	state
and	and	and
local	local	local
taxes	tax	tax
under	under	under
the	the	the
sweeping	sweep	sweeping
overhaul	overhaul	overhaul
of	of	of
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
tax	tax	tax
code	code	code
,	,	,
and	and	and
even	even	even
though	though	though
such	such	such
lawsuits	lawsuit	lawsuit
would	would	would
face	face	face
long	long	long
odds	odd	odds
they	they	they
could	could	could
help	help	help
galvanize	galvan	galvanize
Democrats	democrat	Democrats
for	for	for
next	next	next
year	year	year
s	s	s
mid	mid	mid
-term	-term	-term
election	elect	election
.	.	.
The	the	The
U	u	U
.	.	.
S	s	S
.	.	.
tax	tax	tax
bill	bill	bill
,	,	,
passed	pass	passed
by	by	by
Republicans	republican	Republicans
in	in	in
Congress	congress	Congress
on	on	on
Wednesday	wednesday	Wednesday
,	,	,
limits	limit	limit
deductions	deduct	deduction
of	of	of
state	state	state
and	and	and
local	local	local
income	incom	income
and	and	and
property	properti	property
taxes	tax	tax
,	,	,
known	known	known
as	as	a
SALT	salt	SALT
,	,	,
to	to	to
10	10	10
,	,	,
000	000	000
.	.	.
The	the	The
provision	provis	provision
hits	hit	hit
hardest	hardest	hardest
Democratic	democrat	Democratic
-leaning	-lean	-leaning
states	state	state
with	with	with
high	high	high
incomes	incom	income
,	,	,
high	high	high
property	properti	property
values	valu	value
and	and	and
high	high	high
taxes	tax	tax
,	,	,
like	like	like
New	new	New
York	york	York
,	,	,
New	new	New
Jersey	jersey	Jersey
and	and	and
California	california	California
.	.	.
Law	law	Law
professors	professor	professor
said	said	said
legal	legal	legal
challenges	challeng	challenge
would	would	would
likely	like	likely
rest	rest	rest
on	on	on
arguing	argu	arguing
that	that	that
the	the	the
provision	provis	provision
interferes	interfer	interferes
with	with	with
the	the	the
protection	protect	protection
of	of	of
states	state	state
rights	right	right
under	under	under
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Constitution	constitut	Constitution
.	.	.
Some	some	Some
political	polit	political
strategists	strategist	strategist
see	see	see
a	a	a
win	win	win
for	for	for
Democrats	democrat	Democrats
regardless	regardless	regardless
of	of	of
how	how	how
courts	court	court
ultimately	ultim	ultimately
rule	rule	rule
,	,	,
saying	say	saying
that	that	that
lawsuits	lawsuit	lawsuit
could	could	could
be	be	be
used	use	used
to	to	to
keep	keep	keep
the	the	the
issue	issu	issue
front	front	front
and	and	and
center	center	center
for	for	for
voters	voter	voter
already	alreadi	already
largely	larg	largely
disenchanted	disench	disenchanted
with	with	with
the	the	the
Republican	republican	Republican
party	parti	party
.	.	.
It	it	It
s	s	s
a	a	a
no	no	no
-brainer	-brainer	-brainer
for	for	for
them	them	them
to	to	to
do	do	do
this	this	this
,	,	,
said	said	said
Democratic	democrat	Democratic
political	polit	political
consultant	consult	consultant
Phil	phil	Phil
Singer	singer	Singer
.	.	.
Failing	fail	Failing
to	to	to
aggressively	aggress	aggressively
pursue	pursu	pursue
a	a	a
remedy	remedi	remedy
would	would	would
be	be	be
political	polit	political
malpractice	malpractic	malpractice
.	.	.
New	new	New
Jersey	jersey	Jersey
Governor	governor	Governor
-elect	-elect	-elect
Phil	phil	Phil
Murphy	murphi	Murphy
said	said	said
during	dure	during
