WASHINGTON	washington	WASHINGTON
-	-	-
The	the	The
top	top	top
Democrat	democrat	Democrat
on	on	on
the	the	the
Senate	senat	Senate
environment	environ	environment
committee	committe	committee
on	on	on
Monday	monday	Monday
asked	ask	asked
the	the	the
Environmental	environment	Environmental
Protection	protect	Protection
Agency	agenc	Agency
s	s	s
internal	intern	internal
watchdog	watchdog	watchdog
to	to	to
audit	audit	audit
a	a	a
recent	recent	recent
trip	trip	trip
to	to	to
Morocco	morocco	Morocco
by	by	by
the	the	the
agency	agenc	agency
s	s	s
head	head	head
to	to	to
determine	determin	determine
if	if	if
it	it	it
was	was	wa
in	in	in
line	line	line
with	with	with
the	the	the
EPA	epa	EPA
s	s	s
mission	mission	mission
.	.	.

EPA	epa	EPA
Administrator	administr	Administrator
Scott	scott	Scott
Pruitt	pruitt	Pruitt
,	,	,
in	in	in
a	a	a
trip	trip	trip
to	to	to
Morocco	morocco	Morocco
last	last	last
week	week	week
,	,	,
promoted	promot	promoted
U	u	U
.	.	.
S	s	S
.	.	.
liquefied	liquefi	liquefied
natural	natur	natural
gas	gas	gas
.	.	.

Senator	senat	Senator
Tom	tom	Tom
Carper	carper	Carper
asked	ask	asked
EPA	epa	EPA
Inspector	inspector	Inspector
General	general	General
Arthur	arthur	Arthur
Elkins	elkin	Elkins
to	to	to
expand	expand	expand
its	it	it
current	current	current
audit	audit	audit
of	of	of
Pruitt	pruitt	Pruitt
s	s	s
travel	travel	travel
to	to	to
include	includ	include
the	the	the
trip	trip	trip
to	to	to
Morocco	morocco	Morocco
as	as	a
part	part	part
of	of	of
a	a	a
U	u	U
.	.	.
S	s	S
.	.	.
trade	trade	trade
mission	mission	mission
.	.	.

I	i	I
request	request	request
that	that	that
you	you	you
review	review	review
the	the	the
purpose	purpos	purpose
of	of	of
Administrator	administr	Administrator
Pruitt	pruitt	Pruitt
s	s	s
travels	travel	travel
to	to	to
determine	determin	determine
whether	whether	whether
his	his	his
activities	activ	activity
during	dure	during
each	each	each
trip	trip	trip
are	are	are
in	in	in
line	line	line
with	with	with
EPA	epa	EPA
s	s	s
mission	mission	mission
to	to	to
protect	protect	protect
human	human	human
health	health	health
and	and	and
the	the	the
environment	environ	environment
,	,	,
Carper	carper	Carper
wrote	wrote	wrote
in	in	in
the	the	the
letter	letter	letter
to	to	to
Elkins	elkin	Elkins
.	.	.

Traditionally	tradit	Traditionally
,	,	,
the	the	the
EPA	epa	EPA
,	,	,
which	which	which
regulates	regul	regulates
clean	clean	clean
air	air	air
and	and	and
water	water	water
,	,	,
does	doe	doe
not	not	not
promote	promot	promote
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
energy	energi	energy
industry	industri	industry
.	.	.

Last	last	Last
week	week	week
,	,	,
the	the	the
EPA	epa	EPA
announced	announc	announced
that	that	that
Pruitt	pruitt	Pruitt
attended	attend	attended
bilateral	bilater	bilateral
meetings	meet	meeting
in	in	in
Morocco	morocco	Morocco
where	where	where
he	he	he
outlined	outlin	outlined
U	u	U
.	.	.
S	s	S
.	.	.
environmental	environment	environmental
priorities	prioriti	priority
for	for	for
updating	updat	updating
the	the	the
Environmental	environment	Environmental
Work	work	Work
Plan	plan	Plan
under	under	under
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
-Morocco	-morocco	-Morocco
Free	free	Free
Trade	trade	Trade
Agreement	agreement	Agreement
and	and	and
the	the	the
potential	potenti	potential
benefit	benefit	benefit
of	of	of
liquefied	liquefi	liquefied
natural	natur	natural
gas	gas	gas
LNG	lng	LNG
imports	import	import
on	on	on
Morocco	morocco	Morocco
s	s	s
economy	economi	economy
.	.	.
Liquefied	liquefi	Liquefied
natural	natur	natural
gas	gas	gas
is	is	is
produced	produc	produced
by	by	by
cooling	cool	cooling
natural	natur	natural
gas	gas	gas
until	until	until
it	it	it
is	is	is
condensed	condens	condensed
into	into	into
a	a	a
liquid	liquid	liquid
,	,	,
allowing	allow	allowing
it	it	it
to	to	to
be	be	be
shipped	ship	shipped
via	via	via
tanker	tanker	tanker
instead	instead	instead
of	of	of
moved	move	moved
by	by	by
pipeline	pipelin	pipeline
.	.	.

It	it	It
is	is	is
reconverted	reconvert	reconverted
into	into	into
gas	gas	gas
at	at	at
the	the	the
other	other	other
end	end	end
.	.	.

When	when	When
asked	ask	asked
why	whi	why
the	the	the
head	head	head
of	of	of
the	the	the
EPA	epa	EPA
was	was	wa
involved	involv	involved
in	in	in
touting	tout	touting
LNG	lng	LNG
,	,	,
EPA	epa	EPA
spokesman	spokesman	spokesman
Jahan	jahan	Jahan
Wilcox	wilcox	Wilcox
said	said	said
Pruitt	pruitt	Pruitt
discussed	discuss	discussed
the	the	the
role	role	role
of	of	of
U	u	U
.	.	.
S	s	S
.	.	.
technology	technolog	technology
and	and	and
innovation	innov	innovation
abroad	abroad	abroad
,	,	,
including	includ	including
but	but	but
not	not	not
limited	limit	limited
to	to	to
LNG	lng	LNG
.	.	.
It	it	It
only	onli	only
serves	serv	serf
to	to	to
emphasize	emphas	emphasize
the	the	the
importance	import	importance
this	this	this
administration	administr	administration
has	has	ha
placed	place	placed
on	on	on
promoting	promot	promoting
U	u	U
.	.	.
S	s	S
.	.	.
businesses	busi	business
,	,	,
Wilcox	wilcox	Wilcox
said	said	said
.	.	.

Carper	carper	Carper
said	said	said
the	the	the
Morocco	morocco	Morocco
travel	travel	travel
has	has	ha
cost	cost	cost
taxpayers	taxpay	taxpayer
40	40	40
,	,	,
000	000	000
and	and	and
that	that	that
gas	gas	gas
exports	export	export
do	do	do
not	not	not
fall	fall	fall
within	within	within
the	the	the
agency	agenc	agency
s	s	s
jurisdiction	jurisdict	jurisdiction
.	.	.

The	the	The
Inspector	inspector	Inspector
General	general	General
s	s	s
office	offic	office
is	is	is
already	alreadi	already
reviewing	review	reviewing
all	all	all
travel	travel	travel
by	by	by
Pruitt	pruitt	Pruitt
conducted	conduct	conducted
until	until	until
Sept	sept	Sept
.	.	.

30	30	30
after	after	after
Democratic	democrat	Democratic
lawmakers	lawmak	lawmaker
asked	ask	asked
for	for	for
a	a	a
review	review	review
of	of	of
Pruitt	pruitt	Pruitt
s	s	s
frequent	frequent	frequent
travels	travel	travel
to	to	to
Oklahoma	oklahoma	Oklahoma
,	,	,
his	his	his
home	home	home
state	state	state
.	.	.

