Token	Stem	Lemma
JOHANNESBURG	johannesburg	JOHANNESBURG
Reuters	reuter	Reuters
South	south	South
African	african	African
Deputy	deputi	Deputy
President	presid	President
Cyril	cyril	Cyril
Ramaphosa	ramaphosa	Ramaphosa
was	was	wa
elected	elect	elected
leader	leader	leader
of	of	of
the	the	the
African	african	African
National	nation	National
Congress	congress	Congress
on	on	on
Monday	monday	Monday
in	in	in
a	a	a
close	close	close
-run	-run	-run
vote	vote	vote
that	that	that
will	will	will
set	set	set
the	the	the
direction	direct	direction
for	for	for
the	the	the
country	countri	country
and	and	and
the	the	the
scandal	scandal	scandal
-plagued	-plagu	-plagued
party	parti	party
that	that	that
has	has	ha
ruled	rule	ruled
since	sinc	since
the	the	the
end	end	end
of	of	of
apartheid	apartheid	apartheid
As	as	As
ANC	anc	ANC
leader	leader	leader
Ramaphosa	ramaphosa	Ramaphosa
a	a	a
65	65	65
-year	-year	-year
-old	-old	-old
union	union	union
leader	leader	leader
who	who	who
became	becam	became
a	a	a
businessman	businessman	businessman
and	and	and
is	is	is
now	now	now
one	one	one
of	of	of
South	south	South
Africa	africa	Africa
s	s	s
richest	richest	richest
people	peopl	people
is	is	is
likely	like	likely
to	to	to
become	becom	become
the	the	the
country	countri	country
s	s	s
next	next	next
president	presid	president
after	after	after
elections	elect	election
in	in	in
2019	2019	2019
He	he	He
has	has	ha
promised	promis	promised
to	to	to
fight	fight	fight
rampant	rampant	rampant
corruption	corrupt	corruption
and	and	and
revitalize	revit	revitalize
the	the	the
economy	economi	economy
a	a	a
message	messag	message
hailed	hail	hailed
by	by	by
foreign	foreign	foreign
investors	investor	investor
nL8N1OG07W	nl8n1og07w	nL8N1OG07W
Jacob	jacob	Jacob
Zuma	zuma	Zuma
s	s	s
presidency	presid	presidency
tainted	taint	tainted
by	by	by
corruption	corrupt	corruption
and	and	and
scandal	scandal	scandal
has	has	ha
badly	bad	badly
tarnished	tarnish	tarnished
the	the	the
ANC	anc	ANC
s	s	s
image	imag	image
both	both	both
at	at	at
home	home	home
and	and	and
abroad	abroad	abroad
The	the	The
party	parti	party
once	onc	once
led	led	led
by	by	by
Nelson	nelson	Nelson
Mandela	mandela	Mandela
is	is	is
now	now	now
deeply	deepli	deeply
divided	divid	divided
Ramaphosa	ramaphosa	Ramaphosa
narrowly	narrowli	narrowly
beat	beat	beat
Nkosazana	nkosazana	Nkosazana
Dlamini	dlamini	Dlamini
-Zuma	-zuma	-Zuma
68	68	68
a	a	a
former	former	former
cabinet	cabinet	cabinet
minister	minist	minister
and	and	and
Zuma	zuma	Zuma
s	s	s
ex	ex	ex
-wife	-wife	-wife
in	in	in
Monday	monday	Monday
s	s	s
vote	vote	vote
marking	mark	marking
a	a	a
pivotal	pivot	pivotal
moment	moment	moment
for	for	for
the	the	the
ANC	anc	ANC
which	which	which
launched	launch	launched
black	black	black
-majority	-major	-majority
rule	rule	rule
under	under	under
Mandela	mandela	Mandela
s	s	s
leadership	leadership	leadership
23	23	23
years	year	year
ago	ago	ago
He	he	He
smiled	smile	smiled
and	and	and
hugged	hug	hugged
other	other	other
party	parti	party
officials	offici	official
as	as	a
the	the	the
results	result	result
were	were	were
read	read	read
out	out	out
Zuma	zuma	Zuma
sat	sat	sat
stony	stoni	stony
-faced	-face	-faced
as	as	a
Ramaphosa	ramaphosa	Ramaphosa
s	s	s
victory	victori	victory
was	was	wa
announced	announc	announced
Political	polit	Political
instability	instabl	instability
including	includ	including
questions	question	question
over	over	over
who	who	who
would	would	would
replace	replac	replace
Zuma	zuma	Zuma
has	has	ha
been	been	been
cited	cite	cited
by	by	by
credit	credit	credit
rating	rate	rating
agencies	agenc	agency
as	as	a
a	a	a
big	big	big
factor	factor	factor
behind	behind	behind
their	their	their
decision	decis	decision
to	to	to
cut	cut	cut
South	south	South
Africa	africa	Africa
to	to	to
junk	junk	junk
Economic	econom	Economic
growth	growth	growth
in	in	in
Africa	africa	Africa
s	s	s
