Reuters	reuter	Reuters
-	-	-
Republican	republican	Republican
U	u	U
.	.	.
S	s	S
.	.	.
President	presid	President
-elect	-elect	-elect
Donald	donald	Donald
Trump	trump	Trump
resumed	resum	resumed
holding	hold	holding
meetings	meet	meeting
at	at	at
his	his	his
Mar	mar	Mar
-a-Lago	-a-lago	-a-Lago
resort	resort	resort
in	in	in
Palm	palm	Palm
Beach	beach	Beach
,	,	,
Florida	florida	Florida
,	,	,
following	follow	following
the	the	the
Christmas	christma	Christmas
holiday	holiday	holiday
as	as	a
he	he	he
prepared	prepar	prepared
to	to	to
take	take	take
over	over	over
the	the	the
White	white	White
House	hous	House
from	from	from
Democrat	democrat	Democrat
Barack	barack	Barack
Obama	obama	Obama
on	on	on
Jan	jan	Jan
.	.	.
20	20	20
.	.	.
Below	below	Below
is	is	is
a	a	a
list	list	list
of	of	of
meetings	meet	meeting
for	for	for
Wednesday	wednesday	Wednesday
,	,	,
according	accord	according
to	to	to
Trump	trump	Trump
s	s	s
transition	transit	transition
team	team	team
.	.	.
Co	co	Co
-CEO	-ceo	-CEO
,	,	,
founder	founder	founder
and	and	and
director	director	director
of	of	of
Carlyle	carlyl	Carlyle
Group	group	Group
CEO	ceo	CEO
of	of	of
Marvel	marvel	Marvel
Entertainment	entertain	Entertainment
,	,	,
a	a	a
unit	unit	unit
of	of	of
Walt	walt	Walt
Disney	disney	Disney
Co	co	Co
Co	co	Co
-owner	-owner	-owner
of	of	of
Runway	runway	Runway
Vineyards	vineyard	Vineyards
Under	under	Under
consideration	consider	consideration
for	for	for
agriculture	agricultur	agriculture
secretary	secretari	secretary
Former	former	Former
U	u	U
.	.	.
S	s	S
.	.	.
Under	under	Under
Secretary	secretari	Secretary
of	of	of
Agriculture	agricultur	Agriculture
for	for	for
Food	food	Food
Safety	safeti	Safety
under	under	under
President	presid	President
George	georg	George
W	w	W
.	.	.
Bush	bush	Bush
Under	under	Under
consideration	consider	consideration
for	for	for
agriculture	agricultur	agriculture
secretary	secretari	secretary
Former	former	Former
U	u	U
.	.	.
S	s	S
.	.	.
Secretary	secretari	Secretary
of	of	of
Health	health	Health
and	and	and
Human	human	Human
Services	servic	Services
under	under	under
President	presid	President
George	georg	George
W	w	W
.	.	.
Bush	bush	Bush
Will	will	Will
discuss	discuss	discus
health	health	health
care	care	care
reform	reform	reform
President	presid	President
of	of	of
the	the	the
World	world	World
Jewish	jewish	Jewish
Congress	congress	Congress
