Reuters	reuter	Reuters
-	-	-
Republican	republican	Republican
presidential	presidenti	presidential
candidate	candid	candidate
Donald	donald	Donald
Trump	trump	Trump
on	on	on
Thursday	thursday	Thursday
escalated	escal	escalated
his	his	his
attacks	attack	attack
on	on	on
the	the	the
federal	feder	federal
judge	judg	judge
presiding	presid	presiding
over	over	over
lawsuits	lawsuit	lawsuit
against	against	against
Trump	trump	Trump
University	univers	University
,	,	,
saying	say	saying
the	the	the
judge	judg	judge
had	had	had
an	an	an
absolute	absolut	absolute
conflict	conflict	conflict
because	becaus	because
of	of	of
his	his	his
Mexican	mexican	Mexican
heritage	heritag	heritage
,	,	,
the	the	the
Wall	wall	Wall
Street	street	Street
Journal	journal	Journal
reported	report	reported
.	.	.

Trump	trump	Trump
,	,	,
the	the	the
presumptive	presumpt	presumptive
Republican	republican	Republican
nominee	nomine	nominee
for	for	for
the	the	the
Nov	nov	Nov
.	.	.

8	8	8
presidential	presidenti	presidential
election	elect	election
,	,	,
is	is	is
fighting	fight	fighting
lawsuits	lawsuit	lawsuit
that	that	that
accuse	accus	accuse
his	his	his
school	school	school
venture	ventur	venture
of	of	of
misleading	mislead	misleading
thousands	thousand	thousand
of	of	of
people	peopl	people
who	who	who
paid	paid	paid
up	up	up
to	to	to
35	35	35
,	,	,
000	000	000
for	for	for
seminars	seminar	seminar
to	to	to
learn	learn	learn
about	about	about
the	the	the
billionaire	billionair	billionaire
s	s	s
real	real	real
estate	estat	estate
investment	invest	investment
strategies	strategi	strategy
.	.	.

In	in	In
an	an	an
interview	interview	interview
with	with	with
the	the	the
newspaper	newspap	newspaper
,	,	,
Trump	trump	Trump
said	said	said
U	u	U
.	.	.
S	s	S
.	.	.
District	district	District
Judge	judg	Judge
Gonzalo	gonzalo	Gonzalo
Curiel	curiel	Curiel
had	had	had
an	an	an
absolute	absolut	absolute
conflict	conflict	conflict
in	in	in
presiding	presid	presiding
over	over	over
the	the	the
litigation	litig	litigation
given	given	given
that	that	that
he	he	he
was	was	wa
of	of	of
Mexican	mexican	Mexican
heritage	heritag	heritage
and	and	and
a	a	a
member	member	member
of	of	of
a	a	a
Latino	latino	Latino
lawyers	lawyer	lawyer
association	associ	association
.	.	.

Trump	trump	Trump
said	said	said
the	the	the
background	background	background
of	of	of
the	the	the
judge	judg	judge
,	,	,
who	who	who
was	was	wa
born	born	born
in	in	in
Indiana	indiana	Indiana
to	to	to
Mexican	mexican	Mexican
immigrants	immigr	immigrant
,	,	,
