BEIRUT	beirut	BEIRUT
Reuters	reuter	Reuters
-	-	-
The	the	The
U	u	U
.	.	.
S	s	S
.	.	.
-backed	-back	-backed
Syrian	syrian	Syrian
Democratic	democrat	Democratic
Forces	forc	Forces
SDF	sdf	SDF
said	said	said
on	on	on
Wednesday	wednesday	Wednesday
its	it	it
campaign	campaign	campaign
to	to	to
capture	captur	capture
Raqqa	raqqa	Raqqa
from	from	from
Islamic	islam	Islamic
State	state	State
IS	is	IS
was	was	wa
in	in	in
its	it	it
final	final	final
stages	stage	stage
and	and	and
its	it	it
fighters	fighter	fighter
had	had	had
seized	seiz	seized
80	80	80
percent	percent	percent
of	of	of
the	the	the
city	citi	city
.	.	.

In	in	In
its	it	it
fight	fight	fight
against	against	against
a	a	a
separate	separ	separate
operation	oper	operation
waged	wage	waged
by	by	by
the	the	the
Syrian	syrian	Syrian
army	armi	army
and	and	and
its	it	it
allies	alli	ally
,	,	,
Islamic	islam	Islamic
State	state	State
has	has	ha
collapsed	collaps	collapsed
along	along	along
the	the	the
west	west	west
bank	bank	bank
of	of	of
the	the	the
Euphrates	euphrat	Euphrates
downstream	downstream	downstream
of	of	of
Raqqa	raqqa	Raqqa
,	,	,
the	the	the
Syrian	syrian	Syrian
Observatory	observatori	Observatory
for	for	for
Human	human	Human
Rights	right	Rights
said	said	said
on	on	on
Wednesday	wednesday	Wednesday
.	.	.

IS	is	IS
has	has	ha
lost	lost	lost
swathes	swath	swathe
of	of	of
territory	territori	territory
in	in	in
Syria	syria	Syria
this	this	this
year	year	year
,	,	,
attacked	attack	attacked
from	from	from
the	the	the
north	north	north
by	by	by
the	the	the
SDF	sdf	SDF
and	and	and
from	from	from
the	the	the
west	west	west
by	by	by
the	the	the
Syrian	syrian	Syrian
army	armi	army
,	,	,
which	which	which
has	has	ha
pushed	push	pushed
it	it	it
back	back	back
across	across	across
the	the	the
desert	desert	desert
to	to	to
its	it	it
last	last	last
strongholds	stronghold	stronghold
in	in	in
the	the	the
Euphrates	euphrat	Euphrates
valley	valley	valley
.	.	.

The	the	The
SDF	sdf	SDF
,	,	,
an	an	an
alliance	allianc	alliance
of	of	of
Kurdish	kurdish	Kurdish
and	and	and
Arab	arab	Arab
militias	militia	militia
,	,	,
launched	launch	launched
its	it	it
offensive	offens	offensive
on	on	on
the	the	the
jihadist	jihadist	jihadist
group	group	group
in	in	in
Raqqa	raqqa	Raqqa
city	citi	city
in	in	in
June	june	June
,	,	,
backed	back	backed
by	by	by
U	u	U
.	.	.
S	s	S
.	.	.
-led	-led	-led
air	air	air
strikes	strike	strike
and	and	and
special	special	special
forces	forc	force
on	on	on
the	the	the
ground	ground	ground
.	.	.

The	the	The
city	citi	city
had	had	had
served	serv	served
as	as	a
Islamic	islam	Islamic
State	state	State
s	s	s
de	de	de
facto	facto	facto
capital	capit	capital
in	in	in
Syria	syria	Syria
.	.	.

In	in	In
a	a	a
statement	statement	statement
on	on	on
Wednesday	wednesday	Wednesday
,	,	,
the	the	the
SDF	sdf	SDF
said	said	said
it	it	it
had	had	had
opened	open	opened
a	a	a
new	new	new
front	front	front
against	against	against
IS	is	IS
on	on	on
the	the	the
northern	northern	northern
edge	edg	edge
of	of	of
Raqqa	raqqa	Raqqa
.	.	.

This	this	This
was	was	wa
a	a	a
feature	featur	feature
of	of	of
the	the	the
final	final	final
stages	stage	stage
of	of	of
the	the	the
Euphrates	euphrat	Euphrates
Wrath	wrath	Wrath
campaign	campaign	campaign
,	,	,
which	which	which
is	is	is
nearing	near	nearing
its	it	it
end	end	end
.	.	.

We	we	We
can	can	can
say	say	say
that	that	that
80	80	80
percent	percent	percent
of	of	of
the	the	the
city	citi	city
of	of	of
Raqqa	raqqa	Raqqa
has	has	ha
been	been	been
liberated	liber	liberated
,	,	,
the	the	the
statement	statement	statement
said	said	said
.	.	.

An	an	An
SDF	sdf	SDF
media	media	medium
official	offici	official
said	said	said
the	the	the
main	main	main
obstacles	obstacl	obstacle
facing	face	facing
the	the	the
alliance	allianc	alliance
in	in	in
Raqqa	raqqa	Raqqa
are	are	are
avoiding	avoid	avoiding
civilian	civilian	civilian
casualties	casualti	casualty
and	and	and
a	a	a
high	high	high
concentration	concentr	concentration
of	of	of
mines	mine	mine
.	.	.

He	he	He
estimated	estim	estimated
that	that	that
700	700	700
to	to	to
1	1	1
,	,	,
000	000	000
IS	is	IS
fighters	fighter	fighter
remain	remain	remain
in	in	in
the	the	the
city	citi	city
.	.	.

The	the	The
Syrian	syrian	Syrian
Observatory	observatori	Observatory
for	for	for
Human	human	Human
Rights	right	Rights
said	said	said
on	on	on
Wednesday	wednesday	Wednesday
that	that	that
Islamic	islam	Islamic
State	state	State
now	now	now
controls	control	control
only	onli	only
5	5	5
percent	percent	percent
of	of	of
the	the	the
city	citi	city
and	and	and
its	it	it
remaining	remain	remaining
militants	milit	militant
there	there	there
have	have	have
nearly	near	nearly
run	run	run
out	out	out
of	of	of
food	food	food
and	and	and
munitions	munit	munition
.	.	.

In	in	In
Deir	deir	Deir
al	al	al
-Zor	-zor	-Zor
province	provinc	province
of	of	of
eastern	eastern	eastern
Syria	syria	Syria
,	,	,
Islamic	islam	Islamic
State	state	State
is	is	is
battling	battl	battling
two	two	two
separate	separ	separate
offensives	offens	offensive
,	,	,
launched	launch	launched
by	by	by
the	the	the
SDF	sdf	SDF
on	on	on
one	one	one
side	side	side
and	and	and
the	the	the
Syrian	syrian	Syrian
army	armi	army
and	and	and
its	it	it
allies	alli	ally
on	on	on
the	the	the
other	other	other
.	.	.

The	the	The
Syrian	syrian	Syrian
army	armi	army
,	,	,
backed	back	backed
by	by	by
Russian	russian	Russian
and	and	and
Syrian	syrian	Syrian
war	war	war
planes	plane	plane
,	,	,
has	has	ha
captured	captur	captured
about	about	about
100	100	100
km	km	km
160	160	160
miles	mile	mile
of	of	of
the	the	the
west	west	west
bank	bank	bank
of	of	of
the	the	the
Euphrates	euphrat	Euphrates
this	this	this
month	month	month
,	,	,
reaching	reach	reaching
Raqqa	raqqa	Raqqa
provincial	provinci	provincial
border	border	border
on	on	on
Wednesday	wednesday	Wednesday
,	,	,
the	the	the
Observatory	observatori	Observatory
reported	report	reported
.	.	.

Syrian	syrian	Syrian
troops	troop	troop
also	also	also
crossed	cross	crossed
to	to	to
the	the	the
eastern	eastern	eastern
side	side	side
of	of	of
the	the	the
river	river	river
on	on	on
Monday	monday	Monday
.	.	.

The	the	The
SDF	sdf	SDF
s	s	s
advances	advanc	advance
have	have	have
been	been	been
on	on	on
the	the	the
eastern	eastern	eastern
bank	bank	bank
of	of	of
the	the	the
river	river	river
.	.	.

The	the	The
convergence	converg	convergence
of	of	of
the	the	the
two	two	two
rival	rival	rival
offensives	offens	offensive
has	has	ha
increased	increas	increased
tensions	tension	tension
in	in	in
Deir	deir	Deir
al	al	al
-Zor	-zor	-Zor
.	.	.

The	the	The
U	u	U
.	.	.
S	s	S
.	.	.
-backed	-back	-backed
militia	militia	militia
on	on	on
Monday	monday	Monday
warned	warn	warned
against	against	against
any	ani	any
further	further	further
Syrian	syrian	Syrian
army	armi	army
advances	advanc	advance
on	on	on
the	the	the
eastern	eastern	eastern
riverbank	riverbank	riverbank
.	.	.

On	on	On
Tuesday	tuesday	Tuesday
,	,	,
Russia	russia	Russia
s	s	s
Defence	defenc	Defence
Ministry	ministri	Ministry
said	said	said
the	the	the
Euphrates	euphrat	Euphrates
had	had	had
risen	risen	risen
as	as	a
soon	soon	soon
as	as	a
the	the	the
Syrian	syrian	Syrian
army	armi	army
began	began	began
crossing	cross	crossing
it	it	it
.	.	.

The	the	The
only	onli	only
way	way	way
that	that	that
could	could	could
have	have	have
happened	happen	happened
was	was	wa
if	if	if
upstream	upstream	upstream
dams	dam	dam
held	held	held
by	by	by
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
-backed	-back	-backed
opposition	opposit	opposition
had	had	had
been	been	been
opened	open	opened
,	,	,
it	it	it
said	said	said
.	.	.

A	a	A
fire	fire	fire
at	at	at
a	a	a
major	major	major
gas	gas	gas
field	field	field
known	known	known
as	as	a
Conoco	conoco	Conoco
raged	rage	raged
through	through	through
Tuesday	tuesday	Tuesday
night	night	night
and	and	and
into	into	into
Wednesday	wednesday	Wednesday
,	,	,
the	the	the
Observatory	observatori	Observatory
said	said	said
,	,	,
after	after	after
Syrian	syrian	Syrian
state	state	state
media	media	medium
reported	report	reported
that	that	that
the	the	the
army	armi	army
was	was	wa
advancing	advanc	advancing
toward	toward	toward
it	it	it
.	.	.

Islamic	islam	Islamic
State	state	State
had	had	had
fled	fled	fled
the	the	the
area	area	area
,	,	,
the	the	the
Observatory	observatori	Observatory
added	ad	added
.	.	.

The	the	The
hardline	hardlin	hardline
militants	milit	militant
lost	lost	lost
their	their	their
main	main	main
stronghold	stronghold	stronghold
in	in	in
Iraq	iraq	Iraq
,	,	,
the	the	the
city	citi	city
of	of	of
Mosul	mosul	Mosul
,	,	,
in	in	in
July	juli	July
to	to	to
Western	western	Western
-backed	-back	-backed
Iraqi	iraqi	Iraqi
forces	forc	force
.	.	.

