WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
-	-	-
U	u	U
.	.	.
S	s	S
.	.	.
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
this	this	this
week	week	week
will	will	will
sign	sign	sign
new	new	new
executive	execut	executive
orders	order	order
before	befor	before
he	he	he
completes	complet	completes
his	his	his
first	first	first
100	100	100
days	day	day
in	in	in
office	offic	office
,	,	,
including	includ	including
two	two	two
on	on	on
energy	energi	energy
and	and	and
the	the	the
environment	environ	environment
,	,	,
which	which	which
would	would	would
make	make	make
it	it	it
easier	easier	easier
for	for	for
the	the	the
United	unit	United
States	state	States
to	to	to
develop	develop	develop
energy	energi	energy
on	on	on
and	and	and
offshore	offshor	offshore
,	,	,
a	a	a
White	white	White
House	hous	House
official	offici	official
said	said	said
on	on	on
Sunday	sunday	Sunday
.	.	.

This	this	This
builds	build	build
on	on	on
previous	previous	previous
executive	execut	executive
actions	action	action
that	that	that
have	have	have
cleared	clear	cleared
the	the	the
way	way	way
for	for	for
job	job	job
-creating	-creat	-creating
pipelines	pipelin	pipeline
,	,	,
innovations	innov	innovation
in	in	in
energy	energi	energy
production	product	production
,	,	,
and	and	and
reduced	reduc	reduced
unnecessary	unnecessari	unnecessary
burden	burden	burden
on	on	on
energy	energi	energy
producers	produc	producer
,	,	,
the	the	the
official	offici	official
said	said	said
on	on	on
condition	condit	condition
of	of	of
anonymity	anonym	anonymity
.	.	.

On	on	On
Wednesday	wednesday	Wednesday
,	,	,
Trump	trump	Trump
is	is	is
expected	expect	expected
to	to	to
sign	sign	sign
an	an	an
executive	execut	executive
order	order	order
related	relat	related
to	to	to
the	the	the
1906	1906	1906
Antiquities	antiqu	Antiquities
Act	act	Act
,	,	,
which	which	which
enables	enabl	enables
the	the	the
president	presid	president
to	to	to
designate	design	designate
federal	feder	federal
areas	area	area
of	of	of
land	land	land
and	and	and
water	water	water
as	as	a
national	nation	national
monuments	monument	monument
to	to	to
protect	protect	protect
them	them	them
from	from	from
drilling	drill	drilling
,	,	,
mining	mine	mining
and	and	and
development	develop	development
,	,	,
the	the	the
source	sourc	source
said	said	said
.	.	.

On	on	On
Friday	friday	Friday
,	,	,
Trump	trump	Trump
is	is	is
expected	expect	expected
to	to	to
sign	sign	sign
an	an	an
order	order	order
to	to	to
review	review	review
areas	area	area
available	avail	available
for	for	for
offshore	offshor	offshore
oil	oil	oil
and	and	and
gas	gas	gas
exploration	explor	exploration
,	,	,
as	as	a
well	well	well
as	as	a
rules	rule	rule
governing	govern	governing
offshore	offshor	offshore
drilling	drill	drilling
.	.	.

The	the	The
new	new	new
measures	measur	measure
would	would	would
build	build	build
on	on	on
a	a	a
number	number	number
of	of	of
energy	energi	energy
-	-	-
and	and	and
environment	environ	environment
-related	-relat	-related
executive	execut	executive
orders	order	order
signed	sign	signed
by	by	by
Trump	trump	Trump
seeking	seek	seeking
to	to	to
gut	gut	gut
most	most	most
of	of	of
the	the	the
climate	climat	climate
change	chang	change
regulations	regul	regulation
put	put	put
in	in	in
place	place	place
by	by	by
predecessor	predecessor	predecessor
President	presid	President
Barack	barack	Barack
Obama	obama	Obama
.	.	.

A	a	A
summary	summari	summary
of	of	of
the	the	the
forthcoming	forthcom	forthcoming
orders	order	order
,	,	,
seen	seen	seen
by	by	by
Reuters	reuter	Reuters
,	,	,
say	say	say
past	past	past
administrations	administr	administration
overused	overus	overused
the	the	the
Antiquities	antiqu	Antiquities
Act	act	Act
,	,	,
putting	put	putting
more	more	more
federal	feder	federal
areas	area	area
under	under	under
protection	protect	protection
than	than	than
necessary	necessari	necessary
.	.	.

Obama	obama	Obama
had	had	had
used	use	used
the	the	the
Antiquities	antiqu	Antiquities
Act	act	Act
more	more	more
than	than	than
any	ani	any
other	other	other
president	presid	president
,	,	,
his	his	his
White	white	White
House	hous	House
said	said	said
in	in	in
December	decemb	December
,	,	,
when	when	when
he	he	he
designated	design	designated
over	over	over
1	1	1
.	.	.
6	6	6
million	million	million
acres	acr	acre
of	of	of
land	land	land
in	in	in
Utah	utah	Utah
and	and	and
Nevada	nevada	Nevada
as	as	a
national	nation	national
monuments	monument	monument
,	,	,
protecting	protect	protecting
two	two	two
areas	area	area
rich	rich	rich
in	in	in
Native	nativ	Native
American	american	American
artifacts	artifact	artifact
from	from	from
mining	mine	mining
,	,	,
oil	oil	oil
and	and	and
gas	gas	gas
drilling	drill	drilling
.	.	.

The	the	The
summary	summari	summary
also	also	also
says	say	say
previous	previous	previous
administrations	administr	administration
have	have	have
been	been	been
overly	over	overly
restrictive	restrict	restrictive
of	of	of
offshore	offshor	offshore
drilling	drill	drilling
.	.	.

Late	late	Late
in	in	in
Obama	obama	Obama
s	s	s
second	second	second
term	term	term
,	,	,
he	he	he
banned	ban	banned
new	new	new
drilling	drill	drilling
in	in	in
federal	feder	federal
waters	water	water
in	in	in
parts	part	part
of	of	of
the	the	the
Atlantic	atlant	Atlantic
and	and	and
Arctic	arctic	Arctic
Oceans	ocean	Oceans
using	use	using
a	a	a
1950s	1950s	1950s
-era	-era	-era
law	law	law
that	that	that
environmental	environment	environmental
groups	group	group
say	say	say
would	would	would
require	requir	require
a	a	a
drawn	drawn	drawn
out	out	out
court	court	court
challenge	challeng	challenge
to	to	to
reverse	revers	reverse
.	.	.

Interior	interior	Interior
Secretary	secretari	Secretary
Ryan	ryan	Ryan
Zinke	zink	Zinke
said	said	said
during	dure	during
his	his	his
January	januari	January
confirmation	confirm	confirmation
hearing	hear	hearing
that	that	that
Trump	trump	Trump
could	could	could
amend	amend	amend
Obama	obama	Obama
s	s	s
monument	monument	monument
designations	design	designation
but	but	but
any	ani	any
move	move	move
to	to	to
rescind	rescind	rescind
a	a	a
designation	design	designation
would	would	would
immediately	immedi	immediately
be	be	be
challenged	challeng	challenged
.	.	.

Last	last	Last
month	month	month
,	,	,
Trump	trump	Trump
signed	sign	signed
an	an	an
order	order	order
calling	call	calling
for	for	for
a	a	a
review	review	review
of	of	of
Obama	obama	Obama
s	s	s
Clean	clean	Clean
Power	power	Power
Plan	plan	Plan
,	,	,
and	and	and
reversed	revers	reversed
a	a	a
ban	ban	ban
on	on	on
coal	coal	coal
leasing	leas	leasing
on	on	on
federal	feder	federal
lands	land	land
.	.	.

In	in	In
addition	addit	addition
to	to	to
the	the	the
energy	energi	energy
-related	-relat	-related
orders	order	order
,	,	,
Trump	trump	Trump
is	is	is
also	also	also
expected	expect	expected
this	this	this
week	week	week
to	to	to
sign	sign	sign
an	an	an
order	order	order
to	to	to
create	creat	create
an	an	an
office	offic	office
of	of	of
accountability	account	accountability
in	in	in
the	the	the
Veterans	veteran	Veterans
Affairs	affair	Affairs
department	depart	department
.	.	.

He	he	He
is	is	is
also	also	also
expected	expect	expected
to	to	to
create	creat	create
a	a	a
rural	rural	rural
America	america	America
interagency	interag	interagency
task	task	task
force	forc	force
to	to	to
recommend	recommend	recommend
policies	polici	policy
to	to	to
address	address	address
issues	issu	issue
facing	face	facing
agricultural	agricultur	agricultural
states	state	state
.	.	.

