CHICAGO	chicago	CHICAGO
NEW	new	NEW
YORK	york	YORK
Reuters	reuter	Reuters
-	-	-
State	state	State
and	and	and
local	local	local
governments	govern	government
could	could	could
suffer	suffer	suffer
hits	hit	hit
to	to	to
revenue	revenu	revenue
collections	collect	collection
under	under	under
the	the	the
tax	tax	tax
reform	reform	reform
bills	bill	bill
being	be	being
considered	consid	considered
in	in	in
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Senate	senat	Senate
and	and	and
House	hous	House
because	becaus	because
of	of	of
the	the	the
potential	potenti	potential
loss	loss	loss
of	of	of
a	a	a
federal	feder	federal
subsidy	subsidi	subsidy
applied	appli	applied
to	to	to
bond	bond	bond
issues	issu	issue
and	and	and
because	becaus	because
a	a	a
proposed	propos	proposed
increase	increas	increase
in	in	in
the	the	the
standard	standard	standard
taypayer	taypay	taypayer
deductions	deduct	deduction
would	would	would
affect	affect	affect
some	some	some
states	state	state
.	.	.
These	these	These
additional	addit	additional
risks	risk	risk
to	to	to
state	state	state
and	and	and
local	local	local
governments	govern	government
are	are	are
coming	come	coming
to	to	to
light	light	light
as	as	a
lawmakers	lawmak	lawmaker
and	and	and
experts	expert	expert
sift	sift	sift
through	through	through
the	the	the
bills	bill	bill
before	befor	before
the	the	the
two	two	two
chambers	chamber	chamber
.	.	.
State	state	State
and	and	and
local	local	local
governments	govern	government
have	have	have
already	alreadi	already
been	been	been
grappling	grappl	grappling
with	with	with
the	the	the
potential	potenti	potential
revenue	revenu	revenue
-raising	-rais	-raising
risks	risk	risk
of	of	of
provisions	provis	provision
in	in	in
the	the	the
two	two	two
bills	bill	bill
that	that	that
would	would	would
eliminate	elimin	eliminate
or	or	or
cap	cap	cap
taxpayer	taxpay	taxpayer
deductions	deduct	deduction
of	of	of
state	state	state
and	and	and
local	local	local
income	incom	income
,	,	,
sales	sale	sale
and	and	and
property	properti	property
taxes	tax	tax
from	from	from
their	their	their
federal	feder	federal
tax	tax	tax
bills	bill	bill
.	.	.
Analysts	analyst	Analysts
on	on	on
Wednesday	wednesday	Wednesday
said	said	said
that	that	that
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
House	hous	House
of	of	of
Representatives	repres	Representatives
bill	bill	bill
,	,	,
which	which	which
was	was	wa
unveiled	unveil	unveiled
Nov	nov	Nov
.	.	.
2	2	2
,	,	,
could	could	could
knock	knock	knock
out	out	out
a	a	a
federal	feder	federal
subsidy	subsidi	subsidy
applied	appli	applied
to	to	to
billions	billion	billion
of	of	of
dollars	dollar	dollar
of	of	of
bonds	bond	bond
sold	sold	sold
by	by	by
states	state	state
and	and	and
local	local	local
governments	govern	government
in	in	in
the	the	the
aftermath	aftermath	aftermath
of	of	of
the	the	the
Great	great	Great
Recession	recess	Recession
.	.	.
The	the	The
threat	threat	threat
to	to	to
the	the	the
subsidy	subsidi	subsidy
was	was	wa
disclosed	disclos	disclosed
in	in	in
correspondence	correspond	correspondence
this	this	this
week	week	week
between	between	between
the	the	the
Congressional	congression	Congressional
Budget	budget	Budget
Office	offic	Office
and	and	and
Representative	repres	Representative
Steny	steni	Steny
Hoyer	hoyer	Hoyer
,	,	,
a	a	a
Democrat	democrat	Democrat
who	who	who
was	was	wa
seeking	seek	seeking
more	more	more
details	detail	detail
about	about	about
the	the	the
effects	effect	effect
of	of	of
the	the	the
House	hous	House
tax	tax	tax
bill	bill	bill
.	.	.
Build	build	Build
America	america	America
Bonds	bond	Bonds
BABs	bab	BABs
were	were	were
created	creat	created
under	under	under
an	an	an
economic	econom	economic
stimulus	stimulus	stimulus
law	law	law
that	that	that
allowed	allow	allowed
municipal	municip	municipal
issuers	issuer	issuer
to	to	to
sell	sell	sell
for	for	for
a	a	a
limited	limit	limited
time	time	time
taxable	taxabl	taxable
debt	debt	debt
with	with	with
the	the	the
federal	feder	federal
government	govern	government
contributing	contribut	contributing
35	35	35
percent	percent	percent
of	of	of
interest	interest	interest
costs	cost	cost
.	.	.
Between	between	Between
April	april	April
2009	2009	2009
and	and	and
the	the	the
end	end	end
of	of	of
2010	2010	2010
,	,	,
181	181	181
.	.	.
5	5	5
billion	billion	billion
of	of	of
BABs	bab	BABs
were	were	were
sold	sold	sold
in	in	in
2	2	2
,	,	,
351	351	351
issues	issu	issue
.	.	.
The	the	The
future	futur	future
federal	feder	federal
subsidy	subsidi	subsidy
on	on	on
the	the	the
13	13	13
.	.	.
5	5	5
billion	billion	billion
of	of	of
BABs	bab	BABs
sold	sold	sold
by	by	by
California	california	California
,	,	,
the	the	the
biggest	biggest	biggest
issuer	issuer	issuer
of	of	of
the	the	the
debt	debt	debt
,	,	,
totals	total	total
6	6	6
.	.	.
7	7	7
billion	billion	billion
,	,	,
according	accord	according
to	to	to
the	the	the
state	state	state
treasurer	treasur	treasurer
s	s	s
office	offic	office
.	.	.
Rather	rather	Rather
than	than	than
follow	follow	follow
through	through	through
on	on	on
an	an	an
earlier	earlier	earlier
Congressional	congression	Congressional
commitment	commit	commitment
to	to	to
reimburse	reimburs	reimburse
states	state	state
for	for	for
the	the	the
costs	cost	cost
of	of	of
issuing	issu	issuing
Build	build	Build
America	america	America
Bonds	bond	Bonds
,	,	,
which	which	which
were	were	were
used	use	used
to	to	to
jumpstart	jumpstart	jumpstart
our	our	our
Great	great	Great
-Recession-decimated	-recession-decim	-Recession-decimated
economy	economi	economy
,	,	,
Congress	congress	Congress
instead	instead	instead
wants	want	want
to	to	to
allow	allow	allow
our	our	our
nation	nation	nation
s	s	s
wealthiest	wealthiest	wealthiest
tycoons	tycoon	tycoon
to	to	to
feed	feed	feed
deeper	deeper	deeper
at	at	at
the	the	the
public	public	public
trough	trough	trough
,	,	,
California	california	California
Treasurer	treasur	Treasurer
John	john	John
Chiang	chiang	Chiang
said	said	said
in	in	in
a	a	a
statement	statement	statement
.	.	.
As	as	As
a	a	a
result	result	result
California	california	California
taxpayers	taxpay	taxpayer
will	will	will
be	be	be
on	on	on
the	the	the
hook	hook	hook
for	for	for
6	6	6
.	.	.
7	7	7
billion	billion	billion
that	that	that
could	could	could
otherwise	otherwis	otherwise
be	be	be
used	use	used
for	for	for
education	educ	education
,	,	,
public	public	public
safety	safeti	safety
,	,	,
and	and	and
other	other	other
vital	vital	vital
public	public	public
programs	program	program
,	,	,
he	he	he
added	ad	added
.	.	.
The	the	The
U	u	U
.	.	.
S	s	S
.	.	.
government	govern	government
s	s	s
payment	payment	payment
on	on	on
BABs	bab	BABs
became	becam	became
subject	subject	subject
to	to	to
federal	feder	federal
across	across	across
-the-board	-the-board	-the-board
spending	spend	spending
cuts	cut	cut
known	known	known
as	as	a
sequestration	sequestr	sequestration
,	,	,
resulting	result	resulting
in	in	in
subsidy	subsidi	subsidy
cuts	cut	cut
that	that	that
ranged	rang	ranged
from	from	from
8	8	8
.	.	.
7	7	7
percent	percent	percent
in	in	in
2013	2013	2013
to	to	to
6	6	6
.	.	.
6	6	6
percent	percent	percent
in	in	in
the	the	the
current	current	current
fiscal	fiscal	fiscal
year	year	year
,	,	,
according	accord	according
to	to	to
the	the	the
Internal	intern	Internal
Revenue	revenu	Revenue
Service	servic	Service
.	.	.
The	the	The
Congressional	congression	Congressional
Budget	budget	Budget
Office	offic	Office
said	said	said
this	this	this
week	week	week
that	that	that
the	the	the
estimated	estim	estimated
1	1	1
.	.	.
5	5	5
trillion	trillion	trillion
increase	increas	increase
over	over	over
10	10	10
years	year	year
in	in	in
the	the	the
federal	feder	federal
budget	budget	budget
deficit	deficit	deficit
under	under	under
the	the	the
House	hous	House
tax	tax	tax
bill	bill	bill
would	would	would
,	,	,
in	in	in
fiscal	fiscal	fiscal
2018	2018	2018
,	,	,
wipe	wipe	wipe
out	out	out
funding	fund	funding
for	for	for
many	mani	many
programs	program	program
subject	subject	subject
to	to	to
sequestration	sequestr	sequestration
under	under	under
federal	feder	federal
law	law	law
.	.	.
That	that	That
would	would	would
leave	leav	leave
BABs	bab	BABs
issuers	issuer	issuer
without	without	without
a	a	a
federal	feder	federal
subsidy	subsidi	subsidy
,	,	,
according	accord	according
to	to	to
Bill	bill	Bill
Daly	dali	Daly
,	,	,
governmental	government	governmental
affairs	affair	affair
director	director	director
for	for	for
the	the	the
National	nation	National
Association	associ	Association
of	of	of
Bond	bond	Bond
Lawyers	lawyer	Lawyers
.	.	.
But	but	But
Congress	congress	Congress
has	has	ha
the	the	the
ability	abil	ability
to	to	to
protect	protect	protect
the	the	the
BABs	bab	BABs
subsidy	subsidi	subsidy
.	.	.
Seems	seem	Seems
to	to	to
us	us	u
it	it	it
s	s	s
entirely	entir	entirely
a	a	a
budgeting	budget	budgeting
problem	problem	problem
and	and	and
all	all	all
the	the	the
Congress	congress	Congress
has	has	ha
to	to	to
do	do	do
is	is	is
say	say	say
the	the	the
deficit	deficit	deficit
will	will	will
not	not	not
be	be	be
subject	subject	subject
to	to	to
sequestration	sequestr	sequestration
,	,	,
said	said	said
Philip	philip	Philip
Fischer	fischer	Fischer
,	,	,
municipal	municip	municipal
research	research	research
strategist	strategist	strategist
at	at	at
Bank	bank	Bank
of	of	of
America	america	America
Merrill	merril	Merrill
Lynch	lynch	Lynch
.	.	.
So	so	So
far	far	far
in	in	in
2017	2017	2017
,	,	,
BABs	bab	BABs
have	have	have
notched	notch	notched
total	total	total
returns	return	return
of	of	of
7	7	7
.	.	.
17	17	17
percent	percent	percent
,	,	,
outpacing	outpac	outpacing
other	other	other
fixed	fix	fixed
-income	-incom	-income
classes	class	class
including	includ	including
U	u	U
.	.	.
S	s	S
.	.	.
Treasuries	treasuri	Treasuries
and	and	and
corporate	corpor	corporate
bonds	bond	bond
,	,	,
according	accord	according
to	to	to
Bank	bank	Bank
of	of	of
America	america	America
Merrill	merril	Merrill
Lynch	lynch	Lynch
indexes	index	index
.	.	.
In	in	In
addition	addit	addition
,	,	,
big	big	big
increases	increas	increase
in	in	in
federal	feder	federal
standard	standard	standard
deductions	deduct	deduction
in	in	in
both	both	both
the	the	the
House	hous	House
and	and	and
Senate	senat	Senate
bills	bill	bill
could	could	could
cause	caus	cause
revenue	revenu	revenue
problems	problem	problem
for	for	for
eight	eight	eight
states	state	state
unless	unless	unless
they	they	they
take	take	take
preemptive	preemptiv	preemptive
legislative	legisl	legislative
action	action	action
.	.	.
For	for	For
Colorado	colorado	Colorado
,	,	,
Idaho	idaho	Idaho
,	,	,
Minnesota	minnesota	Minnesota
,	,	,
Missouri	missouri	Missouri
,	,	,
North	north	North
Dakota	dakota	Dakota
,	,	,
South	south	South
Carolina	carolina	Carolina
,	,	,
Utah	utah	Utah
and	and	and
Vermont	vermont	Vermont
a	a	a
rise	rise	rise
in	in	in
the	the	the
federal	feder	federal
deduction	deduct	deduction
would	would	would
automatically	automat	automatically
increase	increas	increase
the	the	the
state	state	state
deduction	deduct	deduction
,	,	,
decreasing	decreas	decreasing
tax	tax	tax
collections	collect	collection
,	,	,
according	accord	according
to	to	to
Ron	ron	Ron
Alt	alt	Alt
,	,	,
senior	senior	senior
manager	manag	manager
of	of	of
research	research	research
at	at	at
the	the	the
Federation	feder	Federation
of	of	of
Tax	tax	Tax
Administrators	administr	Administrators
.	.	.
