DUBAI	dubai	DUBAI
KHOBAR	khobar	KHOBAR
Reuters	reuter	Reuters
-	-	-
London	london	London
-listed	-list	-listed
NMC	nmc	NMC
Healthcare	healthcar	Healthcare
is	is	is
in	in	in
talks	talk	talk
with	with	with
the	the	the
Riyadh	riyadh	Riyadh
government	govern	government
to	to	to
take	take	take
over	over	over
the	the	the
running	run	running
of	of	of
a	a	a
struggling	struggl	struggling
Saudi	saudi	Saudi
hospital	hospit	hospital
,	,	,
according	accord	according
to	to	to
four	four	four
sources	sourc	source
familiar	familiar	familiar
with	with	with
the	the	the
matter	matter	matter
.	.	.
A	a	A
deal	deal	deal
for	for	for
the	the	the
Saad	saad	Saad
Specialist	specialist	Specialist
Hospital	hospit	Hospital
in	in	in
Khobar	khobar	Khobar
,	,	,
one	one	one
of	of	of
the	the	the
top	top	top
cancer	cancer	cancer
treatment	treatment	treatment
facilities	facil	facility
in	in	in
the	the	the
Gulf	gulf	Gulf
,	,	,
would	would	would
be	be	be
a	a	a
rare	rare	rare
instance	instanc	instance
of	of	of
a	a	a
foreign	foreign	foreign
group	group	group
operating	oper	operating
a	a	a
Saudi	saudi	Saudi
hospital	hospit	hospital
.	.	.
It	it	It
would	would	would
be	be	be
a	a	a
test	test	test
of	of	of
Riyadh	riyadh	Riyadh
s	s	s
plan	plan	plan
to	to	to
bring	bring	bring
overseas	oversea	overseas
investors	investor	investor
into	into	into
the	the	the
healthcare	healthcar	healthcare
sector	sector	sector
under	under	under
a	a	a
reform	reform	reform
drive	drive	drive
,	,	,
led	led	led
by	by	by
Crown	crown	Crown
Prince	princ	Prince
Mohammed	moham	Mohammed
bin	bin	bin
Salman	salman	Salman
,	,	,
aimed	aim	aimed
at	at	at
restructuring	restructur	restructuring
the	the	the
kingdom	kingdom	kingdom
s	s	s
economy	economi	economy
and	and	and
reducing	reduc	reducing
its	it	it
dependence	depend	dependence
on	on	on
oil	oil	oil
revenue	revenu	revenue
.	.	.
The	the	The
Saudi	saudi	Saudi
health	health	health
ministry	ministri	ministry
has	has	ha
asked	ask	asked
interested	interest	interested
parties	parti	party
to	to	to
submit	submit	submit
bids	bid	bid
for	for	for
the	the	the
operational	oper	operational
license	licens	license
by	by	by
the	the	the
end	end	end
of	of	of
this	this	this
month	month	month
,	,	,
said	said	said
the	the	the
sources	sourc	source
who	who	who
declined	declin	declined
to	to	to
be	be	be
named	name	named
as	as	a
the	the	the
discussions	discuss	discussion
are	are	are
confidential	confidenti	confidential
.	.	.
UAE	uae	UAE
-based	-base	-based
NMC	nmc	NMC
is	is	is
involved	involv	involved
in	in	in
the	the	the
process	process	process
and	and	and
is	is	is
considered	consid	considered
a	a	a
frontrunner	frontrunn	frontrunner
to	to	to
win	win	win
the	the	the
contract	contract	contract
,	,	,
they	they	they
added	ad	added
.	.	.
The	the	The
750	750	750
-bed	-bed	-bed
hospital	hospit	hospital
is	is	is
owned	own	owned
by	by	by
Saad	saad	Saad
Group	group	Group
,	,	,
a	a	a
conglomerate	conglomer	conglomerate
owned	own	owned
by	by	by
billionaire	billionair	billionaire
tycoon	tycoon	tycoon
Maan	maan	Maan
al	al	al
-Sanea	-sanea	-Sanea
which	which	which
also	also	also
operated	oper	operated
the	the	the
facility	facil	facility
.	.	.
But	but	But
in	in	in
recent	recent	recent
weeks	week	week
the	the	the
government	govern	government
has	has	ha
stepped	step	stepped
in	in	in
after	after	after
the	the	the
hospital	hospit	hospital
become	becom	become
weighed	weigh	weighed
down	down	down
by	by	by
financial	financi	financial
problems	problem	problem
,	,	,
said	said	said
the	the	the
sources	sourc	source
.	.	.
The	the	The
hospital	hospit	hospital
had	had	had
effectively	effect	effectively
ceased	ceas	ceased
operating	oper	operating
-	-	-
with	with	with
the	the	the
emergency	emerg	emergency
room	room	room
the	the	the
last	last	last
unit	unit	unit
of	of	of
the	the	the
facility	facil	facility
to	to	to
close	close	close
last	last	last
month	month	month
-	-	-
due	due	due
to	to	to
debts	debt	debt
which	which	which
meant	meant	meant
it	it	it
was	was	wa
unable	unabl	unable
to	to	to
pay	pay	pay
salaries	salari	salary
or	or	or
contractors	contractor	contractor
,	,	,
according	accord	according
to	to	to
the	the	the
sources	sourc	source
.	.	.
The	the	The
government	govern	government
s	s	s
intervention	intervent	intervention
coincided	coincid	coincided
with	with	with
the	the	the
detention	detent	detention
of	of	of
the	the	the
al	al	al
-Sanea	-sanea	-Sanea
by	by	by
Saudi	saudi	Saudi
authorities	author	authority
for	for	for
unpaid	unpaid	unpaid
debts	debt	debt
,	,	,
sources	sourc	source
have	have	have
previously	previous	previously
told	told	told
Reuters	reuter	Reuters
.	.	.
NMC	nmc	NMC
Healthcare	healthcar	Healthcare
and	and	and
the	the	the
Saudi	saudi	Saudi
health	health	health
ministry	ministri	ministry
were	were	were
not	not	not
immediately	immedi	immediately
available	avail	available
to	to	to
comment	comment	comment
.	.	.
Saad	saad	Saad
Specialist	specialist	Specialist
is	is	is
one	one	one
of	of	of
only	onli	only
two	two	two
hospitals	hospit	hospital
in	in	in
the	the	the
kingdom	kingdom	kingdom
to	to	to
have	have	have
a	a	a
cyclotron	cyclotron	cyclotron
,	,	,
used	use	used
to	to	to
help	help	help
identify	identifi	identify
cancerous	cancer	cancerous
tumors	tumor	tumor
.	.	.
The	the	The
ministry	ministri	ministry
is	is	is
keen	keen	keen
to	to	to
get	get	get
it	it	it
