BEIJING	beij	BEIJING
Reuters	reuter	Reuters
-	-	-
China	china	China
and	and	and
Vietnam	vietnam	Vietnam
s	s	s
Communist	communist	Communist
parties	parti	party
have	have	have
a	a	a
shared	share	shared
destiny	destini	destiny
and	and	and
there	there	there
is	is	is
great	great	great
potential	potenti	potential
for	for	for
bilateral	bilater	bilateral
economic	econom	economic
cooperation	cooper	cooperation
,	,	,
a	a	a
senior	senior	senior
Beijing	beij	Beijing
official	offici	official
said	said	said
on	on	on
Tuesday	tuesday	Tuesday
on	on	on
a	a	a
visit	visit	visit
to	to	to
Vietnam	vietnam	Vietnam
,	,	,
which	which	which
has	has	ha
clashed	clash	clashed
with	with	with
China	china	China
over	over	over
the	the	the
South	south	South
China	china	China
Sea	sea	Sea
.	.	.

Although	although	Although
both	both	both
nations	nation	nation
are	are	are
under	under	under
Communist	communist	Communist
rule	rule	rule
,	,	,
they	they	they
are	are	are
deeply	deepli	deeply
suspicious	suspici	suspicious
of	of	of
each	each	each
other	other	other
and	and	and
relations	relat	relation
have	have	have
been	been	been
strained	strain	strained
over	over	over
the	the	the
past	past	past
few	few	few
years	year	year
because	becaus	because
of	of	of
disputes	disput	dispute
in	in	in
the	the	the
strategic	strateg	strategic
South	south	South
China	china	China
Sea	sea	Sea
.	.	.

China	china	China
has	has	ha
appeared	appear	appeared
uneasy	uneasi	uneasy
at	at	at
Vietnamese	vietnames	Vietnamese
efforts	effort	effort
to	to	to
rally	ralli	rally
Southeast	southeast	Southeast
Asian	asian	Asian
countries	countri	country
over	over	over
the	the	the
busy	busi	busy
swathe	swath	swathe
of	of	of
sea	sea	sea
as	as	a
well	well	well
as	as	a
at	at	at
its	it	it
neighbor	neighbor	neighbor
s	s	s
growing	grow	growing
defense	defens	defense
ties	tie	tie
with	with	with
the	the	the
United	unit	United
States	state	States
,	,	,
Japan	japan	Japan
and	and	and
India	india	India
.	.	.

In	in	In
July	juli	July
,	,	,
under	under	under
pressure	pressur	pressure
from	from	from
Beijing	beij	Beijing
,	,	,
Vietnam	vietnam	Vietnam
suspended	suspend	suspended
oil	oil	oil
drilling	drill	drilling
in	in	in
offshore	offshor	offshore
waters	water	water
that	that	that
are	are	are
also	also	also
claimed	claim	claimed
by	by	by
China	china	China
.	.	.

However	howev	However
,	,	,
Hanoi	hanoi	Hanoi
and	and	and
Beijing	beij	Beijing
have	have	have
also	also	also
tried	tri	tried
to	to	to
prevent	prevent	prevent
tensions	tension	tension
from	from	from
getting	get	getting
out	out	out
of	of	of
control	control	control
,	,	,
and	and	and
senior	senior	senior
officials	offici	official
from	from	from
two	two	two
countries	countri	country
make	make	make
fairly	fair	fairly
regular	regular	regular
visits	visit	visit
to	to	to
each	each	each
other	other	other
.	.	.

Liu	liu	Liu
Yunshan	yunshan	Yunshan
,	,	,
a	a	a
member	member	member
of	of	of
the	the	the
Chinese	chines	Chinese
Communist	communist	Communist
Party	parti	Party
s	s	s
elite	elit	elite
Standing	stand	Standing
Committee	committe	Committee
that	that	that
runs	run	run
the	the	the
country	countri	country
,	,	,
told	told	told
Vietnamese	vietnames	Vietnamese
Prime	prime	Prime
Minister	minist	Minister
Nguyen	nguyen	Nguyen
Xuan	xuan	Xuan
Phuc	phuc	Phuc
in	in	in
Hanoi	hanoi	Hanoi
,	,	,
in	in	in
the	the	the
first	first	first
such	such	such
high	high	high
level	level	level
visit	visit	visit
since	sinc	since
relations	relat	relation
deteriorated	deterior	deteriorated
in	in	in
July	juli	July
,	,	,
that	that	that
the	the	the
two	two	two
parties	parti	party
constitute	constitut	constitute
a	a	a
community	communiti	community
of	of	of
shared	share	shared
destiny	destini	destiny
with	with	with
strategic	strateg	strategic
significance	signific	significance
,	,	,
China	china	China
s	s	s
official	offici	official
Xinhua	xinhua	Xinhua
news	news	news
agency	agenc	agency
reported	report	reported
.	.	.

The	the	The
sound	sound	sound
and	and	and
stable	stabl	stable
development	develop	development
of	of	of
the	the	the
bilateral	bilater	bilateral
ties	tie	tie
will	will	will
help	help	help
to	to	to
solidify	solidifi	solidify
the	the	the
ruling	rule	ruling
position	posit	position
of	of	of
the	the	the
two	two	two
parties	parti	party
,	,	,
which	which	which
is	is	is
in	in	in
the	the	the
interests	interest	interest
of	of	of
the	the	the
two	two	two
parties	parti	party
and	and	and
people	peopl	people
of	of	of
the	the	the
two	two	two
nations	nation	nation
,	,	,
Xinhua	xinhua	Xinhua
cited	cite	cited
Liu	liu	Liu
as	as	a
saying	say	saying
.	.	.

The	the	The
two	two	two
economies	economi	economy
are	are	are
highly	high	highly
complementary	complementari	complementary
,	,	,
with	with	with
huge	huge	huge
potential	potenti	potential
for	for	for
practical	practic	practical
cooperation	cooper	cooperation
,	,	,
the	the	the
report	report	report
quoted	quot	quoted
him	him	him
as	as	a
saying	say	saying
.	.	.

Phuc	phuc	Phuc
told	told	told
Liu	liu	Liu
that	that	that
two	two	two
countries	countri	country
should	should	should
strive	strive	strive
to	to	to
maintain	maintain	maintain
peace	peac	peace
and	and	and
stability	stabil	stability
in	in	in
the	the	the
South	south	South
China	china	China
Sea	sea	Sea
and	and	and
avoid	avoid	avoid
all	all	all
activities	activ	activity
that	that	that
could	could	could
increase	increas	increase
tension	tension	tension
,	,	,
the	the	the
Vietnamese	vietnames	Vietnamese
government	govern	government
news	news	news
website	websit	website
reported	report	reported
.	.	.

He	he	He
also	also	also
urged	urg	urged
China	china	China
to	to	to
have	have	have
substantial	substanti	substantial
discussions	discuss	discussion
soon	soon	soon
with	with	with
Southeast	southeast	Southeast
Asian	asian	Asian
nations	nation	nation
to	to	to
reach	reach	reach
a	a	a
code	code	code
of	of	of
conduct	conduct	conduct
in	in	in
the	the	the
disputed	disput	disputed
sea	sea	sea
,	,	,
the	the	the
report	report	report
said	said	said
.	.	.

While	while	While
both	both	both
the	the	the
Chinese	chines	Chinese
and	and	and
Vietnamese	vietnames	Vietnamese
reports	report	report
made	made	made
no	no	no
direction	direct	direction
mention	mention	mention
of	of	of
the	the	the
South	south	South
China	china	China
Sea	sea	Sea
by	by	by
Liu	liu	Liu
,	,	,
they	they	they
quoted	quot	quoted
him	him	him
as	as	a
suggesting	suggest	suggesting
the	the	the
two	two	two
countries	countri	country
properly	proper	properly
manage	manag	manage
and	and	and
control	control	control
their	their	their
divergences	diverg	divergence
,	,	,
so	so	so
as	as	a
to	to	to
create	creat	create
favorable	favor	favorable
environment	environ	environment
for	for	for
bilateral	bilater	bilateral
cooperation	cooper	cooperation
.	.	.

China	china	China
claims	claim	claim
nearly	near	nearly
all	all	all
the	the	the
South	south	South
China	china	China
Sea	sea	Sea
,	,	,
through	through	through
which	which	which
an	an	an
estimated	estim	estimated
3	3	3
trillion	trillion	trillion
in	in	in
international	intern	international
trade	trade	trade
passes	pass	pass
each	each	each
year	year	year
.	.	.

Brunei	brunei	Brunei
,	,	,
Malaysia	malaysia	Malaysia
,	,	,
the	the	the
Philippines	philippin	Philippines
and	and	and
Taiwan	taiwan	Taiwan
also	also	also
have	have	have
claims	claim	claim
.	.	.

