Reuters	reuter	Reuters
-	-	-
U	u	U
.	.	.
S	s	S
.	.	.
Democratic	democrat	Democratic
presidential	presidenti	presidential
candidate	candid	candidate
Bernie	berni	Bernie
Sanders	sander	Sanders
on	on	on
Tuesday	tuesday	Tuesday
requested	request	requested
a	a	a
recount	recount	recount
in	in	in
the	the	the
close	close	close
Kentucky	kentucki	Kentucky
presidential	presidenti	presidential
primary	primari	primary
against	against	against
front	front	front
-runner	-runner	-runner
Hillary	hillari	Hillary
Clinton	clinton	Clinton
,	,	,
state	state	state
election	elect	election
officials	offici	official
said	said	said
on	on	on
Tuesday	tuesday	Tuesday
.	.	.

The	the	The
recanvass	recanvass	recanvass
will	will	will
take	take	take
place	place	place
at	at	at
all	all	all
120	120	120
county	counti	county
boards	board	board
of	of	of
election	elect	election
on	on	on
Thursday	thursday	Thursday
,	,	,
according	accord	according
to	to	to
the	the	the
Kentucky	kentucki	Kentucky
Secretary	secretari	Secretary
of	of	of
State	state	State
Alison	alison	Alison
Grimes	grime	Grimes
.	.	.

Clinton	clinton	Clinton
won	won	won
Kentucky	kentucki	Kentucky
by	by	by
just	just	just
1	1	1
,	,	,
924	924	924
votes	vote	vote
,	,	,
according	accord	according
to	to	to
the	the	the
unofficial	unoffici	unofficial
totals	total	total
posted	post	posted
on	on	on
the	the	the
secretary	secretari	secretary
of	of	of
state	state	state
s	s	s
elections	elect	election
page	page	page
.	.	.

She	she	She
won	won	won
Jefferson	jefferson	Jefferson
County	counti	County
,	,	,
which	which	which
includes	includ	includes
Louisville	louisvill	Louisville
and	and	and
is	is	is
the	the	the
largest	largest	largest
by	by	by
far	far	far
of	of	of
the	the	the
state	state	state
s	s	s
120	120	120
counties	counti	county
,	,	,
by	by	by
nearly	near	nearly
10	10	10
times	time	time
that	that	that
amount	amount	amount
In	in	In
his	his	his
filing	file	filing
on	on	on
Tuesday	tuesday	Tuesday
,	,	,
Sanders	sander	Sanders
requested	request	requested
a	a	a
full	full	full
check	check	check
and	and	and
recount	recount	recount
of	of	of
every	everi	every
voting	vote	voting
machine	machin	machine
and	and	and
absentee	absente	absentee
ballot	ballot	ballot
from	from	from
all	all	all
precincts	precinct	precinct
in	in	in
the	the	the
counties	counti	county
,	,	,
according	accord	according
to	to	to
Grimes	grime	Grimes
website	websit	website
.	.	.

My	my	My
office	offic	office
is	is	is
notifying	notifi	notifying
all	all	all
county	counti	county
boards	board	board
of	of	of
elections	elect	election
that	that	that
Sen	sen	Sen
.	.	.

Sanders	sander	Sanders
has	has	ha
requested	request	requested
a	a	a
recanvass	recanvass	recanvass
,	,	,
and	and	and
we	we	we
are	are	are
reminding	remind	reminding
them	them	them
of	of	of
the	the	the
laws	law	law
and	and	and
procedures	procedur	procedure
to	to	to
be	be	be
followed	follow	followed
,	,	,
Grimes	grime	Grimes
said	said	said
in	in	in
a	a	a
statement	statement	statement
.	.	.

Clinton	clinton	Clinton
,	,	,
a	a	a
former	former	former
U	u	U
.	.	.
S	s	S
.	.	.
senator	senat	senator
and	and	and
secretary	secretari	secretary
of	of	of
state	state	state
,	,	,
narrowly	narrowli	narrowly
defeated	defeat	defeated
Sanders	sander	Sanders
,	,	,
a	a	a
U	u	U
.	.	.
S	s	S
.	.	.
senator	senat	senator
from	from	from
Vermont	vermont	Vermont
,	,	,
in	in	in
the	the	the
May	may	May
17	17	17
presidential	presidenti	presidential
nominating	nomin	nominating
contest	contest	contest
in	in	in
Kentucky	kentucki	Kentucky
,	,	,
a	a	a
state	state	state
she	she	she
had	had	had
not	not	not
been	been	been
expected	expect	expected
to	to	to
win	win	win
.	.	.

A	a	A
Sanders	sander	Sanders
campaign	campaign	campaign
representative	repres	representative
said	said	said
the	the	the
recount	recount	recount
request	request	request
was	was	wa
important	import	important
for	for	for
the	the	the
integrity	integr	integrity
of	of	of
the	the	the
Democratic	democrat	Democratic
presidential	presidenti	presidential
contest	contest	contest
,	,	,
in	in	in
which	which	which
Sanders	sander	Sanders
is	is	is
continuing	continu	continuing
to	to	to
challenge	challeng	challenge
Clinton	clinton	Clinton
despite	despit	despite
her	her	her
formidable	formid	formidable
lead	lead	lead
in	in	in
the	the	the
number	number	number
of	of	of
delegates	deleg	delegate
needed	need	needed
to	to	to
secure	secur	secure
the	the	the
nomination	nomin	nomination
.	.	.

I	i	I
think	think	think
the	the	the
point	point	point
is	is	is
just	just	just
transparency	transpar	transparency
,	,	,
it	it	it
s	s	s
not	not	not
just	just	just
about	about	about
Kentucky	kentucki	Kentucky
,	,	,
Sanders	sander	Sanders
aide	aid	aide
Larry	larri	Larry
Cohen	cohen	Cohen
said	said	said
on	on	on
CNN	cnn	CNN
.	.	.

It	it	It
s	s	s
about	about	about
trying	tri	trying
to	to	to
create	creat	create
a	a	a
context	context	context
,	,	,
now	now	now
and	and	and
at	at	at
the	the	the
Democratic	democrat	Democratic
convention	convent	convention
,	,	,
that	that	that
these	these	these
primaries	primari	primary
and	and	and
caucuses	caucus	caucus
need	need	need
transparency	transpar	transparency
,	,	,
they	they	they
need	need	need
to	to	to
be	be	be
authentic	authent	authentic
,	,	,
they	they	they
need	need	need
to	to	to
build	build	build
confidence	confid	confidence
among	among	among
voters	voter	voter
,	,	,
particularly	particular	particularly
younger	younger	younger
voters	voter	voter
,	,	,
that	that	that
this	this	this
is	is	is
not	not	not
rigged	rig	rigged
.	.	.
Sanders	sander	Sanders
has	has	ha
generally	general	generally
drawn	drawn	drawn
more	more	more
support	support	support
from	from	from
young	young	young
voters	voter	voter
than	than	than
Clinton	clinton	Clinton
.	.	.

