WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
-	-	-
U	u	U
.	.	.
S	s	S
.	.	.
Senate	senat	Senate
Republican	republican	Republican
leader	leader	leader
Mitch	mitch	Mitch
McConnell	mcconnel	McConnell
said	said	said
on	on	on
Tuesday	tuesday	Tuesday
he	he	he
hoped	hope	hoped
to	to	to
finish	finish	finish
work	work	work
on	on	on
a	a	a
bill	bill	bill
to	to	to
repeal	repeal	repeal
and	and	and
replace	replac	replace
Obamacare	obamacar	Obamacare
by	by	by
the	the	the
end	end	end
of	of	of
this	this	this
week	week	week
.	.	.

This	this	This
is	is	is
just	just	just
the	the	the
beginning	begin	beginning
,	,	,
we	we	we
re	re	re
not	not	not
out	out	out
here	here	here
to	to	to
spike	spike	spike
the	the	the
football	footbal	football
,	,	,
McConnell	mcconnel	McConnell
told	told	told
reporters	report	reporter
after	after	after
the	the	the
Senate	senat	Senate
voted	vote	voted
to	to	to
open	open	open
debate	debat	debate
on	on	on
healthcare	healthcar	healthcare
.	.	.

This	this	This
is	is	is
a	a	a
long	long	long
way	way	way
,	,	,
but	but	but
we	we	we
ll	ll	ll
finish	finish	finish
at	at	at
the	the	the
end	end	end
of	of	of
the	the	the
week	week	week
,	,	,
he	he	he
said	said	said
.	.	.

