BEIRUT	beirut	BEIRUT
Reuters	reuter	Reuters
-	-	-
The	the	The
Syrian	syrian	Syrian
Democratic	democrat	Democratic
Forces	forc	Forces
SDF	sdf	SDF
,	,	,
an	an	an
alliance	allianc	alliance
of	of	of
Kurdish	kurdish	Kurdish
and	and	and
Arab	arab	Arab
militias	militia	militia
,	,	,
said	said	said
on	on	on
Friday	friday	Friday
it	it	it
had	had	had
taken	taken	taken
the	the	the
last	last	last
districts	district	district
in	in	in
the	the	the
old	old	old
city	citi	city
of	of	of
Raqqa	raqqa	Raqqa
from	from	from
Islamic	islam	Islamic
State	state	State
,	,	,
but	but	but
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
-led	-led	-led
coalition	coalit	coalition
which	which	which
backs	back	back
it	it	it
could	could	could
not	not	not
confirm	confirm	confirm
the	the	the
report	report	report
.	.	.

We	we	We
declare	declar	declare
to	to	to
our	our	our
people	peopl	people
the	the	the
liberation	liber	liberation
of	of	of
the	the	the
old	old	old
city	citi	city
of	of	of
Raqqa	raqqa	Raqqa
,	,	,
the	the	the
SDF	sdf	SDF
said	said	said
in	in	in
a	a	a
statement	statement	statement
.	.	.

The	the	The
SDF	sdf	SDF
has	has	ha
been	been	been
battling	battl	battling
to	to	to
capture	captur	capture
the	the	the
former	former	former
de	de	de
facto	facto	facto
capital	capit	capital
of	of	of
Islamic	islam	Islamic
State	state	State
s	s	s
self	self	self
-declared	-declar	-declared
caliphate	caliph	caliphate
since	sinc	since
June	june	June
with	with	with
backing	back	backing
from	from	from
U	u	U
.	.	.
S	s	S
.	.	.
-led	-led	-led
jets	jet	jet
and	and	and
special	special	special
forces	forc	force
.	.	.

The	the	The
walled	wall	walled
old	old	old
city	citi	city
lies	lie	lie
in	in	in
the	the	the
heart	heart	heart
of	of	of
Raqqa	raqqa	Raqqa
but	but	but
the	the	the
jihadist	jihadist	jihadist
group	group	group
still	still	still
holds	hold	hold
important	import	important
districts	district	district
in	in	in
the	the	the
west	west	west
of	of	of
the	the	the
city	citi	city
.	.	.

The	the	The
SDF	sdf	SDF
said	said	said
it	it	it
now	now	now
held	held	held
65	65	65
percent	percent	percent
of	of	of
Raqqa	raqqa	Raqqa
in	in	in
total	total	total
.	.	.

A	a	A
war	war	war
monitor	monitor	monitor
,	,	,
the	the	the
Britain	britain	Britain
-based	-base	-based
Syrian	syrian	Syrian
Observatory	observatori	Observatory
for	for	for
Human	human	Human
Rights	right	Rights
,	,	,
said	said	said
it	it	it
was	was	wa
not	not	not
true	true	true
that	that	that
the	the	the
SDF	sdf	SDF
had	had	had
fully	fulli	fully
captured	captur	captured
the	the	the
old	old	old
city	citi	city
,	,	,
but	but	but
added	ad	added
that	that	that
it	it	it
did	did	did
hold	hold	hold
more	more	more
than	than	than
90	90	90
percent	percent	percent
of	of	of
that	that	that
area	area	area
.	.	.

The	the	The
coalition	coalit	coalition
said	said	said
it	it	it
was	was	wa
not	not	not
yet	yet	yet
able	abl	able
to	to	to
confirm	confirm	confirm
the	the	the
news	news	news
.	.	.

We	we	We
have	have	have
not	not	not
received	receiv	received
confirmation	confirm	confirmation
of	of	of
that	that	that
through	through	through
our	our	our
channels	channel	channel
,	,	,
coalition	coalit	coalition
spokesman	spokesman	spokesman
Colonel	colonel	Colonel
Ryan	ryan	Ryan
Dillon	dillon	Dillon
said	said	said
.	.	.

