Reuters	reuter	Reuters
-	-	-
A	a	A
group	group	group
holding	hold	holding
more	more	more
than	than	than
10	10	10
billion	billion	billion
of	of	of
Puerto	puerto	Puerto
Rican	rican	Rican
debt	debt	debt
wants	want	want
the	the	the
island	island	island
s	s	s
federally	feder	federally
appointed	appoint	appointed
financial	financi	financial
oversight	oversight	oversight
board	board	board
to	to	to
postpone	postpon	postpone
a	a	a
Wednesday	wednesday	Wednesday
deadline	deadlin	deadline
to	to	to
approve	approv	approve
a	a	a
fiscal	fiscal	fiscal
turnaround	turnaround	turnaround
plan	plan	plan
for	for	for
Puerto	puerto	Puerto
Rico	rico	Rico
,	,	,
saying	say	saying
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
territory	territori	territory
s	s	s
creditors	creditor	creditor
should	should	should
have	have	have
input	input	input
on	on	on
the	the	the
plan	plan	plan
.	.	.

A	a	A
bondholder	bondhold	bondholder
group	group	group
led	led	led
by	by	by
OppenheimerFunds	oppenheimerfund	OppenheimerFunds
and	and	and
Franklin	franklin	Franklin
Advisers	advis	Advisers
,	,	,
which	which	which
hold	hold	hold
debt	debt	debt
across	across	across
a	a	a
wide	wide	wide
swath	swath	swath
of	of	of
Puerto	puerto	Puerto
Rican	rican	Rican
credits	credit	credit
,	,	,
made	made	made
the	the	the
request	request	request
to	to	to
the	the	the
board	board	board
in	in	in
a	a	a
letter	letter	letter
made	made	made
public	public	public
on	on	on
Monday	monday	Monday
morning	morn	morning
,	,	,
ahead	ahead	ahead
of	of	of
the	the	the
board	board	board
s	s	s
scheduled	schedul	scheduled
public	public	public
meeting	meet	meeting
in	in	in
New	new	New
York	york	York
.	.	.

An	an	An
extension	extens	extension
would	would	would
.	.	.
.	.	.
.	.	.

allow	allow	allow
Puerto	puerto	Puerto
Rico	rico	Rico
and	and	and
the	the	the
oversight	oversight	oversight
board	board	board
to	to	to
work	work	work
with	with	with
Puerto	puerto	Puerto
Rico	rico	Rico
s	s	s
key	key	key
stakeholders	stakehold	stakeholder
to	to	to
develop	develop	develop
a	a	a
fiscal	fiscal	fiscal
plan	plan	plan
that	that	that
makes	make	make
sense	sens	sense
to	to	to
all	all	all
the	the	the
parties	parti	party
,	,	,
the	the	the
group	group	group
said	said	said
.	.	.

The	the	The
turnaround	turnaround	turnaround
plan	plan	plan
,	,	,
a	a	a
requirement	requir	requirement
of	of	of
the	the	the
Puerto	puerto	Puerto
Rico	rico	Rico
rescue	rescu	rescue
law	law	law
known	known	known
as	as	a
PROMESA	promesa	PROMESA
,	,	,
must	must	must
be	be	be
submitted	submit	submitted
by	by	by
Governor	governor	Governor
Ricardo	ricardo	Ricardo
Rossello	rossello	Rossello
and	and	and
approved	approv	approved
by	by	by
the	the	the
seven	seven	seven
-member	-member	-member
board	board	board
in	in	in
charge	charg	charge
of	of	of
managing	manag	managing
the	the	the
island	island	island
s	s	s
finances	financ	finance
.	.	.

The	the	The
plan	plan	plan
is	is	is
meant	meant	meant
to	to	to
serve	serv	serve
as	as	a
the	the	the
basis	basi	basis
for	for	for
looming	loom	looming
restructuring	restructur	restructuring
talks	talk	talk
with	with	with
holders	holder	holder
of	of	of
Puerto	puerto	Puerto
Rico	rico	Rico
s	s	s
70	70	70
billion	billion	billion
in	in	in
debt	debt	debt
.	.	.

So	so	So
far	far	far
,	,	,
Rossello	rossello	Rossello
and	and	and
the	the	the
board	board	board
have	have	have
disagreed	disagre	disagreed
about	about	about
what	what	what
the	the	the
blueprint	blueprint	blueprint
should	should	should
look	look	look
like	like	like
,	,	,
with	with	with
the	the	the
board	board	board
saying	say	saying
an	an	an
initial	initi	initial
draft	draft	draft
by	by	by
Rossello	rossello	Rossello
relied	reli	relied
on	on	on
overly	over	overly
optimistic	optimist	optimistic
revenue	revenu	revenue
and	and	and
growth	growth	growth
projections	project	projection
.	.	.

The	the	The
draft	draft	draft
increased	increas	increased
10	10	10
-year	-year	-year
cash	cash	cash
flows	flow	flow
by	by	by
33	33	33
.	.	.
8	8	8
billion	billion	billion
,	,	,
through	through	through
spending	spend	spending
cuts	cut	cut
and	and	and
new	new	new
revenues	revenu	revenue
,	,	,
and	and	and
contemplated	contempl	contemplated
1	1	1
.	.	.
2	2	2
billion	billion	billion
a	a	a
year	year	year
in	in	in
debt	debt	debt
service	servic	service
-	-	-
only	onli	only
30	30	30
percent	percent	percent
of	of	of
what	what	what
it	it	it
owes	owe	owes
next	next	next
fiscal	fiscal	fiscal
year	year	year
.	.	.

The	the	The
board	board	board
on	on	on
Monday	monday	Monday
is	is	is
expected	expect	expected
to	to	to
take	take	take
up	up	up
a	a	a
revised	revis	revised
version	version	version
of	of	of
the	the	the
plan	plan	plan
from	from	from
Rossello	rossello	Rossello
,	,	,
and	and	and
has	has	ha
said	said	said
it	it	it
wants	want	want
to	to	to
approve	approv	approve
a	a	a
final	final	final
version	version	version
by	by	by
Wednesday	wednesday	Wednesday
.	.	.

But	but	But
the	the	the
lingering	linger	lingering
disagreements	disagr	disagreement
between	between	between
the	the	the
board	board	board
and	and	and
Rossello	rossello	Rossello
call	call	call
for	for	for
an	an	an
extension	extens	extension
,	,	,
the	the	the
Oppenheimer	oppenheim	Oppenheimer
group	group	group
said	said	said
in	in	in
Monday	monday	Monday
s	s	s
letter	letter	letter
,	,	,
adding	ad	adding
that	that	that
more	more	more
time	time	time
might	might	might
give	give	give
the	the	the
island	island	island
s	s	s
creditors	creditor	creditor
a	a	a
seat	seat	seat
at	at	at
the	the	the
table	tabl	table
.	.	.

Oppenheimer	oppenheim	Oppenheimer
said	said	said
Rossello	rossello	Rossello
s	s	s
draft	draft	draft
plan	plan	plan
was	was	wa
unfeasible	unfeas	unfeasible
,	,	,
saying	say	saying
it	it	it
ignored	ignor	ignored
payment	payment	payment
priorities	prioriti	priority
,	,	,
offered	offer	offered
too	too	too
weak	weak	weak
an	an	an
analysis	analysi	analysis
on	on	on
debt	debt	debt
sustainability	sustain	sustainability
,	,	,
and	and	and
did	did	did
not	not	not
go	go	go
far	far	far
enough	enough	enough
on	on	on
tax	tax	tax
reform	reform	reform
measures	measur	measure
.	.	.

Puerto	puerto	Puerto
Rico	rico	Rico
is	is	is
trying	tri	trying
to	to	to
stem	stem	stem
rampant	rampant	rampant
out	out	out
-migration	-migrat	-migration
,	,	,
reduce	reduc	reduce
a	a	a
45	45	45
percent	percent	percent
poverty	poverti	poverty
rate	rate	rate
,	,	,
and	and	and
fix	fix	fix
near	near	near
-insolvent	-insolv	-insolvent
public	public	public
healthcare	healthcar	healthcare
and	and	and
pension	pension	pension
systems	system	system
.	.	.

Oppenheimer	oppenheim	Oppenheimer
said	said	said
it	it	it
supported	support	supported
extending	extend	extending
through	through	through
Dec	dec	Dec
.	.	.

31	31	31
a	a	a
stay	stay	stay
on	on	on
litigation	litig	litigation
arising	aris	arising
from	from	from
debt	debt	debt
defaults	default	default
,	,	,
so	so	so
sides	side	side
can	can	can
negotiate	negoti	negotiate
a	a	a
debt	debt	debt
restructuring	restructur	restructuring
without	without	without
worrying	worri	worrying
about	about	about
lawsuits	lawsuit	lawsuit
.	.	.

