Token	Stem	Lemma
SOFIA	sofia	SOFIA
Reuters	reuter	Reuters
Bulgaria	bulgaria	Bulgaria
s	s	s
parliament	parliament	parliament
speaker	speaker	speaker
Dimitar	dimitar	Dimitar
Glavchev	glavchev	Glavchev
resigned	resign	resigned
on	on	on
Friday	friday	Friday
in	in	in
a	a	a
move	move	move
he	he	he
said	said	said
was	was	wa
to	to	to
avoid	avoid	avoid
political	polit	political
upheaval	upheav	upheaval
as	as	a
the	the	the
country	countri	country
prepares	prepar	prepares
to	to	to
take	take	take
over	over	over
the	the	the
six	six	six
-month	-month	-month
rotating	rotat	rotating
European	european	European
Union	union	Union
presidency	presid	presidency
in	in	in
January	januari	January
The	the	The
opposition	opposit	opposition
Socialists	socialist	Socialists
had	had	had
demanded	demand	demanded
Glavchev	glavchev	Glavchev
s	s	s
resignation	resign	resignation
and	and	and
said	said	said
they	they	they
would	would	would
boycott	boycott	boycott
parliament	parliament	parliament
sessions	session	session
until	until	until
he	he	he
stepped	step	stepped
down	down	down
after	after	after
he	he	he
banned	ban	banned
their	their	their
leader	leader	leader
Kornelia	kornelia	Kornelia
Ninova	ninova	Ninova
from	from	from
the	the	the
chamber	chamber	chamber
over	over	over
what	what	what
he	he	he
called	call	called
offences	offenc	offence
to	to	to
deputies	deputi	deputy
and	and	and
members	member	member
of	of	of
the	the	the
government	govern	government
on	on	on
Wednesday	wednesday	Wednesday
Glavchev	glavchev	Glavchev
who	who	who
described	describ	described
his	his	his
resignation	resign	resignation
as	as	a
a	a	a
moral	moral	moral
act	act	act
said	said	said
it	it	it
was	was	wa
his	his	his
intention	intent	intention
to	to	to
restore	restor	restore
calm	calm	calm
in	in	in
the	the	the
parliament	parliament	parliament
and	and	and
not	not	not
cast	cast	cast
a	a	a
shadow	shadow	shadow
over	over	over
Bulgaria	bulgaria	Bulgaria
s	s	s
EU	eu	EU
presidency	presid	presidency
I	i	I
have	have	have
always	alway	always
said	said	said
that	that	that
the	the	the
state	state	state
and	and	and
its	it	it
stability	stabil	stability
are	are	are
more	more	more
important	import	important
than	than	than
anything	anyth	anything
said	said	said
Prime	prime	Prime
Minister	minist	Minister
Boyko	boyko	Boyko
Borissov	borissov	Borissov
Parliament	parliament	Parliament
voted	vote	voted
to	to	to
appoint	appoint	appoint
Tsveta	tsveta	Tsveta
Karayancheva	karayancheva	Karayancheva
a	a	a
senior	senior	senior
member	member	member
of	of	of
the	the	the
ruling	rule	ruling
center	center	center
-right	-right	-right
GERB	gerb	GERB
party	parti	party
to	to	to
replace	replac	replace
Glavchev	glavchev	Glavchev
Glavchev	glavchev	Glavchev
made	made	made
a	a	a
mistake	mistak	mistake
but	but	but
his	his	his
resignation	resign	resignation
is	is	is
just	just	just
a	a	a
preventative	prevent	preventative
measure	measur	measure
and	and	and
it	it	it
will	will	will
not	not	not
lead	lead	lead
to	to	to
a	a	a
parliamentary	parliamentari	parliamentary
crisis	crisi	crisis
or	or	or
the	the	the
fall	fall	fall
of	of	of
the	the	the
government	govern	government
Daniel	daniel	Daniel
Smilov	smilov	Smilov
an	an	an
analyst	analyst	analyst
with	with	with
Bulgaria	bulgaria	Bulgaria
s	s	s
Centre	centr	Centre
for	for	for
Liberal	liber	Liberal
Strategies	strategi	Strategies
told	told	told
Reuters	reuter	Reuters
GERB	gerb	GERB
is	is	is
trying	tri	trying
not	not	not
to	to	to
complicate	complic	complicate
the	the	the
situation	situat	situation
The	the	The
center	center	center
-right	-right	-right
GERB	gerb	GERB
led	led	led
by	by	by
Borissov	borissov	Borissov
returned	return	returned
to	to	to
power	power	power
for	for	for
a	a	a
third	third	third
term	term	term
since	sinc	since
2009	2009	2009
after	after	after
a	a	a
snap	snap	snap
election	elect	election
in	in	in
March	march	March
His	his	His
coalition	coalit	coalition
government	govern	government
has	has	ha
a	a	a
one	one	one
-seat	-seat	-seat
majority	major	majority
but	but	but
is	is	is
also	also	also
supported	support	supported
by	by	by
a	a	a
small	small	small
populist	populist	populist
party	parti	party
