Token	Stem	Lemma
SACRAMENTO	sacramento	SACRAMENTO
Calif	calif	Calif
Reuters	reuter	Reuters
U	u	U
S	s	S
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
does	doe	doe
not	not	not
have	have	have
the	the	the
authority	author	authority
to	to	to
withhold	withhold	withhold
funding	fund	funding
from	from	from
the	the	the
University	univers	University
of	of	of
California	california	California
at	at	at
Berkeley	berkeley	Berkeley
where	where	where
violent	violent	violent
protests	protest	protest
led	led	led
to	to	to
the	the	the
cancellation	cancel	cancellation
of	of	of
a	a	a
speech	speech	speech
by	by	by
a	a	a
far	far	far
-right	-right	-right
editor	editor	editor
academics	academ	academic
and	and	and
experts	expert	expert
said	said	said
on	on	on
Thursday	thursday	Thursday
Trump	trump	Trump
threatened	threaten	threatened
to	to	to
cut	cut	cut
funds	fund	fund
for	for	for
the	the	the
university	univers	university
s	s	s
flagship	flagship	flagship
Berkeley	berkeley	Berkeley
campus	campus	campus
in	in	in
a	a	a
Twitter	twitter	Twitter
posting	post	posting
accusing	accus	accusing
the	the	the
institution	institut	institution
of	of	of
failing	fail	failing
to	to	to
support	support	support
free	free	free
speech	speech	speech
and	and	and
practicing	practic	practicing
violence	violenc	violence
against	against	against
innocent	innoc	innocent
people	peopl	people
But	but	But
academics	academ	academic
and	and	and
experts	expert	expert
interviewed	interview	interviewed
by	by	by
Reuters	reuter	Reuters
said	said	said
state	state	state
universities	univers	university
mostly	most	mostly
receive	receiv	receive
federal	feder	federal
funds	fund	fund
in	in	in
the	the	the
form	form	form
of	of	of
research	research	research
grants	grant	grant
and	and	and
financial	financi	financial
aid	aid	aid
to	to	to
students	student	student
and	and	and
these	these	these
cannot	cannot	cannot
be	be	be
revoked	revok	revoked
for	for	for
reasons	reason	reason
related	relat	related
to	to	to
freedom	freedom	freedom
of	of	of
speech	speech	speech
There	there	There
is	is	is
nothing	noth	nothing
in	in	in
current	current	current
legislation	legisl	legislation
that	that	that
would	would	would
allow	allow	allow
President	presid	President
Trump	trump	Trump
to	to	to
do	do	do
that	that	that
said	said	said
Don	don	Don
Heller	heller	Heller
a	a	a
provost	provost	provost
at	at	at
the	the	the
University	univers	University
of	of	of
San	san	San
Francisco	francisco	Francisco
and	and	and
an	an	an
expert	expert	expert
in	in	in
public	public	public
education	educ	education
financing	financ	financing
UC	uc	UC
Berkeley	berkeley	Berkeley
receives	receiv	receives
between	between	between
400	400	400
million	million	million
and	and	and
450	450	450
million	million	million
annually	annual	annually
in	in	in
federal	feder	federal
funding	fund	funding
for	for	for
research	research	research
and	and	and
about	about	about
216	216	216
million	million	million
for	for	for
student	student	student
financial	financi	financial
aid	aid	aid
officials	offici	official
said	said	said
Some	some	Some
of	of	of
that	that	that
can	can	can
be	be	be
withheld	withheld	withheld
but	but	but
only	onli	only
in	in	in
very	veri	very
specific	specif	specific
circumstances	circumst	circumstance
such	such	such
as	as	a
the	the	the
publication	public	publication
of	of	of
fraudulent	fraudul	fraudulent
research	research	research
or	or	or
the	the	the
refusal	refus	refusal
of	of	of
a	a	a
university	univers	university
to	to	to
comply	compli	comply
with	with	with
the	the	the
Title	titl	Title
IX	ix	IX
law	law	law
that	that	that
prohibits	prohibit	prohibits
discrimination	discrimin	discrimination
on	on	on
the	the	the
basis	basi	basis
of	of	of
sex	sex	sex
in	in	in
educational	educ	educational
programs	program	program
To	to	To
add	add	add
freedom	freedom	freedom
of	of	of
speech	speech	speech
to	to	to
that	that	that
list	list	list
of	of	of
offenses	offens	offense
would	would	would
take	take	take
new	new	new
legislation	legisl	legislation
in	in	in
Congress	congress	Congress
Heller	heller	Heller
and	and	and
other	other	other
experts	expert	expert
said	said	said
And	and	And
even	even	even
if	if	if
such	such	such
a	a	a
law	law	law
were	were	were
passed	pass	passed
Berkeley	berkeley	Berkeley
s	s	s
situation	situat	situation
would	would	would
be	be	be
highly	high	highly
unlikely	unlik	unlikely
to	to	to
be	be	be
affected	affect	affected
said	said	said
Terry	terri	Terry
Hartle	hartl	Hartle
vice	vice	vice
president	presid	president
for	for	for
Government	govern	Government
and	and	and
Public	public	Public
Affairs	affair	Affairs
at	at	at
the	the	the
American	american	American
Council	council	Council
on	on	on
Education	educ	Education
That	that	That
is	is	is
because	becaus	because
in	in	in
Berkeley	berkeley	Berkeley
s	s	s
case	case	case
the	the	the
university	univers	university
had	had	had
attempted	attempt	attempted
to	to	to
facilitate	facilit	facilitate
the	the	the
speech	speech	speech
on	on	on
Wednesday	wednesday	Wednesday
night	night	night
cancelling	cancel	cancelling
it	it	it
only	onli	only
after	after	after
police	polic	police
became	becam	became
concerned	concern	concerned
about	about	about
safety	safeti	safety
Because	becaus	Because
the	the	the
crowd	crowd	crowd
had	had	had
grown	grown	grown
so	so	so
violent	violent	violent
and	and	and
agitated	agit	agitated
it	it	it
was	was	wa
our	our	our
recommendation	recommend	recommendation
to	to	to
the	the	the
speaker	speaker	speaker
that	that	that
his	his	his
public	public	public
safety	safeti	safety
was	was	wa
in	in	in
jeopardy	jeopardi	jeopardy
UC	uc	UC
Berkeley	berkeley	Berkeley
police	polic	police
department	depart	department
