Reuters	reuter	Reuters
-	-	-
Lawyers	lawyer	Lawyers
for	for	for
the	the	the
United	unit	United
States	state	States
on	on	on
Monday	monday	Monday
urged	urg	urged
jurors	juror	juror
to	to	to
allow	allow	allow
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
government	govern	government
to	to	to
seize	seiz	seize
a	a	a
Manhattan	manhattan	Manhattan
office	offic	office
tower	tower	tower
from	from	from
a	a	a
non	non	non
-profit	-profit	-profit
for	for	for
violating	violat	violating
U	u	U
.	.	.
S	s	S
.	.	.
sanctions	sanction	sanction
against	against	against
Iran	iran	Iran
.	.	.

In	in	In
closing	close	closing
arguments	argument	argument
at	at	at
the	the	the
end	end	end
of	of	of
a	a	a
month	month	month
-long	-long	-long
trial	trial	trial
in	in	in
Manhattan	manhattan	Manhattan
federal	feder	federal
court	court	court
,	,	,
Assistant	assist	Assistant
U	u	U
.	.	.
S	s	S
.	.	.
Attorney	attorney	Attorney
Michael	michael	Michael
Lockard	lockard	Lockard
told	told	told
jurors	juror	juror
that	that	that
the	the	the
non	non	non
-profit	-profit	-profit
Alavi	alavi	Alavi
Foundation	foundat	Foundation
,	,	,
the	the	the
building	build	building
s	s	s
majority	major	majority
owner	owner	owner
,	,	,
knew	knew	knew
its	it	it
minority	minor	minority
partner	partner	partner
,	,	,
Assa	assa	Assa
Corp	corp	Corp
,	,	,
was	was	wa
a	a	a
front	front	front
for	for	for
Iran	iran	Iran
s	s	s
government	govern	government
and	and	and
helped	help	helped
hide	hide	hide
that	that	that
fact	fact	fact
.	.	.

They	they	They
knew	knew	knew
that	that	that
when	when	when
that	that	that
secret	secret	secret
got	got	got
out	out	out
,	,	,
they	they	they
stood	stood	stood
to	to	to
lose	lose	lose
everything	everyth	everything
,	,	,
he	he	he
said	said	said
.	.	.

The	the	The
government	govern	government
wants	want	want
to	to	to
seize	seiz	seize
the	the	the
36	36	36
-story	-stori	-story
building	build	building
at	at	at
650	650	650
Fifth	fifth	Fifth
Avenue	avenu	Avenue
,	,	,
likely	like	likely
worth	worth	worth
close	close	close
to	to	to
1	1	1
billion	billion	billion
,	,	,
to	to	to
benefit	benefit	benefit
people	peopl	people
with	with	with
judgments	judgment	judgment
against	against	against
Iran	iran	Iran
relating	relat	relating
to	to	to
bombings	bomb	bombing
and	and	and
other	other	other
attacks	attack	attack
.	.	.

John	john	John
Gleeson	gleeson	Gleeson
,	,	,
arguing	argu	arguing
for	for	for
Alavi	alavi	Alavi
,	,	,
did	did	did
not	not	not
dispute	disput	dispute
that	that	that
Alavi	alavi	Alavi
knew	knew	knew
Assa	assa	Assa
was	was	wa
owned	own	owned
by	by	by
Iran	iran	Iran
s	s	s
state	state	state
-controlled	-control	-controlled
Bank	bank	Bank
Melli	melli	Melli
when	when	when
it	it	it
entered	enter	entered
into	into	into
a	a	a
partnership	partnership	partnership
with	with	with
it	it	it
in	in	in
1989	1989	1989
.	.	.

But	but	But
he	he	he
said	said	said
the	the	the
foundation	foundat	foundation
,	,	,
established	establish	established
in	in	in
the	the	the
1970s	1970s	1970s
by	by	by
the	the	the
Shah	shah	Shah
of	of	of
Iran	iran	Iran
to	to	to
promote	promot	promote
Persian	persian	Persian
and	and	and
Islamic	islam	Islamic
culture	cultur	culture
in	in	in
the	the	the
United	unit	United
States	state	States
,	,	,
was	was	wa
led	led	led
to	to	to
believe	believ	believe
that	that	that
Assa	assa	Assa
was	was	wa
sold	sold	sold
before	befor	before
1995	1995	1995
,	,	,
and	and	and
was	was	wa
misled	misl	misled
when	when	when
it	it	it
tried	tri	tried
to	to	to
learn	learn	learn
more	more	more
.	.	.

At	at	At
every	everi	every
turn	turn	turn
,	,	,
it	it	it
was	was	wa
either	either	either
ignored	ignor	ignored
,	,	,
or	or	or
given	given	given
the	the	the
run	run	run
-around	-around	-around
,	,	,
or	or	or
lied	lie	lied
to	to	to
,	,	,
Gleeson	gleeson	Gleeson
said	said	said
.	.	.

Lockard	lockard	Lockard
told	told	told
jurors	juror	juror
that	that	that
Alavi	alavi	Alavi
continued	continu	continued
to	to	to
turn	turn	turn
rental	rental	rental
income	incom	income
from	from	from
the	the	the
building	build	building
over	over	over
to	to	to
Assa	assa	Assa
after	after	after
the	the	the
United	unit	United
States	state	States
imposed	impos	imposed
sanctions	sanction	sanction
on	on	on
Iran	iran	Iran
in	in	in
1995	1995	1995
,	,	,
violating	violat	violating
those	those	those
sanctions	sanction	sanction
.	.	.

He	he	He
pointed	point	pointed
to	to	to
evidence	evid	evidence
including	includ	including
testimony	testimoni	testimony
from	from	from
former	former	former
Alavi	alavi	Alavi
board	board	board
member	member	member
Seyed	sey	Seyed
Mojtaba	mojtaba	Mojtaba
Hesami	hesami	Hesami
-Kiche	-kich	-Kiche
,	,	,
a	a	a
key	key	key
government	govern	government
witness	wit	witness
.	.	.

He	he	He
said	said	said
a	a	a
letter	letter	letter
from	from	from
another	anoth	another
former	former	former
board	board	board
member	member	member
to	to	to
Iran	iran	Iran
s	s	s
Supreme	suprem	Supreme
Leader	leader	Leader
Ali	ali	Ali
Khamenei	khamenei	Khamenei
referred	refer	referred
to	to	to
the	the	the
United	unit	United
States	state	States
as	as	a
the	the	the
Great	great	Great
Satan	satan	Satan
and	and	and
suggested	suggest	suggested
Alavi	alavi	Alavi
was	was	wa
working	work	working
for	for	for
Iran	iran	Iran
.	.	.

Lockard	lockard	Lockard
acknowledged	acknowledg	acknowledged
that	that	that
much	much	much
of	of	of
the	the	the
evidence	evid	evidence
was	was	wa
from	from	from
before	befor	before
1995	1995	1995
,	,	,
but	but	but
said	said	said
Alavi	alavi	Alavi
personnel	personnel	personnel
did	did	did
not	not	not
forget	forget	forget
who	who	who
controlled	control	controlled
Assa	assa	Assa
when	when	when
the	the	the
sanctions	sanction	sanction
took	took	took
effect	effect	effect
.	.	.

Gleeson	gleeson	Gleeson
described	describ	described
Alavi	alavi	Alavi
as	as	a
a	a	a
legitimate	legitim	legitimate
non	non	non
-profit	-profit	-profit
raising	rais	raising
money	money	money
for	for	for
charitable	charit	charitable
activities	activ	activity
.	.	.

He	he	He
attacked	attack	attacked
the	the	the
credibility	credibl	credibility
of	of	of
Hesami	hesami	Hesami
-Kiche	-kich	-Kiche
,	,	,
who	who	who
was	was	wa
paid	paid	paid
by	by	by
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
government	govern	government
and	and	and
admitted	admit	admitted
on	on	on
the	the	the
stand	stand	stand
that	that	that
he	he	he
initially	initi	initially
failed	fail	failed
to	to	to
pay	pay	pay
taxes	tax	tax
on	on	on
that	that	that
money	money	money
.	.	.

Gleeson	gleeson	Gleeson
is	is	is
expected	expect	expected
to	to	to
continue	continu	continue
his	his	his
arguments	argument	argument
on	on	on
Tuesday	tuesday	Tuesday
.	.	.

The	the	The
government	govern	government
will	will	will
be	be	be
allowed	allow	allowed
a	a	a
brief	brief	brief
response	respons	response
.	.	.

