WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
-	-	-
U	u	U
.	.	.
S	s	S
.	.	.
religious	religi	religious
entities	entiti	entity
would	would	would
be	be	be
allowed	allow	allowed
to	to	to
engage	engag	engage
in	in	in
political	polit	political
activity	activ	activity
without	without	without
the	the	the
risk	risk	risk
of	of	of
losing	lose	losing
their	their	their
tax	tax	tax
-exempt	-exempt	-exempt
status	status	status
under	under	under
a	a	a
Republican	republican	Republican
proposal	propos	proposal
to	to	to
overhaul	overhaul	overhaul
the	the	the
tax	tax	tax
code	code	code
unveiled	unveil	unveiled
on	on	on
Thursday	thursday	Thursday
,	,	,
a	a	a
move	move	move
that	that	that
could	could	could
give	give	give
influential	influenti	influential
community	communiti	community
leaders	leader	leader
more	more	more
latitude	latitud	latitude
to	to	to
try	tri	try
to	to	to
influence	influenc	influence
voters	voter	voter
.	.	.

The	the	The
plan	plan	plan
would	would	would
eliminate	elimin	eliminate
a	a	a
provision	provis	provision
in	in	in
the	the	the
tax	tax	tax
code	code	code
known	known	known
as	as	a
the	the	the
Johnson	johnson	Johnson
Amendment	amend	Amendment
,	,	,
which	which	which
prohibits	prohibit	prohibits
churches	church	church
from	from	from
using	use	using
church	church	church
resources	resourc	resource
to	to	to
encourage	encourag	encourage
voting	vote	voting
for	for	for
or	or	or
against	against	against
a	a	a
candidate	candid	candidate
.	.	.

A	a	A
religious	religi	religious
leader	leader	leader
can	can	can
currently	current	currently
endorse	endors	endorse
a	a	a
candidate	candid	candidate
in	in	in
their	their	their
personal	person	personal
capacity	capac	capacity
,	,	,
but	but	but
they	they	they
cannot	cannot	cannot
do	do	do
so	so	so
within	within	within
the	the	the
confines	confin	confines
of	of	of
their	their	their
church	church	church
,	,	,
mosque	mosqu	mosque
or	or	or
synagogue	synagogu	synagogue
or	or	or
use	use	use
their	their	their
staff	staff	staff
to	to	to
help	help	help
a	a	a
candidate	candid	candidate
.	.	.

Supporters	support	Supporters
say	say	say
it	it	it
will	will	will
increase	increas	increase
religious	religi	religious
liberty	liberti	liberty
.	.	.

Opponents	oppon	Opponents
say	say	say
it	it	it
will	will	will
allow	allow	allow
political	polit	political
leaders	leader	leader
to	to	to
pressure	pressur	pressure
churches	church	church
and	and	and
allow	allow	allow
some	some	some
churches	church	church
to	to	to
be	be	be
turned	turn	turned
into	into	into
political	polit	political
operations	oper	operation
.	.	.

The	the	The
change	chang	change
would	would	would
apply	appli	apply
to	to	to
all	all	all
religious	religi	religious
groups	group	group
that	that	that
register	regist	register
as	as	a
non	non	non
-profits	-profit	-profits
,	,	,
including	includ	including
places	place	place
of	of	of
worship	worship	worship
for	for	for
Christians	christian	Christians
,	,	,
Muslims	muslim	Muslims
and	and	and
Jews	jew	Jews
.	.	.

But	but	But
it	it	it
is	is	is
evangelical	evangel	evangelical
Christians	christian	Christians
-	-	-
who	who	who
have	have	have
become	becom	become
increasingly	increas	increasingly
more	more	more
engaged	engag	engaged
in	in	in
the	the	the
political	polit	political
process	process	process
in	in	in
the	the	the
past	past	past
25	25	25
years	year	year
-	-	-
who	who	who
have	have	have
clamored	clamor	clamored
the	the	the
most	most	most
loudly	loud	loudly
for	for	for
the	the	the
change	chang	change
.	.	.

President	presid	President
Donald	donald	Donald
Trump	trump	Trump
,	,	,
who	who	who
is	is	is
popular	popular	popular
with	with	with
evangelical	evangel	evangelical
voters	voter	voter
,	,	,
vowed	vow	vowed
on	on	on
the	the	the
campaign	campaign	campaign
trail	trail	trail
to	to	to
scrap	scrap	scrap
the	the	the
Johnson	johnson	Johnson
Amendment	amend	Amendment
,	,	,
arguing	argu	arguing
that	that	that
it	it	it
kept	kept	kept
evangelical	evangel	evangelical
churches	church	church
from	from	from
helping	help	helping
his	his	his
campaign	campaign	campaign
.	.	.

Critics	critic	Critics
of	of	of
the	the	the
Johnson	johnson	Johnson
Amendment	amend	Amendment
have	have	have
long	long	long
argued	argu	argued
that	that	that
it	it	it
violates	violat	violates
the	the	the
First	first	First
Amendment	amend	Amendment
s	s	s
separation	separ	separation
of	of	of
church	church	church
and	and	and
state	state	state
because	becaus	because
it	it	it
imposes	impos	imposes
restrictions	restrict	restriction
on	on	on
what	what	what
religious	religi	religious
leaders	leader	leader
can	can	can
say	say	say
.	.	.

But	but	But
supporters	support	supporter
of	of	of
the	the	the
Johnson	johnson	Johnson
Amendment	amend	Amendment
say	say	say
it	it	it
does	doe	doe
just	just	just
the	the	the
opposite	opposit	opposite
and	and	and
instead	instead	instead
protects	protect	protects
the	the	the
separation	separ	separation
of	of	of
church	church	church
and	and	and
state	state	state
,	,	,
arguing	argu	arguing
that	that	that
it	it	it
will	will	will
allow	allow	allow
political	polit	political
leaders	leader	leader
to	to	to
pressure	pressur	pressure
churches	church	church
to	to	to
give	give	give
them	them	them
endorsements	endors	endorsement
.	.	.

The	the	The
announced	announc	announced
change	chang	change
was	was	wa
part	part	part
of	of	of
a	a	a
proposed	propos	proposed
cut	cut	cut
in	in	in
the	the	the
corporate	corpor	corporate
tax	tax	tax
rate	rate	rate
to	to	to
20	20	20
percent	percent	percent
from	from	from
35	35	35
percent	percent	percent
is	is	is
the	the	the
centerpiece	centerpiec	centerpiece
of	of	of
the	the	the
tax	tax	tax
proposal	propos	proposal
unveiled	unveil	unveiled
by	by	by
House	hous	House
of	of	of
Representatives	repres	Representatives
Republicans	republican	Republicans
.	.	.

The	the	The
plan	plan	plan
would	would	would
also	also	also
reduce	reduc	reduce
tax	tax	tax
rates	rate	rate
on	on	on
some	some	some
individuals	individu	individual
and	and	and
families	famili	family
.	.	.

Many	mani	Many
analysts	analyst	analyst
have	have	have
raised	rais	raised
doubts	doubt	doubt
about	about	about
the	the	the
likelihood	likelihood	likelihood
that	that	that
Congress	congress	Congress
will	will	will
be	be	be
able	abl	able
to	to	to
pass	pass	pas
a	a	a
comprehensive	comprehens	comprehensive
tax	tax	tax
package	packag	package
,	,	,
including	includ	including
whether	whether	whether
they	they	they
will	will	will
have	have	have
enough	enough	enough
support	support	support
for	for	for
several	sever	several
provisions	provis	provision
including	includ	including
the	the	the
change	chang	change
in	in	in
religious	religi	religious
rules	rule	rule
.	.	.

Allowing	allow	Allowing
churches	church	church
to	to	to
engage	engag	engage
in	in	in
political	polit	political
activity	activ	activity
might	might	might
provide	provid	provide
some	some	some
tactical	tactic	tactical
help	help	help
for	for	for
Republicans	republican	Republicans
in	in	in
the	the	the
2018	2018	2018
U	u	U
.	.	.
S	s	S
.	.	.
congressional	congression	congressional
elections	elect	election
.	.	.

Republicans	republican	Republicans
have	have	have
long	long	long
argued	argu	argued
that	that	that
the	the	the
Johnson	johnson	Johnson
Amendment	amend	Amendment
places	place	place
them	them	them
at	at	at
a	a	a
disadvantage	disadvantag	disadvantage
because	becaus	because
churches	church	church
are	are	are
a	a	a
central	central	central
organizing	organ	organizing
mechanism	mechan	mechanism
for	for	for
their	their	their
voters	voter	voter
while	while	while
labor	labor	labor
unions	union	union
,	,	,
which	which	which
favor	favor	favor
Democrats	democrat	Democrats
,	,	,
are	are	are
allowed	allow	allowed
to	to	to
engage	engag	engage
in	in	in
political	polit	political
activity	activ	activity
and	and	and
operate	oper	operate
as	as	a
tax	tax	tax
-exempt	-exempt	-exempt
.	.	.

This	this	This
version	version	version
of	of	of
the	the	the
story	stori	story
corrects	correct	corrects
the	the	the
third	third	third
paragraph	paragraph	paragraph
to	to	to
say	say	say
supporters	support	supporter
,	,	,
not	not	not
supports	support	support

