CHICAGO	chicago	CHICAGO
Reuters	reuter	Reuters
-	-	-
Illinois	illinoi	Illinois
fought	fought	fought
on	on	on
Friday	friday	Friday
against	against	against
a	a	a
potential	potenti	potential
court	court	court
order	order	order
it	it	it
contends	contend	contends
could	could	could
cost	cost	cost
the	the	the
state	state	state
,	,	,
which	which	which
just	just	just
ended	end	ended
an	an	an
unprecedented	unpreced	unprecedented
budget	budget	budget
impasse	impass	impasse
,	,	,
as	as	a
much	much	much
as	as	a
an	an	an
additional	addit	additional
1	1	1
billion	billion	billion
annually	annual	annually
to	to	to
care	care	care
for	for	for
developmentally	development	developmentally
disabled	disabl	disabled
people	peopl	people
.	.	.

In	in	In
arguments	argument	argument
before	befor	before
U	u	U
.	.	.
S	s	S
.	.	.
District	district	District
Court	court	Court
Judge	judg	Judge
Sharon	sharon	Sharon
Johnson	johnson	Johnson
Coleman	coleman	Coleman
,	,	,
advocates	advoc	advocate
for	for	for
disabled	disabl	disabled
people	peopl	people
living	live	living
outside	outsid	outside
of	of	of
institutions	institut	institution
said	said	said
Illinois	illinoi	Illinois
is	is	is
violating	violat	violating
a	a	a
federal	feder	federal
consent	consent	consent
decree	decre	decree
by	by	by
failing	fail	failing
to	to	to
provide	provid	provide
required	requir	required
services	servic	service
due	due	due
to	to	to
insufficient	insuffici	insufficient
funding	fund	funding
.	.	.

The	the	The
state	state	state
maintained	maintain	maintained
that	that	that
even	even	even
with	with	with
the	the	the
enactment	enact	enactment
last	last	last
month	month	month
of	of	of
its	it	it
first	first	first
full	full	full
budget	budget	budget
in	in	in
two	two	two
years	year	year
along	along	along
with	with	with
a	a	a
tax	tax	tax
hike	hike	hike
,	,	,
it	it	it
still	still	still
lacks	lack	lack
enough	enough	enough
money	money	money
to	to	to
pay	pay	pay
off	off	off
a	a	a
more	more	more
than	than	than
14	14	14
billion	billion	billion
backlog	backlog	backlog
in	in	in
bills	bill	bill
.	.	.

Additional	addit	Additional
funding	fund	funding
to	to	to
comply	compli	comply
with	with	with
the	the	the
consent	consent	consent
decree	decre	decree
would	would	would
have	have	have
to	to	to
be	be	be
squeezed	squeez	squeezed
from	from	from
existing	exist	existing
spending	spend	spending
on	on	on
services	servic	service
for	for	for
the	the	the
developmentally	development	developmentally
disabled	disabl	disabled
or	or	or
from	from	from
other	other	other
unrelated	unrel	unrelated
programs	program	program
,	,	,
according	accord	according
to	to	to
a	a	a
court	court	court
filing	file	filing
by	by	by
the	the	the
Illinois	illinoi	Illinois
Attorney	attorney	Attorney
General	general	General
s	s	s
Office	offic	Office
.	.	.

Brent	brent	Brent
Stratton	stratton	Stratton
,	,	,
chief	chief	chief
deputy	deputi	deputy
Illinois	illinoi	Illinois
Attorney	attorney	Attorney
General	general	General
,	,	,
told	told	told
the	the	the
judge	judg	judge
the	the	the
fiscal	fiscal	fiscal
2018	2018	2018
budget	budget	budget
allocated	alloc	allocated
53	53	53
million	million	million
for	for	for
the	the	the
first	first	first
rate	rate	rate
increase	increas	increase
for	for	for
developmentally	development	developmentally
disabled	disabl	disabled
services	servic	service
since	sinc	since
2008	2008	2008
.	.	.

He	he	He
said	said	said
Illinois	illinoi	Illinois
is	is	is
in	in	in
substantial	substanti	substantial
compliance	complianc	compliance
with	with	with
the	the	the
decree	decre	decree
and	and	and
that	that	that
the	the	the
funding	fund	funding
boost	boost	boost
should	should	should
be	be	be
allowed	allow	allowed
to	to	to
play	play	play
out	out	out
.	.	.

The	the	The
court	court	court
has	has	ha
the	the	the
power	power	power
to	to	to
enforce	enforc	enforce
the	the	the
consent	consent	consent
decree	decre	decree
,	,	,
but	but	but
there	there	there
is	is	is
a	a	a
limit	limit	limit
,	,	,
Stratton	stratton	Stratton
said	said	said
.	.	.

The	the	The
court	court	court
can	can	can
t	t	t
order	order	order
us	us	u
to	to	to
increase	increas	increase
rates	rate	rate
.	.	.
Another	anoth	Another
U	u	U
.	.	.
S	s	S
.	.	.
judge	judg	judge
ordered	order	ordered
Illinois	illinoi	Illinois
in	in	in
June	june	June
to	to	to
increase	increas	increase
payments	payment	payment
to	to	to
586	586	586
million	million	million
a	a	a
month	month	month
for	for	for
Medicaid	medicaid	Medicaid
providers	provid	provider
that	that	that
were	were	were
owed	owe	owed
more	more	more
than	than	than
3	3	3
billion	billion	billion
for	for	for
caring	care	caring
for	for	for
poor	poor	poor
and	and	and
disabled	disabl	disabled
residents	resid	resident
covered	cover	covered
under	under	under
a	a	a
separate	separ	separate
federal	feder	federal
consent	consent	consent
decree	decre	decree
.	.	.

A	a	A
stalemate	stalem	stalemate
between	between	between
Illinois	illinoi	Illinois
Republican	republican	Republican
governor	governor	governor
and	and	and
Democrats	democrat	Democrats
who	who	who
control	control	control
the	the	the
legislature	legislatur	legislature
left	left	left
the	the	the
nation	nation	nation
s	s	s
fifth	fifth	fifth
-largest	-largest	-largest
state	state	state
operating	oper	operating
on	on	on
spending	spend	spending
ordered	order	ordered
by	by	by
courts	court	court
and	and	and
mandated	mandat	mandated
by	by	by
Illinois	illinoi	Illinois
law	law	law
for	for	for
two	two	two
-straight	-straight	-straight
years	year	year
.	.	.

Lawyers	lawyer	Lawyers
for	for	for
the	the	the
developmentally	development	developmentally
disabled	disabl	disabled
residents	resid	resident
pointed	point	pointed
to	to	to
a	a	a
5	5	5
billion	billion	billion
income	incom	income
rate	rate	rate
increase	increas	increase
Illinois	illinoi	Illinois
enacted	enact	enacted
in	in	in
July	juli	July
to	to	to
bolster	bolster	bolster
its	it	it
sagging	sag	sagging
budget	budget	budget
,	,	,
saying	say	saying
that	that	that
money	money	money
could	could	could
be	be	be
tapped	tap	tapped
in	in	in
the	the	the
future	futur	future
to	to	to
fund	fund	fund
services	servic	service
.	.	.

In	in	In
addition	addit	addition
to	to	to
seeking	seek	seeking
a	a	a
ruling	rule	ruling
of	of	of
noncompliance	noncompli	noncompliance
with	with	with
the	the	the
consent	consent	consent
decree	decre	decree
against	against	against
the	the	the
state	state	state
,	,	,
the	the	the
lawyers	lawyer	lawyer
also	also	also
want	want	want
the	the	the
judge	judg	judge
to	to	to
order	order	order
Illinois	illinoi	Illinois
to	to	to
produce	produc	produce
a	a	a
detailed	detail	detailed
plan	plan	plan
on	on	on
how	how	how
it	it	it
will	will	will
comply	compli	comply
with	with	with
the	the	the
decree	decre	decree
.	.	.

Cost	cost	Cost
is	is	is
what	what	what
this	this	this
all	all	all
comes	come	come
down	down	down
to	to	to
,	,	,
said	said	said
Judge	judg	Judge
Johnson	johnson	Johnson
Coleman	coleman	Coleman
,	,	,
who	who	who
raised	rais	raised
concerns	concern	concern
about	about	about
siphoning	siphon	siphoning
money	money	money
from	from	from
other	other	other
state	state	state
funding	fund	funding
priorities	prioriti	priority
.	.	.

