BANGKOK	bangkok	BANGKOK
Reuters	reuter	Reuters
-	-	-
Thailand	thailand	Thailand
s	s	s
foreign	foreign	foreign
ministry	ministri	ministry
,	,	,
in	in	in
a	a	a
rare	rare	rare
statement	statement	statement
on	on	on
an	an	an
ongoing	ongo	ongoing
crisis	crisi	crisis
in	in	in
neighboring	neighbor	neighboring
Myanmar	myanmar	Myanmar
s	s	s
Rakhine	rakhin	Rakhine
state	state	state
,	,	,
said	said	said
late	late	late
on	on	on
Saturday	saturday	Saturday
that	that	that
it	it	it
was	was	wa
closely	close	closely
following	follow	following
the	the	the
situation	situat	situation
and	and	and
would	would	would
provide	provid	provide
aid	aid	aid
to	to	to
the	the	the
governments	govern	government
of	of	of
Myanmar	myanmar	Myanmar
and	and	and
Bangladesh	bangladesh	Bangladesh
.	.	.
Violence	violenc	Violence
erupted	erupt	erupted
in	in	in
Rakhine	rakhin	Rakhine
last	last	last
month	month	month
when	when	when
Rohingya	rohingya	Rohingya
militants	milit	militant
attacked	attack	attacked
security	secur	security
posts	post	post
,	,	,
triggering	trigger	triggering
a	a	a
crackdown	crackdown	crackdown
by	by	by
the	the	the
Myanmar	myanmar	Myanmar
army	armi	army
.	.	.
More	more	More
than	than	than
half	half	half
a	a	a
million	million	million
ethnic	ethnic	ethnic
Rohingya	rohingya	Rohingya
-	-	-
a	a	a
mostly	most	mostly
Muslim	muslim	Muslim
minority	minor	minority
who	who	who
are	are	are
denied	deni	denied
citizenship	citizenship	citizenship
by	by	by
Myanmar	myanmar	Myanmar
-	-	-
have	have	have
fled	fled	fled
to	to	to
Bangladesh	bangladesh	Bangladesh
since	sinc	since
then	then	then
.	.	.
Those	those	Those
who	who	who
fled	fled	fled
accuse	accus	accuse
Myanmar	myanmar	Myanmar
s	s	s
army	armi	army
,	,	,
backed	back	backed
by	by	by
Buddhist	buddhist	Buddhist
mobs	mob	mob
,	,	,
of	of	of
a	a	a
brutal	brutal	brutal
killing	kill	killing
campaign	campaign	campaign
.	.	.
The	the	The
United	unit	United
Nations	nation	Nations
has	has	ha
described	describ	described
as	as	a
ethnic	ethnic	ethnic
cleansing	cleans	cleansing
a	a	a
sweeping	sweep	sweeping
government	govern	government
offensive	offens	offensive
in	in	in
the	the	the
north	north	north
of	of	of
Rakhine	rakhin	Rakhine
State	state	State
in	in	in
response	respons	response
to	to	to
those	those	those
attacks	attack	attack
.	.	.
Thailand	thailand	Thailand
is	is	is
closely	close	closely
following	follow	following
the	the	the
situation	situat	situation
in	in	in
the	the	the
Rakhine	rakhin	Rakhine
State	state	State
with	with	with
concern	concern	concern
,	,	,
the	the	the
ministry	ministri	ministry
said	said	said
.	.	.
The	the	The
Royal	royal	Royal
Thai	thai	Thai
Government	govern	Government
has	has	ha
always	alway	always
placed	place	placed
great	great	great
importance	import	importance
to	to	to
providing	provid	providing
care	care	care
and	and	and
protection	protect	protection
to	to	to
Myanmar	myanmar	Myanmar
displaced	displac	displaced
persons	person	person
,	,	,
it	it	it
added	ad	added
,	,	,
pointing	point	pointing
to	to	to
some	some	some
100	100	100
,	,	,
000	000	000
refugees	refuge	refugee
from	from	from
Myanmar	myanmar	Myanmar
who	who	who
live	live	live
in	in	in
nine	nine	nine
camps	camp	camp
along	along	along
the	the	the
Thai	thai	Thai
-Myanmar	-myanmar	-Myanmar
border	border	border
.	.	.
But	but	But
many	mani	many
of	of	of
those	those	those
living	live	living
in	in	in
the	the	the
camps	camp	camp
are	are	are
long	long	long
-term	-term	-term
residents	resid	resident
who	who	who
fled	fled	fled
conflict	conflict	conflict
decades	decad	decade
ago	ago	ago
.	.	.
None	none	None
are	are	are
Rohingya	rohingya	Rohingya
,	,	,
according	accord	according
to	to	to
non	non	non
-governmental	-government	-governmental
organizations	organ	organization
who	who	who
work	work	work
there	there	there
.	.	.
The	the	The
Thai	thai	Thai
foreign	foreign	foreign
ministry	ministri	ministry
said	said	said
its	it	it
statement	statement	statement
was	was	wa
in	in	in
response	respons	response
to	to	to
views	view	view
raised	rais	raised
by	by	by
some	some	some
human	human	human
rights	right	right
groups	group	group
regarding	regard	regarding
Thailand	thailand	Thailand
s	s	s
position	posit	position
on	on	on
the	the	the
unrest	unrest	unrest
in	in	in
Rakhine	rakhin	Rakhine
.	.	.
Amnesty	amnesti	Amnesty
International	intern	International
last	last	last
week	week	week
said	said	said
Thailand	thailand	Thailand
must	must	must
not	not	not
push	push	push
back	back	back
Rohingya	rohingya	Rohingya
fleeing	flee	fleeing
violence	violenc	violence
and	and	and
that	that	that
it	it	it
should	should	should
provide	provid	provide
refugees	refuge	refugee
formal	formal	formal
legal	legal	legal
status	status	status
and	and	and
protection	protect	protection
.	.	.
Thailand	thailand	Thailand
does	doe	doe
not	not	not
recognize	recogn	recognize
the	the	the
status	status	status
of	of	of
any	ani	any
refugees	refuge	refugee
or	or	or
recognize	recogn	recognize
the	the	the
Rohingya	rohingya	Rohingya
as	as	a
legitimate	legitim	legitimate
migrant	migrant	migrant
workers	worker	worker
.	.	.
Thailand	thailand	Thailand
said	said	said
it	it	it
supported	support	supported
a	a	a
statement	statement	statement
on	on	on
the	the	the
issue	issu	issue
by	by	by
the	the	the
Association	associ	Association
of	of	of
Southeast	southeast	Southeast
Asian	asian	Asian
Nations	nation	Nations
ASEAN	asean	ASEAN
,	,	,
a	a	a
grouping	group	grouping
of	of	of
10	10	10
nations	nation	nation
.	.	.
In	in	In
the	the	the
statement	statement	statement
,	,	,
ASEAN	asean	ASEAN
foreign	foreign	foreign
ministers	minist	minister
condemned	condemn	condemned
the	the	the
attacks	attack	attack
on	on	on
Myanmar	myanmar	Myanmar
s	s	s
security	secur	security
forces	forc	force
and	and	and
all	all	all
acts	act	act
of	of	of
violence	violenc	violence
which	which	which
resulted	result	resulted
in	in	in
loss	loss	loss
of	of	of
civilian	civilian	civilian
lives	live	life
.	.	.
Malaysia	malaysia	Malaysia
,	,	,
an	an	an
ASEAN	asean	ASEAN
member	member	member
,	,	,
disassociated	disassoci	disassociated
itself	itself	itself
from	from	from
the	the	the
statement	statement	statement
,	,	,
saying	say	saying
it	it	it
misrepresented	misrepres	misrepresented
issues	issu	issue
relating	relat	relating
to	to	to
the	the	the
exodus	exodus	exodus
of	of	of
hundreds	hundr	hundred
of	of	of
thousands	thousand	thousand
of	of	of
Rohingya	rohingya	Rohingya
.	.	.
So	so	So
far	far	far
,	,	,
none	none	none
of	of	of
the	the	the
affected	affect	affected
victims	victim	victim
from	from	from
the	the	the
August	august	August
unrest	unrest	unrest
in	in	in
Rakhine	rakhin	Rakhine
State	state	State
have	have	have
been	been	been
found	found	found
in	in	in
Thailand	thailand	Thailand
,	,	,
the	the	the
Thai	thai	Thai
foreign	foreign	foreign
ministry	ministri	ministry
said	said	said
.	.	.
