Reuters	reuter	Reuters
-	-	-
U	u	U
.	.	.
S	s	S
.	.	.
prosecutors	prosecutor	prosecutor
said	said	said
Monday	monday	Monday
that	that	that
a	a	a
third	third	third
party	parti	party
had	had	had
presented	present	presented
a	a	a
possible	possibl	possible
method	method	method
for	for	for
opening	open	opening
an	an	an
encrypted	encrypt	encrypted
iPhone	iphon	iPhone
used	use	used
by	by	by
one	one	one
of	of	of
the	the	the
San	san	San
Bernardino	bernardino	Bernardino
shooters	shooter	shooter
,	,	,
a	a	a
development	develop	development
that	that	that
could	could	could
bring	bring	bring
an	an	an
abrupt	abrupt	abrupt
end	end	end
to	to	to
the	the	the
high	high	high
-stakes	-stake	-stakes
legal	legal	legal
showdown	showdown	showdown
between	between	between
the	the	the
government	govern	government
and	and	and
Apple	appl	Apple
Inc	inc	Inc
AAPL	aapl	AAPL
.	.	.
O	o	O
.	.	.

A	a	A
federal	feder	federal
judge	judg	judge
in	in	in
Riverside	riversid	Riverside
,	,	,
California	california	California
,	,	,
late	late	late
Monday	monday	Monday
agreed	agre	agreed
to	to	to
the	the	the
government	govern	government
s	s	s
request	request	request
to	to	to
postpone	postpon	postpone
a	a	a
hearing	hear	hearing
scheduled	schedul	scheduled
for	for	for
Tuesday	tuesday	Tuesday
so	so	so
that	that	that
the	the	the
FBI	fbi	FBI
could	could	could
try	tri	try
the	the	the
newly	newli	newly
discovered	discov	discovered
technique	techniqu	technique
.	.	.

The	the	The
Justice	justic	Justice
Department	depart	Department
said	said	said
it	it	it
would	would	would
update	updat	update
the	the	the
court	court	court
on	on	on
April	april	April
5	5	5
.	.	.

The	the	The
government	govern	government
had	had	had
insisted	insist	insisted
until	until	until
Monday	monday	Monday
that	that	that
it	it	it
had	had	had
no	no	no
way	way	way
to	to	to
access	access	access
the	the	the
phone	phone	phone
used	use	used
by	by	by
Rizwan	rizwan	Rizwan
Farook	farook	Farook
,	,	,
one	one	one
of	of	of
the	the	the
two	two	two
killers	killer	killer
in	in	in
the	the	the
December	decemb	December
massacre	massacr	massacre
in	in	in
San	san	San
Bernardino	bernardino	Bernardino
,	,	,
California	california	California
,	,	,
except	except	except
to	to	to
force	forc	force
Apple	appl	Apple
to	to	to
write	write	write
new	new	new
software	softwar	software
that	that	that
would	would	would
disable	disabl	disable
the	the	the
password	password	password
protection	protect	protection
.	.	.

The	the	The
Justice	justic	Justice
Department	depart	Department
last	last	last
month	month	month
obtained	obtain	obtained
a	a	a
court	court	court
order	order	order
directing	direct	directing
Apple	appl	Apple
to	to	to
create	creat	create
that	that	that
software	softwar	software
,	,	,
but	but	but
Apple	appl	Apple
has	has	ha
fought	fought	fought
back	back	back
,	,	,
arguing	argu	arguing
that	that	that
the	the	the
order	order	order
is	is	is
an	an	an
overreach	overreach	overreach
by	by	by
the	the	the
government	govern	government
and	and	and
would	would	would
undermine	undermin	undermine
computer	comput	computer
security	secur	security
for	for	for
everyone	everyon	everyone
.	.	.

The	the	The
announcement	announc	announcement
on	on	on
Monday	monday	Monday
that	that	that
an	an	an
unnamed	unnam	unnamed
third	third	third
party	parti	party
had	had	had
presented	present	presented
a	a	a
way	way	way
of	of	of
breaking	break	breaking
into	into	into
the	the	the
phone	phone	phone
on	on	on
Sunday	sunday	Sunday
-	-	-
just	just	just
two	two	two
days	day	day
before	befor	before
the	the	the
hearing	hear	hearing
and	and	and
after	after	after
weeks	week	week
of	of	of
heated	heat	heated
back	back	back
-and-forth	-and-forth	-and-forth
in	in	in
court	court	court
filings	file	filing
-	-	-
drew	drew	drew
skepticism	skeptic	skepticism
from	from	from
many	mani	many
in	in	in
the	the	the
tech	tech	tech
community	communiti	community
who	who	who
have	have	have
insisted	insist	insisted
that	that	that
there	there	there
were	were	were
other	other	other
ways	way	way
to	to	to
get	get	get
into	into	into
the	the	the
phone	phone	phone
.	.	.

From	from	From
a	a	a
purely	pure	purely
technical	technic	technical
perspective	perspect	perspective
,	,	,
one	one	one
of	of	of
the	the	the
most	most	most
fragile	fragil	fragile
parts	part	part
of	of	of
the	the	the
government	govern	government
s	s	s
case	case	case
is	is	is
the	the	the
claim	claim	claim
that	that	that
Apple	appl	Apple
s	s	s
help	help	help
is	is	is
required	requir	required
to	to	to
unlock	unlock	unlock
the	the	the
phone	phone	phone
,	,	,
said	said	said
Matt	matt	Matt
Blaze	blaze	Blaze
,	,	,
a	a	a
professor	professor	professor
and	and	and
computer	comput	computer
security	secur	security
expert	expert	expert
at	at	at
the	the	the
University	univers	University
of	of	of
Pennsylvania	pennsylvania	Pennsylvania
.	.	.

Many	mani	Many
in	in	in
the	the	the
technical	technic	technical
community	communiti	community
have	have	have
been	been	been
skeptical	skeptic	skeptical
that	that	that
this	this	this
is	is	is
true	true	true
,	,	,
especially	especi	especially
given	given	given
the	the	the
government	govern	government
s	s	s
considerable	consider	considerable
resources	resourc	resource
.	.	.
Former	former	Former
prosecutors	prosecutor	prosecutor
and	and	and
lawyers	lawyer	lawyer
supporting	support	supporting
Apple	appl	Apple
said	said	said
the	the	the
move	move	move
suggested	suggest	suggested
that	that	that
the	the	the
Justice	justic	Justice
Department	depart	Department
feared	fear	feared
it	it	it
would	would	would
lose	lose	lose
the	the	the
legal	legal	legal
battle	battl	battle
,	,	,
or	or	or
at	at	at
minimum	minimum	minimum
would	would	would
be	be	be
forced	forc	forced
to	to	to
admit	admit	admit
that	that	that
it	it	it
had	had	had
not	not	not
tried	tri	tried
every	everi	every
other	other	other
way	way	way
to	to	to
get	get	get
into	into	into
the	the	the
phone	phone	phone
.	.	.

In	in	In
a	a	a
statement	statement	statement
,	,	,
the	the	the
Justice	justic	Justice
Department	depart	Department
said	said	said
its	it	it
only	onli	only
interest	interest	interest
has	has	ha
always	alway	always
been	been	been
gaining	gain	gaining
access	access	access
to	to	to
the	the	the
information	inform	information
on	on	on
the	the	the
phone	phone	phone
and	and	and
that	that	that
it	it	it
had	had	had
continued	continu	continued
to	to	to
explore	explor	explore
alternatives	altern	alternative
even	even	even
as	as	a
litigation	litig	litigation
began	began	began
.	.	.

It	it	It
offered	offer	offered
no	no	no
details	detail	detail
on	on	on
the	the	the
new	new	new
technique	techniqu	technique
except	except	except
that	that	that
it	it	it
came	came	came
from	from	from
a	a	a
non	non	non
-governmental	-government	-governmental
third	third	third
party	parti	party
,	,	,
but	but	but
said	said	said
it	it	it
was	was	wa
cautiously	cautious	cautiously
optimistic	optimist	optimistic
it	it	it
would	would	would
work	work	work
.	.	.

That	that	That
is	is	is
why	whi	why
we	we	we
asked	ask	asked
the	the	the
court	court	court
to	to	to
give	give	give
us	us	u
some	some	some
time	time	time
to	to	to
explore	explor	explore
this	this	this
option	option	option
,	,	,
a	a	a
spokeswoman	spokeswoman	spokeswoman
for	for	for
the	the	the
Justice	justic	Justice
Department	depart	Department
,	,	,
Melanie	melani	Melanie
R	r	R
.	.	.

Newman	newman	Newman
,	,	,
said	said	said
.	.	.

If	if	If
this	this	this
solution	solut	solution
works	work	work
,	,	,
it	it	it
will	will	will
allow	allow	allow
us	us	u
to	to	to
search	search	search
the	the	the
phone	phone	phone
and	and	and
continue	continu	continue
our	our	our
investigation	investig	investigation
into	into	into
the	the	the
terrorist	terrorist	terrorist
attack	attack	attack
that	that	that
killed	kill	killed
14	14	14
people	peopl	people
and	and	and
wounded	wound	wounded
22	22	22
people	peopl	people
.	.	.
It	it	It
would	would	would
also	also	also
likely	like	likely
end	end	end
the	the	the
case	case	case
without	without	without
a	a	a
legal	legal	legal
showdown	showdown	showdown
that	that	that
many	mani	many
had	had	had
expected	expect	expected
to	to	to
reach	reach	reach
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Supreme	suprem	Supreme
Court	court	Court
.	.	.

An	an	An
Apple	appl	Apple
executive	execut	executive
told	told	told
reporters	report	reporter
on	on	on
a	a	a
press	press	press
call	call	call
that	that	that
the	the	the
company	compani	company
knew	knew	knew
nothing	noth	nothing
about	about	about
the	the	the
Justice	justic	Justice
Department	depart	Department
s	s	s
possible	possibl	possible
method	method	method
for	for	for
getting	get	getting
into	into	into
the	the	the
phone	phone	phone
,	,	,
and	and	and
that	that	that
the	the	the
government	govern	government
never	never	never
gave	gave	gave
any	ani	any
indication	indic	indication
that	that	that
it	it	it
was	was	wa
continuing	continu	continuing
to	to	to
search	search	search
for	for	for
such	such	such
solutions	solut	solution
.	.	.

The	the	The
executive	execut	executive
characterized	character	characterized
the	the	the
Justice	justic	Justice
Department	depart	Department
s	s	s
admission	admiss	admission
Monday	monday	Monday
that	that	that
it	it	it
never	never	never
stopped	stop	stopped
pursuing	pursu	pursuing
ways	way	way
to	to	to
open	open	open
the	the	the
phone	phone	phone
as	as	a
a	a	a
sharp	sharp	sharp
contrast	contrast	contrast
with	with	with
its	it	it
insistence	insist	insistence
in	in	in
court	court	court
filings	file	filing
that	that	that
only	onli	only
Apple	appl	Apple
possessed	possess	possessed
the	the	the
means	mean	mean
to	to	to
do	do	do
so	so	so
.	.	.

Nate	nate	Nate
Cardozo	cardozo	Cardozo
,	,	,
staff	staff	staff
attorney	attorney	attorney
at	at	at
the	the	the
Electronic	electron	Electronic
Frontier	frontier	Frontier
Foundation	foundat	Foundation
,	,	,
a	a	a
civil	civil	civil
liberties	liberti	liberty
group	group	group
backing	back	backing
Apple	appl	Apple
,	,	,
said	said	said
the	the	the
San	san	San
Bernardino	bernardino	Bernardino
case	case	case
was	was	wa
the	the	the
hand	hand	hand
-chosen	-chosen	-chosen
test	test	test
case	case	case
for	for	for
the	the	the
government	govern	government
to	to	to
establish	establish	establish
its	it	it
authority	author	authority
to	to	to
access	access	access
electronic	electron	electronic
information	inform	information
by	by	by
whatever	whatev	whatever
means	mean	mean
necessary	necessari	necessary
.	.	.

In	in	In
that	that	that
context	context	context
,	,	,
he	he	he
said	said	said
,	,	,
the	the	the
last	last	last
-minute	-minut	-minute
discovery	discoveri	discovery
of	of	of
a	a	a
possible	possibl	possible
solution	solut	solution
and	and	and
the	the	the
cancellation	cancel	cancellation
of	of	of
the	the	the
hearing	hear	hearing
is	is	is
suspicious	suspici	suspicious
,	,	,
and	and	and
suggests	suggest	suggests
the	the	the
government	govern	government
might	might	might
be	be	be
