Reuters	reuter	Reuters
-	-	-
A	a	A
federal	feder	federal
judge	judg	judge
in	in	in
Ohio	ohio	Ohio
laid	laid	laid
out	out	out
a	a	a
plan	plan	plan
on	on	on
Wednesday	wednesday	Wednesday
for	for	for
the	the	the
state	state	state
to	to	to
restore	restor	restore
voting	vote	voting
privileges	privileg	privilege
for	for	for
people	peopl	people
who	who	who
were	were	were
illegally	illeg	illegally
removed	remov	removed
from	from	from
the	the	the
state	state	state
s	s	s
voter	voter	voter
rolls	roll	roll
over	over	over
the	the	the
past	past	past
five	five	five
years	year	year
.	.	.
The	the	The
ruling	rule	ruling
stems	stem	stem
from	from	from
a	a	a
case	case	case
in	in	in
which	which	which
the	the	the
ACLU	aclu	ACLU
and	and	and
other	other	other
plaintiffs	plaintiff	plaintiff
sued	su	sued
,	,	,
saying	say	saying
Ohio	ohio	Ohio
s	s	s
process	process	process
for	for	for
removing	remov	removing
people	peopl	people
who	who	who
had	had	had
died	die	died
or	or	or
moved	move	moved
away	away	away
from	from	from
voter	voter	voter
rolls	roll	roll
was	was	wa
illegal	illeg	illegal
because	becaus	because
it	it	it
purged	purg	purged
people	peopl	people
simply	simpli	simply
for	for	for
not	not	not
voting	vote	voting
and	and	and
not	not	not
responding	respond	responding
to	to	to
a	a	a
letter	letter	letter
from	from	from
the	the	the
state	state	state
.	.	.
Voting	vote	Voting
rights	right	right
cases	case	case
have	have	have
become	becom	become
pivotal	pivot	pivotal
battlegrounds	battleground	battleground
ahead	ahead	ahead
of	of	of
the	the	the
Nov	nov	Nov
.	.	.
8	8	8
election	elect	election
between	between	between
Democrat	democrat	Democrat
Hillary	hillari	Hillary
Clinton	clinton	Clinton
and	and	and
Republican	republican	Republican
Donald	donald	Donald
Trump	trump	Trump
.	.	.
The	the	The
American	american	American
Civil	civil	Civil
Liberties	liberti	Liberties
Union	union	Union
and	and	and
others	other	others
have	have	have
challenged	challeng	challenged
laws	law	law
in	in	in
Wisconsin	wisconsin	Wisconsin
,	,	,
Michigan	michigan	Michigan
and	and	and
North	north	North
Carolina	carolina	Carolina
over	over	over
voting	vote	voting
rights	right	right
issues	issu	issue
.	.	.
In	in	In
the	the	the
Ohio	ohio	Ohio
case	case	case
,	,	,
the	the	the
6th	6th	6th
U	u	U
.	.	.
S	s	S
.	.	.
Circuit	circuit	Circuit
Court	court	Court
of	of	of
Appeals	appeal	Appeals
in	in	in
Cincinnati	cincinnati	Cincinnati
said	said	said
Ohio	ohio	Ohio
s	s	s
process	process	process
for	for	for
removing	remov	removing
inactive	inact	inactive
voters	voter	voter
was	was	wa
illegal	illeg	illegal
,	,	,
reversing	revers	reversing
an	an	an
earlier	earlier	earlier
ruling	rule	ruling
by	by	by
U	u	U
.	.	.
S	s	S
.	.	.
District	district	District
Judge	judg	Judge
George	georg	George
C	c	C
.	.	.
Smith	smith	Smith
.	.	.
In	in	In
response	respons	response
,	,	,
Smith	smith	Smith
on	on	on
Wednesday	wednesday	Wednesday
ordered	order	ordered
the	the	the
state	state	state
to	to	to
allow	allow	allow
people	peopl	people
who	who	who
had	had	had
been	been	been
removed	remov	removed
from	from	from
the	the	the
rolls	roll	roll
to	to	to
cast	cast	cast
provisional	provision	provisional
ballots	ballot	ballot
on	on	on
election	elect	election
day	day	day
.	.	.
Those	those	Those
ballots	ballot	ballot
will	will	will
be	be	be
checked	check	checked
against	against	against
voter	voter	voter
rolls	roll	roll
,	,	,
and	and	and
if	if	if
people	peopl	people
were	were	were
purged	purg	purged
in	in	in
the	the	the
years	year	year
2011	2011	2011
,	,	,
2013	2013	2013
or	or	or
2015	2015	2015
,	,	,
their	their	their
votes	vote	vote
will	will	will
be	be	be
counted	count	counted
and	and	and
their	their	their
registration	registr	registration
restored	restor	restored
.	.	.
They	they	They
ll	ll	ll
have	have	have
to	to	to
put	put	put
a	a	a
provisional	provision	provisional
ballot	ballot	ballot
which	which	which
will	will	will
take	take	take
a	a	a
little	littl	little
more	more	more
time	time	time
but	but	but
if	if	if
they	they	they
do	do	do
that	that	that
,	,	,
that	that	that
vote	vote	vote
will	will	will
count	count	count
,	,	,
said	said	said
Stuart	stuart	Stuart
Naifeh	naifeh	Naifeh
,	,	,
an	an	an
attorney	attorney	attorney
with	with	with
Demos	demo	Demos
,	,	,
a	a	a
voter	voter	voter
rights	right	right
and	and	and
income	incom	income
inequality	inequ	inequality
advocacy	advocaci	advocacy
group	group	group
that	that	that
was	was	wa
among	among	among
those	those	those
suing	su	suing
over	over	over
the	the	the
policy	polici	policy
.	.	.
Joshua	joshua	Joshua
Eck	eck	Eck
,	,	,
a	a	a
spokesman	spokesman	spokesman
for	for	for
Ohio	ohio	Ohio
Secretary	secretari	Secretary
of	of	of
State	state	State
Jon	jon	Jon
Husted	hust	Husted
,	,	,
said	said	said
the	the	the
solution	solut	solution
was	was	wa
a	a	a
workable	workabl	workable
one	one	one
because	becaus	because
it	it	it
did	did	did
not	not	not
require	requir	require
the	the	the
wholesale	wholesal	wholesale
restoration	restor	restoration
of	of	of
voting	vote	voting
privileges	privileg	privilege
to	to	to
people	peopl	people
who	who	who
had	had	had
moved	move	moved
away	away	away
,	,	,
died	die	died
or	or	or
otherwise	otherwis	otherwise
become	becom	become
ineligible	inelig	ineligible
to	to	to
vote	vote	vote
.	.	.
