NAIROBI	nairobi	NAIROBI
Reuters	reuter	Reuters
-	-	-
A	a	A
former	former	former
lawmaker	lawmak	lawmaker
filed	file	filed
a	a	a
petition	petit	petition
at	at	at
Kenya	kenya	Kenya
s	s	s
Supreme	suprem	Supreme
Court	court	Court
on	on	on
Monday	monday	Monday
challenging	challeng	challenging
President	presid	President
Uhuru	uhuru	Uhuru
Kenyatta	kenyatta	Kenyatta
s	s	s
victory	victori	victory
in	in	in
last	last	last
month	month	month
s	s	s
presidential	presidenti	presidential
election	elect	election
in	in	in
a	a	a
last	last	last
minute	minut	minute
move	move	move
that	that	that
opens	open	open
the	the	the
door	door	door
to	to	to
legal	legal	legal
scrutiny	scrutini	scrutiny
of	of	of
the	the	the
vote	vote	vote
.	.	.

Harun	harun	Harun
Mwau	mwau	Mwau
filed	file	filed
the	the	the
petition	petit	petition
hours	hour	hour
before	befor	before
a	a	a
Monday	monday	Monday
deadline	deadlin	deadline
set	set	set
by	by	by
the	the	the
constitution	constitut	constitution
expired	expir	expired
.	.	.

Earlier	earlier	Earlier
in	in	in
the	the	the
day	day	day
,	,	,
a	a	a
coalition	coalit	coalition
of	of	of
civil	civil	civil
society	societi	society
groups	group	group
said	said	said
they	they	they
were	were	were
being	be	being
targeted	target	targeted
by	by	by
the	the	the
government	govern	government
in	in	in
an	an	an
effort	effort	effort
to	to	to
head	head	head
off	off	off
potential	potenti	potential
legal	legal	legal
cases	case	case
.	.	.

The	the	The
Supreme	suprem	Supreme
Court	court	Court
has	has	ha
until	until	until
Nov	nov	Nov
.	.	.

14	14	14
to	to	to
rule	rule	rule
on	on	on
election	elect	election
petitions	petit	petition
.	.	.

If	if	If
it	it	it
upholds	uphold	upholds
the	the	the
result	result	result
,	,	,
Kenyatta	kenyatta	Kenyatta
will	will	will
be	be	be
sworn	sworn	sworn
in	in	in
on	on	on
Nov	nov	Nov
.	.	.

28	28	28
.	.	.

Kenyatta	kenyatta	Kenyatta
came	came	came
to	to	to
power	power	power
in	in	in
2013	2013	2013
and	and	and
won	won	won
a	a	a
second	second	second
and	and	and
final	final	final
term	term	term
in	in	in
August	august	August
,	,	,
defeating	defeat	defeating
opposition	opposit	opposition
leader	leader	leader
Raila	raila	Raila
Odinga	odinga	Odinga
by	by	by
1	1	1
.	.	.
4	4	4
million	million	million
votes	vote	vote
.	.	.

The	the	The
Supreme	suprem	Supreme
Court	court	Court
nullified	nullifi	nullified
the	the	the
vote	vote	vote
citing	cite	citing
procedural	procedur	procedural
irregularities	irregular	irregularity
and	and	and
ordered	order	ordered
a	a	a
second	second	second
election	elect	election
.	.	.

Odinga	odinga	Odinga
did	did	did
not	not	not
contest	contest	contest
the	the	the
repeat	repeat	repeat
vote	vote	vote
on	on	on
Oct	oct	Oct
.	.	.

26	26	26
saying	say	saying
it	it	it
would	would	would
be	be	be
unfair	unfair	unfair
because	becaus	because
the	the	the
election	elect	election
commission	commiss	commission
had	had	had
failed	fail	failed
to	to	to
implement	implement	implement
reforms	reform	reform
.	.	.

Kenyatta	kenyatta	Kenyatta
won	won	won
with	with	with
98	98	98
percent	percent	percent
of	of	of
the	the	the
vote	vote	vote
,	,	,
though	though	though
opposition	opposit	opposition
supporters	support	supporter
staged	stage	staged
a	a	a
boycott	boycott	boycott
and	and	and
prevented	prevent	prevented
polls	poll	poll
from	from	from
opening	open	opening
in	in	in
the	the	the
west	west	west
of	of	of
the	the	the
country	countri	country
.	.	.

Kenya	kenya	Kenya
is	is	is
a	a	a
regional	region	regional
hub	hub	hub
for	for	for
trade	trade	trade
,	,	,
diplomacy	diplomaci	diplomacy
and	and	and
security	secur	security
and	and	and
its	it	it
prolonged	prolong	prolonged
election	elect	election
season	season	season
has	has	ha
disrupted	disrupt	disrupted
its	it	it
economy	economi	economy
.	.	.

Rights	right	Rights
groups	group	group
said	said	said
on	on	on
Monday	monday	Monday
the	the	the
government	govern	government
was	was	wa
trying	tri	trying
to	to	to
prevent	prevent	prevent
them	them	them
from	from	from
lodging	lodg	lodging
cases	case	case
challenging	challeng	challenging
the	the	the
Oct	oct	Oct
.	.	.

26	26	26
result	result	result
.	.	.

The	the	The
government	govern	government
s	s	s
NGO	ngo	NGO
Board	board	Board
,	,	,
which	which	which
monitors	monitor	monitor
civil	civil	civil
society	societi	society
organizations	organ	organization
,	,	,
summoned	summon	summoned
three	three	three
groups	group	group
for	for	for
an	an	an
audit	audit	audit
on	on	on
Monday	monday	Monday
,	,	,
they	they	they
said	said	said
.	.	.

It	it	It
is	is	is
not	not	not
a	a	a
coincidence	coincid	coincidence
that	that	that
the	the	the
NGO	ngo	NGO
Board	board	Board
has	has	ha
decided	decid	decided
to	to	to
come	come	come
after	after	after
these	these	these
organizations	organ	organization
.	.	.

All	all	All
three	three	three
have	have	have
been	been	been
instrumental	instrument	instrumental
in	in	in
calling	call	calling
for	for	for
free	free	free
,	,	,
fair	fair	fair
,	,	,
and	and	and
credible	credibl	credible
elections	elect	election
,	,	,
said	said	said
a	a	a
statement	statement	statement
from	from	from
Kura	kura	Kura
Yangu	yangu	Yangu
Sauti	sauti	Sauti
Yangu	yangu	Yangu
,	,	,
a	a	a
coalition	coalit	coalition
of	of	of
civil	civil	civil
society	societi	society
groups	group	group
that	that	that
monitored	monitor	monitored
the	the	the
election	elect	election
.	.	.

The	the	The
name	name	name
means	mean	mean
My	my	My
Vote	vote	Vote
My	my	My
Voice	voic	Voice
in	in	in
Kiswahili	kiswahili	Kiswahili
.	.	.

The	the	The
three	three	three
organizations	organ	organization
,	,	,
Katiba	katiba	Katiba
Institute	institut	Institute
,	,	,
Muslims	muslim	Muslims
for	for	for
Human	human	Human
Rights	right	Rights
and	and	and
Inuka	inuka	Inuka
Trust	trust	Trust
,	,	,
belong	belong	belong
to	to	to
the	the	the
coalition	coalit	coalition
.	.	.

The	the	The
head	head	head
of	of	of
Muslims	muslim	Muslims
for	for	for
Human	human	Human
Rights	right	Rights
said	said	said
he	he	he
had	had	had
planned	plan	planned
to	to	to
file	file	file
a	a	a
court	court	court
challenge	challeng	challenge
.	.	.

Kura	kura	Kura
Yangu	yangu	Yangu
Sauti	sauti	Sauti
Yangu	yangu	Yangu
deployed	deploy	deployed
2	2	2
,	,	,
000	000	000
monitors	monitor	monitor
for	for	for
last	last	last
month	month	month
s	s	s
vote	vote	vote
and	and	and
said	said	said
it	it	it
found	found	found
multiple	multipl	multiple
cases	case	case
where	where	where
results	result	result
from	from	from
polling	poll	polling
stations	station	station
differed	differ	differed
from	from	from
results	result	result
on	on	on
the	the	the
forms	form	form
posted	post	posted
on	on	on
the	the	the
election	elect	election
portal	portal	portal
.	.	.

They	they	They
are	are	are
trying	tri	trying
to	to	to
attack	attack	attack
everywhere	everywher	everywhere
to	to	to
see	see	see
who	who	who
is	is	is
preparing	prepar	preparing
to	to	to
go	go	go
to	to	to
court	court	court
so	so	so
that	that	that
they	they	they
stop	stop	stop
it	it	it
,	,	,
Tom	tom	Tom
Oketch	oketch	Oketch
,	,	,
secretary	secretari	secretary
general	general	general
for	for	for
the	the	the
Coalition	coalit	Coalition
for	for	for
Constitutional	constitut	Constitutional
Implementation	implement	Implementation
,	,	,
told	told	told
a	a	a
news	news	news
conference	confer	conference
.	.	.

Calls	call	Calls
to	to	to
Fazul	fazul	Fazul
Mohamed	moham	Mohamed
,	,	,
the	the	the
NGO	ngo	NGO
Board	board	Board
s	s	s
executive	execut	executive
director	director	director
,	,	,
went	went	went
unanswered	unansw	unanswered
.	.	.

Mwenda	mwenda	Mwenda
Njoka	njoka	Njoka
,	,	,
a	a	a
spokesman	spokesman	spokesman
for	for	for
the	the	the
interior	interior	interior
ministry	ministri	ministry
,	,	,
under	under	under
which	which	which
the	the	the
board	board	board
falls	fall	fall
,	,	,
said	said	said
only	onli	only
Mohamed	moham	Mohamed
could	could	could
comment	comment	comment
.	.	.

In	in	In
a	a	a
separate	separ	separate
case	case	case
,	,	,
another	anoth	another
organization	organ	organization
filed	file	filed
a	a	a
case	case	case
against	against	against
the	the	the
opposition	opposit	opposition
,	,	,
seeking	seek	seeking
to	to	to
hold	hold	hold
them	them	them
liable	liabl	liable
for	for	for
losses	loss	loss
incurred	incur	incurred
because	becaus	because
of	of	of
their	their	their
demonstrations	demonstr	demonstration
.	.	.

