LONDON	london	LONDON
Reuters	reuter	Reuters
-	-	-
Kate	kate	Kate
,	,	,
Britain	britain	Britain
s	s	s
Duchess	duchess	Duchess
of	of	of
Cambridge	cambridg	Cambridge
,	,	,
made	made	made
her	her	her
first	first	first
public	public	public
appearance	appear	appearance
on	on	on
Tuesday	tuesday	Tuesday
since	sinc	since
it	it	it
was	was	wa
announced	announc	announced
she	she	she
was	was	wa
pregnant	pregnant	pregnant
,	,	,
joining	join	joining
husband	husband	husband
Prince	princ	Prince
William	william	William
and	and	and
his	his	his
brother	brother	brother
Harry	harri	Harry
at	at	at
events	event	event
to	to	to
mark	mark	mark
World	world	World
Mental	mental	Mental
Health	health	Health
Day	day	Day
.	.	.
Last	last	Last
month	month	month
William	william	William
and	and	and
Kate	kate	Kate
announced	announc	announced
they	they	they
were	were	were
expecting	expect	expecting
her	her	her
third	third	third
child	child	child
and	and	and
that	that	that
as	as	a
with	with	with
her	her	her
two	two	two
previous	previous	previous
pregnancies	pregnanc	pregnancy
,	,	,
she	she	she
was	was	wa
suffering	suffer	suffering
severe	sever	severe
morning	morn	morning
sickness	sick	sickness
.	.	.
Last	last	Last
month	month	month
,	,	,
she	she	she
was	was	wa
too	too	too
ill	ill	ill
to	to	to
take	take	take
her	her	her
eldest	eldest	eldest
child	child	child
George	georg	George
to	to	to
his	his	his
first	first	first
day	day	day
at	at	at
school	school	school
because	becaus	because
she	she	she
was	was	wa
too	too	too
unwell	unwel	unwell
and	and	and
her	her	her
last	last	last
public	public	public
appearance	appear	appearance
had	had	had
come	come	come
at	at	at
the	the	the
end	end	end
of	of	of
August	august	August
when	when	when
she	she	she
joined	join	joined
William	william	William
and	and	and
Harry	harri	Harry
on	on	on
a	a	a
visit	visit	visit
to	to	to
a	a	a
public	public	public
garden	garden	garden
at	at	at
Kensington	kensington	Kensington
Palace	palac	Palace
dedicated	dedic	dedicated
to	to	to
their	their	their
late	late	late
mother	mother	mother
Princess	princess	Princess
Diana	diana	Diana
.	.	.
However	howev	However
,	,	,
Kate	kate	Kate
,	,	,
whose	whose	whose
official	offici	official
title	titl	title
is	is	is
the	the	the
Duchess	duchess	Duchess
of	of	of
Cambridge	cambridg	Cambridge
,	,	,
showed	show	showed
no	no	no
sign	sign	sign
of	of	of
the	the	the
sickness	sick	sickness
that	that	that
has	has	ha
forced	forc	forced
her	her	her
to	to	to
cancel	cancel	cancel
all	all	all
engagements	engag	engagement
since	sinc	since
then	then	then
when	when	when
she	she	she
,	,	,
William	william	William
and	and	and
Harry	harri	Harry
hosted	host	hosted
a	a	a
reception	recept	reception
at	at	at
Buckingham	buckingham	Buckingham
Palace	palac	Palace
on	on	on
Tuesday	tuesday	Tuesday
to	to	to
celebrate	celebr	celebrate
the	the	the
efforts	effort	effort
of	of	of
those	those	those
working	work	working
Britain	britain	Britain
s	s	s
mental	mental	mental
health	health	health
sector	sector	sector
.	.	.
The	the	The
duchess	duchess	duchess
condition	condit	condition
is	is	is
improving	improv	improving
but	but	but
she	she	she
is	is	is
still	still	still
suffering	suffer	suffering
from	from	from
hyperemesis	hyperemesi	hyperemesis
gravidarum	gravidarum	gravidarum
.	.	.
She	she	She
is	is	is
delighted	delight	delighted
to	to	to
be	be	be
able	abl	able
to	to	to
be	be	be
here	here	here
tonight	tonight	tonight
,	,	,
an	an	an
aide	aid	aide
said	said	said
.	.	.
Hyperemesis	hyperemesi	Hyperemesis
gravidarum	gravidarum	gravidarum
can	can	can
cause	caus	cause
severe	sever	severe
nausea	nausea	nausea
and	and	and
vomiting	vomit	vomiting
and	and	and
requires	requir	requires
supplementary	supplementari	supplementary
hydration	hydrat	hydration
and	and	and
nutrients	nutrient	nutrient
.	.	.
The	the	The
condition	condit	condition
forced	forc	forced
Kate	kate	Kate
to	to	to
be	be	be
admitted	admit	admitted
to	to	to
hospital	hospit	hospital
in	in	in
the	the	the
early	earli	early
months	month	month
of	of	of
her	her	her
pregnancy	pregnanc	pregnancy
with	with	with
George	georg	George
.	.	.
The	the	The
couple	coupl	couple
s	s	s
third	third	third
baby	babi	baby
will	will	will
be	be	be
fifth	fifth	fifth
in	in	in
line	line	line
to	to	to
the	the	the
British	british	British
throne	throne	throne
,	,	,
after	after	after
grandfather	grandfath	grandfather
Prince	princ	Prince
Charles	charl	Charles
,	,	,
father	father	father
William	william	William
and	and	and
elder	elder	elder
siblings	sibl	sibling
George	georg	George
,	,	,
four	four	four
,	,	,
and	and	and
Charlotte	charlott	Charlotte
,	,	,
two	two	two
.	.	.
William	william	William
,	,	,
Kate	kate	Kate
and	and	and
Harry	harri	Harry
have	have	have
made	made	made
campaigning	campaign	campaigning
about	about	about
mental	mental	mental
health	health	health
one	one	one
of	of	of
their	their	their
priorities	prioriti	priority
,	,	,
with	with	with
both	both	both
royal	royal	royal
brothers	brother	brother
saying	say	saying
in	in	in
recent	recent	recent
months	month	month
how	how	how
their	their	their
mother	mother	mother
s	s	s
death	death	death
in	in	in
a	a	a
car	car	car
crash	crash	crash
when	when	when
they	they	they
were	were	were
children	children	child
had	had	had
left	left	left
deep	deep	deep
emotional	emot	emotional
scars	scar	scar
.	.	.
All	all	All
three	three	three
of	of	of
us	us	u
have	have	have
seen	seen	seen
that	that	that
mental	mental	mental
health	health	health
is	is	is
at	at	at
the	the	the
heart	heart	heart
of	of	of
so	so	so
many	mani	many
of	of	of
the	the	the
issues	issu	issue
we	we	we
are	are	are
passionate	passion	passionate
about	about	about
,	,	,
William	william	William
said	said	said
in	in	in
a	a	a
speech	speech	speech
to	to	to
the	the	the
reception	recept	reception
.	.	.
