WASHINGTON	washington	WASHINGTON
NEW	new	NEW
YORK	york	YORK
Reuters	reuter	Reuters
-	-	-
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
s	s	s
son	son	son
,	,	,
Donald	donald	Donald
Trump	trump	Trump
Jr	jr	Jr
.	.	.
,	,	,
will	will	will
meet	meet	meet
with	with	with
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
House	hous	House
of	of	of
Representatives	repres	Representatives
Intelligence	intellig	Intelligence
Committee	committe	Committee
next	next	next
week	week	week
,	,	,
CNN	cnn	CNN
reported	report	reported
on	on	on
Wednesday	wednesday	Wednesday
,	,	,
citing	cite	citing
multiple	multipl	multiple
sources	sourc	source
with	with	with
knowledge	knowledg	knowledge
of	of	of
the	the	the
agreement	agreement	agreement
.	.	.
Representatives	repres	Representatives
for	for	for
Representative	repres	Representative
Mike	mike	Mike
Conaway	conaway	Conaway
,	,	,
the	the	the
Republican	republican	Republican
leading	lead	leading
the	the	the
panel	panel	panel
s	s	s
investigation	investig	investigation
of	of	of
alleged	alleg	alleged
Russian	russian	Russian
interference	interfer	interference
in	in	in
the	the	the
2016	2016	2016
election	elect	election
and	and	and
possible	possibl	possible
collusion	collus	collusion
by	by	by
Trump	trump	Trump
s	s	s
campaign	campaign	campaign
,	,	,
and	and	and
Representative	repres	Representative
Adam	adam	Adam
Schiff	schiff	Schiff
,	,	,
the	the	the
panel	panel	panel
s	s	s
top	top	top
Democrat	democrat	Democrat
,	,	,
said	said	said
they	they	they
could	could	could
not	not	not
comment	comment	comment
on	on	on
whether	whether	whether
Trump	trump	Trump
s	s	s
eldest	eldest	eldest
son	son	son
was	was	wa
going	go	going
to	to	to
appear	appear	appear
before	befor	before
the	the	the
committee	committe	committee
.	.	.
Schiff	schiff	Schiff
told	told	told
reporters	report	reporter
that	that	that
he	he	he
could	could	could
not	not	not
comment	comment	comment
on	on	on
when	when	when
or	or	or
if	if	if
Donald	donald	Donald
Trump	trump	Trump
Jr	jr	Jr
.	.	.
might	might	might
appear	appear	appear
,	,	,
but	but	but
described	describ	described
him	him	him
as	as	a
a	a	a
key	key	key
witness	wit	witness
.	.	.
The	the	The
younger	younger	younger
Trump	trump	Trump
played	play	played
a	a	a
central	central	central
role	role	role
in	in	in
his	his	his
father	father	father
s	s	s
campaign	campaign	campaign
.	.	.
Obviously	obvious	Obviously
,	,	,
when	when	when
Donald	donald	Donald
Trump	trump	Trump
Jr	jr	Jr
.	.	.
comes	come	come
before	befor	before
the	the	the
committee	committe	committee
there	there	there
are	are	are
innumerable	innumer	innumerable
areas	area	area
that	that	that
we	we	we
re	re	re
going	go	going
to	to	to
be	be	be
interested	interest	interested
in	in	in
.	.	.
It	it	It
s	s	s
hard	hard	hard
to	to	to
find	find	find
a	a	a
more	more	more
central	central	central
figure	figur	figure
in	in	in
this	this	this
,	,	,
Schiff	schiff	Schiff
told	told	told
reporters	report	reporter
at	at	at
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Capitol	capitol	Capitol
.	.	.
Schiff	schiff	Schiff
also	also	also
said	said	said
he	he	he
thought	thought	thought
it	it	it
would	would	would
very	veri	very
likely	like	likely
be	be	be
necessary	necessari	necessary
to	to	to
bring	bring	bring
the	the	the
president	presid	president
s	s	s
son	son	son
-in-law	-in-law	-in-law
and	and	and
close	close	close
adviser	advis	adviser
,	,	,
Jared	jare	Jared
Kushner	kushner	Kushner
,	,	,
to	to	to
testify	testifi	testify
again	again	again
before	befor	before
the	the	the
intelligence	intellig	intelligence
panel	panel	panel
.	.	.
The	the	The
panel	panel	panel
questioned	question	questioned
Kushner	kushner	Kushner
behind	behind	behind
closed	close	closed
doors	door	door
in	in	in
July	juli	July
.	.	.
A	a	A
lawyer	lawyer	lawyer
for	for	for
Donald	donald	Donald
Trump	trump	Trump
Jr	jr	Jr
.	.	.
,	,	,
Alan	alan	Alan
Futerfas	futerfa	Futerfas
,	,	,
did	did	did
not	not	not
respond	respond	respond
to	to	to
a	a	a
request	request	request
for	for	for
comment	comment	comment
.	.	.
CNN	cnn	CNN
said	said	said
the	the	the
meeting	meet	meeting
with	with	with
lawmakers	lawmak	lawmaker
would	would	would
be	be	be
held	held	held
next	next	next
Wednesday	wednesday	Wednesday
.	.	.
The	the	The
House	hous	House
intelligence	intellig	intelligence
panel	panel	panel
is	is	is
one	one	one
of	of	of
the	the	the
three	three	three
main	main	main
congressional	congression	congressional
committees	committe	committee
,	,	,
as	as	a
well	well	well
as	as	a
Justice	justic	Justice
Department	depart	Department
Special	special	Special
Counsel	counsel	Counsel
Robert	robert	Robert
Mueller	mueller	Mueller
,	,	,
investigating	investig	investigating
the	the	the
issue	issu	issue
.	.	.
In	in	In
September	septemb	September
,	,	,
the	the	the
younger	younger	younger
Trump	trump	Trump
spoke	spoke	spoke
privately	privat	privately
with	with	with
Senate	senat	Senate
Judiciary	judiciari	Judiciary
Committee	committe	Committee
staff	staff	staff
.	.	.
The	the	The
chairman	chairman	chairman
of	of	of
the	the	the
Senate	senat	Senate
Intelligence	intellig	Intelligence
Committee	committe	Committee
,	,	,
Republican	republican	Republican
Senator	senat	Senator
Richard	richard	Richard
Burr	burr	Burr
,	,	,
has	has	ha
said	said	said
his	his	his
panel	panel	panel
planned	plan	planned
to	to	to
interview	interview	interview
Donald	donald	Donald
Trump	trump	Trump
Jr	jr	Jr
.	.	.
in	in	in
December	decemb	December
.	.	.
Trump	trump	Trump
s	s	s
son	son	son
,	,	,
who	who	who
has	has	ha
denied	deni	denied
any	ani	any
wrongdoing	wrongdo	wrongdoing
,	,	,
met	met	met
with	with	with
a	a	a
Russian	russian	Russian
lawyer	lawyer	lawyer
at	at	at
Trump	trump	Trump
Tower	tower	Tower
in	in	in
New	new	New
York	york	York
in	in	in
June	june	June
2016	2016	2016
.	.	.
Earlier	earlier	Earlier
this	this	this
month	month	month
,	,	,
he	he	he
released	releas	released
exchanges	exchang	exchange
he	he	he
had	had	had
with	with	with
the	the	the
Twitter	twitter	Twitter
account	account	account
of	of	of
WikiLeaks	wikileak	WikiLeaks
,	,	,
which	which	which
released	releas	released
emails	email	email
stolen	stolen	stolen
from	from	from
Democrats	democrat	Democrats
,	,	,
during	dure	during
the	the	the
campaign	campaign	campaign
.	.	.
The	the	The
House	hous	House
Intelligence	intellig	Intelligence
Committee	committe	Committee
will	will	will
hear	hear	hear
on	on	on
Thursday	thursday	Thursday
from	from	from
Attorney	attorney	Attorney
General	general	General
Jeff	jeff	Jeff
Sessions	session	Sessions
,	,	,
whose	whose	whose
contacts	contact	contact
with	with	with
Russians	russian	Russians
during	dure	during
the	the	the
campaign	campaign	campaign
have	have	have
also	also	also
come	come	come
under	under	under
scrutiny	scrutini	scrutiny
,	,	,
as	as	a
well	well	well
as	as	a
from	from	from
Erik	erik	Erik
Prince	princ	Prince
,	,	,
who	who	who
founded	found	founded
the	the	the
private	privat	private
military	militari	military
contractor	contractor	contractor
Blackwater	blackwat	Blackwater
and	and	and
was	was	wa
a	a	a
supporter	support	supporter
of	of	of
Trump	trump	Trump
s	s	s
presidential	presidenti	presidential
campaign	campaign	campaign
.	.	.
