Token	Stem	Lemma
BALTIMORE	baltimor	BALTIMORE
Reuters	reuter	Reuters
A	a	A
Maryland	maryland	Maryland
state	state	state
senator	senat	senator
backing	back	backing
law	law	law
enforcement	enforc	enforcement
reform	reform	reform
won	won	won
a	a	a
narrow	narrow	narrow
victory	victori	victory
on	on	on
Tuesday	tuesday	Tuesday
in	in	in
the	the	the
Democratic	democrat	Democratic
nominating	nomin	nominating
contest	contest	contest
for	for	for
the	the	the
mayor	mayor	mayor
of	of	of
Baltimore	baltimor	Baltimore
as	as	a
the	the	the
city	citi	city
recovers	recov	recovers
a	a	a
year	year	year
after	after	after
rioting	riot	rioting
sparked	spark	sparked
by	by	by
a	a	a
black	black	black
man	man	man
s	s	s
death	death	death
in	in	in
police	polic	police
custody	custodi	custody
The	the	The
primary	primari	primary
election	elect	election
in	in	in
the	the	the
mostly	most	mostly
African	african	African
-American	-american	-American
city	citi	city
of	of	of
620	620	620
000	000	000
people	peopl	people
comes	come	come
as	as	a
Baltimore	baltimor	Baltimore
residents	resid	resident
confront	confront	confront
rising	rise	rising
violent	violent	violent
crime	crime	crime
and	and	and
unrest	unrest	unrest
sparked	spark	sparked
by	by	by
the	the	the
death	death	death
of	of	of
Freddie	freddi	Freddie
Gray	gray	Gray
in	in	in
April	april	April
2015	2015	2015
The	the	The
incident	incid	incident
stoked	stoke	stoked
a	a	a
simmering	simmer	simmering
U	u	U
S	s	S
debate	debat	debate
on	on	on
treatment	treatment	treatment
of	of	of
minorities	minor	minority
by	by	by
law	law	law
enforcement	enforc	enforcement
officers	offic	officer
and	and	and
prompted	prompt	prompted
the	the	the
current	current	current
mayor	mayor	mayor
to	to	to
decline	declin	decline
to	to	to
seek	seek	seek
re	re	re
-election	-elect	-election
While	while	While
the	the	the
Republican	republican	Republican
Party	parti	Party
and	and	and
other	other	other
parties	parti	party
also	also	also
held	held	held
primaries	primari	primary
the	the	the
Democratic	democrat	Democratic
race	race	race
s	s	s
winner	winner	winner
almost	almost	almost
certainly	certain	certainly
will	will	will
win	win	win
November	novemb	November
s	s	s
general	general	general
election	elect	election
because	becaus	because
Democrats	democrat	Democrats
outnumber	outnumb	outnumber
Republicans	republican	Republicans
10	10	10
to	to	to
one	one	one
in	in	in
Baltimore	baltimor	Baltimore
about	about	about
40	40	40
miles	mile	mile
60	60	60
km	km	km
northeast	northeast	northeast
of	of	of
Washington	washington	Washington
In	in	In
the	the	the
Democratic	democrat	Democratic
contest	contest	contest
state	state	state
Senator	senat	Senator
Catherine	catherin	Catherine
Pugh	pugh	Pugh
the	the	the
chamber	chamber	chamber
s	s	s
majority	major	majority
leader	leader	leader
edged	edg	edged
out	out	out
former	former	former
Mayor	mayor	Mayor
Sheila	sheila	Sheila
Dixon	dixon	Dixon
37	37	37
percent	percent	percent
to	to	to
34	34	34
percent	percent	percent
Dixon	dixon	Dixon
was	was	wa
forced	forc	forced
from	from	from
office	offic	office
in	in	in
2010	2010	2010
for	for	for
allegedly	alleg	allegedly
misappropriating	misappropri	misappropriating
gift	gift	gift
cards	card	card
for	for	for
low	low	low
-income	-incom	-income
families	famili	family
Pugh	pugh	Pugh
defeated	defeat	defeated
a	a	a
field	field	field
of	of	of
13	13	13
Democrats	democrat	Democrats
vying	vy	vying
for	for	for
the	the	the
nomination	nomin	nomination
including	includ	including
DeRay	deray	DeRay
Mckesson	mckesson	Mckesson
a	a	a
nationally	nation	nationally
known	known	known
activist	activist	activist
with	with	with
the	the	the
Black	black	Black
Lives	live	Lives
Matter	matter	Matter
movement	movement	movement
that	that	that
sprang	sprang	sprang
up	up	up
after	after	after
police	polic	police
killings	kill	killing
of	of	of
minorities	minor	minority
in	in	in
U	u	U
S	s	S
cities	citi	city
Mckesson	mckesson	Mckesson
logged	log	logged
12	12	12
percent	percent	percent
of	of	of
the	the	the
vote	vote	vote
Pugh	pugh	Pugh
Dixon	dixon	Dixon
Mckesson	mckesson	Mckesson
and	and	and
Mayor	mayor	Mayor
Stephanie	stephani	Stephanie
Rawlings	rawl	Rawlings
-Blake	-blake	-Blake
are	are	are
African	african	African
-Americans	-american	-Americans
Pugh	pugh	Pugh
who	who	who
co	co	co
-chaired	-chair	-chaired
a	a	a
legislative	legisl	legislative
working	work	working
group	group	group
on	on	on
law	law	law
enforcement	enforc	enforcement
reform	reform	reform
has	has	ha
called	call	called
for	for	for
greater	greater	greater
accountability	account	accountability
for	for	for
Baltimore	baltimor	Baltimore
police	polic	police
and	and	and
the	the	the
use	use	use
of	of	of
mobile	mobil	mobile
units	unit	unit
to	to	to
help	help	help
residents	resid	resident
find	find	find
jobs	job	job
Voters	voter	Voters
said	said	said
they	they	they
hoped	hope	hoped
the	the	the
election	elect	election
would	would	would
bring	bring	bring
positive	posit	positive
change	chang	change
to	to	to
the	the	the
port	port	port
city	citi	city
At	at	At
7	7	7
1	1	1
percent	percent	percent
Baltimore	baltimor	Baltimore
s	s	s
jobless	jobless	jobless
rate	rate	rate
is	is	is
above	abov	above
the	the	the
national	nation	national
average	averag	average
and	and	and
the	the	the
city	citi	city
has	has	ha
been	been	been
hit	hit	hit
by	by	by
a	a	a
surge	surg	surge
in	in	in
murders	murder	murder
I	i	I
think	think	think
it	it	it
s	s	s
a	a	a
very	veri	very
important	import	important
election	elect	election
It	it	It
s	s	s
time	time	time
for	for	for
change	chang	change
retiree	retire	retiree
Diane	dian	Diane
McCants	mccant	McCants
67	67	67
said	said	said
at	at	at
a	a	a
polling	poll	polling
place	place	place
in	in	in
West	west	West
Baltimore	baltimor	Baltimore
Tyrone	tyron	Tyrone
Forney	forney	Forney
a	a	a
52	52	52
-year	-year	-year
-old	-old	-old
voter	voter	voter
in	in	in
northeast	northeast	northeast
Baltimore	baltimor	Baltimore
said	said	said
the	the	the
mayor	mayor	mayor
s	s	s
race	race	race
was	was	wa
critical	critic	critical
We	we	We
need	need	need
new	new	new
faces	face	face
new	new	new
ideas	idea	idea
he	he	he
said	said	said
The	the	The
onetime	onetim	onetime
steelmaking	steelmak	steelmaking
city	citi	city
exploded	explod	exploded
into	into	into
world	world	world
headlines	headlin	headline
a	a	a
year	year	year
ago	ago	ago
after	after	after
Gray	gray	Gray
25	25	25
died	die	died
from	from	from
a	a	a
broken	broken	broken
neck	neck	neck
suffered	suffer	suffered
in	in	in
police	polic	police
custody	custodi	custody
His	his	His
death	death	death
sparked	spark	sparked
protests	protest	protest
and	and	and
a	a	a
day	day	day
of	of	of
rioting	riot	rioting
Six	six	Six
police	polic	police
officers	offic	officer
three	three	three
black	black	black
and	and	and
three	three	three
white	white	white
have	have	have
been	been	been
charged	charg	charged
in	in	in
Gray	gray	Gray
s	s	s
death	death	death
Rawlings	rawl	Rawlings
-Blake	-blake	-Blake
the	the	the
mayor	mayor	mayor
since	sinc	since
2010	2010	2010
came	came	came
under	under	under
fire	fire	fire
for	for	for
her	her	her
handling	handl	handling
of	of	of
the	the	the
crisis	crisi	crisis
She	she	She
said	said	said
in	in	in
September	septemb	September
that	that	that
she	she	she
would	would	would
not	not	not
seek	seek	seek
re	re	re
-election	-elect	-election
