JOHANNESBURG	johannesburg	JOHANNESBURG
Reuters	reuter	Reuters
-	-	-
South	south	South
Africa	africa	Africa
s	s	s
National	nation	National
Prosecuting	prosecut	Prosecuting
Authority	author	Authority
NPA	npa	NPA
has	has	ha
given	given	given
President	presid	President
Jacob	jacob	Jacob
Zuma	zuma	Zuma
until	until	until
Nov	nov	Nov
.	.	.

30	30	30
to	to	to
make	make	make
submissions	submiss	submission
before	befor	before
it	it	it
decides	decid	decides
whether	whether	whether
to	to	to
reinstate	reinstat	reinstate
783	783	783
corruption	corrupt	corruption
charges	charg	charge
filed	file	filed
against	against	against
him	him	him
before	befor	before
he	he	he
became	becam	became
president	presid	president
,	,	,
it	it	it
said	said	said
on	on	on
Friday	friday	Friday
.	.	.

The	the	The
Supreme	suprem	Supreme
Court	court	Court
of	of	of
Appeal	appeal	Appeal
last	last	last
Friday	friday	Friday
upheld	upheld	upheld
a	a	a
High	high	High
Court	court	Court
ruling	rule	ruling
to	to	to
reinstate	reinstat	reinstate
the	the	the
charges	charg	charge
against	against	against
Zuma	zuma	Zuma
.	.	.

They	they	They
were	were	were
set	set	set
aside	asid	aside
in	in	in
April	april	April
2009	2009	2009
by	by	by
the	the	the
then	then	then
-head	-head	-head
of	of	of
the	the	the
NPA	npa	NPA
,	,	,
paving	pave	paving
the	the	the
way	way	way
for	for	for
Zuma	zuma	Zuma
to	to	to
run	run	run
for	for	for
president	presid	president
later	later	later
that	that	that
year	year	year
.	.	.

The	the	The
ruling	rule	ruling
by	by	by
the	the	the
appeals	appeal	appeal
court	court	court
amplified	amplifi	amplified
calls	call	call
for	for	for
Zuma	zuma	Zuma
,	,	,
75	75	75
,	,	,
to	to	to
step	step	step
down	down	down
before	befor	before
his	his	his
term	term	term
as	as	a
president	presid	president
ends	end	end
in	in	in
2019	2019	2019
.	.	.

A	a	A
spokesman	spokesman	spokesman
for	for	for
Zuma	zuma	Zuma
was	was	wa
not	not	not
immediately	immedi	immediately
available	avail	available
.	.	.

Zuma	zuma	Zuma
has	has	ha
faced	face	faced
a	a	a
series	seri	series
of	of	of
corruption	corrupt	corruption
allegations	alleg	allegation
,	,	,
most	most	most
recently	recent	recently
over	over	over
leaked	leak	leaked
emails	email	email
that	that	that
suggest	suggest	suggest
his	his	his
friends	friend	friend
the	the	the
influential	influenti	influential
Gupta	gupta	Gupta
family	famili	family
may	may	may
have	have	have
used	use	used
their	their	their
influence	influenc	influence
to	to	to
secure	secur	secure
state	state	state
contracts	contract	contract
for	for	for
their	their	their
companies	compani	company
.	.	.

Zuma	zuma	Zuma
and	and	and
the	the	the
Guptas	gupta	Guptas
deny	deni	deny
wrongdoing	wrongdo	wrongdoing
.	.	.

Following	follow	Following
last	last	last
Friday	friday	Friday
s	s	s
ruling	rule	ruling
,	,	,
the	the	the
NPA	npa	NPA
was	was	wa
required	requir	required
to	to	to
make	make	make
a	a	a
decision	decis	decision
on	on	on
the	the	the
charges	charg	charge
,	,	,
which	which	which
relate	relat	relate
to	to	to
a	a	a
30	30	30
billion	billion	billion
rand	rand	rand
2	2	2
billion	billion	billion
government	govern	government
arms	arm	arm
deal	deal	deal
arranged	arrang	arranged
in	in	in
the	the	the
1990s	1990s	1990s
.	.	.

Zuma	zuma	Zuma
requested	request	requested
the	the	the
NPA	npa	NPA
to	to	to
give	give	give
him	him	him
a	a	a
chance	chanc	chance
to	to	to
make	make	make
representations	represent	representation
before	befor	before
deciding	decid	deciding
whether	whether	whether
to	to	to
proceed	proceed	proceed
against	against	against
him	him	him
.	.	.

On	on	On
Friday	friday	Friday
,	,	,
the	the	the
NPA	npa	NPA
accepted	accept	accepted
that	that	that
request	request	request
but	but	but
said	said	said
any	ani	any
further	further	further
submissions	submiss	submission
by	by	by
Zuma	zuma	Zuma
should	should	should
be	be	be
on	on	on
issues	issu	issue
not	not	not
previously	previous	previously
considered	consid	considered
by	by	by
authorities	author	authority
.	.	.

The	the	The
NPA	npa	NPA
also	also	also
asked	ask	asked
anti	anti	anti
-corruption	-corrupt	-corruption
officials	offici	official
to	to	to
report	report	report
on	on	on
the	the	the
availability	avail	availability
of	of	of
the	the	the
witnesses	wit	witness
in	in	in
the	the	the
case	case	case
by	by	by
Nov	nov	Nov
.	.	.

30	30	30
.	.	.

Mmusi	mmusi	Mmusi
Maimane	maiman	Maimane
,	,	,
leader	leader	leader
of	of	of
the	the	the
main	main	main
opposition	opposit	opposition
party	parti	party
,	,	,
the	the	the
Democratic	democrat	Democratic
Alliance	allianc	Alliance
,	,	,
welcomed	welcom	welcomed
the	the	the
NPA	npa	NPA
s	s	s
action	action	action
but	but	but
said	said	said
in	in	in
a	a	a
statement	statement	statement
We	we	We
are	are	are
of	of	of
the	the	the
belief	belief	belief
that	that	that
Jacob	jacob	Jacob
Zuma	zuma	Zuma
is	is	is
being	be	being
afforded	afford	afforded
special	special	special
treatment	treatment	treatment
.	.	.
.	.	.
.	.	.
.	.	.

Any	ani	Any
other	other	other
person	person	person
would	would	would
be	be	be
hauled	haul	hauled
before	befor	before
a	a	a
court	court	court
and	and	and
charged	charg	charged
.	.	.

It	it	It
was	was	wa
unclear	unclear	unclear
how	how	how
long	long	long
the	the	the
NPA	npa	NPA
would	would	would
take	take	take
to	to	to
decide	decid	decide
on	on	on
whether	whether	whether
to	to	to
charge	charg	charge
Zuma	zuma	Zuma
after	after	after
receiving	receiv	receiving
his	his	his
submissions	submiss	submission
.	.	.

It	it	It
was	was	wa
also	also	also
unclear	unclear	unclear
what	what	what
would	would	would
happen	happen	happen
to	to	to
the	the	the
charges	charg	charge
if	if	if
the	the	the
NPA	npa	NPA
decides	decid	decides
not	not	not
to	to	to
proceed	proceed	proceed
.	.	.

