JAKARTA	jakarta	JAKARTA
TIMIKA	timika	TIMIKA
,	,	,
Indonesia	indonesia	Indonesia
Reuters	reuter	Reuters
-	-	-
An	an	An
Indonesian	indonesian	Indonesian
police	polic	police
officer	offic	officer
was	was	wa
killed	kill	killed
and	and	and
a	a	a
second	second	second
wounded	wound	wounded
on	on	on
Wednesday	wednesday	Wednesday
,	,	,
after	after	after
both	both	both
were	were	were
shot	shot	shot
in	in	in
the	the	the
back	back	back
in	in	in
an	an	an
area	area	area
near	near	near
Freeport	freeport	Freeport
-McMoRan	-mcmoran	-McMoRan
Inc	inc	Inc
s	s	s
giant	giant	giant
Grasberg	grasberg	Grasberg
copper	copper	copper
mine	mine	mine
in	in	in
the	the	the
eastern	eastern	eastern
province	provinc	province
of	of	of
Papua	papua	Papua
,	,	,
police	polic	police
said	said	said
.	.	.

The	the	The
officers	offic	officer
were	were	were
patrolling	patrol	patrolling
an	an	an
area	area	area
close	close	close
to	to	to
where	where	where
a	a	a
Freeport	freeport	Freeport
vehicle	vehicl	vehicle
was	was	wa
targeted	target	targeted
in	in	in
a	a	a
shooting	shoot	shooting
on	on	on
Tuesday	tuesday	Tuesday
,	,	,
Papua	papua	Papua
police	polic	police
spokesman	spokesman	spokesman
Suryadi	suryadi	Suryadi
Diaz	diaz	Diaz
said	said	said
in	in	in
a	a	a
statement	statement	statement
.	.	.

A	a	A
helicopter	helicopt	helicopter
flew	flew	flew
the	the	the
men	men	men
to	to	to
a	a	a
hospital	hospit	hospital
in	in	in
the	the	the
nearby	nearbi	nearby
lowland	lowland	lowland
city	citi	city
of	of	of
Timika	timika	Timika
.	.	.

The	the	The
main	main	main
access	access	access
road	road	road
to	to	to
Grasberg	grasberg	Grasberg
remained	remain	remained
closed	close	closed
,	,	,
Freeport	freeport	Freeport
Indonesia	indonesia	Indonesia
spokesman	spokesman	spokesman
Riza	riza	Riza
Pratama	pratama	Pratama
said	said	said
,	,	,
referring	refer	referring
to	to	to
a	a	a
79	79	79
-mile	-mile	-mile
127	127	127
-km	-km	-km
stretch	stretch	stretch
from	from	from
Timika	timika	Timika
to	to	to
the	the	the
mining	mine	mining
town	town	town
of	of	of
Tembagapura	tembagapura	Tembagapura
that	that	that
runs	run	run
near	near	near
a	a	a
river	river	river
rich	rich	rich
with	with	with
gold	gold	gold
tailings	tail	tailing
from	from	from
the	the	the
mine	mine	mine
upstream	upstream	upstream
.	.	.

A	a	A
string	string	string
of	of	of
at	at	at
least	least	least
15	15	15
separate	separ	separate
shooting	shoot	shooting
incidents	incid	incident
in	in	in
the	the	the
area	area	area
since	sinc	since
mid	mid	mid
-August	-august	-August
that	that	that
wounded	wound	wounded
at	at	at
least	least	least
12	12	12
people	peopl	people
and	and	and
killed	kill	killed
two	two	two
police	polic	police
officers	offic	officer
has	has	ha
been	been	been
blamed	blame	blamed
by	by	by
police	polic	police
on	on	on
an	an	an
armed	arm	armed
criminal	crimin	criminal
group	group	group
,	,	,
but	but	but
linked	link	linked
to	to	to
separatist	separatist	separatist
rebels	rebel	rebel
by	by	by
others	other	others
.	.	.

In	in	In
a	a	a
statement	statement	statement
,	,	,
the	the	the
separatist	separatist	separatist
West	west	West
Papua	papua	Papua
National	nation	National
Liberation	liber	Liberation
Army	armi	Army
TPN	tpn	TPN
-OPM	-opm	-OPM
,	,	,
a	a	a
group	group	group
linked	link	linked
to	to	to
the	the	the
Free	free	Free
Papua	papua	Papua
Movement	movement	Movement
,	,	,
claimed	claim	claimed
responsibility	respons	responsibility
for	for	for
Wednesday	wednesday	Wednesday
s	s	s
incident	incid	incident
.	.	.

The	the	The
group	group	group
has	has	ha
said	said	said
it	it	it
is	is	is
at	at	at
war	war	war
with	with	with
police	polic	police
,	,	,
military	militari	military
and	and	and
Freeport	freeport	Freeport
.	.	.

For	for	For
decades	decad	decade
,	,	,
there	there	there
have	have	have
been	been	been
sporadic	sporad	sporadic
attacks	attack	attack
along	along	along
the	the	the
road	road	road
where	where	where
the	the	the
shootings	shoot	shooting
took	took	took
place	place	place
,	,	,
but	but	but
authorities	author	authority
efforts	effort	effort
to	to	to
catch	catch	catch
the	the	the
perpetrators	perpetr	perpetrator
have	have	have
been	been	been
hampered	hamper	hampered
by	by	by
thick	thick	thick
surrounding	surround	surrounding
jungle	jungl	jungle
.	.	.

The	the	The
Indonesian	indonesian	Indonesian
Military	militari	Military
TNI	tni	TNI
and	and	and
police	polic	police
have	have	have
urged	urg	urged
the	the	the
Armed	arm	Armed
Separatist	separatist	Separatist
Movement	movement	Movement
in	in	in
Papua	papua	Papua
to	to	to
surrender	surrend	surrender
,	,	,
but	but	but
until	until	until
now	now	now
no	no	no
one	one	one
has	has	ha
turned	turn	turned
themselves	themselv	themselves
in	in	in
,	,	,
Indonesian	indonesian	Indonesian
military	militari	military
chief	chief	chief
Gatot	gatot	Gatot
Nurmantyo	nurmantyo	Nurmantyo
said	said	said
in	in	in
a	a	a
statement	statement	statement
.	.	.

Armed	arm	Armed
separatists	separatist	separatist
cannot	cannot	cannot
be	be	be
left	left	left
alone	alon	alone
,	,	,
he	he	he
said	said	said
,	,	,
adding	ad	adding
that	that	that
reining	rein	reining
in	in	in
such	such	such
activities	activ	activity
was	was	wa
the	the	the
domain	domain	domain
of	of	of
the	the	the
military	militari	military
,	,	,
which	which	which
was	was	wa
preparing	prepar	preparing
emergency	emerg	emergency
measures	measur	measure
in	in	in
case	case	case
persuasive	persuas	persuasive
approaches	approach	approach
by	by	by
the	the	the
police	polic	police
and	and	and
military	militari	military
failed	fail	failed
.	.	.

Papua	papua	Papua
has	has	ha
had	had	had
a	a	a
long	long	long
-running	-run	-running
,	,	,
and	and	and
sometimes	sometim	sometimes
violent	violent	violent
,	,	,
separatist	separatist	separatist
movement	movement	movement
since	sinc	since
the	the	the
province	provinc	province
was	was	wa
incorporated	incorpor	incorporated
into	into	into
Indonesia	indonesia	Indonesia
after	after	after
a	a	a
widely	wide	widely
criticised	criticis	criticised
1969	1969	1969
U	u	U
.	.	.
N	n	N
.	.	.
-backed	-back	-backed
referendum	referendum	referendum
.	.	.

Foreign	foreign	Foreign
journalists	journalist	journalist
have	have	have
in	in	in
the	the	the
past	past	past
required	requir	required
special	special	special
permission	permiss	permission
to	to	to
report	report	report
in	in	in
Papua	papua	Papua
,	,	,
and	and	and
once	onc	once
there	there	there
,	,	,
have	have	have
had	had	had
security	secur	security
forces	forc	force
restrict	restrict	restrict
their	their	their
movement	movement	movement
and	and	and
work	work	work
.	.	.

President	presid	President
Joko	joko	Joko
Widodo	widodo	Widodo
has	has	ha
pledged	pledg	pledged
to	to	to
make	make	make
the	the	the
region	region	region
more	more	more
accessible	access	accessible
to	to	to
foreign	foreign	foreign
media	media	medium
by	by	by
inviting	invit	inviting
reporters	report	reporter
on	on	on
government	govern	government
-sponsored	-sponsor	-sponsored
trips	trip	trip
,	,	,
although	although	although
coverage	coverag	coverage
remains	remain	remains
difficult	difficult	difficult
.	.	.

