Reuters	reuter	Reuters
-	-	-
U	u	U
.	.	.
S	s	S
.	.	.
President	presid	President
-elect	-elect	-elect
Donald	donald	Donald
Trump	trump	Trump
said	said	said
in	in	in
an	an	an
interview	interview	interview
with	with	with
the	the	the
Wall	wall	Wall
Street	street	Street
Journal	journal	Journal
that	that	that
he	he	he
would	would	would
keep	keep	keep
intact	intact	intact
sanctions	sanction	sanction
against	against	against
Russia	russia	Russia
at	at	at
least	least	least
for	for	for
a	a	a
period	period	period
of	of	of
time	time	time
,	,	,
and	and	and
that	that	that
he	he	he
wouldn	wouldn	wouldn
t	t	t
commit	commit	commit
to	to	to
the	the	the
one	one	one
China	china	China
policy	polici	policy
until	until	until
he	he	he
sees	see	see
progress	progress	progress
from	from	from
Beijing	beij	Beijing
in	in	in
its	it	it
currency	currenc	currency
and	and	and
trade	trade	trade
practices	practic	practice
.	.	.

In	in	In
excerpts	excerpt	excerpt
from	from	from
an	an	an
hourlong	hourlong	hourlong
interview	interview	interview
published	publish	published
by	by	by
the	the	the
Journal	journal	Journal
on	on	on
Friday	friday	Friday
,	,	,
Trump	trump	Trump
said	said	said
If	if	If
you	you	you
get	get	get
along	along	along
and	and	and
if	if	if
Russia	russia	Russia
is	is	is
really	realli	really
helping	help	helping
us	us	u
,	,	,
why	whi	why
would	would	would
anybody	anybodi	anybody
have	have	have
sanctions	sanction	sanction
if	if	if
somebody	somebodi	somebody
s	s	s
doing	do	doing
some	some	some
really	realli	really
great	great	great
things	thing	thing
?	?	?
Trump	trump	Trump
suggested	suggest	suggested
he	he	he
might	might	might
do	do	do
away	away	away
with	with	with
the	the	the
sanctions	sanction	sanction
-	-	-
imposed	impos	imposed
by	by	by
the	the	the
Obama	obama	Obama
administration	administr	administration
in	in	in
late	late	late
December	decemb	December
in	in	in
response	respons	response
to	to	to
Moscow	moscow	Moscow
s	s	s
alleged	alleg	alleged
cyber	cyber	cyber
attacks	attack	attack
-	-	-
if	if	if
Moscow	moscow	Moscow
proves	prove	prof
helpful	help	helpful
in	in	in
battling	battl	battling
terrorists	terrorist	terrorist
and	and	and
reaching	reach	reaching
other	other	other
goals	goal	goal
important	import	important
to	to	to
Washington	washington	Washington
,	,	,
the	the	the
Journal	journal	Journal
reported	report	reported
.	.	.

Trump	trump	Trump
told	told	told
the	the	the
newspaper	newspap	newspaper
he	he	he
is	is	is
prepared	prepar	prepared
to	to	to
meet	meet	meet
with	with	with
Russian	russian	Russian
President	presid	President
Vladimir	vladimir	Vladimir
Putin	putin	Putin
some	some	some
time	time	time
after	after	after
he	he	he
is	is	is
sworn	sworn	sworn
in	in	in
on	on	on
Jan	jan	Jan
.	.	.

20	20	20
.	.	.

I	i	I
understand	understand	understand
that	that	that
they	they	they
would	would	would
like	like	like
to	to	to
meet	meet	meet
,	,	,
and	and	and
that	that	that
s	s	s
absolutely	absolut	absolutely
fine	fine	fine
with	with	with
me	me	me
,	,	,
he	he	he
said	said	said
.	.	.

Asked	ask	Asked
if	if	if
he	he	he
supported	support	supported
the	the	the
one	one	one
China	china	China
policy	polici	policy
on	on	on
Taiwan	taiwan	Taiwan
that	that	that
has	has	ha
underpinned	underpin	underpinned
U	u	U
.	.	.
S	s	S
.	.	.
relations	relat	relation
with	with	with
Beijing	beij	Beijing
for	for	for
decades	decad	decade
,	,	,
Trump	trump	Trump
told	told	told
the	the	the
Journal	journal	Journal
Everything	everyth	Everything
is	is	is
under	under	under
negotiation	negoti	negotiation
including	includ	including
One	one	One
China	china	China
.	.	.
Trump	trump	Trump
angered	anger	angered
the	the	the
Chinese	chines	Chinese
by	by	by
taking	take	taking
a	a	a
congratulatory	congratulatori	congratulatory
phone	phone	phone
call	call	call
after	after	after
his	his	his
election	elect	election
win	win	win
from	from	from
Taiwan	taiwan	Taiwan
s	s	s
leader	leader	leader
and	and	and
questioning	question	questioning
the	the	the
one	one	one
China	china	China
policy	polici	policy
.	.	.

The	the	The
United	unit	United
States	state	States
has	has	ha
acknowledged	acknowledg	acknowledged
the	the	the
Chinese	chines	Chinese
position	posit	position
that	that	that
there	there	there
is	is	is
only	onli	only
one	one	one
China	china	China
and	and	and
that	that	that
Taiwan	taiwan	Taiwan
is	is	is
part	part	part
of	of	of
China	china	China
.	.	.

Trump	trump	Trump
has	has	ha
said	said	said
in	in	in
the	the	the
past	past	past
he	he	he
would	would	would
label	label	label
China	china	China
a	a	a
currency	currenc	currency
manipulator	manipul	manipulator
after	after	after
he	he	he
takes	take	take
office	offic	office
.	.	.

In	in	In
the	the	the
interview	interview	interview
,	,	,
he	he	he
said	said	said
he	he	he
wouldn	wouldn	wouldn
t	t	t
take	take	take
that	that	that
step	step	step
on	on	on
his	his	his
first	first	first
day	day	day
in	in	in
the	the	the
White	white	White
House	hous	House
.	.	.

I	i	I
would	would	would
talk	talk	talk
to	to	to
them	them	them
first	first	first
,	,	,
he	he	he
said	said	said
.	.	.

Certainly	certain	Certainly
they	they	they
are	are	are
manipulators	manipul	manipulator
,	,	,
he	he	he
added	ad	added
.	.	.

But	but	But
I	i	I
m	m	m
not	not	not
looking	look	looking
to	to	to
do	do	do
that	that	that
.	.	.
But	but	But
he	he	he
made	made	made
plain	plain	plain
his	his	his
displeasure	displeasur	displeasure
with	with	with
China	china	China
s	s	s
currency	currenc	currency
practices	practic	practice
.	.	.

Instead	instead	Instead
of	of	of
saying	say	saying
,	,	,
We	we	We
re	re	re
devaluating	devalu	devaluating
our	our	our
currency	currenc	currency
,	,	,
they	they	they
say	say	say
,	,	,
Oh	oh	Oh
,	,	,
our	our	our
currency	currenc	currency
is	is	is
dropping	drop	dropping
.	.	.
It	it	It
s	s	s
not	not	not
dropping	drop	dropping
.	.	.

They	they	They
re	re	re
doing	do	doing
it	it	it
on	on	on
purpose	purpos	purpose
,	,	,
he	he	he
said	said	said
,	,	,
according	accord	according
to	to	to
the	the	the
Journal	journal	Journal
.	.	.

Our	our	Our
companies	compani	company
can	can	can
t	t	t
compete	compet	compete
with	with	with
them	them	them
now	now	now
because	becaus	because
our	our	our
currency	currenc	currency
is	is	is
strong	strong	strong
and	and	and
it	it	it
s	s	s
killing	kill	killing
us	us	u
,	,	,
the	the	the
Journal	journal	Journal
quoted	quot	quoted
Trump	trump	Trump
as	as	a
saying	say	saying
.	.	.

China	china	China
s	s	s
Foreign	foreign	Foreign
Ministry	ministri	Ministry
responded	respond	responded
on	on	on
Saturday	saturday	Saturday
by	by	by
saying	say	saying
the	the	the
One	one	One
China	china	China
principle	principl	principle
was	was	wa
non	non	non
-negotiable	-negoti	-negotiable
and	and	and
was	was	wa
the	the	the
political	polit	political
basis	basi	basis
for	for	for
China	china	China
-U	-u	-U
.	.	.
S	s	S
.	.	.
relations	relat	relation
.	.	.

We	we	We
urge	urg	urge
the	the	the
relevant	relev	relevant
parties	parti	party
in	in	in
the	the	the
United	unit	United
States	state	States
to	to	to
recognize	recogn	recognize
the	the	the
high	high	high
degree	degre	degree
of	of	of
sensitivity	sensit	sensitivity
of	of	of
the	the	the
Taiwan	taiwan	Taiwan
issue	issu	issue
and	and	and
abide	abid	abide
by	by	by
commitments	commit	commitment
made	made	made
by	by	by
successive	success	successive
U	u	U
.	.	.
S	s	S
.	.	.
administrations	administr	administration
from	from	from
both	both	both
parties	parti	party
to	to	to
pursue	pursu	pursue
the	the	the
One	one	One
China	china	China
policy	polici	policy
.	.	.
.	.	.
.	.	.

and	and	and
properly	proper	properly
handle	handl	handle
the	the	the
Taiwan	taiwan	Taiwan
issue	issu	issue
so	so	so
as	as	a
not	not	not
to	to	to
affect	affect	affect
the	the	the
stable	stabl	stable
development	develop	development
of	of	of
China	china	China
-U	-u	-U
.	.	.
S	s	S
.	.	.
relations	relat	relation
and	and	and
cooperation	cooper	cooperation
between	between	between
the	the	the
two	two	two
countries	countri	country
,	,	,
spokesman	spokesman	spokesman
Lu	lu	Lu
Kang	kang	Kang
said	said	said
.	.	.

