NEW	new	NEW
YORK	york	YORK
Reuters	reuter	Reuters
-	-	-
Donald	donald	Donald
Trump	trump	Trump
clashed	clash	clashed
on	on	on
Wednesday	wednesday	Wednesday
with	with	with
a	a	a
union	union	union
official	offici	official
who	who	who
accused	accus	accused
the	the	the
president	presid	president
-elect	-elect	-elect
of	of	of
lying	lie	lying
about	about	about
the	the	the
number	number	number
of	of	of
jobs	job	job
saved	save	saved
in	in	in
a	a	a
deal	deal	deal
to	to	to
keep	keep	keep
air	air	air
conditioner	condition	conditioner
maker	maker	maker
Carrier	carrier	Carrier
from	from	from
moving	move	moving
some	some	some
jobs	job	job
from	from	from
Indiana	indiana	Indiana
to	to	to
Mexico	mexico	Mexico
.	.	.
Chuck	chuck	Chuck
Jones	jone	Jones
,	,	,
president	presid	president
of	of	of
United	unit	United
Steelworkers	steelwork	Steelworkers
Local	local	Local
1999	1999	1999
,	,	,
which	which	which
represents	repres	represents
workers	worker	worker
at	at	at
United	unit	United
Technologies	technolog	Technologies
Corp	corp	Corp
s	s	s
Carrier	carrier	Carrier
plant	plant	plant
in	in	in
Indianapolis	indianapoli	Indianapolis
,	,	,
in	in	in
an	an	an
interview	interview	interview
on	on	on
CNN	cnn	CNN
criticized	critic	criticized
Trump	trump	Trump
for	for	for
at	at	at
least	least	least
the	the	the
second	second	second
time	time	time
in	in	in
two	two	two
days	day	day
over	over	over
the	the	the
deal	deal	deal
.	.	.
Trump	trump	Trump
,	,	,
in	in	in
a	a	a
Twitter	twitter	Twitter
post	post	post
on	on	on
Wednesday	wednesday	Wednesday
,	,	,
offered	offer	offered
a	a	a
sharp	sharp	sharp
reply	repli	reply
Chuck	chuck	Chuck
Jones	jone	Jones
,	,	,
who	who	who
is	is	is
President	presid	President
of	of	of
United	unit	United
Steelworkers	steelwork	Steelworkers
Local	local	Local
1999	1999	1999
,	,	,
has	has	ha
done	done	done
a	a	a
terrible	terribl	terrible
job	job	job
representing	repres	representing
workers	worker	worker
.	.	.
No	no	No
wonder	wonder	wonder
companies	compani	company
flee	flee	flee
country	countri	country
!	!	!
On	on	On
Tuesday	tuesday	Tuesday
,	,	,
Jones	jone	Jones
told	told	told
The	the	The
Washington	washington	Washington
Post	post	Post
that	that	that
when	when	when
Trump	trump	Trump
spoke	spoke	spoke
at	at	at
the	the	the
Carrier	carrier	Carrier
factory	factori	factory
last	last	last
week	week	week
,	,	,
He	he	He
got	got	got
up	up	up
there	there	there
and	and	and
,	,	,
for	for	for
whatever	whatev	whatever
reason	reason	reason
,	,	,
lied	lie	lied
his	his	his
ass	ass	as
off	off	off
.	.	.
Indiana	indiana	Indiana
state	state	state
officials	offici	official
have	have	have
agreed	agre	agreed
to	to	to
give	give	give
Carrier	carrier	Carrier
7	7	7
million	million	million
in	in	in
tax	tax	tax
breaks	break	break
to	to	to
encourage	encourag	encourage
it	it	it
to	to	to
keep	keep	keep
about	about	about
1	1	1
,	,	,
100	100	100
jobs	job	job
in	in	in
the	the	the
state	state	state
,	,	,
although	although	although
about	about	about
300	300	300
of	of	of
the	the	the
jobs	job	job
are	are	are
in	in	in
the	the	the
company	compani	company
s	s	s
headquarters	headquart	headquarters
and	and	and
were	were	were
not	not	not
scheduled	schedul	scheduled
to	to	to
go	go	go
to	to	to
Mexico	mexico	Mexico
.	.	.
Only	onli	Only
800	800	800
of	of	of
the	the	the
positions	posit	position
are	are	are
union	union	union
factory	factori	factory
jobs	job	job
,	,	,
and	and	and
Carrier	carrier	Carrier
still	still	still
plans	plan	plan
to	to	to
send	send	send
an	an	an
estimated	estim	estimated
1	1	1
,	,	,
300	300	300
jobs	job	job
to	to	to
Mexico	mexico	Mexico
.	.	.
Some	some	Some
employees	employe	employee
are	are	are
disappointed	disappoint	disappointed
,	,	,
Jones	jone	Jones
said	said	said
on	on	on
CNN	cnn	CNN
on	on	on
Wednesday	wednesday	Wednesday
.	.	.
We	we	We
had	had	had
a	a	a
lot	lot	lot
of	of	of
our	our	our
members	member	member
,	,	,
when	when	when
the	the	the
word	word	word
was	was	wa
coming	come	coming
out	out	out
of	of	of
1	1	1
,	,	,
100	100	100
,	,	,
they	they	they
thought	thought	thought
that	that	that
they	they	they
would	would	would
have	have	have
a	a	a
job	job	job
,	,	,
he	he	he
said	said	said
.	.	.
In	in	In
more	more	more
remarks	remark	remark
on	on	on
CNN	cnn	CNN
later	later	later
on	on	on
Wednesday	wednesday	Wednesday
,	,	,
Jones	jone	Jones
responded	respond	responded
to	to	to
Trump	trump	Trump
s	s	s
Twitter	twitter	Twitter
post	post	post
.	.	.
That	that	That
s	s	s
pretty	pretti	pretty
low	low	low
-down	-down	-down
,	,	,
low	low	low
life	life	life
,	,	,
he	he	he
said	said	said
.	.	.
He	he	He
doesn	doesn	doesn
t	t	t
like	like	like
to	to	to
be	be	be
challenged	challeng	challenged
,	,	,
and	and	and
I	i	I
challenged	challeng	challenged
him	him	him
.	.	.
Trump	trump	Trump
,	,	,
who	who	who
made	made	made
tough	tough	tough
talk	talk	talk
on	on	on
trade	trade	trade
a	a	a
centerpiece	centerpiec	centerpiece
of	of	of
his	his	his
election	elect	election
campaign	campaign	campaign
,	,	,
had	had	had
vowed	vow	vowed
to	to	to
impose	impos	impose
hefty	hefti	hefty
tariffs	tariff	tariff
if	if	if
Carrier	carrier	Carrier
did	did	did
not	not	not
reverse	revers	reverse
course	cours	course
on	on	on
shifting	shift	shifting
jobs	job	job
to	to	to
Mexico	mexico	Mexico
.	.	.
Trump	trump	Trump
posted	post	posted
another	anoth	another
tweet	tweet	tweet
after	after	after
Jones	jone	Jones
later	later	later
remarks	remark	remark
on	on	on
CNN	cnn	CNN
.	.	.
If	if	If
United	unit	United
Steelworkers	steelwork	Steelworkers
1999	1999	1999
was	was	wa
any	ani	any
good	good	good
,	,	,
they	they	they
would	would	would
have	have	have
kept	kept	kept
those	those	those
jobs	job	job
in	in	in
Indiana	indiana	Indiana
,	,	,
Trump	trump	Trump
wrote	wrote	wrote
.	.	.
