Reuters	reuter	Reuters
-	-	-
A	a	A
business	busi	business
group	group	group
said	said	said
on	on	on
Monday	monday	Monday
it	it	it
was	was	wa
asking	ask	asking
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Supreme	suprem	Supreme
Court	court	Court
to	to	to
hear	hear	hear
its	it	it
appeal	appeal	appeal
of	of	of
a	a	a
lower	lower	lower
-court	-court	-court
ruling	rule	ruling
tossing	toss	tossing
out	out	out
its	it	it
challenge	challeng	challenge
of	of	of
part	part	part
of	of	of
Seattle	seattl	Seattle
s	s	s
law	law	law
to	to	to
increase	increas	increase
the	the	the
minimum	minimum	minimum
wage	wage	wage
.	.	.
The	the	The
International	intern	International
Franchise	franchis	Franchise
Association	associ	Association
,	,	,
which	which	which
brought	brought	brought
its	it	it
lawsuit	lawsuit	lawsuit
against	against	against
the	the	the
city	citi	city
in	in	in
June	june	June
2014	2014	2014
,	,	,
says	say	say
the	the	the
law	law	law
favors	favor	favor
independent	independ	independent
businesses	busi	business
because	becaus	because
it	it	it
requires	requir	requires
franchises	franchis	franchise
like	like	like
McDonald	mcdonald	McDonald
s	s	s
and	and	and
Burger	burger	Burger
King	king	King
to	to	to
phase	phase	phase
in	in	in
the	the	the
new	new	new
15	15	15
minimum	minimum	minimum
wage	wage	wage
more	more	more
quickly	quick	quickly
.	.	.
Our	our	Our
appeal	appeal	appeal
has	has	ha
never	never	never
sought	sought	sought
to	to	to
prevent	prevent	prevent
the	the	the
City	citi	City
of	of	of
Seattle	seattl	Seattle
s	s	s
wage	wage	wage
law	law	law
from	from	from
going	go	going
into	into	into
effect	effect	effect
,	,	,
association	associ	association
President	presid	President
Robert	robert	Robert
Cresanti	cresanti	Cresanti
said	said	said
in	in	in
a	a	a
statement	statement	statement
.	.	.
Our	our	Our
appeal	appeal	appeal
to	to	to
the	the	the
Supreme	suprem	Supreme
Court	court	Court
will	will	will
be	be	be
focused	focus	focused
solely	sole	solely
on	on	on
the	the	the
discriminatory	discriminatori	discriminatory
treatment	treatment	treatment
of	of	of
franchisees	franchise	franchisees
under	under	under
Seattle	seattl	Seattle
s	s	s
wage	wage	wage
law	law	law
and	and	and
the	the	the
motivation	motiv	motivation
to	to	to
discriminate	discrimin	discriminate
against	against	against
interstate	interst	interstate
commerce	commerc	commerce
,	,	,
he	he	he
said	said	said
.	.	.
The	the	The
association	associ	association
s	s	s
lawsuit	lawsuit	lawsuit
challenges	challeng	challenge
the	the	the
law	law	law
s	s	s
treatment	treatment	treatment
of	of	of
franchises	franchis	franchise
as	as	a
subsidiaries	subsidiari	subsidiary
of	of	of
parent	parent	parent
companies	compani	company
,	,	,
rather	rather	rather
than	than	than
completely	complet	completely
separate	separ	separate
businesses	busi	business
.	.	.
Representatives	repres	Representatives
for	for	for
the	the	the
city	citi	city
could	could	could
not	not	not
be	be	be
immediately	immedi	immediately
reached	reach	reached
for	for	for
comment	comment	comment
.	.	.
Commenting	comment	Commenting
on	on	on
the	the	the
lawsuit	lawsuit	lawsuit
last	last	last
year	year	year
,	,	,
Seattle	seattl	Seattle
Mayor	mayor	Mayor
Ed	ed	Ed
Murray	murray	Murray
,	,	,
a	a	a
Democrat	democrat	Democrat
who	who	who
championed	champion	championed
the	the	the
wage	wage	wage
hike	hike	hike
,	,	,
said	said	said
Rather	rather	Rather
than	than	than
investing	invest	investing
in	in	in
lawyers	lawyer	lawyer
to	to	to
prevent	prevent	prevent
workers	worker	worker
from	from	from
earning	earn	earning
higher	higher	higher
wages	wage	wage
,	,	,
it	it	it
is	is	is
time	time	time
for	for	for
these	these	these
large	larg	large
businesses	busi	business
to	to	to
begin	begin	begin
investing	invest	investing
in	in	in
a	a	a
higher	higher	higher
minimum	minimum	minimum
wage	wage	wage
for	for	for
their	their	their
employees	employe	employee
.	.	.
A	a	A
federal	feder	federal
judge	judg	judge
last	last	last
March	march	March
denied	deni	denied
the	the	the
group	group	group
s	s	s
lawsuit	lawsuit	lawsuit
,	,	,
saying	say	saying
it	it	it
failed	fail	failed
to	to	to
back	back	back
up	up	up
its	it	it
discrimination	discrimin	discrimination
claims	claim	claim
.	.	.
The	the	The
9th	9th	9th
U	u	U
.	.	.
S	s	S
.	.	.
Circuit	circuit	Circuit
Court	court	Court
of	of	of
Appeals	appeal	Appeals
upheld	upheld	upheld
that	that	that
decision	decis	decision
in	in	in
September	septemb	September
.	.	.
The	the	The
law	law	law
,	,	,
which	which	which
took	took	took
effect	effect	effect
on	on	on
April	april	April
1	1	1
last	last	last
year	year	year
,	,	,
requires	requir	requires
businesses	busi	business
in	in	in
Seattle	seattl	Seattle
with	with	with
more	more	more
than	than	than
500	500	500
employees	employe	employee
nationwide	nationwid	nationwide
to	to	to
raise	rais	raise
their	their	their
minimum	minimum	minimum
wage	wage	wage
to	to	to
15	15	15
by	by	by
2018	2018	2018
.	.	.
Smaller	smaller	Smaller
companies	compani	company
have	have	have
until	until	until
2021	2021	2021
.	.	.
Seattle	seattl	Seattle
is	is	is
among	among	among
a	a	a
number	number	number
of	of	of
large	larg	large
U	u	U
.	.	.
S	s	S
.	.	.
cities	citi	city
to	to	to
pass	pass	pas
laws	law	law
raising	rais	raising
the	the	the
minimum	minimum	minimum
wage	wage	wage
above	abov	above
10	10	10
an	an	an
hour	hour	hour
.	.	.
The	the	The
franchise	franchis	franchise
association	associ	association
s	s	s
lawsuit	lawsuit	lawsuit
could	could	could
have	have	have
an	an	an
impact	impact	impact
in	in	in
cities	citi	city
like	like	like
Chicago	chicago	Chicago
and	and	and
San	san	San
Francisco	francisco	Francisco
.	.	.
The	the	The
association	associ	association
said	said	said
it	it	it
expected	expect	expected
the	the	the
Supreme	suprem	Supreme
Court	court	Court
to	to	to
say	say	say
in	in	in
the	the	the
spring	spring	spring
whether	whether	whether
it	it	it
would	would	would
take	take	take
the	the	the
case	case	case
.	.	.
