LONDON	london	LONDON
Reuters	reuter	Reuters
-	-	-
Russian	russian	Russian
-based	-base	-based
operatives	oper	operative
placed	place	placed
three	three	three
adverts	advert	advert
on	on	on
Facebook	facebook	Facebook
in	in	in
the	the	the
run	run	run
-up	-up	-up
to	to	to
Britain	britain	Britain
s	s	s
2016	2016	2016
referendum	referendum	referendum
on	on	on
EU	eu	EU
membership	membership	membership
,	,	,
spending	spend	spending
just	just	just
97	97	97
cents	cent	cent
to	to	to
raise	rais	raise
the	the	the
issue	issu	issue
of	of	of
immigration	immigr	immigration
,	,	,
the	the	the
social	social	social
media	media	medium
platform	platform	platform
said	said	said
on	on	on
Wednesday	wednesday	Wednesday
.	.	.

Some	some	Some
British	british	British
lawmakers	lawmak	lawmaker
have	have	have
called	call	called
for	for	for
an	an	an
inquiry	inquiri	inquiry
into	into	into
whether	whether	whether
Russia	russia	Russia
meddled	meddl	meddled
in	in	in
Britain	britain	Britain
s	s	s
vote	vote	vote
to	to	to
leave	leav	leave
the	the	the
EU	eu	EU
after	after	after
social	social	social
media	media	medium
platforms	platform	platform
said	said	said
Russian	russian	Russian
operatives	oper	operative
sought	sought	sought
to	to	to
interfere	interfer	interfere
in	in	in
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
election	elect	election
of	of	of
Donald	donald	Donald
Trump	trump	Trump
.	.	.

Russia	russia	Russia
denies	deni	denies
meddling	meddl	meddling
in	in	in
Brexit	brexit	Brexit
or	or	or
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
election	elect	election
.	.	.

Facebook	facebook	Facebook
sent	sent	sent
its	it	it
findings	find	finding
to	to	to
the	the	the
Electoral	elector	Electoral
Commission	commiss	Commission
which	which	which
is	is	is
examining	examin	examining
how	how	how
digital	digit	digital
campaigning	campaign	campaigning
is	is	is
affecting	affect	affecting
politics	polit	politics
in	in	in
Britain	britain	Britain
,	,	,
including	includ	including
activity	activ	activity
funded	fund	funded
from	from	from
outside	outsid	outside
the	the	the
country	countri	country
.	.	.

Facebook	facebook	Facebook
said	said	said
it	it	it
had	had	had
examined	examin	examined
whether	whether	whether
any	ani	any
account	account	account
profiles	profil	profile
or	or	or
pages	page	page
linked	link	linked
to	to	to
the	the	the
Internet	internet	Internet
Research	research	Research
Agency	agenc	Agency
IRA	ira	IRA
had	had	had
funded	fund	funded
ads	ad	ad
during	dure	during
the	the	the
Brexit	brexit	Brexit
vote	vote	vote
.	.	.

The	the	The
IRA	ira	IRA
is	is	is
a	a	a
Russian	russian	Russian
organization	organ	organization
that	that	that
according	accord	according
to	to	to
researchers	research	researcher
employs	employ	employ
hundreds	hundr	hundred
of	of	of
people	peopl	people
to	to	to
push	push	push
pro	pro	pro
-Kremlin	-kremlin	-Kremlin
content	content	content
on	on	on
social	social	social
media	media	medium
.	.	.

We	we	We
have	have	have
determined	determin	determined
that	that	that
these	these	these
accounts	account	account
associated	associ	associated
with	with	with
the	the	the
IRA	ira	IRA
spent	spent	spent
a	a	a
small	small	small
amount	amount	amount
of	of	of
money	money	money
0	0	0
.	.	.
97	97	97
on	on	on
advertisements	advertis	advertisement
that	that	that
delivered	deliv	delivered
to	to	to
UK	uk	UK
audiences	audienc	audience
during	dure	during
that	that	that
time	time	time
,	,	,
Facebook	facebook	Facebook
said	said	said
.	.	.

This	this	This
amount	amount	amount
resulted	result	resulted
in	in	in
three	three	three
advertisements	advertis	advertisement
each	each	each
of	of	of
which	which	which
were	were	were
also	also	also
targeted	target	targeted
to	to	to
U	u	U
.	.	.
S	s	S
.	.	.
audiences	audienc	audience
and	and	and
concerned	concern	concerned
immigration	immigr	immigration
,	,	,
not	not	not
the	the	the
EU	eu	EU
referendum	referendum	referendum
delivering	deliv	delivering
approximately	approxim	approximately
200	200	200
impressions	impress	impression
to	to	to
UK	uk	UK
viewers	viewer	viewer
over	over	over
four	four	four
days	day	day
in	in	in
May	may	May
2016	2016	2016
.	.	.

A	a	A
separate	separ	separate
cross	cross	cross
-party	-parti	-party
British	british	British
parliamentary	parliamentari	parliamentary
committee	committe	committee
is	is	is
also	also	also
investigating	investig	investigating
whether	whether	whether
any	ani	any
Facebook	facebook	Facebook
ads	ad	ad
were	were	were
bought	bought	bought
by	by	by
Russian	russian	Russian
-linked	-link	-linked
accounts	account	account
around	around	around
the	the	the
EU	eu	EU
referendum	referendum	referendum
and	and	and
the	the	the
2017	2017	2017
UK	uk	UK
election	elect	election
.	.	.

The	the	The
issue	issu	issue
of	of	of
whether	whether	whether
Russia	russia	Russia
intervened	interven	intervened
in	in	in
the	the	the
2016	2016	2016
U	u	U
.	.	.
S	s	S
.	.	.
presidential	presidenti	presidential
election	elect	election
is	is	is
the	the	the
subject	subject	subject
of	of	of
multiple	multipl	multiple
investigations	investig	investigation
.	.	.

Facebook	facebook	Facebook
said	said	said
in	in	in
October	octob	October
that	that	that
Russia	russia	Russia
-based	-base	-based
operatives	oper	operative
published	publish	published
about	about	about
80	80	80
,	,	,
000	000	000
posts	post	post
on	on	on
the	the	the
social	social	social
network	network	network
over	over	over
a	a	a
two	two	two
-year	-year	-year
period	period	period
in	in	in
an	an	an
effort	effort	effort
to	to	to
sway	sway	sway
U	u	U
.	.	.
S	s	S
.	.	.
politics	polit	politics
and	and	and
that	that	that
about	about	about
126	126	126
million	million	million
Americans	american	Americans
may	may	may
have	have	have
seen	seen	seen
the	the	the
posts	post	post
during	dure	during
that	that	that
time	time	time
.	.	.

The	the	The
Electoral	elector	Electoral
Commission	commiss	Commission
,	,	,
which	which	which
oversees	overse	oversees
the	the	the
running	run	running
of	of	of
British	british	British
elections	elect	election
,	,	,
said	said	said
it	it	it
would	would	would
say	say	say
more	more	more
about	about	about
its	it	it
findings	find	finding
in	in	in
due	due	due
course	cours	course
.	.	.

