Token	Stem	Lemma
WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
signed	sign	signed
a	a	a
bill	bill	bill
on	on	on
Friday	friday	Friday
extending	extend	extending
the	the	the
government	govern	government
debt	debt	debt
limit	limit	limit
for	for	for
three	three	three
months	month	month
and	and	and
providing	provid	providing
about	about	about
15	15	15
billion	billion	billion
in	in	in
hurricane	hurrican	hurricane
-related	-relat	-related
aid	aid	aid
bringing	bring	bringing
his	his	his
surprising	surpris	surprising
deal	deal	deal
with	with	with
Democratic	democrat	Democratic
congressional	congression	congressional
leaders	leader	leader
this	this	this
week	week	week
to	to	to
completion	complet	completion
The	the	The
bill	bill	bill
approved	approv	approved
in	in	in
a	a	a
316	316	316
-90	-90	-90
vote	vote	vote
by	by	by
the	the	the
U	u	U
S	s	S
House	hous	House
of	of	of
Representatives	repres	Representatives
had	had	had
drawn	drawn	drawn
criticism	critic	criticism
from	from	from
some	some	some
conservative	conserv	conservative
members	member	member
of	of	of
Congress	congress	Congress
But	but	But
the	the	the
Senate	senat	Senate
passed	pass	passed
it	it	it
on	on	on
Thursday	thursday	Thursday
and	and	and
the	the	the
Republican	republican	Republican
president	presid	president
signed	sign	signed
it	it	it
soon	soon	soon
after	after	after
arriving	arriv	arriving
at	at	at
Camp	camp	Camp
David	david	David
Maryland	maryland	Maryland
for	for	for
the	the	the
weekend	weekend	weekend
Despite	despit	Despite
controversy	controversi	controversy
lawmakers	lawmak	lawmaker
had	had	had
rushed	rush	rushed
to	to	to
approve	approv	approve
the	the	the
legislation	legisl	legislation
which	which	which
provides	provid	provides
15	15	15
25	25	25
billion	billion	billion
for	for	for
emergency	emerg	emergency
disaster	disast	disaster
aid	aid	aid
before	befor	before
government	govern	government
aid	aid	aid
ran	ran	ran
out	out	out
at	at	at
week	week	week
s	s	s
end	end	end
as	as	a
Americans	american	Americans
deal	deal	deal
with	with	with
two	two	two
deadly	dead	deadly
hurricanes	hurrican	hurricane
including	includ	including
Irma	irma	Irma
a	a	a
potentially	potenti	potentially
catastrophic	catastroph	catastrophic
storm	storm	storm
poised	pois	poised
to	to	to
strike	strike	strike
Florida	florida	Florida
on	on	on
Sunday	sunday	Sunday
Hurricane	hurrican	Hurricane
Harvey	harvey	Harvey
which	which	which
came	came	came
ashore	ashor	ashore
on	on	on
Aug	aug	Aug
25	25	25
as	as	a
the	the	the
most	most	most
powerful	power	powerful
hurricane	hurrican	hurricane
to	to	to
hit	hit	hit
Texas	texa	Texas
in	in	in
more	more	more
than	than	than
50	50	50
years	year	year
killed	kill	killed
about	about	about
60	60	60
people	peopl	people
displaced	displac	displaced
more	more	more
than	than	than
1	1	1
million	million	million
and	and	and
the	the	the
state	state	state
governor	governor	governor
has	has	ha
said	said	said
it	it	it
caused	caus	caused
up	up	up
to	to	to
180	180	180
billion	billion	billion
in	in	in
damage	damag	damage
The	the	The
bill	bill	bill
raised	rais	raised
questions	question	question
about	about	about
the	the	the
relationship	relationship	relationship
between	between	between
Trump	trump	Trump
a	a	a
political	polit	political
outsider	outsid	outsider
who	who	who
took	took	took
office	offic	office
in	in	in
January	januari	January
and	and	and
