LONDON	london	LONDON
Reuters	reuter	Reuters
-	-	-
British	british	British
voters	voter	voter
will	will	will
be	be	be
able	abl	able
to	to	to
change	chang	change
the	the	the
terms	term	term
of	of	of
the	the	the
country	countri	country
s	s	s
relationship	relationship	relationship
with	with	with
the	the	the
European	european	European
Union	union	Union
after	after	after
leaving	leav	leaving
the	the	the
bloc	bloc	bloc
if	if	if
they	they	they
don	don	don
t	t	t
like	like	like
the	the	the
final	final	final
Brexit	brexit	Brexit
deal	deal	deal
,	,	,
senior	senior	senior
cabinet	cabinet	cabinet
minister	minist	minister
and	and	and
pro	pro	pro
-Brexit	-brexit	-Brexit
lawmaker	lawmak	lawmaker
Michael	michael	Michael
Gove	gove	Gove
said	said	said
on	on	on
Saturday	saturday	Saturday
.	.	.

Britain	britain	Britain
and	and	and
the	the	the
EU	eu	EU
achieved	achiev	achieved
sufficient	suffici	sufficient
progress	progress	progress
in	in	in
Brexit	brexit	Brexit
negotiations	negoti	negotiation
on	on	on
Friday	friday	Friday
to	to	to
allow	allow	allow
them	them	them
to	to	to
move	move	move
on	on	on
to	to	to
discussing	discuss	discussing
future	futur	future
trade	trade	trade
ties	tie	tie
,	,	,
in	in	in
a	a	a
move	move	move
welcomed	welcom	welcomed
by	by	by
Gove	gove	Gove
and	and	and
other	other	other
Brexit	brexit	Brexit
supporters	support	supporter
in	in	in
Prime	prime	Prime
Minister	minist	Minister
Theresa	theresa	Theresa
May	may	May
s	s	s
Conservative	conserv	Conservative
Party	parti	Party
.	.	.

However	howev	However
,	,	,
while	while	while
Gove	gove	Gove
,	,	,
who	who	who
is	is	is
Britain	britain	Britain
s	s	s
environment	environ	environment
minister	minist	minister
,	,	,
reiterated	reiter	reiterated
his	his	his
support	support	support
for	for	for
May	may	May
,	,	,
he	he	he
gave	gave	gave
succour	succour	succour
to	to	to
critics	critic	critic
of	of	of
the	the	the
deal	deal	deal
by	by	by
saying	say	saying
that	that	that
if	if	if
Britons	briton	Britons
were	were	were
dissatisfied	dissatisfi	dissatisfied
with	with	with
the	the	the
terms	term	term
of	of	of
Brexit	brexit	Brexit
,	,	,
future	futur	future
governments	govern	government
could	could	could
change	chang	change
it	it	it
.	.	.

The	the	The
British	british	British
people	peopl	people
will	will	will
be	be	be
in	in	in
control	control	control
.	.	.

By	by	By
the	the	the
time	time	time
of	of	of
the	the	the
next	next	next
election	elect	election
,	,	,
EU	eu	EU
law	law	law
and	and	and
any	ani	any
new	new	new
treaty	treati	treaty
with	with	with
the	the	the
EU	eu	EU
will	will	will
cease	ceas	cease
to	to	to
have	have	have
primacy	primaci	primacy
or	or	or
direct	direct	direct
effect	effect	effect
in	in	in
UK	uk	UK
law	law	law
,	,	,
Gove	gove	Gove
wrote	wrote	wrote
in	in	in
a	a	a
column	column	column
in	in	in
the	the	the
Daily	daili	Daily
Telegraph	telegraph	Telegraph
.	.	.

If	if	If
the	the	the
British	british	British
people	peopl	people
dislike	dislik	dislike
the	the	the
arrangement	arrang	arrangement
that	that	that
we	we	we
have	have	have
negotiated	negoti	negotiated
with	with	with
the	the	the
EU	eu	EU
,	,	,
the	the	the
agreement	agreement	agreement
will	will	will
allow	allow	allow
a	a	a
future	futur	future
government	govern	government
to	to	to
diverge	diverg	diverge
.	.	.

Britain	britain	Britain
is	is	is
due	due	due
to	to	to
exit	exit	exit
the	the	the
EU	eu	EU
in	in	in
March	march	March
2019	2019	2019
.	.	.

The	the	The
next	next	next
election	elect	election
is	is	is
not	not	not
scheduled	schedul	scheduled
until	until	until
2022	2022	2022
,	,	,
though	though	though
there	there	there
has	has	ha
been	been	been
speculation	specul	speculation
in	in	in
British	british	British
media	media	medium
that	that	that
it	it	it
could	could	could
come	come	come
earlier	earlier	earlier
,	,	,
given	given	given
May	may	May
s	s	s
lack	lack	lack
of	of	of
a	a	a
parliamentary	parliamentari	parliamentary
majority	major	majority
and	and	and
deep	deep	deep
divisions	divis	division
within	within	within
her	her	her
party	parti	party
about	about	about
Brexit	brexit	Brexit
.	.	.

Some	some	Some
eurosceptic	euroscept	eurosceptic
voices	voic	voice
outside	outsid	outside
the	the	the
government	govern	government
have	have	have
said	said	said
that	that	that
May	may	May
has	has	ha
betrayed	betray	betrayed
British	british	British
leave	leav	leave
voters	voter	voter
and	and	and
given	given	given
in	in	in
to	to	to
EU	eu	EU
demands	demand	demand
with	with	with
the	the	the
agreement	agreement	agreement
.	.	.

It	it	It
has	has	ha
been	been	been
a	a	a
tough	tough	tough
week	week	week
for	for	for
May	may	May
after	after	after
Northern	northern	Northern
Ireland	ireland	Ireland
s	s	s
small	small	small
Democratic	democrat	Democratic
Unionist	unionist	Unionist
Party	parti	Party
DUP	dup	DUP
-	-	-
whose	whose	whose
support	support	support
she	she	she
needs	need	need
in	in	in
parliament	parliament	parliament
-	-	-
unexpectedly	unexpect	unexpectedly
blocked	block	blocked
an	an	an
initial	initi	initial
deal	deal	deal
on	on	on
Monday	monday	Monday
,	,	,
leaving	leav	leaving
Britain	britain	Britain
and	and	and
the	the	the
EU	eu	EU
scrambling	scrambl	scrambling
to	to	to
find	find	find
wording	word	wording
acceptable	accept	acceptable
to	to	to
all	all	all
sides	side	side
ahead	ahead	ahead
of	of	of
next	next	next
week	week	week
s	s	s
summit	summit	summit
of	of	of
EU	eu	EU
leaders	leader	leader
.	.	.

While	while	While
agreement	agreement	agreement
was	was	wa
eventually	eventu	eventually
reached	reach	reached
on	on	on
Friday	friday	Friday
,	,	,
Gove	gove	Gove
said	said	said
that	that	that
all	all	all
UK	uk	UK
proposals	propos	proposal
were	were	were
provisional	provision	provisional
on	on	on
a	a	a
final	final	final
deal	deal	deal
being	be	being
done	done	done
,	,	,
and	and	and
even	even	even
then	then	then
,	,	,
that	that	that
arrangement	arrang	arrangement
could	could	could
be	be	be
revisited	revisit	revisited
by	by	by
future	futur	future
governments	govern	government
.	.	.

Matthew	matthew	Matthew
Parris	parri	Parris
,	,	,
an	an	an
anti	anti	anti
-Brexit	-brexit	-Brexit
columnist	columnist	columnist
and	and	and
former	former	former
Conservative	conserv	Conservative
lawmaker	lawmak	lawmaker
,	,	,
told	told	told
BBC	bbc	BBC
radio	radio	radio
that	that	that
Gove	gove	Gove
might	might	might
envisage	envisag	envisage
a	a	a
situation	situat	situation
in	in	in
which	which	which
he	he	he
would	would	would
be	be	be
spearheading	spearhead	spearheading
a	a	a
new	new	new
approach	approach	approach
to	to	to
Brexit	brexit	Brexit
.	.	.

But	but	But
Gove	gove	Gove
,	,	,
who	who	who
was	was	wa
briefly	briefli	briefly
in	in	in
the	the	the
running	run	running
to	to	to
lead	lead	lead
the	the	the
party	parti	party
last	last	last
year	year	year
,	,	,
praised	prais	praised
May	may	May
on	on	on
Saturday	saturday	Saturday
,	,	,
and	and	and
said	said	said
the	the	the
deal	deal	deal
was	was	wa
a	a	a
result	result	result
of	of	of
her	her	her
tenacity	tenac	tenacity
and	and	and
skill	skill	skill
.	.	.

Fellow	fellow	Fellow
pro	pro	pro
-Brexit	-brexit	-Brexit
cabinet	cabinet	cabinet
colleague	colleagu	colleague
Andrea	andrea	Andrea
Leadsom	leadsom	Leadsom
defended	defend	defended
his	his	his
comments	comment	comment
,	,	,
saying	say	saying
it	it	it
did	did	did
not	not	not
imply	impli	imply
that	that	that
May	may	May
would	would	would
be	be	be
replaced	replac	replaced
before	befor	before
the	the	the
next	next	next
election	elect	election
.	.	.

It	it	It
s	s	s
simply	simpli	simply
the	the	the
case	case	case
that	that	that
in	in	in
taking	take	taking
back	back	back
control	control	control
from	from	from
Brussels	brussel	Brussels
.	.	.
.	.	.
.	.	.

it	it	it
will	will	will
be	be	be
for	for	for
the	the	the
voters	voter	voter
to	to	to
determine	determin	determine
what	what	what
future	futur	future
governments	govern	government
do	do	do
,	,	,
Leadsom	leadsom	Leadsom
told	told	told
BBC	bbc	BBC
radio	radio	radio
.	.	.

I	i	I
think	think	think
it	it	it
is	is	is
a	a	a
statement	statement	statement
of	of	of
the	the	the
obvious	obvious	obvious
.	.	.

