BOSTON	boston	BOSTON
Reuters	reuter	Reuters
-	-	-
Civil	civil	Civil
liberties	liberti	liberty
groups	group	group
on	on	on
Wednesday	wednesday	Wednesday
said	said	said
they	they	they
were	were	were
filing	file	filing
a	a	a
series	seri	series
of	of	of
lawsuits	lawsuit	lawsuit
against	against	against
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
government	govern	government
seeking	seek	seeking
details	detail	detail
on	on	on
how	how	how
federal	feder	federal
agencies	agenc	agency
enforced	enforc	enforced
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
s	s	s
ban	ban	ban
on	on	on
travelers	travel	traveler
from	from	from
seven	seven	seven
Muslim	muslim	Muslim
-majority	-major	-majority
countries	countri	country
.	.	.

The	the	The
lawsuits	lawsuit	lawsuit
were	were	were
filed	file	filed
by	by	by
local	local	local
chapters	chapter	chapter
of	of	of
the	the	the
American	american	American
Civil	civil	Civil
Liberties	liberti	Liberties
Union	union	Union
against	against	against
U	u	U
.	.	.
S	s	S
.	.	.
Customs	custom	Customs
and	and	and
Border	border	Border
Protection	protect	Protection
and	and	and
the	the	the
Department	depart	Department
of	of	of
Homeland	homeland	Homeland
Security	secur	Security
and	and	and
cover	cover	cover
their	their	their
operations	oper	operation
in	in	in
14	14	14
cities	citi	city
stretching	stretch	stretching
from	from	from
Portland	portland	Portland
,	,	,
Maine	main	Maine
,	,	,
to	to	to
San	san	San
Diego	diego	Diego
.	.	.

The	the	The
suits	suit	suit
are	are	are
an	an	an
attempt	attempt	attempt
to	to	to
enforce	enforc	enforce
requests	request	request
filed	file	filed
under	under	under
the	the	the
Freedom	freedom	Freedom
of	of	of
Information	inform	Information
Act	act	Act
FOIA	foia	FOIA
just	just	just
days	day	day
after	after	after
Trump	trump	Trump
signed	sign	signed
his	his	his
first	first	first
executive	execut	executive
order	order	order
limiting	limit	limiting
travel	travel	travel
.	.	.

That	that	That
Jan	jan	Jan
.	.	.

27	27	27
order	order	order
,	,	,
intended	intend	intended
to	to	to
fulfill	fulfil	fulfill
a	a	a
campaign	campaign	campaign
promise	promis	promise
to	to	to
take	take	take
a	a	a
tough	tough	tough
stance	stanc	stance
on	on	on
immigration	immigr	immigration
,	,	,
first	first	first
temporarily	temporarili	temporarily
barred	bar	barred
travelers	travel	traveler
from	from	from
Iran	iran	Iran
,	,	,
Iraq	iraq	Iraq
,	,	,
Libya	libya	Libya
,	,	,
Somalia	somalia	Somalia
,	,	,
Sudan	sudan	Sudan
,	,	,
Syria	syria	Syria
and	and	and
Yemen	yemen	Yemen
.	.	.

The	the	The
order	order	order
,	,	,
which	which	which
also	also	also
temporarily	temporarili	temporarily
barred	bar	barred
refugees	refuge	refugee
,	,	,
led	led	led
to	to	to
a	a	a
weekend	weekend	weekend
of	of	of
chaos	chao	chaos
at	at	at
U	u	U
.	.	.
S	s	S
.	.	.
airports	airport	airport
with	with	with
travelers	travel	traveler
barred	bar	barred
from	from	from
entering	enter	entering
the	the	the
country	countri	country
upon	upon	upon
landing	land	landing
while	while	while
thousands	thousand	thousand
of	of	of
people	peopl	people
turned	turn	turned
out	out	out
to	to	to
protest	protest	protest
the	the	the
measures	measur	measure
.	.	.

A	a	A
federal	feder	federal
judge	judg	judge
ordered	order	ordered
a	a	a
halt	halt	halt
to	to	to
enforcement	enforc	enforcement
of	of	of
that	that	that
ban	ban	ban
and	and	and
Trump	trump	Trump
followed	follow	followed
up	up	up
in	in	in
March	march	March
with	with	with
a	a	a
less	less	le
-sweeping	-sweep	-sweeping
order	order	order
that	that	that
did	did	did
not	not	not
limit	limit	limit
travelers	travel	traveler
from	from	from
Iraq	iraq	Iraq
,	,	,
but	but	but
which	which	which
has	has	ha
also	also	also
been	been	been
challenged	challeng	challenged
in	in	in
courts	court	court
.	.	.

Opponents	oppon	Opponents
said	said	said
the	the	the
orders	order	order
violated	violat	violated
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
constitution	constitut	constitution
s	s	s
prohibitions	prohibit	prohibition
on	on	on
religious	religi	religious
discrimination	discrimin	discrimination
,	,	,
citing	cite	citing
Trump	trump	Trump
s	s	s
campaign	campaign	campaign
promises	promis	promise
to	to	to
impose	impos	impose
a	a	a
Muslim	muslim	Muslim
ban	ban	ban
.	.	.
The	the	The
Trump	trump	Trump
administration	administr	administration
said	said	said
the	the	the
restrictions	restrict	restriction
are	are	are
legal	legal	legal
and	and	and
are	are	are
necessary	necessari	necessary
to	to	to
protect	protect	protect
U	u	U
.	.	.
S	s	S
.	.	.
national	nation	national
security	secur	security
.	.	.

The	the	The
suits	suit	suit
,	,	,
filed	file	filed
in	in	in
federal	feder	federal
courts	court	court
,	,	,
seek	seek	seek
disclosure	disclosur	disclosure
of	of	of
how	how	how
many	mani	many
people	peopl	people
have	have	have
been	been	been
detained	detain	detained
or	or	or
subjected	subject	subjected
to	to	to
additional	addit	additional
screening	screen	screening
since	sinc	since
the	the	the
first	first	first
executive	execut	executive
order	order	order
as	as	a
well	well	well
as	as	a
the	the	the
guidance	guidanc	guidance
that	that	that
was	was	wa
provided	provid	provided
to	to	to
DHS	dhs	DHS
staff	staff	staff
about	about	about
how	how	how
to	to	to
enforce	enforc	enforce
the	the	the
order	order	order
.	.	.

Customs	custom	Customs
and	and	and
Border	border	Border
Protection	protect	Protection
has	has	ha
a	a	a
long	long	long
,	,	,
rich	rich	rich
history	histori	history
of	of	of
ignoring	ignor	ignoring
its	it	it
obligations	oblig	obligation
under	under	under
the	the	the
Freedom	freedom	Freedom
of	of	of
Information	inform	Information
Act	act	Act
and	and	and
so	so	so
these	these	these
lawsuits	lawsuit	lawsuit
are	are	are
an	an	an
effort	effort	effort
to	to	to
enforce	enforc	enforce
its	it	it
obligations	oblig	obligation
,	,	,
said	said	said
Zachary	zachari	Zachary
Heiden	heiden	Heiden
,	,	,
legal	legal	legal
director	director	director
at	at	at
the	the	the
ACLU	aclu	ACLU
of	of	of
Maine	main	Maine
,	,	,
in	in	in
a	a	a
phone	phone	phone
interview	interview	interview
.	.	.

He	he	He
noted	note	noted
that	that	that
the	the	the
ACLU	aclu	ACLU
filed	file	filed
its	it	it
FOIA	foia	FOIA
requests	request	request
for	for	for
information	inform	information
on	on	on
Feb	feb	Feb
.	.	.

2	2	2
.	.	.

Officials	offici	Officials
at	at	at
CBP	cbp	CBP
and	and	and
DHS	dhs	DHS
did	did	did
not	not	not
immediately	immedi	immediately
respond	respond	respond
to	to	to
requests	request	request
for	for	for
comment	comment	comment
on	on	on
the	the	the
suits	suit	suit
.	.	.

In	in	In
addition	addit	addition
to	to	to
Portland	portland	Portland
and	and	and
San	san	San
Diego	diego	Diego
,	,	,
the	the	the
suits	suit	suit
cover	cover	cover
CBP	cbp	CBP
operations	oper	operation
in	in	in
Atlanta	atlanta	Atlanta
,	,	,
Baltimore	baltimor	Baltimore
,	,	,
Boston	boston	Boston
,	,	,
Chicago	chicago	Chicago
,	,	,
Detroit	detroit	Detroit
,	,	,
Houston	houston	Houston
,	,	,
Los	los	Los
Angeles	angel	Angeles
,	,	,
San	san	San
Francisco	francisco	Francisco
,	,	,
Seattle	seattl	Seattle
,	,	,
Tucson	tucson	Tucson
,	,	,
Miami	miami	Miami
and	and	and
Tampa	tampa	Tampa
.	.	.

One	one	One
suit	suit	suit
filed	file	filed
in	in	in
Florida	florida	Florida
covers	cover	cover
the	the	the
two	two	two
cities	citi	city
in	in	in
that	that	that
state	state	state
.	.	.

