MANILA	manila	MANILA
Reuters	reuter	Reuters
-	-	-
A	a	A
Filipino	filipino	Filipino
accused	accus	accused
by	by	by
the	the	the
United	unit	United
States	state	States
of	of	of
being	be	being
an	an	an
Islamic	islam	Islamic
State	state	State
supporter	support	supporter
involved	involv	involved
in	in	in
a	a	a
foiled	foil	foiled
plot	plot	plot
to	to	to
mount	mount	mount
gun	gun	gun
and	and	and
bomb	bomb	bomb
attacks	attack	attack
in	in	in
the	the	the
heart	heart	heart
of	of	of
New	new	New
York	york	York
City	citi	City
is	is	is
a	a	a
hospital	hospit	hospital
doctor	doctor	doctor
described	describ	described
by	by	by
colleagues	colleagu	colleague
as	as	a
a	a	a
kind	kind	kind
and	and	and
generous	generous	generous
guy	guy	guy
.	.	.

U	u	U
.	.	.
S	s	S
.	.	.
prosecutors	prosecutor	prosecutor
said	said	said
on	on	on
Friday	friday	Friday
they	they	they
had	had	had
charged	charg	charged
37	37	37
-year-old	-year-old	-year-old
Russell	russel	Russell
Salic	salic	Salic
with	with	with
terrorism	terror	terrorism
offences	offenc	offence
,	,	,
alleging	alleg	alleging
he	he	he
helped	help	helped
fund	fund	fund
a	a	a
plot	plot	plot
that	that	that
included	includ	included
attacks	attack	attack
on	on	on
Manhattan	manhattan	Manhattan
s	s	s
Times	time	Times
Square	squar	Square
and	and	and
the	the	the
city	citi	city
s	s	s
subway	subway	subway
.	.	.

Salic	salic	Salic
,	,	,
who	who	who
is	is	is
in	in	in
custody	custodi	custody
in	in	in
the	the	the
Philippines	philippin	Philippines
,	,	,
denies	deni	denies
involvement	involv	involvement
in	in	in
the	the	the
plot	plot	plot
or	or	or
links	link	link
to	to	to
Islamist	islamist	Islamist
extremists	extremist	extremist
.	.	.

Philippine	philippin	Philippine
authorities	author	authority
say	say	say
they	they	they
had	had	had
been	been	been
tracking	track	tracking
Salic	salic	Salic
for	for	for
some	some	some
time	time	time
,	,	,
but	but	but
gave	gave	gave
conflicting	conflict	conflicting
accounts	account	account
of	of	of
his	his	his
suspected	suspect	suspected
ties	tie	tie
to	to	to
a	a	a
local	local	local
group	group	group
loyal	loyal	loyal
to	to	to
Islamic	islam	Islamic
State	state	State
.	.	.

Armed	arm	Armed
forces	forc	force
chief	chief	chief
,	,	,
General	general	General
Eduardo	eduardo	Eduardo
Ano	ano	Ano
,	,	,
said	said	said
on	on	on
Sunday	sunday	Sunday
that	that	that
contacts	contact	contact
between	between	between
the	the	the
doctor	doctor	doctor
and	and	and
extremists	extremist	extremist
in	in	in
the	the	the
Middle	middl	Middle
East	east	East
and	and	and
Malaysia	malaysia	Malaysia
,	,	,
mostly	most	mostly
via	via	via
social	social	social
media	media	medium
,	,	,
had	had	had
been	been	been
monitored	monitor	monitored
,	,	,
but	but	but
no	no	no
links	link	link
had	had	had
been	been	been
found	found	found
between	between	between
Salic	salic	Salic
and	and	and
the	the	the
radical	radic	radical
Maute	maut	Maute
group	group	group
that	that	that
has	has	ha
been	been	been
engaged	engag	engaged
in	in	in
nearly	near	nearly
five	five	five
months	month	month
of	of	of
battles	battl	battle
with	with	with
the	the	the
military	militari	military
on	on	on
the	the	the
southern	southern	southern
island	island	island
of	of	of
Mindanao	mindanao	Mindanao
.	.	.

Military	militari	Military
spokesman	spokesman	spokesman
Restituto	restituto	Restituto
Padilla	padilla	Padilla
,	,	,
however	howev	however
,	,	,
said	said	said
Salic	salic	Salic
had	had	had
treated	treat	treated
wounded	wound	wounded
Maute	maut	Maute
rebels	rebel	rebel
in	in	in
clandestine	clandestin	clandestine
mountain	mountain	mountain
training	train	training
camps	camp	camp
,	,	,
and	and	and
was	was	wa
known	known	known
to	to	to
them	them	them
as	as	a
doc	doc	doc
.	.	.

Medical	medic	Medical
staff	staff	staff
at	at	at
the	the	the
hospital	hospit	hospital
where	where	where
Salic	salic	Salic
worked	work	worked
in	in	in
Cagayan	cagayan	Cagayan
de	de	de
Oro	oro	Oro
City	citi	City
,	,	,
in	in	in
Mindanao	mindanao	Mindanao
,	,	,
were	were	were
shocked	shock	shocked
to	to	to
learn	learn	learn
about	about	about
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
charges	charg	charge
against	against	against
him	him	him
.	.	.

I	i	I
knew	knew	knew
him	him	him
when	when	when
he	he	he
was	was	wa
here	here	here
,	,	,
he	he	he
was	was	wa
kind	kind	kind
,	,	,
generous	generous	generous
,	,	,
and	and	and
a	a	a
regular	regular	regular
guy	guy	guy
,	,	,
said	said	said
one	one	one
doctor	doctor	doctor
reached	reach	reached
by	by	by
telephone	telephon	telephone
,	,	,
who	who	who
declined	declin	declined
to	to	to
be	be	be
named	name	named
.	.	.

I	i	I
would	would	would
never	never	never
suspect	suspect	suspect
him	him	him
to	to	to
be	be	be
a	a	a
supporter	support	supporter
of	of	of
a	a	a
terrorist	terrorist	terrorist
organization	organ	organization
.	.	.

He	he	He
is	is	is
not	not	not
that	that	that
kind	kind	kind
of	of	of
person	person	person
.	.	.

Another	anoth	Another
colleague	colleagu	colleague
said	said	said
he	he	he
had	had	had
no	no	no
idea	idea	idea
that	that	that
Salic	salic	Salic
had	had	had
been	been	been
in	in	in
detention	detent	detention
,	,	,
noting	note	noting
that	that	that
he	he	he
had	had	had
disappeared	disappear	disappeared
without	without	without
explanation	explan	explanation
in	in	in
April	april	April
.	.	.

I	i	I
thought	thought	thought
he	he	he
moved	move	moved
to	to	to
another	anoth	another
hospital	hospit	hospital
after	after	after
completing	complet	completing
his	his	his
residency	resid	residency
,	,	,
he	he	he
said	said	said
.	.	.

Salic	salic	Salic
had	had	had
,	,	,
in	in	in
fact	fact	fact
,	,	,
surrendered	surrend	surrendered
to	to	to
the	the	the
Philippine	philippin	Philippine
authorities	author	authority
in	in	in
April	april	April
,	,	,
when	when	when
he	he	he
learned	learn	learned
that	that	that
he	he	he
was	was	wa
wanted	want	wanted
by	by	by
the	the	the
United	unit	United
States	state	States
.	.	.

He	he	He
is	is	is
in	in	in
the	the	the
custody	custodi	custody
of	of	of
the	the	the
Philippines	philippin	Philippines
National	nation	National
Bureau	bureau	Bureau
of	of	of
Investigation	investig	Investigation
.	.	.

U	u	U
.	.	.
S	s	S
.	.	.
authorities	author	authority
have	have	have
charged	charg	charged
him	him	him
with	with	with
seven	seven	seven
offences	offenc	offence
,	,	,
including	includ	including
conspiracy	conspiraci	conspiracy
to	to	to
commit	commit	commit
acts	act	act
of	of	of
terrorism	terror	terrorism
and	and	and
to	to	to
support	support	support
a	a	a
terrorist	terrorist	terrorist
organization	organ	organization
.	.	.

The	the	The
most	most	most
serious	serious	serious
of	of	of
the	the	the
charges	charg	charge
he	he	he
faces	face	face
carry	carri	carry
a	a	a
maximum	maximum	maximum
sentence	sentenc	sentence
of	of	of
life	life	life
in	in	in
prison	prison	prison
.	.	.

Since	sinc	Since
giving	give	giving
himself	himself	himself
up	up	up
,	,	,
Salic	salic	Salic
has	has	ha
also	also	also
been	been	been
charged	charg	charged
by	by	by
the	the	the
Philippines	philippin	Philippines
with	with	with
involvement	involv	involvement
in	in	in
the	the	the
kidnapping	kidnap	kidnapping
of	of	of
six	six	six
sawmill	sawmil	sawmill
workers	worker	worker
by	by	by
the	the	the
Maute	maut	Maute
group	group	group
in	in	in
Mindanao	mindanao	Mindanao
in	in	in
April	april	April
2016	2016	2016
.	.	.

Two	two	Two
of	of	of
those	those	those
captives	captiv	captive
were	were	were
beheaded	behead	beheaded
a	a	a
few	few	few
days	day	day
after	after	after
the	the	the
abduction	abduct	abduction
.	.	.

Salic	salic	Salic
was	was	wa
implicated	implic	implicated
by	by	by
one	one	one
of	of	of
the	the	the
freed	freed	freed
hostages	hostag	hostage
,	,	,
according	accord	according
to	to	to
the	the	the
Philippine	philippin	Philippine
authorities	author	authority
.	.	.

Salic	salic	Salic
s	s	s
lawyer	lawyer	lawyer
,	,	,
Dalonilang	dalonilang	Dalonilang
Parahiman	parahiman	Parahiman
,	,	,
on	on	on
Monday	monday	Monday
dismissed	dismiss	dismissed
links	link	link
between	between	between
his	his	his
client	client	client
and	and	and
the	the	the
Maute	maut	Maute
group	group	group
and	and	and
said	said	said
it	it	it
was	was	wa
impossible	imposs	impossible
the	the	the
doctor	doctor	doctor
had	had	had
been	been	been
involved	involv	involved
in	in	in
the	the	the
kidnappings	kidnap	kidnapping
.	.	.

He	he	He
has	has	ha
proofs	proof	proof
,	,	,
including	includ	including
his	his	his
daily	daili	daily
time	time	time
record	record	record
,	,	,
to	to	to
show	show	show
he	he	he
was	was	wa
at	at	at
the	the	the
hospital	hospit	hospital
in	in	in
Cagayan	cagayan	Cagayan
de	de	de
Oro	oro	Oro
,	,	,
which	which	which
is	is	is
about	about	about
200	200	200
kilometers	kilomet	kilometer
away	away	away
,	,	,
Parahiman	parahiman	Parahiman
said	said	said
.	.	.

The	the	The
Philippines	philippin	Philippines
Justice	justic	Justice
Department	depart	Department
said	said	said
the	the	the
process	process	process
to	to	to
extradite	extradit	extradite
Salic	salic	Salic
to	to	to
the	the	the
United	unit	United
States	state	States
was	was	wa
under	under	under
way	way	way
.	.	.

It	it	It
did	did	did
not	not	not
say	say	say
whether	whether	whether
it	it	it
would	would	would
complete	complet	complete
the	the	the
kidnap	kidnap	kidnap
and	and	and
murder	murder	murder
case	case	case
against	against	against
him	him	him
first	first	first
.	.	.

According	accord	According
to	to	to
documents	document	document
unsealed	unseal	unsealed
in	in	in
federal	feder	federal
court	court	court
in	in	in
Manhattan	manhattan	Manhattan
on	on	on
Friday	friday	Friday
,	,	,
Salic	salic	Salic
had	had	had
repeatedly	repeat	repeatedly
expressed	express	expressed
his	his	his
support	support	support
for	for	for
a	a	a
major	major	major
attack	attack	attack
on	on	on
New	new	New
York	york	York
to	to	to
an	an	an
undercover	undercov	undercover
agent	agent	agent
,	,	,
and	and	and
said	said	said
he	he	he
was	was	wa
desperate	desper	desperate
to	to	to
join	join	join
Islamic	islam	Islamic
State	state	State
in	in	in
Syria	syria	Syria
.	.	.

Salic	salic	Salic
was	was	wa
in	in	in
regular	regular	regular
contact	contact	contact
via	via	via
text	text	text
messages	messag	message
with	with	with
that	that	that
agent	agent	agent
and	and	and
Abdulrahman	abdulrahman	Abdulrahman
El	el	El
Bahnasawy	bahnasawi	Bahnasawy
,	,	,
one	one	one
of	of	of
the	the	the
two	two	two
men	men	men
who	who	who
planned	plan	planned
to	to	to
carry	carri	carry
out	out	out
the	the	the
attacks	attack	attack
,	,	,
the	the	the
documents	document	document
said	said	said
.	.	.

Salic	salic	Salic
had	had	had
transferred	transfer	transferred
the	the	the
equivalent	equival	equivalent
of	of	of
423	423	423
to	to	to
fund	fund	fund
bomb	bomb	bomb
-making	-make	-making
materials	materi	material
for	for	for
the	the	the
attack	attack	attack
,	,	,
and	and	and
indicated	indic	indicated
his	his	his
intention	intent	intention
to	to	to
send	send	send
more	more	more
later	later	later
,	,	,
according	accord	according
to	to	to
the	the	the
charges	charg	charge
.	.	.

Canadian	canadian	Canadian
El	el	El
Bahnasawy	bahnasawi	Bahnasawy
,	,	,
19	19	19
,	,	,
had	had	had
described	describ	described
Salic	salic	Salic
,	,	,
who	who	who
he	he	he
knew	knew	knew
as	as	a
Abu	abu	Abu
Khalid	khalid	Khalid
and	and	and
the	the	the
doctor	doctor	doctor
,	,	,
as	as	a
a	a	a
trusted	trust	trusted
supporter	support	supporter
of	of	of
Islamic	islam	Islamic
State	state	State
,	,	,
who	who	who
had	had	had
provided	provid	provided
funding	fund	funding
to	to	to
the	the	the
group	group	group
on	on	on
previous	previous	previous
occasions	occas	occasion
,	,	,
according	accord	according
to	to	to
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
charges	charg	charge
.	.	.

El	el	El
Bahnasawy	bahnasawi	Bahnasawy
was	was	wa
arrested	arrest	arrested
in	in	in
New	new	New
Jersey	jersey	Jersey
in	in	in
May	may	May
2016	2016	2016
and	and	and
pleaded	plead	pleaded
guilty	guilti	guilty
to	to	to
terrorism	terror	terrorism
charges	charg	charge
.	.	.

Another	anoth	Another
alleged	alleg	alleged
conspirator	conspir	conspirator
,	,	,
American	american	American
Talha	talha	Talha
Haroon	haroon	Haroon
,	,	,
also	also	also
19	19	19
,	,	,
was	was	wa
arrested	arrest	arrested
in	in	in
Pakistan	pakistan	Pakistan
around	around	around
September	septemb	September
2016	2016	2016
.	.	.

Salic	salic	Salic
told	told	told
the	the	the
undercover	undercov	undercover
agent	agent	agent
he	he	he
would	would	would
pray	pray	pray
for	for	for
the	the	the
success	success	success
of	of	of
the	the	the
attack	attack	attack
,	,	,
describing	describ	describing
New	new	New
York	york	York
as	as	a
the	the	the
capital	capit	capital
of	of	of
non	non	non
-believers	-believ	-believers
.	.	.

It	it	It
would	would	would
be	be	be
a	a	a
great	great	great
pleasure	pleasur	pleasure
if	if	if
we	we	we
can	can	can
slaughter	slaughter	slaughter
people	peopl	people
in	in	in
New	new	New
York	york	York
,	,	,
he	he	he
was	was	wa
quoted	quot	quoted
telling	tell	telling
the	the	the
agent	agent	agent
.	.	.

