WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
-	-	-
The	the	The
U	u	U
.	.	.
S	s	S
.	.	.
Federal	feder	Federal
Communications	communic	Communications
Commission	commiss	Commission
said	said	said
Thursday	thursday	Thursday
it	it	it
will	will	will
take	take	take
up	up	up
a	a	a
proposal	propos	proposal
this	this	this
month	month	month
to	to	to
revise	revis	revise
its	it	it
rules	rule	rule
to	to	to
allow	allow	allow
law	law	law
enforcement	enforc	enforcement
personnel	personnel	personnel
to	to	to
identify	identifi	identify
threatening	threaten	threatening
callers	caller	caller
,	,	,
following	follow	following
a	a	a
series	seri	series
of	of	of
threatening	threaten	threatening
calls	call	call
to	to	to
Jewish	jewish	Jewish
community	communiti	community
centers	center	center
.	.	.
In	in	In
March	march	March
,	,	,
the	the	the
FCC	fcc	FCC
granted	grant	granted
an	an	an
emergency	emerg	emergency
temporary	temporari	temporary
waiver	waiver	waiver
to	to	to
Jewish	jewish	Jewish
community	communiti	community
centers	center	center
and	and	and
telecommunications	telecommun	telecommunication
carriers	carrier	carrier
that	that	that
serve	serv	serve
them	them	them
to	to	to
help	help	help
track	track	track
down	down	down
callers	caller	caller
who	who	who
have	have	have
made	made	made
threats	threat	threat
by	by	by
unmasking	unmask	unmasking
phone	phone	phone
numbers	number	number
used	use	used
to	to	to
call	call	call
in	in	in
threats	threat	threat
.	.	.
FCC	fcc	FCC
rules	rule	rule
generally	general	generally
require	requir	require
phone	phone	phone
companies	compani	company
to	to	to
respect	respect	respect
a	a	a
calling	call	calling
party	parti	party
s	s	s
request	request	request
to	to	to
have	have	have
caller	caller	caller
-ID	-id	-ID
information	inform	information
blocked	block	blocked
from	from	from
the	the	the
party	parti	party
receiving	receiv	receiving
the	the	the
call	call	call
.	.	.
Jewish	jewish	Jewish
community	communiti	community
centers	center	center
and	and	and
schools	school	school
in	in	in
at	at	at
least	least	least
13	13	13
U	u	U
.	.	.
S	s	S
.	.	.
states	state	state
reported	report	reported
receiving	receiv	receiving
bomb	bomb	bomb
threats	threat	threat
this	this	this
year	year	year
,	,	,
stoking	stoke	stoking
fears	fear	fear
of	of	of
a	a	a
resurgence	resurg	resurgence
of	of	of
anti	anti	anti
-Semitism	-semit	-Semitism
.	.	.
The	the	The
episode	episod	episode
raised	rais	raised
the	the	the
question	question	question
of	of	of
whether	whether	whether
we	we	we
need	need	need
to	to	to
make	make	make
permanent	perman	permanent
changes	chang	change
to	to	to
our	our	our
rules	rule	rule
,	,	,
FCC	fcc	FCC
Chairman	chairman	Chairman
Ajit	ajit	Ajit
Pai	pai	Pai
said	said	said
in	in	in
a	a	a
blog	blog	blog
post	post	post
Thursday	thursday	Thursday
.	.	.
The	the	The
FCC	fcc	FCC
will	will	will
consider	consid	consider
a	a	a
proposal	propos	proposal
to	to	to
change	chang	change
the	the	the
rules	rule	rule
to	to	to
ensure	ensur	ensure
that	that	that
all	all	all
threatened	threaten	threatened
parties	parti	party
and	and	and
associated	associ	associated
law	law	law
enforcement	enforc	enforcement
personnel	personnel	personnel
have	have	have
quick	quick	quick
access	access	access
to	to	to
the	the	the
information	inform	information
they	they	they
need	need	need
to	to	to
identify	identifi	identify
and	and	and
thwart	thwart	thwart
threatening	threaten	threatening
callers	caller	caller
,	,	,
he	he	he
added	ad	added
.	.	.
In	in	In
April	april	April
,	,	,
prosecutors	prosecutor	prosecutor
identified	identifi	identified
an	an	an
Israeli	isra	Israeli
-American	-american	-American
teenager	teenag	teenager
accused	accus	accused
of	of	of
making	make	making
dozens	dozen	dozen
of	of	of
bomb	bomb	bomb
threats	threat	threat
to	to	to
Jewish	jewish	Jewish
community	communiti	community
centers	center	center
in	in	in
separate	separ	separate
criminal	crimin	criminal
complaints	complaint	complaint
filed	file	filed
in	in	in
U	u	U
.	.	.
S	s	S
.	.	.
federal	feder	federal
courts	court	court
in	in	in
Florida	florida	Florida
and	and	and
Georgia	georgia	Georgia
that	that	that
linked	link	linked
him	him	him
to	to	to
hundreds	hundr	hundred
of	of	of
threatening	threaten	threatening
calls	call	call
in	in	in
2015	2015	2015
and	and	and
2017	2017	2017
.	.	.
Michael	michael	Michael
Ron	ron	Ron
David	david	David
Kadar	kadar	Kadar
,	,	,
18	18	18
,	,	,
a	a	a
dual	dual	dual
U	u	U
.	.	.
S	s	S
.	.	.
-Israeli	-isra	-Israeli
citizen	citizen	citizen
who	who	who
is	is	is
Jewish	jewish	Jewish
and	and	and
lives	live	life
in	in	in
Israel	israel	Israel
,	,	,
made	made	made
at	at	at
least	least	least
245	245	245
threatening	threaten	threatening
telephone	telephon	telephone
calls	call	call
between	between	between
Jan	jan	Jan
.	.	.
4	4	4
and	and	and
March	march	March
7	7	7
this	this	this
year	year	year
,	,	,
many	mani	many
targeting	target	targeting
Jewish	jewish	Jewish
community	communiti	community
centers	center	center
in	in	in
the	the	the
United	unit	United
States	state	States
,	,	,
according	accord	according
to	to	to
the	the	the
Florida	florida	Florida
complaint	complaint	complaint
.	.	.
The	the	The
FCC	fcc	FCC
has	has	ha
only	onli	only
rarely	rare	rarely
granted	grant	granted
waivers	waiver	waiver
to	to	to
access	access	access
caller	caller	caller
information	inform	information
.	.	.
In	in	In
2015	2015	2015
,	,	,
the	the	the
Middletown	middletown	Middletown
School	school	School
District	district	District
in	in	in
New	new	New
York	york	York
state	state	state
was	was	wa
inundated	inund	inundated
by	by	by
phone	phone	phone
calls	call	call
making	make	making
terrorism	terror	terrorism
threats	threat	threat
from	from	from
anonymous	anonym	anonymous
numbers	number	number
.	.	.
Following	follow	Following
the	the	the
calls	call	call
,	,	,
then	then	then
-FCC	-fcc	-FCC
Chairman	chairman	Chairman
Tom	tom	Tom
Wheeler	wheeler	Wheeler
approved	approv	approved
a	a	a
special	special	special
waiver	waiver	waiver
in	in	in
2016	2016	2016
to	to	to
access	access	access
the	the	the
caller	caller	caller
information	inform	information
of	of	of
the	the	the
individuals	individu	individual
making	make	making
the	the	the
threats	threat	threat
.	.	.
