Token	Stem	Lemma
NORRISTOWN	norristown	NORRISTOWN
Pa	pa	Pa
Reuters	reuter	Reuters
Former	former	Former
Pennsylvania	pennsylvania	Pennsylvania
Attorney	attorney	Attorney
General	general	General
Kathleen	kathleen	Kathleen
Kane	kane	Kane
was	was	wa
sentenced	sentenc	sentenced
on	on	on
Monday	monday	Monday
to	to	to
serve	serv	serve
10	10	10
to	to	to
23	23	23
months	month	month
in	in	in
county	counti	county
jail	jail	jail
for	for	for
leaking	leak	leaking
confidential	confidenti	confidential
grand	grand	grand
jury	juri	jury
information	inform	information
and	and	and
then	then	then
lying	lie	lying
about	about	about
it	it	it
to	to	to
investigators	investig	investigator
Kane	kane	Kane
50	50	50
the	the	the
first	first	first
woman	woman	woman
and	and	and
first	first	first
Democrat	democrat	Democrat
ever	ever	ever
elected	elect	elected
Pennsylvania	pennsylvania	Pennsylvania
attorney	attorney	attorney
general	general	general
was	was	wa
convicted	convict	convicted
in	in	in
August	august	August
on	on	on
charges	charg	charge
of	of	of
perjury	perjuri	perjury
false	fals	false
swearing	swear	swearing
obstruction	obstruct	obstruction
of	of	of
justice	justic	justice
official	offici	official
oppression	oppress	oppression
and	and	and
conspiracy	conspiraci	conspiracy
She	she	She
resigned	resign	resigned
two	two	two
days	day	day
after	after	after
the	the	the
jury	juri	jury
in	in	in
Montgomery	montgomeri	Montgomery
County	counti	County
Court	court	Court
of	of	of
Common	common	Common
Pleas	plea	Pleas
handed	hand	handed
down	down	down
its	it	it
verdict	verdict	verdict
In	in	In
addition	addit	addition
Judge	judg	Judge
Wendy	wendi	Wendy
Demchick	demchick	Demchick
-Alloy	-alloy	-Alloy
sentenced	sentenc	sentenced
Kane	kane	Kane
to	to	to
eight	eight	eight
years	year	year
of	of	of
probation	probat	probation
A	a	A
lesser	lesser	lesser
sentence	sentenc	sentence
will	will	will
depreciate	depreci	depreciate
the	the	the
seriousness	serious	seriousness
of	of	of
the	the	the
crimes	crime	crime
of	of	of
this	this	this
defendant	defend	defendant
she	she	she
said	said	said
Kane	kane	Kane
who	who	who
intends	intend	intends
to	to	to
appeal	appeal	appeal
her	her	her
conviction	convict	conviction
had	had	had
faced	face	faced
a	a	a
maximum	maximum	maximum
sentence	sentenc	sentence
of	of	of
24	24	24
years	year	year
in	in	in
state	state	state
prison	prison	prison
Her	her	Her
lawyer	lawyer	lawyer
Marc	marc	Marc
Steinberg	steinberg	Steinberg
was	was	wa
not	not	not
available	avail	available
to	to	to
comment	comment	comment
after	after	after
the	the	the
hearing	hear	hearing
Kane	kane	Kane
was	was	wa
accused	accus	accused
of	of	of
giving	give	giving
information	inform	information
from	from	from
a	a	a
grand	grand	grand
jury	juri	jury
proceeding	proceed	proceeding
in	in	in
2013	2013	2013
to	to	to
a	a	a
Philadelphia	philadelphia	Philadelphia
Daily	daili	Daily
News	news	News
reporter	report	reporter
to	to	to
retaliate	retali	retaliate
against	against	against
a	a	a
former	former	former
state	state	state
prosecutor	prosecutor	prosecutor
Frank	frank	Frank
Fina	fina	Fina
She	she	She
believed	believ	believed
he	he	he
had	had	had
told	told	told
the	the	the
Philadelphia	philadelphia	Philadelphia
Inquirer	inquir	Inquirer
about	about	about
her	her	her
decision	decis	decision
to	to	to
drop	drop	drop
prosecution	prosecut	prosecution
of	of	of
a	a	a
case	case	case
Fina	fina	Fina
had	had	had
developed	develop	developed
against	against	against
six	six	six
black	black	black
Democratic	democrat	Democratic
legislators	legisl	legislator
in	in	in
Philadelphia	philadelphia	Philadelphia
Grand	grand	Grand
juries	juri	jury
play	play	play
an	an	an
important	import	important
role	role	role
in	in	in
the	the	the
U	u	U
S	s	S
criminal	crimin	criminal
justice	justic	justice
system	system	system
by	by	by
deciding	decid	deciding
if	if	if
a	a	a
prosecutor	prosecutor	prosecutor
has	has	ha
enough	enough	enough
evidence	evid	evidence
to	to	to
bring	bring	bring
charges	charg	charge
against	against	against
a	a	a
suspect	suspect	suspect
Secret	secret	Secret
deliberations	deliber	deliberation
encourage	encourag	encourage
witnesses	wit	witness
to	to	to
speak	speak	speak
without	without	without
fear	fear	fear
of	of	of
retaliation	retali	retaliation
and	and	and
to	to	to
protect	protect	protect
the	the	the
reputation	reput	reputation
of	of	of
suspects	suspect	suspect
when	when	when
the	the	the
jury	juri	jury
decides	decid	decides
against	against	against
recommending	recommend	recommending
charges	charg	charge
Witnesses	wit	Witnesses
for	for	for
the	the	the
prosecution	prosecut	prosecution
said	said	said
the	the	the
Kane	kane	Kane
investigation	investig	investigation
had	had	had
brought	brought	brought
havoc	havoc	havoc
to	to	to
the	the	the
attorney	attorney	attorney
general	general	general
s	s	s
office	offic	office
Today	today	Today
is	is	is
another	anoth	another
sad	sad	sad
day	day	day
for	for	for
the	the	the
Commonwealth	commonwealth	Commonwealth
and	and	and
its	it	it
citizens	citizen	citizen
Bruce	bruce	Bruce
Beemer	beemer	Beemer
who	who	who
replaced	replac	replaced
Kane	kane	Kane
said	said	said
in	in	in
a	a	a
statement	statement	statement
after	after	after
the	the	the
sentencing	sentenc	sentencing
The	the	The
Office	offic	Office
of	of	of
Attorney	attorney	Attorney
General	general	General
is	is	is
moving	move	moving
forward	forward	forward
with	with	with
steps	step	step
to	to	to
restore	restor	restore
the	the	the
public	public	public
s	s	s
confidence	confid	confidence
in	in	in
the	the	the
work	work	work
that	that	that
we	we	we
do	do	do
and	and	and
the	the	the
way	way	way
that	that	that
we	we	we
do	do	do
it	it	it
he	he	he
said	said	said
without	without	without
specifying	specifi	specifying
his	his	his
office	offic	office
s	s	s
plans	plan	plan
Kane	kane	Kane
is	is	is
the	the	the
second	second	second
Pennsylvania	pennsylvania	Pennsylvania
attorney	attorney	attorney
general	general	general
in	in	in
the	the	the
past	past	past
quarter	quarter	quarter
-century	-centuri	-century
to	to	to
be	be	be
convicted	convict	convicted
of	of	of
crimes	crime	crime
committed	commit	committed
in	in	in
office	offic	office
In	in	In
1995	1995	1995
Attorney	attorney	Attorney
General	general	General
Ernie	erni	Ernie
Preate	preat	Preate
pleaded	plead	pleaded
guilty	guilti	guilty
to	to	to
mail	mail	mail
fraud	fraud	fraud
and	and	and
