WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
-	-	-
Investor	investor	Investor
Carl	carl	Carl
Icahn	icahn	Icahn
never	never	never
wielded	wield	wielded
excessive	excess	excessive
influence	influenc	influence
on	on	on
U	u	U
.	.	.
S	s	S
.	.	.
biofuels	biofuel	biofuels
policy	polici	policy
while	while	while
acting	act	acting
as	as	a
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
s	s	s
adviser	advis	adviser
on	on	on
regulation	regul	regulation
,	,	,
the	the	the
head	head	head
of	of	of
the	the	the
Environmental	environment	Environmental
Protection	protect	Protection
Agency	agenc	Agency
said	said	said
in	in	in
a	a	a
letter	letter	letter
to	to	to
a	a	a
Democratic	democrat	Democratic
Senator	senat	Senator
Sheldon	sheldon	Sheldon
Whitehouse	whitehous	Whitehouse
.	.	.
The	the	The
letter	letter	letter
,	,	,
dated	date	dated
September	septemb	September
11	11	11
,	,	,
was	was	wa
a	a	a
response	respons	response
to	to	to
repeated	repeat	repeated
requests	request	request
by	by	by
Whitehouse	whitehous	Whitehouse
and	and	and
other	other	other
Democratic	democrat	Democratic
lawmakers	lawmak	lawmaker
for	for	for
information	inform	information
on	on	on
Icahn	icahn	Icahn
s	s	s
dual	dual	dual
role	role	role
as	as	a
an	an	an
adviser	advis	adviser
on	on	on
biofuels	biofuel	biofuels
regulation	regul	regulation
and	and	and
a	a	a
majority	major	majority
stakeholder	stakehold	stakeholder
in	in	in
a	a	a
refining	refin	refining
company	compani	company
,	,	,
CVR	cvr	CVR
Energy	energi	Energy
,	,	,
directly	direct	directly
affected	affect	affected
by	by	by
those	those	those
rules	rule	rule
.	.	.
Icahn	icahn	Icahn
ended	end	ended
his	his	his
adviser	advis	adviser
role	role	role
in	in	in
August	august	August
after	after	after
facing	face	facing
criticism	critic	criticism
his	his	his
guidance	guidanc	guidance
to	to	to
Trump	trump	Trump
represented	repres	represented
a	a	a
conflict	conflict	conflict
of	of	of
interests	interest	interest
as	as	a
it	it	it
may	may	may
have	have	have
benefited	benefit	benefited
CVR	cvr	CVR
.	.	.
Icahn	icahn	Icahn
has	has	ha
denied	deni	denied
the	the	the
allegations	alleg	allegation
.	.	.
EPA	epa	EPA
Administrator	administr	Administrator
Scott	scott	Scott
Pruitt	pruitt	Pruitt
said	said	said
in	in	in
the	the	the
letter	letter	letter
to	to	to
Whitehouse	whitehous	Whitehouse
,	,	,
seen	seen	seen
by	by	by
Reuters	reuter	Reuters
on	on	on
Tuesday	tuesday	Tuesday
,	,	,
that	that	that
Icahn	icahn	Icahn
was	was	wa
one	one	one
of	of	of
many	mani	many
of	of	of
Trump	trump	Trump
s	s	s
advisers	advis	adviser
that	that	that
he	he	he
met	met	met
during	dure	during
his	his	his
confirmation	confirm	confirmation
process	process	process
,	,	,
and	and	and
he	he	he
made	made	made
no	no	no
assurances	assur	assurance
with	with	with
regard	regard	regard
to	to	to
the	the	the
point	point	point
of	of	of
obligation	oblig	obligation
or	or	or
any	ani	any
other	other	other
substantive	substant	substantive
issue	issu	issue
.	.	.
The	the	The
point	point	point
of	of	of
obligation	oblig	obligation
refers	refer	refers
to	to	to
a	a	a
requirement	requir	requirement
under	under	under
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Renewable	renew	Renewable
Fuel	fuel	Fuel
Standard	standard	Standard
that	that	that
refiners	refin	refiner
blend	blend	blend
increasing	increas	increasing
amounts	amount	amount
of	of	of
biofuels	biofuel	biofuels
like	like	like
ethanol	ethanol	ethanol
into	into	into
their	their	their
gasoline	gasolin	gasoline
every	everi	every
year	year	year
.	.	.
Icahn	icahn	Icahn
,	,	,
his	his	his
company	compani	company
CVR	cvr	CVR
,	,	,
and	and	and
a	a	a
handful	hand	handful
of	of	of
other	other	other
refiners	refin	refiner
wanted	want	wanted
to	to	to
shift	shift	shift
that	that	that
responsibility	respons	responsibility
off	off	off
refiners	refin	refiner
in	in	in
a	a	a
way	way	way
that	that	that
would	would	would
have	have	have
saved	save	saved
them	them	them
hundreds	hundr	hundred
of	of	of
millions	million	million
of	of	of
dollars	dollar	dollar
.	.	.
Icahn	icahn	Icahn
proposed	propos	proposed
the	the	the
reform	reform	reform
to	to	to
the	the	the
administration	administr	administration
in	in	in
February	februari	February
.	.	.
The	the	The
Trump	trump	Trump
administration	administr	administration
has	has	ha
not	not	not
made	made	made
a	a	a
decision	decis	decision
on	on	on
the	the	the
request	request	request
,	,	,
but	but	but
environmental	environment	environmental
regulators	regul	regulator
are	are	are
preparing	prepar	preparing
to	to	to
formally	formal	formally
reject	reject	reject
it	it	it
,	,	,
sources	sourc	source
have	have	have
told	told	told
Reuters	reuter	Reuters
.	.	.
Icahn	icahn	Icahn
,	,	,
who	who	who
has	has	ha
an	an	an
82	82	82
percent	percent	percent
stake	stake	stake
in	in	in
CVR	cvr	CVR
,	,	,
has	has	ha
said	said	said
his	his	his
proposal	propos	proposal
did	did	did
not	not	not
constitute	constitut	constitute
self	self	self
-dealing	-deal	-dealing
because	becaus	because
it	it	it
would	would	would
have	have	have
benefited	benefit	benefited
some	some	some
of	of	of
his	his	his
competitors	competitor	competitor
too	too	too
.	.	.
Pruitt	pruitt	Pruitt
added	ad	added
in	in	in
the	the	the
letter	letter	letter
that	that	that
the	the	the
EPA	epa	EPA
s	s	s
Office	offic	Office
of	of	of
Environmental	environment	Environmental
Information	inform	Information
searched	search	searched
the	the	the
EPA	epa	EPA
emails	email	email
of	of	of
39	39	39
senior	senior	senior
leadership	leadership	leadership
employees	employe	employee
,	,	,
and	and	and
found	found	found
no	no	no
emails	email	email
to	to	to
or	or	or
from	from	from
any	ani	any
of	of	of
those	those	those
employees	employe	employee
and	and	and
Mr	mr	Mr
.	.	.
Icahn	icahn	Icahn
or	or	or
CVR	cvr	CVR
on	on	on
any	ani	any
subject	subject	subject
between	between	between
Feb	feb	Feb
.	.	.
17	17	17
and	and	and
Aug	aug	Aug
.	.	.
18	18	18
.	.	.
A	a	A
spokesman	spokesman	spokesman
for	for	for
Whitehouse	whitehous	Whitehouse
said	said	said
the	the	the
senator	senat	senator
was	was	wa
reviewing	review	reviewing
Pruitt	pruitt	Pruitt
s	s	s
response	respons	response
for	for	for
accuracy	accuraci	accuracy
and	and	and
to	to	to
determine	determin	determine
whether	whether	whether
additional	addit	additional
steps	step	step
are	are	are
warranted	warrant	warranted
.	.	.
Icahn	icahn	Icahn
s	s	s
proposal	propos	proposal
to	to	to
shift	shift	shift
the	the	the
point	point	point
of	of	of
obligation	oblig	obligation
would	would	would
have	have	have
lowered	lower	lowered
prices	price	price
for	for	for
renewable	renew	renewable
fuels	fuel	fuel
credits	credit	credit
known	known	known
as	as	a
RINs	rin	RINs
.	.	.
A	a	A
Reuters	reuter	Reuters
review	review	review
of	of	of
CVR	cvr	CVR
filings	file	filing
showed	show	showed
the	the	the
company	compani	company
was	was	wa
building	build	building
up	up	up
a	a	a
large	larg	large
bet	bet	bet
on	on	on
a	a	a
decline	declin	decline
in	in	in
RIN	rin	RIN
prices	price	price
months	month	month
before	befor	before
Icahn	icahn	Icahn
made	made	made
his	his	his
reform	reform	reform
proposal	propos	proposal
.	.	.
Investors	investor	Investors
,	,	,
meanwhile	meanwhil	meanwhile
,	,	,
have	have	have
built	built	built
up	up	up
a	a	a
large	larg	large
short	short	short
position	posit	position
in	in	in
CVR	cvr	CVR
in	in	in
the	the	the
past	past	past
three	three	three
months	month	month
,	,	,
according	accord	according
to	to	to
Reuters	reuter	Reuters
data	data	data
.	.	.
