GENEVA	geneva	GENEVA
Reuters	reuter	Reuters
-	-	-
China	china	China
signaled	signal	signaled
on	on	on
Wednesday	wednesday	Wednesday
it	it	it
was	was	wa
willing	will	willing
to	to	to
back	back	back
an	an	an
international	intern	international
inquiry	inquiri	inquiry
into	into	into
atrocities	atroc	atrocity
in	in	in
Yemen	yemen	Yemen
,	,	,
as	as	a
demanded	demand	demanded
by	by	by
the	the	the
U	u	U
.	.	.
N	n	N
.	.	.
High	high	High
Commissioner	commission	Commissioner
for	for	for
Human	human	Human
Rights	right	Rights
,	,	,
but	but	but
Saudi	saudi	Saudi
Arabia	arabia	Arabia
and	and	and
the	the	the
United	unit	United
States	state	States
said	said	said
they	they	they
did	did	did
not	not	not
support	support	support
the	the	the
idea	idea	idea
.	.	.
For	for	For
three	three	three
years	year	year
running	run	running
U	u	U
.	.	.
N	n	N
.	.	.
human	human	human
rights	right	right
chief	chief	chief
Zeid	zeid	Zeid
Ra	ra	Ra
ad	ad	ad
al	al	al
-Hussein	-hussein	-Hussein
has	has	ha
asked	ask	asked
the	the	the
47	47	47
countries	countri	country
in	in	in
the	the	the
U	u	U
.	.	.
N	n	N
.	.	.
Human	human	Human
Rights	right	Rights
Council	council	Council
to	to	to
set	set	set
up	up	up
an	an	an
independent	independ	independent
investigation	investig	investigation
into	into	into
Yemen	yemen	Yemen
s	s	s
war	war	war
,	,	,
which	which	which
has	has	ha
killed	kill	killed
at	at	at
least	least	least
10	10	10
,	,	,
000	000	000
,	,	,
destroyed	destroy	destroyed
the	the	the
economy	economi	economy
,	,	,
led	led	led
to	to	to
a	a	a
cholera	cholera	cholera
epidemic	epidem	epidemic
and	and	and
pushed	push	pushed
millions	million	million
to	to	to
the	the	the
brink	brink	brink
of	of	of
famine	famin	famine
.	.	.
Despite	despit	Despite
his	his	his
pleas	plea	plea
,	,	,
they	they	they
have	have	have
twice	twice	twice
supported	support	supported
a	a	a
Saudi	saudi	Saudi
plan	plan	plan
to	to	to
let	let	let
Yemen	yemen	Yemen
investigate	investig	investigate
by	by	by
itself	itself	itself
.	.	.
On	on	On
Wednesday	wednesday	Wednesday
,	,	,
the	the	the
Netherlands	netherland	Netherlands
and	and	and
Canada	canada	Canada
unveiled	unveil	unveiled
a	a	a
draft	draft	draft
resolution	resolut	resolution
to	to	to
establish	establish	establish
an	an	an
international	intern	international
commission	commiss	commission
of	of	of
inquiry	inquiri	inquiry
COI	coi	COI
to	to	to
ensure	ensur	ensure
that	that	that
perpetrators	perpetr	perpetrator
of	of	of
violations	violat	violation
and	and	and
abuses	abus	abuse
,	,	,
including	includ	including
those	those	those
that	that	that
may	may	may
constitute	constitut	constitute
war	war	war
crimes	crime	crime
and	and	and
crimes	crime	crime
against	against	against
humanity	human	humanity
,	,	,
are	are	are
held	held	held
accountable	account	accountable
.	.	.
The	the	The
three	three	three
-page	-page	-page
text	text	text
was	was	wa
supported	support	supported
by	by	by
many	mani	many
countries	countri	country
when	when	when
diplomats	diplomat	diplomat
met	met	met
to	to	to
discuss	discuss	discus
amendments	amend	amendment
.	.	.
We	we	We
agree	agre	agree
with	with	with
the	the	the
actions	action	action
,	,	,
including	includ	including
the	the	the
COI	coi	COI
,	,	,
to	to	to
promote	promot	promote
the	the	the
political	polit	political
solving	solv	solving
of	of	of
the	the	the
Yemen	yemen	Yemen
crisis	crisi	crisis
,	,	,
a	a	a
Chinese	chines	Chinese
delegate	deleg	delegate
told	told	told
the	the	the
meeting	meet	meeting
,	,	,
which	which	which
was	was	wa
boycotted	boycot	boycotted
by	by	by
the	the	the
Arab	arab	Arab
group	group	group
of	of	of
countries	countri	country
supporting	support	supporting
a	a	a
rival	rival	rival
Saudi	saudi	Saudi
-led	-led	-led
resolution	resolut	resolution
.	.	.
Britain	britain	Britain
and	and	and
the	the	the
United	unit	United
States	state	States
said	said	said
they	they	they
wanted	want	wanted
to	to	to
see	see	see
consensus	consensus	consensus
around	around	around
a	a	a
single	singl	single
resolution	resolut	resolution
.	.	.
We	we	We
do	do	do
have	have	have
concerns	concern	concern
that	that	that
a	a	a
full	full	full
international	intern	international
independent	independ	independent
Commission	commiss	Commission
of	of	of
Inquiry	inquiri	Inquiry
is	is	is
not	not	not
likely	like	likely
to	to	to
get	get	get
us	us	u
there	there	there
,	,	,
U	u	U
.	.	.
S	s	S
.	.	.
diplomat	diplomat	diplomat
Michele	michel	Michele
Roulbet	roulbet	Roulbet
told	told	told
the	the	the
meeting	meet	meeting
.	.	.
Saudi	saudi	Saudi
Arabia	arabia	Arabia
,	,	,
which	which	which
leads	lead	lead
an	an	an
international	intern	international
coalition	coalit	coalition
battling	battl	battling
the	the	the
Iran	iran	Iran
-aligned	-align	-aligned
Houthi	houthi	Houthi
movement	movement	movement
in	in	in
Yemen	yemen	Yemen
,	,	,
said	said	said
the	the	the
time	time	time
was	was	wa
not	not	not
right	right	right
for	for	for
an	an	an
international	intern	international
inquiry	inquiri	inquiry
.	.	.
Although	although	Although
Zeid	zeid	Zeid
has	has	ha
said	said	said
Yemen	yemen	Yemen
is	is	is
not	not	not
up	up	up
to	to	to
the	the	the
job	job	job
of	of	of
investigating	investig	investigating
its	it	it
own	own	own
war	war	war
,	,	,
Saudi	saudi	Saudi
Ambassador	ambassador	Ambassador
Abdulaziz	abdulaziz	Abdulaziz
Alwasil	alwasil	Alwasil
said	said	said
Yemen	yemen	Yemen
s	s	s
national	nation	national
commission	commiss	commission
was	was	wa
in	in	in
a	a	a
better	better	better
position	posit	position
to	to	to
investigate	investig	investigate
for	for	for
the	the	the
time	time	time
being	be	being
.	.	.
We	we	We
have	have	have
no	no	no
objection	object	objection
to	to	to
the	the	the
inquiry	inquiri	inquiry
itself	itself	itself
,	,	,
we	we	we
just	just	just
have	have	have
a	a	a
discussion	discuss	discussion
about	about	about
the	the	the
timing	time	timing
,	,	,
whether	whether	whether
this	this	this
is	is	is
the	the	the
right	right	right
time	time	time
to	to	to
establish	establish	establish
an	an	an
international	intern	international
commission	commiss	commission
,	,	,
with	with	with
the	the	the
difficulties	difficulti	difficulty
on	on	on
the	the	the
ground	ground	ground
,	,	,
Alwasil	alwasil	Alwasil
told	told	told
reporters	report	reporter
.	.	.
Georgette	georgett	Georgette
Gagnon	gagnon	Gagnon
,	,	,
head	head	head
of	of	of
field	field	field
operations	oper	operation
at	at	at
the	the	the
U	u	U
.	.	.
N	n	N
.	.	.
human	human	human
rights	right	right
office	offic	office
,	,	,
said	said	said
Yemen	yemen	Yemen
s	s	s
own	own	own
human	human	human
rights	right	right
commission	commiss	commission
was	was	wa
established	establish	established
by	by	by
,	,	,
is	is	is
funded	fund	funded
by	by	by
and	and	and
reports	report	report
to	to	to
a	a	a
party	parti	party
to	to	to
the	the	the
conflict	conflict	conflict
and	and	and
said	said	said
it	it	it
was	was	wa
way	way	way
past	past	past
time	time	time
for	for	for
an	an	an
effective	effect	effective
probe	probe	probe
.	.	.
Not	not	Not
having	have	having
an	an	an
international	intern	international
inquiry	inquiri	inquiry
would	would	would
be	be	be
a	a	a
green	green	green
light	light	light
to	to	to
the	the	the
parties	parti	party
to	to	to
the	the	the
conflict	conflict	conflict
,	,	,
said	said	said
Radhya	radhya	Radhya
Al	al	Al
-Mutwakel	-mutwakel	-Mutwakel
,	,	,
co	co	co
-director	-director	-director
of	of	of
Yemen	yemen	Yemen
s	s	s
Mwatana	mwatana	Mwatana
Organization	organ	Organization
for	for	for
Human	human	Human
Rights	right	Rights
.	.	.
Zeid	zeid	Zeid
said	said	said
on	on	on
Monday	monday	Monday
there	there	there
had	had	had
been	been	been
only	onli	only
minimal	minim	minimal
efforts	effort	effort
at	at	at
holding	hold	holding
people	peopl	people
to	to	to
account	account	account
in	in	in
what	what	what
the	the	the
United	unit	United
Nations	nation	Nations
has	has	ha
branded	brand	branded
the	the	the
world	world	world
s	s	s
worst	worst	worst
humanitarian	humanitarian	humanitarian
crisis	crisi	crisis
.	.	.
The	the	The
Saudi	saudi	Saudi
envoy	envoy	envoy
said	said	said
the	the	the
international	intern	international
community	communiti	community
should	should	should
focus	focus	focus
its	it	it
efforts	effort	effort
on	on	on
gaining	gain	gaining
access	access	access
for	for	for
humanitarian	humanitarian	humanitarian
personnel	personnel	personnel
.	.	.
The	the	The
Saudi	saudi	Saudi
-led	-led	-led
coalition	coalit	coalition
has	has	ha
also	also	also
has	has	ha
set	set	set
up	up	up
a	a	a
team	team	team
to	to	to
investigate	investig	investigate
civilian	civilian	civilian
casualties	casualti	casualty
.	.	.
On	on	On
Tuesday	tuesday	Tuesday
it	it	it
said	said	said
it	it	it
had	had	had
found	found	found
a	a	a
series	seri	series
of	of	of
deadly	dead	deadly
air	air	air
strikes	strike	strike
had	had	had
been	been	been
largely	larg	largely
justified	justifi	justified
.	.	.
