MOSCOW	moscow	MOSCOW
Reuters	reuter	Reuters
-	-	-
Russian	russian	Russian
opposition	opposit	opposition
leader	leader	leader
Alexei	alexei	Alexei
Navalny	navalni	Navalny
held	held	held
a	a	a
political	polit	political
rally	ralli	rally
on	on	on
Sunday	sunday	Sunday
,	,	,
hours	hour	hour
after	after	after
being	be	being
released	releas	released
from	from	from
jail	jail	jail
and	and	and
pledged	pledg	pledged
to	to	to
continue	continu	continue
his	his	his
presidential	presidenti	presidential
campaign	campaign	campaign
despite	despit	despite
the	the	the
authorities	author	authority
saying	say	saying
he	he	he
is	is	is
ineligible	inelig	ineligible
to	to	to
stand	stand	stand
.	.	.

Navalny	navalni	Navalny
,	,	,
a	a	a
fierce	fierc	fierce
critic	critic	critic
of	of	of
President	presid	President
Vladimir	vladimir	Vladimir
Putin	putin	Putin
,	,	,
was	was	wa
detained	detain	detained
by	by	by
police	polic	police
in	in	in
late	late	late
September	septemb	September
and	and	and
sentenced	sentenc	sentenced
to	to	to
20	20	20
days	day	day
in	in	in
jail	jail	jail
on	on	on
charges	charg	charge
of	of	of
repeatedly	repeat	repeatedly
violating	violat	violating
laws	law	law
by	by	by
organizing	organ	organizing
public	public	public
meeting	meet	meeting
and	and	and
rallies	ralli	rally
.	.	.

It	it	It
was	was	wa
the	the	the
third	third	third
time	time	time
he	he	he
had	had	had
been	been	been
jailed	jail	jailed
this	this	this
year	year	year
,	,	,
part	part	part
of	of	of
what	what	what
he	he	he
says	say	say
is	is	is
a	a	a
pattern	pattern	pattern
of	of	of
Kremlin	kremlin	Kremlin
harassment	harass	harassment
designed	design	designed
to	to	to
thwart	thwart	thwart
his	his	his
political	polit	political
ambitions	ambit	ambition
.	.	.

Russia	russia	Russia
s	s	s
central	central	central
election	elect	election
commission	commiss	commission
has	has	ha
declared	declar	declared
him	him	him
ineligible	inelig	ineligible
to	to	to
run	run	run
for	for	for
president	presid	president
next	next	next
year	year	year
due	due	due
to	to	to
a	a	a
suspended	suspend	suspended
prison	prison	prison
sentence	sentenc	sentence
,	,	,
which	which	which
he	he	he
says	say	say
was	was	wa
politically	polit	politically
-motivated	-motiv	-motivated
.	.	.

Shrugging	shrug	Shrugging
off	off	off
that	that	that
ban	ban	ban
,	,	,
the	the	the
41	41	41
-year-old	-year-old	-year-old
lawyer	lawyer	lawyer
held	held	held
a	a	a
campaign	campaign	campaign
rally	ralli	rally
in	in	in
the	the	the
provincial	provinci	provincial
town	town	town
of	of	of
Astrakhan	astrakhan	Astrakhan
in	in	in
southern	southern	southern
Russia	russia	Russia
on	on	on
Sunday	sunday	Sunday
evening	even	evening
,	,	,
hours	hour	hour
after	after	after
walking	walk	walking
free	free	free
from	from	from
jail	jail	jail
.	.	.

He	he	He
said	said	said
after	after	after
the	the	the
rally	ralli	rally
he	he	he
would	would	would
continue	continu	continue
to	to	to
campaign	campaign	campaign
and	and	and
had	had	had
the	the	the
right	right	right
to	to	to
take	take	take
part	part	part
in	in	in
next	next	next
year	year	year
s	s	s
election	elect	election
.	.	.

We	we	We
have	have	have
more	more	more
right	right	right
to	to	to
take	take	take
part	part	part
in	in	in
the	the	the
elections	elect	election
than	than	than
all	all	all
the	the	the
other	other	other
candidates	candid	candidate
combined	combin	combined
,	,	,
Navalny	navalni	Navalny
wrote	wrote	wrote
on	on	on
his	his	his
website	websit	website
.	.	.

Putin	putin	Putin
,	,	,
65	65	65
,	,	,
has	has	ha
for	for	for
months	month	month
declined	declin	declined
to	to	to
say	say	say
whether	whether	whether
he	he	he
will	will	will
run	run	run
for	for	for
what	what	what
would	would	would
be	be	be
his	his	his
fourth	fourth	fourth
stint	stint	stint
in	in	in
the	the	the
Kremlin	kremlin	Kremlin
,	,	,
but	but	but
is	is	is
widely	wide	widely
expected	expect	expected
to	to	to
do	do	do
so	so	so
.	.	.

Opinion	opinion	Opinion
polls	poll	poll
suggest	suggest	suggest
he	he	he
would	would	would
comfortably	comfort	comfortably
win	win	win
.	.	.

One	one	One
candidate	candid	candidate
who	who	who
has	has	ha
declared	declar	declared
her	her	her
hand	hand	hand
is	is	is
TV	tv	TV
personality	person	personality
Ksenia	ksenia	Ksenia
Sobchak	sobchak	Sobchak
who	who	who
said	said	said
last	last	last
week	week	week
she	she	she
planned	plan	planned
to	to	to
run	run	run
,	,	,
offering	offer	offering
liberal	liber	liberal
voters	voter	voter
unhappy	unhappi	unhappy
with	with	with
Putin	putin	Putin
s	s	s
rule	rule	rule
someone	someon	someone
to	to	to
back	back	back
,	,	,
though	though	though
she	she	she
has	has	ha
little	littl	little
prospect	prospect	prospect
of	of	of
winning	win	winning
.	.	.

Some	some	Some
opposition	opposit	opposition
activists	activist	activist
fret	fret	fret
she	she	she
is	is	is
a	a	a
Kremlin	kremlin	Kremlin
project	project	project
designed	design	designed
to	to	to
split	split	split
the	the	the
opposition	opposit	opposition
,	,	,
something	someth	something
she	she	she
denies	deni	denies
.	.	.

Last	last	Last
month	month	month
,	,	,
commenting	comment	commenting
on	on	on
rumors	rumor	rumor
that	that	that
Sobchak	sobchak	Sobchak
would	would	would
run	run	run
,	,	,
Navalny	navalni	Navalny
complained	complain	complained
she	she	she
was	was	wa
being	be	being
used	use	used
by	by	by
the	the	the
Kremlin	kremlin	Kremlin
as	as	a
a	a	a
safe	safe	safe
lightning	lightn	lightning
conductor	conductor	conductor
for	for	for
voters	voter	voter
dissatisfaction	dissatisfact	dissatisfaction
.	.	.

But	but	But
he	he	he
struck	struck	struck
a	a	a
more	more	more
conciliatory	conciliatori	conciliatory
note	note	note
on	on	on
Sunday	sunday	Sunday
with	with	with
TV	tv	TV
Rain	rain	Rain
citing	cite	citing
him	him	him
as	as	a
saying	say	saying
that	that	that
everyone	everyon	everyone
,	,	,
including	includ	including
Sobchak	sobchak	Sobchak
,	,	,
had	had	had
the	the	the
right	right	right
to	to	to
take	take	take
part	part	part
in	in	in
the	the	the
March	march	March
election	elect	election
.	.	.

