WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
-	-	-
A	a	A
chorus	chorus	chorus
of	of	of
concern	concern	concern
in	in	in
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Congress	congress	Congress
over	over	over
the	the	the
potential	potenti	potential
national	nation	national
security	secur	security
threat	threat	threat
of	of	of
State	state	State
Department	depart	Department
staff	staff	staff
cuts	cut	cut
grew	grew	grew
on	on	on
Thursday	thursday	Thursday
when	when	when
every	everi	every
Democrat	democrat	Democrat
on	on	on
the	the	the
House	hous	House
of	of	of
Representatives	repres	Representatives
Foreign	foreign	Foreign
Affairs	affair	Affairs
Committee	committe	Committee
signed	sign	signed
a	a	a
letter	letter	letter
asking	ask	asking
for	for	for
a	a	a
briefing	brief	briefing
.	.	.

The	the	The
number	number	number
of	of	of
minister	minist	minister
counselors	counselor	counselor
in	in	in
the	the	the
State	state	State
Department	depart	Department
has	has	ha
decreased	decreas	decreased
by	by	by
15	15	15
percent	percent	percent
,	,	,
career	career	career
ministers	minist	minister
by	by	by
42	42	42
percent	percent	percent
,	,	,
and	and	and
career	career	career
ambassadors	ambassador	ambassador
by	by	by
an	an	an
astounding	astound	astounding
60	60	60
percent	percent	percent
,	,	,
they	they	they
said	said	said
in	in	in
the	the	the
letter	letter	letter
to	to	to
Secretary	secretari	Secretary
of	of	of
State	state	State
Rex	rex	Rex
Tillerson	tillerson	Tillerson
.	.	.

The	the	The
amount	amount	amount
of	of	of
talent	talent	talent
leaving	leav	leaving
the	the	the
State	state	State
Department	depart	Department
endangers	endang	endangers
the	the	the
institution	institut	institution
and	and	and
undermines	undermin	undermines
American	american	American
leadership	leadership	leadership
,	,	,
security	secur	security
and	and	and
interests	interest	interest
around	around	around
the	the	the
world	world	world
,	,	,
said	said	said
the	the	the
letter	letter	letter
,	,	,
led	led	led
by	by	by
Representative	repres	Representative
Eliot	eliot	Eliot
Engel	engel	Engel
,	,	,
the	the	the
top	top	top
Democrat	democrat	Democrat
on	on	on
the	the	the
committee	committe	committee
.	.	.

Many	mani	Many
members	member	member
of	of	of
Congress	congress	Congress
,	,	,
Democrats	democrat	Democrats
as	as	a
well	well	well
as	as	a
some	some	some
of	of	of
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
s	s	s
fellow	fellow	fellow
Republicans	republican	Republicans
,	,	,
have	have	have
rejected	reject	rejected
Trump	trump	Trump
s	s	s
proposal	propos	proposal
to	to	to
cut	cut	cut
the	the	the
State	state	State
Department	depart	Department
budget	budget	budget
by	by	by
about	about	about
30	30	30
percent	percent	percent
.	.	.

Tillerson	tillerson	Tillerson
has	has	ha
embraced	embrac	embraced
the	the	the
plan	plan	plan
,	,	,
and	and	and
imposed	impos	imposed
a	a	a
hiring	hire	hiring
freeze	freez	freeze
while	while	while
analyzing	analyz	analyzing
the	the	the
agency	agenc	agency
s	s	s
operations	oper	operation
and	and	and
deciding	decid	deciding
how	how	how
to	to	to
reorganize	reorgan	reorganize
them	them	them
.	.	.

On	on	On
Tuesday	tuesday	Tuesday
,	,	,
the	the	the
Republican	republican	Republican
chairman	chairman	chairman
and	and	and
top	top	top
Democrat	democrat	Democrat
on	on	on
the	the	the
Senate	senat	Senate
Foreign	foreign	Foreign
Relations	relat	Relations
Committee	committe	Committee
both	both	both
blasted	blast	blasted
the	the	the
agency	agenc	agency
for	for	for
cuts	cut	cut
in	in	in
staff	staff	staff
and	and	and
what	what	what
they	they	they
described	describ	described
as	as	a
a	a	a
failure	failur	failure
to	to	to
have	have	have
a	a	a
plan	plan	plan
for	for	for
a	a	a
proposed	propos	proposed
organization	organ	organization
.	.	.

On	on	On
Wednesday	wednesday	Wednesday
,	,	,
Republican	republican	Republican
Senator	senat	Senator
John	john	John
McCain	mccain	McCain
,	,	,
the	the	the
Senate	senat	Senate
Armed	arm	Armed
Services	servic	Services
Committee	committe	Committee
chairman	chairman	chairman
,	,	,
and	and	and
Democratic	democrat	Democratic
Senator	senat	Senator
Jeanne	jeann	Jeanne
Shaheen	shaheen	Shaheen
,	,	,
the	the	the
top	top	top
Democrat	democrat	Democrat
on	on	on
a	a	a
Foreign	foreign	Foreign
Relations	relat	Relations
subcommittee	subcommitte	subcommittee
overseeing	overse	overseeing
State	state	State
,	,	,
delivered	deliv	delivered
a	a	a
letter	letter	letter
to	to	to
Tillerson	tillerson	Tillerson
asking	ask	asking
him	him	him
to	to	to
begin	begin	begin
consulting	consult	consulting
with	with	with
lawmakers	lawmak	lawmaker
on	on	on
decisions	decis	decision
that	that	that
have	have	have
an	an	an
impact	impact	impact
on	on	on
recruiting	recruit	recruiting
,	,	,
retaining	retain	retaining
and	and	and
staffing	staf	staffing
,	,	,
removing	remov	removing
a	a	a
hiring	hire	hiring
freeze	freez	freeze
and	and	and
resuming	resum	resuming
promotions	promot	promotion
.	.	.

L1N1NL2AB	l1n1nl2ab	L1N1NL2AB
Tillerson	tillerson	Tillerson
has	has	ha
said	said	said
his	his	his
reorganization	reorgan	reorganization
plan	plan	plan
aimed	aim	aimed
to	to	to
increase	increas	increase
efficiency	effici	efficiency
and	and	and
cut	cut	cut
costs	cost	cost
,	,	,
with	with	with
a	a	a
target	target	target
of	of	of
saving	save	saving
at	at	at
least	least	least
10	10	10
percent	percent	percent
,	,	,
or	or	or
about	about	about
5	5	5
billion	billion	billion
,	,	,
over	over	over
the	the	the
next	next	next
five	five	five
years	year	year
from	from	from
fiscal	fiscal	fiscal
-year	-year	-year
2017	2017	2017
levels	level	level
.	.	.

A	a	A
State	state	State
Department	depart	Department
spokesperson	spokesperson	spokesperson
said	said	said
that	that	that
all	all	all
congressional	congression	congressional
correspondence	correspond	correspondence
to	to	to
the	the	the
department	depart	department
is	is	is
reviewed	review	reviewed
and	and	and
receives	receiv	receives
an	an	an
appropriate	appropri	appropriate
response	respons	response
.	.	.

We	we	We
can	can	can
affirm	affirm	affirm
that	that	that
the	the	the
Secretary	secretari	Secretary
has	has	ha
said	said	said
on	on	on
many	mani	many
occasions	occas	occasion
that	that	that
he	he	he
will	will	will
advocate	advoc	advocate
for	for	for
any	ani	any
resources	resourc	resource
or	or	or
reforms	reform	reform
America	america	America
s	s	s
diplomats	diplomat	diplomat
need	need	need
to	to	to
do	do	do
their	their	their
jobs	job	job
,	,	,
the	the	the
spokesperson	spokesperson	spokesperson
said	said	said
in	in	in
a	a	a
email	email	email
.	.	.

